rank	lexeme_id	cell	system	policy	expected_expanded	expected_printed	source_id	passage	provenance	decision	review_reason
1414	synodal:pronoun:vash	pronoun:instrumental:dual:feminine:none:animate	pronoun	strict	вашима	ва́шима	ponomar-elizabeth-bible-2026-08-09	Deut.1.30	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:dative:dual:feminine:none:animate,pronoun:dative:dual:feminine:none:inanimate,pronoun:dative:dual:masculine:none:animate,pronoun:dative:dual:masculine:none:inanimate,pronoun:dative:dual:neuter:none:animate,pronoun:dative:dual:neuter:none:inanimate,pronoun:instrumental:dual:feminine:none:animate,pronoun:instrumental:dual:feminine:none:inanimate,pronoun:instrumental:dual:masculine:none:animate,pronoun:instrumental:dual:masculine:none:inanimate,pronoun:instrumental:dual:neuter:none:animate,pronoun:instrumental:dual:neuter:none:inanimate
1415	synodal:pronoun:vash	pronoun:instrumental:dual:feminine:none:inanimate	pronoun	strict	вашима	ва́шима	ponomar-elizabeth-bible-2026-08-09	Deut.1.30	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:dative:dual:feminine:none:animate,pronoun:dative:dual:feminine:none:inanimate,pronoun:dative:dual:masculine:none:animate,pronoun:dative:dual:masculine:none:inanimate,pronoun:dative:dual:neuter:none:animate,pronoun:dative:dual:neuter:none:inanimate,pronoun:instrumental:dual:feminine:none:animate,pronoun:instrumental:dual:feminine:none:inanimate,pronoun:instrumental:dual:masculine:none:animate,pronoun:instrumental:dual:masculine:none:inanimate,pronoun:instrumental:dual:neuter:none:animate,pronoun:instrumental:dual:neuter:none:inanimate
1416	synodal:pronoun:vash	pronoun:instrumental:dual:masculine:none:animate	pronoun	strict	вашима	ва́шима	ponomar-elizabeth-bible-2026-08-09	Deut.1.30	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:dative:dual:feminine:none:animate,pronoun:dative:dual:feminine:none:inanimate,pronoun:dative:dual:masculine:none:animate,pronoun:dative:dual:masculine:none:inanimate,pronoun:dative:dual:neuter:none:animate,pronoun:dative:dual:neuter:none:inanimate,pronoun:instrumental:dual:feminine:none:animate,pronoun:instrumental:dual:feminine:none:inanimate,pronoun:instrumental:dual:masculine:none:animate,pronoun:instrumental:dual:masculine:none:inanimate,pronoun:instrumental:dual:neuter:none:animate,pronoun:instrumental:dual:neuter:none:inanimate
1417	synodal:pronoun:vash	pronoun:instrumental:dual:masculine:none:inanimate	pronoun	strict	вашима	ва́шима	ponomar-elizabeth-bible-2026-08-09	Deut.1.30	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:dative:dual:feminine:none:animate,pronoun:dative:dual:feminine:none:inanimate,pronoun:dative:dual:masculine:none:animate,pronoun:dative:dual:masculine:none:inanimate,pronoun:dative:dual:neuter:none:animate,pronoun:dative:dual:neuter:none:inanimate,pronoun:instrumental:dual:feminine:none:animate,pronoun:instrumental:dual:feminine:none:inanimate,pronoun:instrumental:dual:masculine:none:animate,pronoun:instrumental:dual:masculine:none:inanimate,pronoun:instrumental:dual:neuter:none:animate,pronoun:instrumental:dual:neuter:none:inanimate
1418	synodal:pronoun:vash	pronoun:instrumental:dual:neuter:none:animate	pronoun	strict	вашима	ва́шима	ponomar-elizabeth-bible-2026-08-09	Deut.1.30	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:dative:dual:feminine:none:animate,pronoun:dative:dual:feminine:none:inanimate,pronoun:dative:dual:masculine:none:animate,pronoun:dative:dual:masculine:none:inanimate,pronoun:dative:dual:neuter:none:animate,pronoun:dative:dual:neuter:none:inanimate,pronoun:instrumental:dual:feminine:none:animate,pronoun:instrumental:dual:feminine:none:inanimate,pronoun:instrumental:dual:masculine:none:animate,pronoun:instrumental:dual:masculine:none:inanimate,pronoun:instrumental:dual:neuter:none:animate,pronoun:instrumental:dual:neuter:none:inanimate
1419	synodal:pronoun:vash	pronoun:instrumental:dual:neuter:none:inanimate	pronoun	strict	вашима	ва́шима	ponomar-elizabeth-bible-2026-08-09	Deut.1.30	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:dative:dual:feminine:none:animate,pronoun:dative:dual:feminine:none:inanimate,pronoun:dative:dual:masculine:none:animate,pronoun:dative:dual:masculine:none:inanimate,pronoun:dative:dual:neuter:none:animate,pronoun:dative:dual:neuter:none:inanimate,pronoun:instrumental:dual:feminine:none:animate,pronoun:instrumental:dual:feminine:none:inanimate,pronoun:instrumental:dual:masculine:none:animate,pronoun:instrumental:dual:masculine:none:inanimate,pronoun:instrumental:dual:neuter:none:animate,pronoun:instrumental:dual:neuter:none:inanimate
1420	synodal:pronoun:vash	pronoun:instrumental:plural:feminine:none:animate	pronoun	strict	вашими	ва́шими	ponomar-elizabeth-bible-2026-08-09	Ezek.34.21	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:instrumental:plural:feminine:none:animate,pronoun:instrumental:plural:feminine:none:inanimate,pronoun:instrumental:plural:masculine:none:animate,pronoun:instrumental:plural:masculine:none:inanimate,pronoun:instrumental:plural:neuter:none:animate
1421	synodal:pronoun:vash	pronoun:instrumental:plural:feminine:none:inanimate	pronoun	strict	вашими	ва́шими	ponomar-elizabeth-bible-2026-08-09	Ezek.34.21	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:instrumental:plural:feminine:none:animate,pronoun:instrumental:plural:feminine:none:inanimate,pronoun:instrumental:plural:masculine:none:animate,pronoun:instrumental:plural:masculine:none:inanimate,pronoun:instrumental:plural:neuter:none:animate
1422	synodal:pronoun:vash	pronoun:instrumental:plural:masculine:none:animate	pronoun	strict	вашими	ва́шими	ponomar-elizabeth-bible-2026-08-09	Ezek.34.21	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:instrumental:plural:feminine:none:animate,pronoun:instrumental:plural:feminine:none:inanimate,pronoun:instrumental:plural:masculine:none:animate,pronoun:instrumental:plural:masculine:none:inanimate,pronoun:instrumental:plural:neuter:none:animate
1423	synodal:pronoun:vash	pronoun:instrumental:plural:masculine:none:inanimate	pronoun	strict	вашими	ва́шими	ponomar-elizabeth-bible-2026-08-09	Ezek.34.21	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:instrumental:plural:feminine:none:animate,pronoun:instrumental:plural:feminine:none:inanimate,pronoun:instrumental:plural:masculine:none:animate,pronoun:instrumental:plural:masculine:none:inanimate,pronoun:instrumental:plural:neuter:none:animate
1424	synodal:pronoun:vash	pronoun:instrumental:plural:neuter:none:animate	pronoun	strict	вашими	ва́шими	ponomar-elizabeth-bible-2026-08-09	Ezek.34.21	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:instrumental:plural:feminine:none:animate,pronoun:instrumental:plural:feminine:none:inanimate,pronoun:instrumental:plural:masculine:none:animate,pronoun:instrumental:plural:masculine:none:inanimate,pronoun:instrumental:plural:neuter:none:animate
1425	synodal:pronoun:vash	pronoun:instrumental:singular:feminine:none:animate	pronoun	strict	вашею	ва́шею	ponomar-elizabeth-bible-2026-08-09	Deut.13.3	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:instrumental:singular:feminine:none:animate,pronoun:instrumental:singular:feminine:none:inanimate
1426	synodal:pronoun:vash	pronoun:instrumental:singular:feminine:none:inanimate	pronoun	strict	вашею	ва́шею	ponomar-elizabeth-bible-2026-08-09	Deut.13.3	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:instrumental:singular:feminine:none:animate,pronoun:instrumental:singular:feminine:none:inanimate
1427	synodal:pronoun:vash	pronoun:instrumental:singular:masculine:none:animate	pronoun	strict	вашимъ	ва́шимъ	ponomar-elizabeth-bible-2026-08-09	Deut.1.21	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:instrumental:singular:masculine:none:animate,pronoun:instrumental:singular:masculine:none:inanimate,pronoun:instrumental:singular:neuter:none:animate,pronoun:instrumental:singular:neuter:none:inanimate
1428	synodal:pronoun:vash	pronoun:instrumental:singular:masculine:none:inanimate	pronoun	strict	вашимъ	ва́шимъ	ponomar-elizabeth-bible-2026-08-09	Deut.1.21	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:instrumental:singular:masculine:none:animate,pronoun:instrumental:singular:masculine:none:inanimate,pronoun:instrumental:singular:neuter:none:animate,pronoun:instrumental:singular:neuter:none:inanimate
1429	synodal:pronoun:vash	pronoun:instrumental:singular:neuter:none:animate	pronoun	strict	вашимъ	ва́шимъ	ponomar-elizabeth-bible-2026-08-09	Deut.1.21	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:instrumental:singular:masculine:none:animate,pronoun:instrumental:singular:masculine:none:inanimate,pronoun:instrumental:singular:neuter:none:animate,pronoun:instrumental:singular:neuter:none:inanimate
1430	synodal:pronoun:vash	pronoun:instrumental:singular:neuter:none:inanimate	pronoun	strict	вашимъ	ва́шимъ	ponomar-elizabeth-bible-2026-08-09	Deut.1.21	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:instrumental:singular:masculine:none:animate,pronoun:instrumental:singular:masculine:none:inanimate,pronoun:instrumental:singular:neuter:none:animate,pronoun:instrumental:singular:neuter:none:inanimate
1431	synodal:pronoun:vash	pronoun:locative:plural:feminine:none:animate	pronoun	strict	вашихъ	ва́шихъ	ponomar-elizabeth-bible-2026-08-09	Acts.17.28	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:accusative:plural:feminine:none:animate,pronoun:accusative:plural:masculine:none:animate,pronoun:genitive:plural:feminine:none:animate,pronoun:genitive:plural:feminine:none:inanimate,pronoun:genitive:plural:masculine:none:animate,pronoun:genitive:plural:masculine:none:inanimate,pronoun:genitive:plural:neuter:none:animate,pronoun:genitive:plural:neuter:none:inanimate,pronoun:locative:plural:feminine:none:animate,pronoun:locative:plural:feminine:none:inanimate,pronoun:locative:plural:masculine:none:animate,pronoun:locative:plural:masculine:none:inanimate,pronoun:locative:plural:neuter:none:animate,pronoun:locative:plural:neuter:none:inanimate
1432	synodal:pronoun:vash	pronoun:locative:plural:feminine:none:inanimate	pronoun	strict	вашихъ	ва́шихъ	ponomar-elizabeth-bible-2026-08-09	Acts.17.28	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:accusative:plural:feminine:none:animate,pronoun:accusative:plural:masculine:none:animate,pronoun:genitive:plural:feminine:none:animate,pronoun:genitive:plural:feminine:none:inanimate,pronoun:genitive:plural:masculine:none:animate,pronoun:genitive:plural:masculine:none:inanimate,pronoun:genitive:plural:neuter:none:animate,pronoun:genitive:plural:neuter:none:inanimate,pronoun:locative:plural:feminine:none:animate,pronoun:locative:plural:feminine:none:inanimate,pronoun:locative:plural:masculine:none:animate,pronoun:locative:plural:masculine:none:inanimate,pronoun:locative:plural:neuter:none:animate,pronoun:locative:plural:neuter:none:inanimate
1433	synodal:pronoun:vash	pronoun:locative:plural:masculine:none:animate	pronoun	strict	вашихъ	ва́шихъ	ponomar-elizabeth-bible-2026-08-09	Acts.17.28	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:accusative:plural:feminine:none:animate,pronoun:accusative:plural:masculine:none:animate,pronoun:genitive:plural:feminine:none:animate,pronoun:genitive:plural:feminine:none:inanimate,pronoun:genitive:plural:masculine:none:animate,pronoun:genitive:plural:masculine:none:inanimate,pronoun:genitive:plural:neuter:none:animate,pronoun:genitive:plural:neuter:none:inanimate,pronoun:locative:plural:feminine:none:animate,pronoun:locative:plural:feminine:none:inanimate,pronoun:locative:plural:masculine:none:animate,pronoun:locative:plural:masculine:none:inanimate,pronoun:locative:plural:neuter:none:animate,pronoun:locative:plural:neuter:none:inanimate
1434	synodal:pronoun:vash	pronoun:locative:plural:masculine:none:inanimate	pronoun	strict	вашихъ	ва́шихъ	ponomar-elizabeth-bible-2026-08-09	Acts.17.28	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:accusative:plural:feminine:none:animate,pronoun:accusative:plural:masculine:none:animate,pronoun:genitive:plural:feminine:none:animate,pronoun:genitive:plural:feminine:none:inanimate,pronoun:genitive:plural:masculine:none:animate,pronoun:genitive:plural:masculine:none:inanimate,pronoun:genitive:plural:neuter:none:animate,pronoun:genitive:plural:neuter:none:inanimate,pronoun:locative:plural:feminine:none:animate,pronoun:locative:plural:feminine:none:inanimate,pronoun:locative:plural:masculine:none:animate,pronoun:locative:plural:masculine:none:inanimate,pronoun:locative:plural:neuter:none:animate,pronoun:locative:plural:neuter:none:inanimate
1435	synodal:pronoun:vash	pronoun:locative:plural:neuter:none:animate	pronoun	strict	вашихъ	ва́шихъ	ponomar-elizabeth-bible-2026-08-09	Acts.17.28	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:accusative:plural:feminine:none:animate,pronoun:accusative:plural:masculine:none:animate,pronoun:genitive:plural:feminine:none:animate,pronoun:genitive:plural:feminine:none:inanimate,pronoun:genitive:plural:masculine:none:animate,pronoun:genitive:plural:masculine:none:inanimate,pronoun:genitive:plural:neuter:none:animate,pronoun:genitive:plural:neuter:none:inanimate,pronoun:locative:plural:feminine:none:animate,pronoun:locative:plural:feminine:none:inanimate,pronoun:locative:plural:masculine:none:animate,pronoun:locative:plural:masculine:none:inanimate,pronoun:locative:plural:neuter:none:animate,pronoun:locative:plural:neuter:none:inanimate
1436	synodal:pronoun:vash	pronoun:locative:plural:neuter:none:inanimate	pronoun	strict	вашихъ	ва́шихъ	ponomar-elizabeth-bible-2026-08-09	Acts.17.28	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:accusative:plural:feminine:none:animate,pronoun:accusative:plural:masculine:none:animate,pronoun:genitive:plural:feminine:none:animate,pronoun:genitive:plural:feminine:none:inanimate,pronoun:genitive:plural:masculine:none:animate,pronoun:genitive:plural:masculine:none:inanimate,pronoun:genitive:plural:neuter:none:animate,pronoun:genitive:plural:neuter:none:inanimate,pronoun:locative:plural:feminine:none:animate,pronoun:locative:plural:feminine:none:inanimate,pronoun:locative:plural:masculine:none:animate,pronoun:locative:plural:masculine:none:inanimate,pronoun:locative:plural:neuter:none:animate,pronoun:locative:plural:neuter:none:inanimate
1437	synodal:pronoun:vash	pronoun:locative:singular:feminine:none:animate	pronoun	strict	вашей	ва́шей	ponomar-elizabeth-bible-2026-08-09	Ezek.37.14	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:dative:singular:feminine:none:animate,pronoun:dative:singular:feminine:none:inanimate,pronoun:locative:singular:feminine:none:animate,pronoun:locative:singular:feminine:none:inanimate
1438	synodal:pronoun:vash	pronoun:locative:singular:feminine:none:inanimate	pronoun	strict	вашей	ва́шей	ponomar-elizabeth-bible-2026-08-09	Ezek.37.14	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:dative:singular:feminine:none:animate,pronoun:dative:singular:feminine:none:inanimate,pronoun:locative:singular:feminine:none:animate,pronoun:locative:singular:feminine:none:inanimate
1439	synodal:pronoun:vash	pronoun:locative:singular:masculine:none:animate	pronoun	strict	вашемъ	ва́шемъ	ponomar-elizabeth-bible-2026-08-09	Ezek.6.6	normative	blocked-cell-ambiguity	the surface is generated for multiple cells: pronoun:locative:singular:masculine:none:animate,pronoun:locative:singular:masculine:none:inanimate,pronoun:locative:singular:neuter:none:animate,pronoun:locative:singular:neuter:none:inanimate
