# projection-study.tsv — per-OCS-lexeme detail of the phase-1 projection study.
# generated-by: cargo xtask projection-study
# contract: docs/UNIFIED_LANGUAGE_PROMPT.md (execution plan step 1).
lexeme_id	pos	lemma	candidates	match_kind	matched_key	cells	cells_exact	cells_accent_blind	cells_divergent	cells_unprojectable
диꙗ|noun|375399e5b8275bfc	noun	Диꙗ	1	none		21	0	0	21	0
длань|noun|2833cd7c691dd113	noun	длань	1	registered-lexeme	длань	26	0	12	14	0
длъготрьпѣниѥ|noun|4673e6aee31d5fb0	noun	длъготрьпѣниѥ	9	none		21	0	0	21	0
длъгъ|adj|314cbd7acd4c3c43	adj	длъгъ	3	none		252	0	0	252	0
длъгъ|noun|13e2e96372c9b54b	noun	длъгъ	3	none		39	0	0	39	0
длъжьникъ|noun|c07cc8c32b5ac0b9	noun	длъжьникъ	9	none		21	0	0	21	0
дльгота|noun|d0ca18e09b637537	noun	дльгота	3	registered-lexeme	дльгота	21	0	0	21	0
дльгъ|adj|cb1096d405aa7da5	adj	дльгъ	3	none		252	0	0	252	0
доблѥсть|noun|acf2463d9819868b	noun	доблѥсть	1	none		26	0	10	16	0
добл҄ь|adj|e163c49f66936b03	adj	добл҄ь	1	none		253	0	28	225	0
добл҄ьство|noun|4ab661b9885572bf	noun	добл҄ьство	3	none		21	0	0	21	0
добрость|noun|7e7bd273e6e909e3	noun	добрость	1	none		26	0	0	26	0
доброта|noun|f08ab69ad82129b1	noun	доброта	1	registered-lexeme	доброта	21	0	14	7	0
добръ|adj|821d3f1b237b1478	adj	добръ	1	registered-lexeme	добръ	257	0	142	115	0
довьлѣти|verb|5a6f2510e8485beb	verb	довьлѣти	3	registered-lexeme	довьлѣти	11	0	1	10	0
доити|verb|e31a0f6ef12c0dfa	verb	доити	1	oracle-type	доити	40	0	1	39	0
долъ|noun|02605c9a430c492f	noun	долъ	1	none		21	0	4	17	0
домаживьць|noun|ac67291efadbaf6c	noun	домаживьць	3	none		21	0	0	21	0
домъ|noun|967efa9b23a19730	noun	домъ	1	registered-lexeme	домъ	39	0	29	10	0
донести|verb|6a121df2117e0b40	verb	донести	1	oracle-type	донести	42	0	6	36	0
достоинъ|adj|d8370d2f27d3203f	adj	достоинъ	1	registered-lexeme	достоинъ	252	0	12	240	0
достоиньство|noun|3aba3c88cb146d08	noun	достоиньство	3	none		21	0	4	17	0
достоꙗти|verb|5637696056e9803b	verb	достоꙗти	1	registered-lexeme	достоѧти	40	0	3	37	0
досѣдѣти|verb|fb0a4e807be72229	verb	досѣдѣти	1	none		40	0	0	40	0
доуна|noun|e8233174ebf5460e	noun	доуна	1	none		21	0	3	18	0
доунѫти|verb|31fff66d89cf4235	verb	доунѫти	2	oracle-type	дунути	11	0	1	10	0
доупина|noun|73e61e3fe61fb970	noun	доупина	1	none		21	0	0	21	0
доухати|verb|b60ec8ebfe9ce680	verb	доухати	1	none		11	0	0	11	0
доухъ|noun|40855f6850dcb338	noun	доухъ	1	registered-lexeme	духъ	23	0	21	2	0
доуша|noun|b6275e4a5196bcc9	noun	доуша	1	registered-lexeme	душа	21	0	14	7	0
драгъ|adj|4a360d448d1e362f	adj	драгъ	1	none		254	0	42	212	0
древьнъ|adj|94368e71d6d578ff	adj	древьнъ	3	oracle-type	древенъ	252	0	16	236	0
древьнь|adj|4c83f90ddf5ebd94	adj	древьнь	3	none		252	0	22	230	0
дремати|verb|1b423aed81e22efd	verb	дремати	1	oracle-type	дремати	11	0	1	10	0
дрождиѩ|noun|6622e854a2b39fc2	noun	дрождиѩ	1	none		7	0	0	7	0
дроуга|noun|e70ba52fdfc15328	noun	дроуга	1	oracle-type	друга	21	0	12	9	0
дроугъ|adj|e2b3e36c405f97e7	adj	дроугъ	1	oracle-type	другъ	252	0	128	124	0
дроугъ|noun|31a73a7926b3243c	noun	дроугъ	1	oracle-type	другъ	21	0	17	4	0
дроужина|noun|17cd2b2f3bac49a7	noun	дроужина	1	none		21	0	5	16	0
дроужьба|noun|ca7cafa02a28311a	noun	дроужьба	3	none		21	0	12	9	0
дръва|noun|278e6fcb39e6d576	noun	дръва	3	registered-lexeme	дръва	7	0	4	3	0
дръжава|noun|72911c9645fea6a6	noun	дръжава	3	registered-lexeme	дръжава	21	0	0	21	0
дръжати|verb|d0ea83787d991a5d	verb	дръжати	3	none		42	0	0	42	0
дръзновеньѥ|noun|fc4c7a5669f97365	noun	дръзновеньѥ	9	none		21	0	0	21	0
дрьзати|verb|29317bea5c5369f3	verb	дрьзати	3	none		11	0	0	11	0
дрьзнѫти|verb|6683cb18279e54ee	verb	дрьзнѫти	6	none		11	0	0	11	0
дрьзость|noun|986668d255f2c0a7	noun	дрьзость	3	none		26	0	0	26	0
дрьзъ|adj|25ab1b210b7226ad	adj	дрьзъ	3	none		252	0	0	252	0
дрьколь|noun|9336791263b36fe7	noun	дрьколь	3	oracle-type	дреколь	26	0	3	23	0
дрѣво|noun|be8fdab97a78898a	noun	дрѣво	1	registered-lexeme	дрѣво	21	0	0	21	0
дрѣводѣла|noun|c0442c17a007f8dd	noun	дрѣводѣла	1	none		21	0	0	21	0
дрѣвѣнъ|adj|1bd00d3e0ab48e89	adj	дрѣвѣнъ	1	none		252	0	0	252	0
дрѣмати|verb|6e34da72a5845102	verb	дрѣмати	1	none		11	0	0	11	0
дрѧзга|noun|74732e8769e532d3	noun	дрѧзга	1	none		21	0	0	21	0
дрѧселъ|adj|ed170042bf911a31	adj	дрѧселъ	1	none		252	0	0	252	0
дрѧхлъ|adj|68bc5db0f77ba0bf	adj	дрѧхлъ	1	oracle-type	дрѧхлъ	252	0	54	198	0
дрѧхльство|noun|c78c0e04d03d1989	noun	дрѧхльство	3	none		21	0	0	21	0
дрѫгар҄ь|noun|f0df6395d021484f	noun	дрѫгар҄ь	2	none		21	0	0	21	0
дрѫгъ|noun|1a11ba873fb0ac4c	noun	дрѫгъ	2	oracle-type	другъ	21	0	14	7	0
дъвословивъ|adj|546b408f94bc49ef	adj	дъвословивъ	3	none		252	0	0	252	0
дъждити|verb|16a0e409ce1725ef	verb	дъждити	3	none		11	0	1	10	0
дъждь|noun|bc8b34e4eb321d5f	noun	дъждь	3	registered-lexeme	дождь	21	0	9	12	0
дъна|noun|454c6c32492faf88	noun	дъна	3	oracle-type	дна	21	0	8	13	0
дъно|noun|1880b5b1aedf1fa2	noun	дъно	3	oracle-type	дно	21	0	11	10	0
дъска|noun|1ab600e910bd1192	noun	дъска	3	none		21	0	5	16	0
дъхнѫти|verb|abbee5954beb687d	verb	дъхнѫти	6	none		11	0	0	11	0
дъхъ|noun|dd971d16ccd82acb	noun	дъхъ	3	none		21	0	0	21	0
дъхъторъ|noun|df54f73ca93dcf2e	noun	дъхъторъ	9	none		21	0	0	21	0
дъщи|noun|304dd19d8da3403d	noun	дъщи	3	oracle-type	дщи	21	0	15	6	0
дьбрь|noun|6e1de87ce62fe3bb	noun	дьбрь	3	registered-lexeme	дьбрь	26	0	14	12	0
дьнь|noun|e7637930621ec1f0	noun	дьнь	3	registered-lexeme	день	37	0	29	8	0
дьньница|noun|e0074f1ef28290ce	noun	дьньница	9	oracle-type	денница	21	0	1	20	0
дьрати|verb|e8480e512bb95578	verb	дьрати	3	none		11	0	0	11	0
дѣва|noun|ba4d99002c5bc4d5	noun	дѣва	1	registered-lexeme	дѣва	21	0	18	3	0
дѣвица|noun|185eb65a6a3b8a1b	noun	дѣвица	1	registered-lexeme	дѣвица	21	0	6	15	0
дѣвьство|noun|1862ec87c5b5cc71	noun	дѣвьство	3	oracle-type	дѣвство	21	0	11	10	0
дѣдъ|noun|aefab0a03dca8c91	noun	дѣдъ	1	oracle-type	дѣдъ	23	0	8	15	0
дѣиство|noun|9ff37550189efbc8	noun	дѣиство	1	none		21	0	0	21	0
дѣлател҄ь|noun|ab5f6c7b3b1a082f	noun	дѣлател҄ь	1	registered-lexeme	дѣлатель	23	0	9	14	0
дѣлати|verb|22e7153a363119ff	verb	дѣлати	1	registered-lexeme	дѣлати	11	0	1	10	0
дѣлител҄ь|noun|da98bf6b8b8a11e0	noun	дѣлител҄ь	1	none		21	0	5	16	0
дѣлити|verb|df498be79e47094d	verb	дѣлити	1	oracle-type	дѣлити	43	0	4	39	0
дѣло|noun|4d7a177d01a58f62	noun	дѣло	1	registered-lexeme	дѣло	21	0	4	17	0
дѣльникъ|noun|62c270e0ab50b3e6	noun	дѣльникъ	3	none		21	0	0	21	0
дѣти|noun|e6de78e2aad7a2be	noun	дѣти	1	registered-lexeme	дѣти	9	0	5	4	0
дѣтищь|noun|069fc6a09285d3eb	noun	дѣтищь	1	registered-lexeme	дѣтищь	26	0	13	13	0
дѣтѣль|noun|21fb0794bbf37f95	noun	дѣтѣль	1	none		26	0	0	26	0
дѣтѧ|noun|814b8b449098d937	noun	дѣтѧ	1	none		21	0	0	21	0
дѣꙗти|verb|9e93182ed56b4c26	verb	дѣꙗти	1	oracle-type	дѣѧти	11	0	1	10	0
дѧтелъ|noun|1f7f3539249b7c74	noun	дѧтелъ	1	none		21	0	0	21	0
дѫбиѥ|noun|1b58e2a654da6679	noun	дѫбиѥ	2	none		21	0	0	21	0
дѫбрава|noun|dc85992db3aa6ad1	noun	дѫбрава	2	registered-lexeme	дубрава	21	0	17	4	0
дѫбъ|noun|4eb60f1a8d773cc6	noun	дѫбъ	2	oracle-type	дубъ	21	0	12	9	0
дѫти|verb|d4e2462ea5ba148e	verb	дѫти	2	none		40	0	5	35	0
дꙑмъ|noun|0ecd84b7defe575f	noun	дꙑмъ	1	oracle-type	дымъ	21	0	9	12	0
дꙑхати|verb|432fe058295fa7c4	verb	дꙑхати	1	none		11	0	0	11	0
еванꙉельѥ|noun|bb137f74882a2f1a	noun	еванꙉельѥ	0	unprojectable		21	0	0	0	21
ег҄ѵпьтѣнинъ|noun|ae0fa22289023426	noun	ег҄ѵпьтѣнинъ	3	none		21	0	0	21	0
ег҄ѵпьтѣнꙑн҄и|noun|3672cc923ac2129b	noun	ег҄ѵпьтѣнꙑн҄и	3	none		21	0	0	21	0
единакъ|adj|798c7355ee72df7d	adj	единакъ	1	none		252	0	0	252	0
единакъ|noun|3e35a6a2e70d5ad9	noun	единакъ	1	none		21	0	1	20	0
единъ|adj|e2ef3e8d59657c51	adj	единъ	1	registered-lexeme	единъ	252	0	130	122	0
еднорогъ|noun|d4d3a8290370e150	noun	еднорогъ	1	none		21	0	0	21	0
елефа́нтъ|noun|72d9c1243217ce19	noun	елефа́нтъ	1	none		21	0	0	21	0
елинъ|noun|4424878027a8ab12	noun	елинъ	1	none		21	0	0	21	0
елинꙑн҄и|noun|31367bea0f56a958	noun	елинꙑн҄и	1	none		21	0	0	21	0
еллинъ|noun|333bda4a93193799	noun	еллинъ	1	oracle-type	еллинъ	21	0	17	4	0
епископъ|noun|bcbb26583894738b	noun	епископъ	1	registered-lexeme	епископъ	21	0	5	16	0
епискоупьство|noun|a46e951ffa6b6584	noun	епискоупьство	3	none		21	0	0	21	0
епифании|noun|020bf251f4471c07	noun	епифании	1	none		21	0	0	21	0
ересевии|noun|38461104fea4310c	noun	ересевии	1	none		21	0	0	21	0
ересевьи|noun|9a7710668b04965f	noun	ересевьи	3	none		21	0	0	21	0
ересь|noun|6bb2ca695ff5babf	noun	ересь	1	oracle-type	ересь	26	0	13	13	0
ермии|noun|e548beefba164091	noun	ермии	1	none		21	0	0	21	0
ермисъ|noun|bfe8bc036d036b87	noun	Ермисъ	1	none		21	0	0	21	0
ерѧбица|noun|9802919987746a01	noun	ерѧбица	1	none		21	0	0	21	0
естьство|noun|23e3f81d9b6562fc	noun	естьство	3	oracle-type	естество	21	0	12	9	0
етеръ|pron|5edd419ba79bf351	pron	етеръ	1	none		23	0	0	23	0
жаба|noun|869e8cbe1a0bb7bb	noun	жаба	1	none		21	0	6	15	0
жаль|noun|f186d3f0df3be991	noun	жаль	1	none		26	0	0	26	0
жаснѫти|verb|d6e7058d41e782cf	verb	жаснѫти	2	none		11	0	0	11	0
желати|verb|dae4dc0921194739	verb	желати	1	none		11	0	1	10	0
желѣзо|noun|b7f020b7e5a50d6e	noun	желѣзо	1	registered-lexeme	желѣзо	21	0	16	5	0
желѣтва|noun|22a4e9fb3176d298	noun	желѣтва	1	none		21	0	0	21	0
желѣти|verb|d3a032b85d9f5d0d	verb	желѣти	1	none		42	0	0	42	0
жел҄а|noun|f9bac9599a0108c9	noun	жел҄а	1	none		21	0	1	20	0
жена|noun|15ba2a7c763823a6	noun	жена	1	registered-lexeme	жена	21	0	21	0	0
женити|verb|ce4f9b2624bce2c9	verb	женити	1	none		11	0	0	11	0
женихъ|noun|a53c79ec79a8b3bd	noun	женихъ	1	oracle-type	женихъ	21	0	10	11	0
женьство|noun|aaec0c87ee80b5da	noun	женьство	3	none		21	0	0	21	0
жеравъ|adj|96b8453b2c5f0db7	adj	жеравъ	1	none		252	0	0	252	0
жеравъ|noun|97c9b16525f12050	noun	жеравъ	1	none		21	0	0	21	0
жестоколѣганьникъ|noun|3afaece94fc8ba6c	noun	жестоколѣганьникъ	3	none		21	0	0	21	0
жестокъ|adj|4c3c2b678d6b0965	adj	жестокъ	1	registered-lexeme	жестокъ	252	0	90	162	0
жестосрьдъ|adj|1e680bcfa57708d3	adj	жестосрьдъ	3	none		252	0	0	252	0
жестость|noun|89842ffcd1efee37	noun	жестость	1	none		26	0	10	16	0
жещи|verb|289bedd6a54d3371	verb	жещи	1	none		42	0	0	42	0
животворьць|noun|e449f050d663a7b3	noun	животворьць	3	none		21	0	0	21	0
животолюбьць|noun|f6a7c05275f9c962	noun	животолюбьць	3	none		21	0	0	21	0
животъ|noun|b76a02eba3fe997c	noun	животъ	1	registered-lexeme	животъ	23	0	14	9	0
животьно|noun|7ca89073ce47d55f	noun	животьно	3	oracle-type	животно	21	0	11	10	0
животьно|noun|fc38feaa20163a0d	noun	животьно	3	oracle-type	животно	21	0	11	10	0
живъ|adj|4f5d99dfb07c07e5	adj	живъ	1	registered-lexeme	живъ	252	0	116	136	0
жидовинъ|noun|351605ba8e9dd097	noun	жидовинъ	1	oracle-type	жидовинъ	21	0	5	16	0
жидовьскъ|adj|2ef6773163219125	adj	жидовьскъ	3	none		252	0	16	236	0
жизнодавьць|noun|1ea4c06879765b0f	noun	жизнодавьць	3	none		21	0	0	21	0
жизнь|noun|5e259dc5b55b3db9	noun	жизнь	1	registered-lexeme	жизнь	26	0	12	14	0
жила|noun|1658bb5c788a1ed3	noun	жила	1	oracle-type	жила	21	0	7	14	0
жилище|noun|f0747e4e7f0774c6	noun	жилище	1	registered-lexeme	жилище	21	0	13	8	0
жиръ|noun|1630afffc9973272	noun	жиръ	1	oracle-type	жиръ	21	0	3	18	0
жителинъ|noun|9192643174f632cc	noun	жителинъ	1	none		21	0	2	19	0
жител҄ь|noun|f0171509b4f1f742	noun	жител҄ь	1	oracle-type	житель	23	0	8	15	0
жити|verb|a434588d5ff28421	verb	жити	1	registered-lexeme	жити	40	0	19	21	0
жито|noun|6e71759c17c70bef	noun	жито	1	registered-lexeme	жито	21	0	9	12	0
жить|noun|5611be0a3857a951	noun	жить	1	none		26	0	10	16	0
житьѥ|noun|75061ca2b592a2c8	noun	житьѥ	3	none		21	0	6	15	0
жище|noun|d3f0ad6b53f750ee	noun	жище	1	none		21	0	0	21	0
жладьба|noun|39a04c094bba3cda	noun	жладьба	3	none		21	0	0	21	0
жлътъ|adj|bdbdb77667f02737	adj	жлътъ	3	none		252	0	0	252	0
жлѣсти|verb|3d4f83faca1e9038	verb	жлѣсти	1	none		42	0	0	42	0
жоупелъ|noun|4ccbf5222b19ba39	noun	жоупелъ	1	oracle-type	жупелъ	21	0	9	12	0
жоупище|noun|fa8afda58e3b27d0	noun	жоупище	1	none		21	0	0	21	0
жрътвеникъ|noun|5a7378c425e5ebc6	noun	жрътвеникъ	3	none		21	0	0	21	0
жрьдь|noun|7ecde4dd8c8ab055	noun	жрьдь	3	none		26	0	0	26	0
жрьнꙑ|noun|880ff0ecf0119af8	noun	жрьнꙑ	3	none		22	0	0	22	0
жрьтва|noun|beebd960b765090b	noun	жрьтва	3	registered-lexeme	жрьтва	21	0	0	21	0
жрьтвьникъ|noun|258e652409e6a17f	noun	жрьтвьникъ	9	none		21	0	0	21	0
жрьти|verb|3a07229563259974	verb	жрьти	3	registered-lexeme	жрьти	42	0	8	34	0
жрьць|noun|6d8e117bb799dbc1	noun	жрьць	3	none		26	0	0	26	0
жрѣбии|noun|71f78368cf6f5992	noun	жрѣбии	1	registered-lexeme	жрѣбии	21	0	0	21	0
жрѣбъ|noun|eeaae4083071f73d	noun	жрѣбъ	1	none		21	0	0	21	0
жрѣбьць|noun|f96bc7dfe1679a4d	noun	жрѣбьць	3	none		21	0	0	21	0
жрѣбѧ|noun|9d88e811029ce09d	noun	жрѣбѧ	1	none		21	0	0	21	0
жьвати|verb|e54aa00d5fcaed12	verb	жьвати	3	none		11	0	0	11	0
жьдати|verb|4ab047401d7947ce	verb	жьдати	3	oracle-type	ждати	11	0	1	10	0
жьзлиѥ|noun|58415cb71653f727	noun	жьзлиѥ	3	none		21	0	0	21	0
жьзлъ|noun|1a35de54f819fe8c	noun	жьзлъ	3	registered-lexeme	жезлъ	21	0	18	3	0
жьрьць|noun|ee5ffe0f776b4957	noun	жьрьць	9	none		23	0	10	13	0
жѧдати|verb|efc015876cf955f9	verb	жѧдати	1	none		11	0	0	11	0
жѧло|noun|3f31c6d82e6a148b	noun	жѧло	1	none		21	0	0	21	0
жѧтва|noun|b36b127215b14a0b	noun	жѧтва	1	none		21	0	0	21	0
жѧтел҄ь|noun|71506fcaca498097	noun	жѧтел҄ь	1	none		23	0	0	23	0
жѧтелꙗнинъ|noun|d9c26cb988d21cca	noun	жѧтелꙗнинъ	1	none		21	0	0	21	0
жѧти|verb|57f714c071695d9f	verb	жѧти	1	none		42	0	0	42	0
заблѫдити|verb|20593bb724d07b8b	verb	заблѫдити	2	oracle-type	заблудити	11	0	2	9	0
забꙑти|verb|ba8d89f0234a27d6	verb	забꙑти	1	oracle-type	забыти	66	0	15	51	0
забꙑть|noun|0ade2436179bbc39	noun	забꙑть	1	none		26	0	10	16	0
завида|noun|12be8bb5294a5e15	noun	завида	1	none		21	0	4	17	0
завидьливъ|adj|2ac47a590410383d	adj	завидьливъ	3	oracle-type	завидливъ	252	0	36	216	0
завидѣти|verb|8d009a50a4c91b6d	verb	завидѣти	1	none		40	0	6	34	0
зависть|noun|971d693785d9316f	noun	зависть	1	registered-lexeme	зависть	26	0	12	14	0
завистьливъ|adj|a69e86c5159ebb6d	adj	завистьливъ	3	none		252	0	18	234	0
завистьникъ|noun|1aa2fb76378f2794	noun	завистьникъ	3	none		23	0	0	23	0
завора|noun|b791c46bf558aa3e	noun	завора	1	none		21	0	9	12	0
заврѣти|verb|dea4ec340d943845	verb	заврѣти	1	none		11	0	0	11	0
завѣтъ|noun|4f74d0a124e5a3b9	noun	завѣтъ	1	registered-lexeme	завѣтъ	21	0	18	3	0
зажещи|verb|5168f0364fa267df	verb	зажещи	1	oracle-type	зажещи	42	0	1	41	0
зазоръ|noun|94666cda2597f4a8	noun	зазоръ	1	registered-lexeme	зазоръ	21	0	3	18	0
заимодавьць|noun|477cdf9afcad51bb	noun	заимодавьць	3	none		21	0	7	14	0
заимъ|noun|a27880c651f04633	noun	заимъ	1	none		21	0	0	21	0
заклати|verb|d1992a3f01441d7a	verb	заклати	1	registered-lexeme	заклати	11	0	1	10	0
закленѫти|verb|c6778533658fe3fa	verb	закленѫти	2	none		11	0	0	11	0
заклинаниѥ|noun|8ede1f986af9c360	noun	заклинаниѥ	1	none		21	0	0	21	0
законодавьць|noun|d1fa014b438a6110	noun	законодавьць	3	none		21	0	0	21	0
законопрѣстѫпьникъ|noun|f710d800151ecd7e	noun	законопрѣстѫпьникъ	6	none		21	0	0	21	0
законъ|noun|3e2021b4a6732300	noun	законъ	1	registered-lexeme	законъ	21	0	16	5	0
законьникъ|noun|798a024ce8095c64	noun	законьникъ	3	oracle-type	законникъ	23	0	10	13	0
закровъ|noun|ae19483254ccf3e6	noun	закровъ	1	registered-lexeme	закровъ	21	0	3	18	0
замꙑслъ|noun|7cfecf811fc1cb4d	noun	замꙑслъ	1	none		21	0	0	21	0
западъ|noun|f4be98f4c80ddd19	noun	западъ	1	registered-lexeme	западъ	7	0	6	1	0
заповѣдь|noun|561a88c3c79feb33	noun	заповѣдь	1	registered-lexeme	заповѣдь	26	0	16	10	0
запрѣти|verb|8467d2118b13040d	verb	запрѣти	1	none		11	0	0	11	0
запрѣтити|verb|ccbcec843b88251e	verb	запрѣтити	1	registered-lexeme	запрѣтити	43	0	0	43	0
заревъ|noun|81ad3051b5ce3040	noun	заревъ	1	none		21	0	0	21	0
зарокъ|noun|f3827dd9041ac788	noun	зарокъ	1	none		21	0	0	21	0
зарꙗ|noun|1cdfc3c19c972445	noun	зарꙗ	1	oracle-type	зарѧ	21	0	16	5	0
застѫпъ|noun|e6dc506ae29632a6	noun	застѫпъ	2	none		21	0	2	19	0
застѫпьникъ|noun|091ded0729e05d5a	noun	застѫпьникъ	6	oracle-type	заступникъ	23	0	8	15	0
засѣдьникъ|noun|7f85d4210dc8669a	noun	засѣдьникъ	3	none		21	0	0	21	0
затворъ|noun|d9a3e85aa3f88384	noun	затворъ	1	oracle-type	затворъ	21	0	13	8	0
зачало|noun|6c6e7402f20f8c29	noun	зачало	1	registered-lexeme	зачало	21	0	3	18	0
защитител҄ь|noun|ec790c5a45635e7c	noun	защитител҄ь	1	registered-lexeme	защититель	23	0	9	14	0
защитити|verb|4d721aa7ddefd34f	verb	защитити	1	oracle-type	защитити	11	0	2	9	0
защитьникъ|noun|226174d601bdbca5	noun	защитьникъ	3	oracle-type	защитникъ	23	0	9	14	0
заѩти|verb|d45f659d41549f92	verb	заѩти	1	oracle-type	заѧти	42	0	3	39	0
заѩць|noun|55cde62f0fb0ea96	noun	заѩць	1	none		21	0	5	16	0
звонити|verb|89d7d9abf6864a44	verb	звонити	1	none		11	0	0	11	0
звонъ|noun|2ad98d1d9e1e5a52	noun	звонъ	1	none		21	0	0	21	0
звѣзда|noun|75c1d79d338f4483	noun	звѣзда	1	none		21	0	0	21	0
звѣринъ|adj|c1450f3097538ca7	adj	звѣринъ	1	none		252	0	0	252	0
звѣриньнъ|adj|31f2ea9bcfcba2df	adj	звѣриньнъ	3	none		252	0	0	252	0
звѣрокръмьникъ|noun|992428ba1f9e778c	noun	звѣрокръмьникъ	9	none		21	0	0	21	0
звѣрь|noun|05384d3a54014dd9	noun	звѣрь	1	registered-lexeme	звѣрь	26	0	0	26	0
звѧщи|verb|297d3f69521f95d5	verb	звѧщи	1	none		42	0	0	42	0
зеленъ|adj|866d8f36275b3d33	adj	зеленъ	1	none		252	0	94	158	0
зелиѥ|noun|56a8b13490764729	noun	зелиѥ	1	none		21	0	0	21	0
земл҄ꙗ|noun|60e9a3198ea41ad8	noun	земл҄ꙗ	1	registered-lexeme	землѧ	21	0	13	8	0
зиждитель|noun|f8b493d220586abb	noun	зиждитель	1	none		23	0	4	19	0
зима|noun|a98743ef2fd82fbf	noun	зима	1	registered-lexeme	зима	21	0	13	8	0
зинѫти|verb|c0d0536e3a787b5e	verb	зинѫти	2	none		11	0	0	11	0
злакъ|noun|bccc82e25ec1a315	noun	злакъ	1	none		21	0	0	21	0
златикъ|noun|134a1e58be7f49c3	noun	златикъ	1	none		21	0	0	21	0
злато|noun|c4b6277d10eff2b4	noun	злато	1	registered-lexeme	злато	21	0	18	3	0
златьнъ|adj|18ee2170b2e8c27b	adj	златьнъ	3	none		252	0	0	252	0
злобьѥ|noun|aaa88b523e0daa85	noun	злобьѥ	3	none		21	0	0	21	0
зльчь|noun|18d6ebb6fe1b1d3d	noun	зльчь	3	none		26	0	0	26	0
змии|noun|04055c68aa60f6fd	noun	змии	1	none		23	0	0	23	0
змиꙗ|noun|2000fb2513dd1d66	noun	змиꙗ	1	none		21	0	0	21	0
змьинъ|adj|27ad7c03f6e0ef3f	adj	змьинъ	3	none		252	0	0	252	0
знамениѥ|noun|bd17e4dffe2b44dd	noun	знамениѥ	1	none		21	0	0	21	0
знаменьѥ|noun|08aada1bb2d48ad8	noun	знаменьѥ	3	none		21	0	6	15	0
знамѧ|noun|414a543ce1d9c99d	noun	знамѧ	1	registered-lexeme	знамѧ	21	0	7	14	0
знати|verb|4058357e72c4d409	verb	знати	1	registered-lexeme	знати	11	0	3	8	0
знои|noun|c6c6c18d25a72081	noun	знои	1	oracle-type	знои	21	0	17	4	0
зракъ|noun|7cbf92835b27fbe3	noun	зракъ	1	registered-lexeme	зракъ	21	0	9	12	0
зрачьнъ|adj|fe2df276b5c67a1b	adj	зрачьнъ	3	none		252	0	0	252	0
зрьно|noun|53b5977da9421141	noun	зрьно	3	none		21	0	0	21	0
зрьцало|noun|714d21bb8a8db632	noun	зрьцало	3	none		21	0	0	21	0
зъвати|verb|e525c6be1e8c06b7	verb	зъвати	3	oracle-type	звати	42	0	10	32	0
зълоба|noun|38e29fc5e958870d	noun	зълоба	3	registered-lexeme	зълоба	21	0	0	21	0
зълобивъ|adj|52eaacc8981da08d	adj	зълобивъ	3	none		252	0	0	252	0
зълобь|noun|f00603106b72194b	noun	зълобь	3	none		26	0	0	26	0
зъловѣрьство|noun|d9098b296ebc330a	noun	зъловѣрьство	9	none		21	0	0	21	0
зълодѣи|noun|7d566dacf9d630b7	noun	зълодѣи	3	none		23	0	0	23	0
зълъ|adj|2b7ddecd9c071a5c	adj	зълъ	3	none		254	0	16	238	0
зъль|noun|dbcc089a148fe369	noun	зъль	3	none		26	0	0	26	0
зьданиѥ|noun|6bca1870d4008601	noun	зьданиѥ	3	none		21	0	0	21	0
зьдател҄ь|noun|53eaf2b41b922b15	noun	зьдател҄ь	3	oracle-type	здатель	23	0	3	20	0
зьдати|verb|84404ae1c655f014	verb	зьдати	3	oracle-type	здати	11	0	1	10	0
зьдъ|noun|6eacc5ea498d0622	noun	зьдъ	3	none		21	0	2	19	0
зьрѣти|verb|a1d5acde60818c29	verb	зьрѣти	3	oracle-type	зрѣти	42	0	13	29	0
зѣница|noun|37c6b6dbabd4cc6d	noun	зѣница	1	oracle-type	зѣница	21	0	5	16	0
зѧбнѫти|verb|c95dcfd58ac30a57	verb	зѧбнѫти	2	none		11	0	0	11	0
зѧть|noun|db83de56e9dd7c55	noun	зѧть	1	registered-lexeme	зѧть	26	0	6	20	0
зѫбръ|noun|4734df0df2464b07	noun	зѫбръ	2	none		21	0	0	21	0
зѫбъ|noun|bf42aecbd3f0ecf1	noun	зѫбъ	2	oracle-type	зубъ	21	0	8	13	0
и|pron|0819eca1d5f76247	pron	и	1	registered-lexeme	и	55	0	50	5	0
игемоновъ|adj|31f70d040dfe5d69	adj	игемоновъ	1	none		252	0	34	218	0
игемонъ|noun|1862417b607c2a95	noun	игемонъ	1	registered-lexeme	игемонъ	21	0	12	9	0
иго|noun|42a2b5961eb52765	noun	иго	1	registered-lexeme	иго	21	0	9	12	0
игоумєнъ|noun|4254767069fcff71	noun	игоумєнъ	1	none		21	0	0	21	0
игрь|noun|47db0a49dbb611dd	noun	игрь	1	none		26	0	0	26	0
игълинъ|adj|3e2bfa58b26f2249	adj	игълинъ	3	none		252	0	20	232	0
иже|pron|24fa3266cff04650	pron	иже	1	registered-lexeme	иже	54	0	44	8	2
избавител҄ь|noun|96e332d43f0c7330	noun	избавител҄ь	1	registered-lexeme	избавитель	23	0	13	10	0
избавити|verb|16126e36730f8207	verb	избавити	1	registered-lexeme	избавити	43	0	14	29	0
избавьникъ|noun|b08cd9b2aa24dc80	noun	избавьникъ	3	none		21	0	0	21	0
избити|verb|8409fbbbc5cb1d2c	verb	избити	1	registered-lexeme	избити	11	0	2	9	0
