# synodal-gold-gap.tsv — the committed gap worklist of the Synodal gold gate.
# generated-by: cargo xtask synodal-gold --fix
# contract: docs/SYNODAL_GOLD_ORACLE.md; one row per failing token type or paradigm cell.
# The gate (synodal-gold --check) fails if the regenerated gap is not a subset of this file.
oracle	key	reason	engine_output	expected
token	зеле́но	unregistered-lemma		зеле́но
token	зеле́ное	unregistered-lemma		зеле́ное
token	зеле́ны	unregistered-lemma		зеле́ны
token	зеле́ный	unregistered-lemma		зеле́ный
token	зеле́ными	unregistered-lemma		зеле́ными
token	зеле́нꙋ	unregistered-lemma		зеле́нꙋ
token	зеленѣ̀	unregistered-lemma		зеленѣ̀
token	зеленѣ́ющаѧсѧ	unregistered-lemma		зеленѣ́ющаѧсѧ
token	зелє́ны	unregistered-lemma		зелє́ны
token	зелє́ныѧ	unregistered-lemma		зелє́ныѧ
token	земе́ѳъ	unregistered-lemma		земе́ѳъ
token	земле́мъ	unregistered-lemma		земле́мъ
token	земледѣ́ланїѧ	unregistered-lemma		земледѣ́ланїѧ
token	земледѣ́латель	unregistered-lemma		земледѣ́латель
token	земледѣ́лателє	unregistered-lemma		земледѣ́лателє
token	земледѣ́латєли	unregistered-lemma		земледѣ́латєли
token	земледѣ́лецъ	unregistered-lemma		земледѣ́лецъ
token	земледѣ́льство	unregistered-lemma		земледѣ́льство
token	земледѣ́льца	unregistered-lemma		земледѣ́льца
token	земледѣ́льцевꙋ	unregistered-lemma		земледѣ́льцевꙋ
token	земледѣ́льцемъ	unregistered-lemma		земледѣ́льцемъ
token	земледѣ́льцы	unregistered-lemma		земледѣ́льцы
token	земледѣ́льцєвъ	unregistered-lemma		земледѣ́льцєвъ
token	земледѣ́льцꙋ	unregistered-lemma		земледѣ́льцꙋ
token	земледѣ́лїи	unregistered-lemma		земледѣ́лїи
token	земледѣ́лїѧ	unregistered-lemma		земледѣ́лїѧ
token	земледѣ̑лїѧ	unregistered-lemma		земледѣ̑лїѧ
token	землемѣ́рно	unregistered-lemma		землемѣ́рно
token	землена́гѡ	unregistered-lemma		землена́гѡ
token	земма́нь	unregistered-lemma		земма́нь
token	земми́на	unregistered-lemma		земми́на
token	земна́гѡ	unregistered-lemma		земна́гѡ
token	земна́ѧ	unregistered-lemma		земна́ѧ
token	земна̑ѧ	unregistered-lemma		земна̑ѧ
token	земно́е	unregistered-lemma		земно́е
token	земно́й	unregistered-lemma		земно́й
token	земно́мꙋ	unregistered-lemma		земно́мꙋ
token	земноро́днагѡ	unregistered-lemma		земноро́днагѡ
token	земноро́днїи	unregistered-lemma		земноро́днїи
token	земны́й	unregistered-lemma		земны́й
token	земны́ми	unregistered-lemma		земны́ми
token	земны́мъ	unregistered-lemma		земны́мъ
token	земны́хъ	unregistered-lemma		земны́хъ
token	земны́ѧ	unregistered-lemma		земны́ѧ
token	земны̑мъ	unregistered-lemma		земны̑мъ
token	земны̑ѧ	unregistered-lemma		земны̑ѧ
token	земні́и	unregistered-lemma		земні́и
token	земнѣ́й	unregistered-lemma		земнѣ́й
token	земнѣ́мъ	unregistered-lemma		земнѣ́мъ
token	земнꙋ́ю	unregistered-lemma		земнꙋ́ю
token	зерца́ло	unregistered-lemma		зерца́ло
token	зерца́ломъ	unregistered-lemma		зерца́ломъ
token	зерца́лъ	unregistered-lemma		зерца́лъ
token	зерца́лѣ	unregistered-lemma		зерца́лѣ
token	зефрѡ́на	unregistered-lemma		зефрѡ́на
token	зехрі̀	unregistered-lemma		зехрі̀
token	зехрі́а	unregistered-lemma		зехрі́а
token	зехрі́евъ	unregistered-lemma		зехрі́евъ
token	зехрі́й	unregistered-lemma		зехрі́й
token	зехрі́нъ	unregistered-lemma		зехрі́нъ
token	зехѡ́ра	unregistered-lemma		зехѡ́ра
token	зеѳѡ́ѳъ	unregistered-lemma		зеѳѡ́ѳъ
token	зи́ва	unregistered-lemma		зи́ва
token	зи́ждемый	unregistered-lemma		зи́ждемый
token	зи́ждемїи	unregistered-lemma		зи́ждемїи
token	зи́ждемꙋ	unregistered-lemma		зи́ждемꙋ
token	зи́ждете	unregistered-lemma		зи́ждете
token	зи́ждетсѧ	unregistered-lemma		зи́ждетсѧ
token	зи́ждетъ	unregistered-lemma		зи́ждетъ
token	зи́ждѧй	unregistered-lemma		зи́ждѧй
token	зи́ждꙋще	unregistered-lemma		зи́ждꙋще
token	зи́ждꙋщемꙋ	unregistered-lemma		зи́ждꙋщемꙋ
token	зи́ждꙋщихъ	unregistered-lemma		зи́ждꙋщихъ
token	зи́ждꙋщымъ	unregistered-lemma		зи́ждꙋщымъ
token	зи́ждꙋщїи	unregistered-lemma		зи́ждꙋщїи
token	зи́ждꙋщꙋ	unregistered-lemma		зи́ждꙋщꙋ
token	зи́менъ	unregistered-lemma		зи́менъ
token	зи́мнее	unregistered-lemma		зи́мнее
token	зи́мно	unregistered-lemma		зи́мно
token	зи́мный	unregistered-lemma		зи́мный
token	зи́мнѣй	unregistered-lemma		зи́мнѣй
token	зи́мꙋ	unregistered-lemma		зи́мꙋ
token	зижди́телю	unregistered-lemma		зижди́телю
token	зижди́тесѧ	unregistered-lemma		зижди́тесѧ
token	зилѡ́та	unregistered-lemma		зилѡ́та
token	зилѡ́тъ	unregistered-lemma		зилѡ́тъ
token	зимы̀	unregistered-lemma		зимы̀
token	зимѣ̀	unregistered-lemma		зимѣ̀
token	зифаа́лъ	unregistered-lemma		зифаа́лъ
token	зиѳа́нъ	unregistered-lemma		зиѳа́нъ
token	зла́тарь	unregistered-lemma		зла́тарь
token	зла́тарѧ	unregistered-lemma		зла́тарѧ
token	зла́ти	unregistered-lemma		зла́ти
token	зла́тъ	unregistered-lemma		зла́тъ
token	зла́тѣ	unregistered-lemma		зла́тѣ
token	зла́тꙋ	unregistered-lemma		зла́тꙋ
token	зла̑ты	unregistered-lemma		зла̑ты
token	зла̑ѧ	unregistered-lemma		зла̑ѧ
token	злата̀	unregistered-lemma		злата̀
token	злата́гѡ	unregistered-lemma		злата́гѡ
token	злата́рь	unregistered-lemma		злата́рь
token	злата́ѧ	unregistered-lemma		злата́ѧ
token	злата̑ѧ	unregistered-lemma		злата̑ѧ
token	златаре́й	unregistered-lemma		златаре́й
token	златари̑	unregistered-lemma		златари̑
token	златени́цею	unregistered-lemma		златени́цею
token	злати́цꙋ	unregistered-lemma		злати́цꙋ
token	златни́цъ	unregistered-lemma		златни́цъ
token	златни̑къ	unregistered-lemma		златни̑къ
token	злато́е	unregistered-lemma		злато́е
token	злато́мꙋ	unregistered-lemma		злато́мꙋ
token	златови́дныхъ	unregistered-lemma		златови́дныхъ
token	златодѣ́лателємъ	unregistered-lemma		златодѣ́лателємъ
token	златодѣ́льникъ	unregistered-lemma		златодѣ́льникъ
token	златоза́рни	unregistered-lemma		златоза́рни
token	златокова̑нны	unregistered-lemma		златокова̑нны
token	златолю́бїю	unregistered-lemma		златолю́бїю
token	златоꙋ́зднꙋ	unregistered-lemma		златоꙋ́зднꙋ
token	златы́й	unregistered-lemma		златы́й
token	златы́ми	unregistered-lemma		златы́ми
token	златы́мъ	unregistered-lemma		златы́мъ
token	златы́хъ	unregistered-lemma		златы́хъ
token	златы́ѧ	unregistered-lemma		златы́ѧ
token	златы̑мъ	unregistered-lemma		златы̑мъ
token	златы̑ѧ	unregistered-lemma		златы̑ѧ
token	златі́и	unregistered-lemma		златі́и
token	златѣ́мъ	unregistered-lemma		златѣ́мъ
token	златꙋ́ю	unregistered-lemma		златꙋ́ю
token	зна́ема	unregistered-lemma		зна́ема
token	зна́еми	unregistered-lemma		зна́еми
token	зна́емо	unregistered-lemma		зна́емо
token	зна́емое	unregistered-lemma		зна́емое
token	зна́емъ	unregistered-lemma		зна́емъ
token	зна́емый	unregistered-lemma		зна́емый
token	зна́емыхъ	unregistered-lemma		зна́емыхъ
token	зна́емыѧ	unregistered-lemma		зна́емыѧ
token	зна́емь	unregistered-lemma		зна́емь
token	зна́емїи	unregistered-lemma		зна́емїи
token	зна́емꙋ	unregistered-lemma		зна́емꙋ
token	зна́ета	unregistered-lemma		зна́ета
token	зна́ете	unregistered-lemma		зна́ете
token	зна́етъ	unregistered-lemma		зна́етъ
token	зна́еши	unregistered-lemma		зна́еши
token	зна́йте	unregistered-lemma		зна́йте
token	зна́къ	unregistered-lemma		зна́къ
token	зна́ли	unregistered-lemma		зна́ли
token	зна́лъ	unregistered-lemma		зна́лъ
token	зна́мена	unregistered-lemma		зна́мена
token	зна́менавше	unregistered-lemma		зна́менавше
token	зна́менаетъ	unregistered-lemma		зна́менаетъ
token	зна́менанъ	unregistered-lemma		зна́менанъ
token	зна́менаныхъ	unregistered-lemma		зна́менаныхъ
token	зна́менастесѧ	unregistered-lemma		зна́менастесѧ
token	зна́менасѧ	unregistered-lemma		зна́менасѧ
token	зна́менати	unregistered-lemma		зна́менати
token	зна́мени	unregistered-lemma		зна́мени
token	зна́менованїѧ	unregistered-lemma		зна́менованїѧ
token	зна́меновасѧ	unregistered-lemma		зна́меновасѧ
token	зна́меньми	unregistered-lemma		зна́меньми
token	зна́менїемъ	unregistered-lemma		зна́менїемъ
token	зна́менїи	unregistered-lemma		зна́менїи
token	зна́менїихъ	unregistered-lemma		зна́менїихъ
token	зна́менїй	unregistered-lemma		зна́менїй
token	зна́менїємъ	unregistered-lemma		зна́менїємъ
token	зна́менїѧ	unregistered-lemma		зна́менїѧ
token	зна́менїѧми	unregistered-lemma		зна́менїѧми
token	зна́менїѧмъ	unregistered-lemma		зна́менїѧмъ
token	зна́мєнныѧ	unregistered-lemma		зна́мєнныѧ
token	зна́мєнїи	unregistered-lemma		зна́мєнїи
token	зна́мєнїѧ	unregistered-lemma		зна́мєнїѧ
token	зна́нїѧ	unregistered-lemma		зна́нїѧ
token	зна́хъ	unregistered-lemma		зна́хъ
token	зна́хꙋ	unregistered-lemma		зна́хꙋ
token	зна́ша	unregistered-lemma		зна́ша
token	зна́ше	unregistered-lemma		зна́ше
token	зна́ю	unregistered-lemma		зна́ю
token	зна́ютъ	unregistered-lemma		зна́ютъ
token	зна́юща	unregistered-lemma		зна́юща
token	зна́ющымъ	unregistered-lemma		зна́ющымъ
token	зна́ющыѧ	unregistered-lemma		зна́ющыѧ
token	зна́ющїи	unregistered-lemma		зна́ющїи
token	зна́єма	unregistered-lemma		зна́єма
token	зна́ємымъ	unregistered-lemma		зна́ємымъ
token	зна́ѧй	unregistered-lemma		зна́ѧй
token	зна́ѧше	unregistered-lemma		зна́ѧше
token	знаме́нами	unregistered-lemma		знаме́нами
token	знамена̑ныѧ	unregistered-lemma		знамена̑ныѧ
token	знамени́тый	unregistered-lemma		знамени́тый
token	знамени́тымъ	unregistered-lemma		знамени́тымъ
token	знаменова̑нна	unregistered-lemma		знаменова̑нна
token	знаменосмотри́тель	unregistered-lemma		знаменосмотри́тель
token	зно́емъ	unregistered-lemma		зно́емъ
token	зно́енъ	unregistered-lemma		зно́енъ
token	зно́и	unregistered-lemma		зно́и
token	зно́й	unregistered-lemma		зно́й
token	зно́йный	unregistered-lemma		зно́йный
token	зно́йныѧ	unregistered-lemma		зно́йныѧ
token	зно́йнѣ	unregistered-lemma		зно́йнѣ
token	зно́йнꙋ	unregistered-lemma		зно́йнꙋ
token	зно́ю	unregistered-lemma		зно́ю
token	зно́ѧ	unregistered-lemma		зно́ѧ
token	зноѝ	unregistered-lemma		зноѝ
token	зоба́вшагѡ	unregistered-lemma		зоба́вшагѡ
token	зове́тсѧ	unregistered-lemma		зове́тсѧ
token	зове́тъ	unregistered-lemma		зове́тъ
token	зоветѐ	unregistered-lemma		зоветѐ
token	зови́те	unregistered-lemma		зови́те
token	зово́мъ	unregistered-lemma		зово́мъ
token	зовы́й	unregistered-lemma		зовы́й
token	зовѝ	unregistered-lemma		зовѝ
token	зовѧ́хꙋ	unregistered-lemma		зовѧ́хꙋ
token	зовꙋ̀	unregistered-lemma		зовꙋ̀
token	зовꙋ́ща	unregistered-lemma		зовꙋ́ща
token	зовꙋ́ще	unregistered-lemma		зовꙋ́ще
token	зовꙋ́щи	unregistered-lemma		зовꙋ́щи
token	зовꙋ́щихъ	unregistered-lemma		зовꙋ́щихъ
token	зовꙋ́щѧ	unregistered-lemma		зовꙋ́щѧ
token	зовꙋ̑ща	unregistered-lemma		зовꙋ̑ща
token	зого́ра	unregistered-lemma		зого́ра
token	зомвра́на	unregistered-lemma		зомвра́на
token	зоммі́нъ	unregistered-lemma		зоммі́нъ
token	зорова́велевъ	unregistered-lemma		зорова́велевъ
token	зорова́велемъ	unregistered-lemma		зорова́велемъ
token	зорова́вель	unregistered-lemma		зорова́вель
token	зорова́велю	unregistered-lemma		зорова́велю
token	зорова́велєвы	unregistered-lemma		зорова́велєвы
token	зорова́велѧ	unregistered-lemma		зорова́велѧ
token	зра́ка	unregistered-lemma		зра́ка
token	зра́ки	unregistered-lemma		зра́ки
token	зра́комъ	unregistered-lemma		зра́комъ
token	зри́мою	unregistered-lemma		зри́мою
token	зри́мый	unregistered-lemma		зри́мый
token	зри́те	unregistered-lemma		зри́те
token	зри́тель	unregistered-lemma		зри́тель
token	зри́тъ	unregistered-lemma		зри́тъ
token	зри́ши	unregistered-lemma		зри́ши
token	зритѐ	unregistered-lemma		зритѐ
token	зрю̀	unregistered-lemma		зрю̀
token	зрѝ	unregistered-lemma		зрѝ
token	зрѣ́ло	unregistered-lemma		зрѣ́ло
token	зрѣ́нїе	unregistered-lemma		зрѣ́нїе
token	зрѣ́нїемъ	unregistered-lemma		зрѣ́нїемъ
token	зрѣ́нїю	unregistered-lemma		зрѣ́нїю
token	зрѣ́нїѧ	unregistered-lemma		зрѣ́нїѧ
token	зрѣ́ти	unregistered-lemma		зрѣ́ти
token	зрѣ́хъ	unregistered-lemma		зрѣ́хъ
token	зрѣ́ющагѡ	unregistered-lemma		зрѣ́ющагѡ
token	зрѣ́юще	unregistered-lemma		зрѣ́юще
token	зрѣ̑лы	unregistered-lemma		зрѣ̑лы
token	зрѧ̀	unregistered-lemma		зрѧ̀
token	зрѧ́	unregistered-lemma		зрѧ́
token	зрѧ́й	unregistered-lemma		зрѧ́й
token	зрѧ́ста	unregistered-lemma		зрѧ́ста
token	зрѧ́сте	unregistered-lemma		зрѧ́сте
token	зрѧ́стѣ	unregistered-lemma		зрѧ́стѣ
token	зрѧ́тъ	unregistered-lemma		зрѧ́тъ
token	зрѧ́хъ	unregistered-lemma		зрѧ́хъ
token	зрѧ́хꙋ	unregistered-lemma		зрѧ́хꙋ
token	зрѧ́хꙋсѧ	unregistered-lemma		зрѧ́хꙋсѧ
token	зрѧ́ше	unregistered-lemma		зрѧ́ше
token	зрѧ́щагѡ	unregistered-lemma		зрѧ́щагѡ
token	зрѧ́ще	unregistered-lemma		зрѧ́ще
token	зрѧ́щее	unregistered-lemma		зрѧ́щее
token	зрѧ́щемъ	unregistered-lemma		зрѧ́щемъ
token	зрѧ́щемꙋ	unregistered-lemma		зрѧ́щемꙋ
token	зрѧ́щи	unregistered-lemma		зрѧ́щи
token	зрѧ́щими	unregistered-lemma		зрѧ́щими
token	зрѧ́щимъ	unregistered-lemma		зрѧ́щимъ
token	зрѧ́щихъ	unregistered-lemma		зрѧ́щихъ
token	зрѧ́щымъ	unregistered-lemma		зрѧ́щымъ
token	зрѧ́щыѧ	unregistered-lemma		зрѧ́щыѧ
token	зрѧ́щїи	unregistered-lemma		зрѧ́щїи
token	зрѧ́щѧ	unregistered-lemma		зрѧ́щѧ
token	зрѧ́щꙋю	unregistered-lemma		зрѧ́щꙋю
token	зрѧ̑щаѧ	unregistered-lemma		зрѧ̑щаѧ
token	зы́блющесѧ	unregistered-lemma		зы́блющесѧ
token	зыба́нїе	unregistered-lemma		зыба́нїе
token	зє́лфины	unregistered-lemma		зє́лфины
token	зє́мскимъ	unregistered-lemma		зє́мскимъ
token	зє́мскїѧ	unregistered-lemma		зє́мскїѧ
token	зємна́ѧ	unregistered-lemma		зємна́ѧ
token	зємны́ми	unregistered-lemma		зємны́ми
token	зємны́мъ	unregistered-lemma		зємны́мъ
token	зємны́ѧ	unregistered-lemma		зємны́ѧ
token	зі́зꙋ	unregistered-lemma		зі́зꙋ
token	зі́и	unregistered-lemma		зі́и
token	зі́фовъ	unregistered-lemma		зі́фовъ
token	зі́фъ	unregistered-lemma		зі́фъ
token	зїза́й	unregistered-lemma		зїза́й
token	зїфе́є	unregistered-lemma		зїфе́є
token	зїфе́ємъ	unregistered-lemma		зїфе́ємъ
token	зѡеле́ѳѣ	unregistered-lemma		зѡеле́ѳѣ
token	зѡо́вꙋ	unregistered-lemma		зѡо́вꙋ
token	зѡса́ра	unregistered-lemma		зѡса́ра
token	зѡса́рѣ	unregistered-lemma		зѡса́рѣ
token	зѡса́рꙋ	unregistered-lemma		зѡса́рꙋ
token	зѡха́ѳъ	unregistered-lemma		зѡха́ѳъ
token	зѡха́ѳѡвы	unregistered-lemma		зѡха́ѳѡвы
token	зѣ́ница	unregistered-lemma		зѣ́ница
token	зѣ́ницами	unregistered-lemma		зѣ́ницами
token	зѣ́ницꙋ	unregistered-lemma		зѣ́ницꙋ
token	зѣ̑ницы	unregistered-lemma		зѣ̑ницы
token	зѧ́темъ	unregistered-lemma		зѧ́темъ
token	зѧ́тю	unregistered-lemma		зѧ́тю
token	зѧ́тємъ	unregistered-lemma		зѧ́тємъ
token	зѧ́тїе	unregistered-lemma		зѧ́тїе
token	зѧ́тѧ	unregistered-lemma		зѧ́тѧ
token	зѧтьмѝ	unregistered-lemma		зѧтьмѝ
token	зꙋ́брѧ	unregistered-lemma		зꙋ́брѧ
token	зꙋ́бъ	unregistered-lemma		зꙋ́бъ
token	зꙋба́ми	unregistered-lemma		зꙋба́ми
token	зꙋбы̀	unregistered-lemma		зꙋбы̀
token	зꙋбѡ́въ	unregistered-lemma		зꙋбѡ́въ
token	зꙋбѡ́мъ	unregistered-lemma		зꙋбѡ́мъ
token	зꙋбѣ́хъ	unregistered-lemma		зꙋбѣ́хъ
token	зꙋза̀	unregistered-lemma		зꙋза̀
token	зꙋка́мъ	unregistered-lemma		зꙋка́мъ
token	и҆́га	unregistered-lemma		и҆́га
token	и҆́гомъ	unregistered-lemma		и҆́гомъ
token	и҆́дете	unregistered-lemma		и҆́дете
token	и҆́звергъ	unregistered-lemma		и҆́звергъ
token	и҆́звергꙋ	unregistered-lemma		и҆́звергꙋ
token	и҆́здше	unregistered-lemma		и҆́здше
token	и҆́здшетъ	unregistered-lemma		и҆́здшетъ
token	и҆́злиха	unregistered-lemma		и҆́злиха
token	и҆́змете	unregistered-lemma		и҆́змете
token	и҆́зметсѧ	unregistered-lemma		и҆́зметсѧ
token	и҆́зметъ	unregistered-lemma		и҆́зметъ
token	и҆́змеши	unregistered-lemma		и҆́змеши
token	и҆́змре	unregistered-lemma		и҆́змре
token	и҆́змремъ	unregistered-lemma		и҆́змремъ
token	и҆́змрете	unregistered-lemma		и҆́змрете
token	и҆́змретъ	unregistered-lemma		и҆́змретъ
token	и҆́змрꙋтъ	unregistered-lemma		и҆́змрꙋтъ
token	и҆́зсхнетъ	unregistered-lemma		и҆́зсхнетъ
token	и҆́зсхнꙋтъ	unregistered-lemma		и҆́зсхнꙋтъ
token	и҆́зсше	unregistered-lemma		и҆́зсше
token	и҆́зсшꙋтъ	unregistered-lemma		и҆́зсшꙋтъ
token	и҆́мемъ	unregistered-lemma		и҆́мемъ
token	и҆́мете	unregistered-lemma		и҆́мете
token	и҆́метсѧ	unregistered-lemma		и҆́метсѧ
token	и҆́метъ	unregistered-lemma		и҆́метъ
token	и҆́меши	unregistered-lemma		и҆́меши
token	и҆́наго	unregistered-lemma		и҆́наго
token	и҆́накѡ	unregistered-lemma		и҆́накѡ
token	и҆́ндѣ	unregistered-lemma		и҆́ндѣ
token	и҆́ней	unregistered-lemma		и҆́ней
token	и҆́ни	unregistered-lemma		и҆́ни
token	и҆́нымъ	unregistered-lemma		и҆́нымъ
token	и҆́ныхъ	unregistered-lemma		и҆́ныхъ
token	и҆́ныѧ	unregistered-lemma		и҆́ныѧ
token	и҆́нꙋ	unregistered-lemma		и҆́нꙋ
token	и҆́нꙋдѣ	unregistered-lemma		и҆́нꙋдѣ
token	и҆́ровъ	unregistered-lemma		и҆́ровъ
token	и҆́ръ	unregistered-lemma		и҆́ръ
token	и҆́рѡда	unregistered-lemma		и҆́рѡда
token	и҆́рѡдова	unregistered-lemma		и҆́рѡдова
token	и҆́рѡдови	unregistered-lemma		и҆́рѡдови
token	и҆́рѡдовы	unregistered-lemma		и҆́рѡдовы
token	и҆́рѡдовѣ	unregistered-lemma		и҆́рѡдовѣ
token	и҆́рѡдомъ	unregistered-lemma		и҆́рѡдомъ
token	и҆́рѡдъ	unregistered-lemma		и҆́рѡдъ
token	и҆́рѡдꙋ	unregistered-lemma		и҆́рѡдꙋ
token	и҆́рꙋ	unregistered-lemma		и҆́рꙋ
token	и҆́скра	unregistered-lemma		и҆́скра
token	и҆́скреннемъ	unregistered-lemma		и҆́скреннемъ
token	и҆́скреннемꙋ	unregistered-lemma		и҆́скреннемꙋ
token	и҆́скреннимъ	unregistered-lemma		и҆́скреннимъ
token	и҆́скреннихъ	unregistered-lemma		и҆́скреннихъ
token	и҆́скреннюю	unregistered-lemma		и҆́скреннюю
token	и҆́скреннїи	unregistered-lemma		и҆́скреннїи
token	и҆́скреннїй	unregistered-lemma		и҆́скреннїй
token	и҆́скреннѧго	unregistered-lemma		и҆́скреннѧго
token	и҆́скреннѧгѡ	unregistered-lemma		и҆́скреннѧгѡ
token	и҆́скреннѧѧ	unregistered-lemma		и҆́скреннѧѧ
token	и҆́скры	unregistered-lemma		и҆́скры
token	и҆́скрєннимъ	unregistered-lemma		и҆́скрєннимъ
token	и҆́скрєннїѧ	unregistered-lemma		и҆́скрєннїѧ
token	и҆́скрꙋ	unregistered-lemma		и҆́скрꙋ
token	и҆́стиннѡ	unregistered-lemma		и҆́стиннѡ
token	и҆́стиннѣйшее	unregistered-lemma		и҆́стиннѣйшее
token	и҆́стинствовати	unregistered-lemma		и҆́стинствовати
token	и҆́стинствꙋете	unregistered-lemma		и҆́стинствꙋете
token	и҆́стинствꙋй	unregistered-lemma		и҆́стинствꙋй
token	и҆́стинствꙋюще	unregistered-lemma		и҆́стинствꙋюще
token	и҆́сто	unregistered-lemma		и҆́сто
token	и҆́стое	unregistered-lemma		и҆́стое
token	и҆́стомꙋ	unregistered-lemma		и҆́стомꙋ
token	и҆́щемъ	unregistered-lemma		и҆́щемъ
token	и҆́щета	unregistered-lemma		и҆́щета
token	и҆́щеши	unregistered-lemma		и҆́щеши
token	и҆́щꙋтъ	unregistered-lemma		и҆́щꙋтъ
token	и҆́щꙋща	unregistered-lemma		и҆́щꙋща
token	и҆́щꙋщаго	unregistered-lemma		и҆́щꙋщаго
token	и҆́щꙋщагѡ	unregistered-lemma		и҆́щꙋщагѡ
token	и҆́щꙋще	unregistered-lemma		и҆́щꙋще
token	и҆́щꙋщее	unregistered-lemma		и҆́щꙋщее
token	и҆́щꙋщей	unregistered-lemma		и҆́щꙋщей
token	и҆́щꙋщемꙋ	unregistered-lemma		и҆́щꙋщемꙋ
token	и҆́щꙋщи	unregistered-lemma		и҆́щꙋщи
token	и҆́щꙋщими	unregistered-lemma		и҆́щꙋщими
token	и҆́щꙋщихъ	unregistered-lemma		и҆́щꙋщихъ
token	и҆́щꙋщымъ	unregistered-lemma		и҆́щꙋщымъ
token	и҆́щꙋщыѧ	unregistered-lemma		и҆́щꙋщыѧ
token	и҆́щꙋщь	unregistered-lemma		и҆́щꙋщь
token	и҆́щꙋщїи	unregistered-lemma		и҆́щꙋщїи
token	и҆́щꙋщꙋ	unregistered-lemma		и҆́щꙋщꙋ
token	и҆ге́мѡна	unregistered-lemma		и҆ге́мѡна
token	и҆ге́мѡновѣ	unregistered-lemma		и҆ге́мѡновѣ
token	и҆ге́мѡномъ	unregistered-lemma		и҆ге́мѡномъ
token	и҆ге́мѡнѡвы	unregistered-lemma		и҆ге́мѡнѡвы
token	и҆ге́мѡнꙋ	unregistered-lemma		и҆ге́мѡнꙋ
token	и҆глинѣ̑	unregistered-lemma		и҆глинѣ̑
token	и҆гра́етъ	unregistered-lemma		и҆гра́етъ
token	и҆гра́й	unregistered-lemma		и҆гра́й
token	и҆гра́лище	unregistered-lemma		и҆гра́лище
token	и҆гра́лищнагѡ	unregistered-lemma		и҆гра́лищнагѡ
token	и҆гра́нїе	unregistered-lemma		и҆гра́нїе
token	и҆гра́ти	unregistered-lemma		и҆гра́ти
token	и҆гра́хꙋ	unregistered-lemma		и҆гра́хꙋ
token	и҆гра́ше	unregistered-lemma		и҆гра́ше
token	и҆гра́юща	unregistered-lemma		и҆гра́юща
token	и҆гра́юще	unregistered-lemma		и҆гра́юще
token	и҆гра́ющихъ	unregistered-lemma		и҆гра́ющихъ
token	и҆гра́ющыѧ	unregistered-lemma		и҆гра́ющыѧ
token	и҆гра́ющїи	unregistered-lemma		и҆гра́ющїи
token	и҆гра́ѧ	unregistered-lemma		и҆гра́ѧ
token	и҆да́нъ	unregistered-lemma		и҆да́нъ
token	и҆даі́й	unregistered-lemma		и҆даі́й
token	и҆ди́та	unregistered-lemma		и҆ди́та
token	и҆до́сте	unregistered-lemma		и҆до́сте
token	и҆до́хомъ	unregistered-lemma		и҆до́хомъ
token	и҆до́хъ	unregistered-lemma		и҆до́хъ
token	и҆ды́й	unregistered-lemma		и҆ды́й
token	и҆ді́нъ	unregistered-lemma		и҆ді́нъ
token	и҆ді̑ни	unregistered-lemma		и҆ді̑ни
token	и҆дѣ́та	unregistered-lemma		и҆дѣ́та
token	и҆дѧ́ста	unregistered-lemma		и҆дѧ́ста
token	и҆дѧ́стѣ	unregistered-lemma		и҆дѧ́стѣ
token	и҆дѧ́хъ	unregistered-lemma		и҆дѧ́хъ
token	и҆дꙋ́ща	unregistered-lemma		и҆дꙋ́ща
token	и҆дꙋ́щаѧ	unregistered-lemma		и҆дꙋ́щаѧ
token	и҆дꙋ́ще	unregistered-lemma		и҆дꙋ́ще
token	и҆дꙋ́щее	unregistered-lemma		и҆дꙋ́щее
token	и҆дꙋ́щема	unregistered-lemma		и҆дꙋ́щема
token	и҆дꙋ́щемꙋ	unregistered-lemma		и҆дꙋ́щемꙋ
token	и҆дꙋ́щи	unregistered-lemma		и҆дꙋ́щи
token	и҆дꙋ́щихъ	unregistered-lemma		и҆дꙋ́щихъ
token	и҆дꙋ́щымъ	unregistered-lemma		и҆дꙋ́щымъ
token	и҆дꙋ́щыѧ	unregistered-lemma		и҆дꙋ́щыѧ
token	и҆дꙋ́щь	unregistered-lemma		и҆дꙋ́щь
token	и҆дꙋ́щїи	unregistered-lemma		и҆дꙋ́щїи
token	и҆дꙋ́щїѧ	unregistered-lemma		и҆дꙋ́щїѧ
token	и҆дꙋ́щꙋ	unregistered-lemma		и҆дꙋ́щꙋ
token	и҆дꙋ̑ща	unregistered-lemma		и҆дꙋ̑ща
token	и҆ждене́те	unregistered-lemma		и҆ждене́те
token	и҆ждене́тъ	unregistered-lemma		и҆ждене́тъ
token	и҆жденꙋ̀	unregistered-lemma		и҆жденꙋ̀
token	и҆жденꙋ́тъ	unregistered-lemma		и҆жденꙋ́тъ
token	и҆ждива́й	unregistered-lemma		и҆ждива́й
token	и҆ждива́ти	unregistered-lemma		и҆ждива́ти
token	и҆ждива́хъ	unregistered-lemma		и҆ждива́хъ
token	и҆ждива́хꙋ	unregistered-lemma		и҆ждива́хꙋ
token	и҆ждиве́нъ	unregistered-lemma		и҆ждиве́нъ
token	и҆ждиве́нїе	unregistered-lemma		и҆ждиве́нїе
token	и҆ждиве́те	unregistered-lemma		и҆ждиве́те
token	и҆ждиве́тъ	unregistered-lemma		и҆ждиве́тъ
