# synodal-gold-gap.tsv — the committed gap worklist of the Synodal gold gate.
# generated-by: cargo xtask synodal-gold --fix
# contract: docs/SYNODAL_GOLD_ORACLE.md; one row per failing token type or paradigm cell.
# The gate (synodal-gold --check) fails if the regenerated gap is not a subset of this file.
oracle	key	reason	engine_output	expected
token	кова́рный	unregistered-lemma		кова́рный
token	кова́рныхъ	unregistered-lemma		кова́рныхъ
token	кова́рнїи	unregistered-lemma		кова́рнїи
token	кова́рнѣе	unregistered-lemma		кова́рнѣе
token	кова́рнѣйшїй	unregistered-lemma		кова́рнѣйшїй
token	кова́рства	unregistered-lemma		кова́рства
token	кова́рство	unregistered-lemma		кова́рство
token	кова́рствовати	unregistered-lemma		кова́рствовати
token	кова́рствѣ	unregistered-lemma		кова́рствѣ
token	кова́рствѣхъ	unregistered-lemma		кова́рствѣхъ
token	кова́рствꙋющїи	unregistered-lemma		кова́рствꙋющїи
token	кова́ти	unregistered-lemma		кова́ти
token	кова́ческїй	unregistered-lemma		кова́ческїй
token	кова́чь	unregistered-lemma		кова́чь
token	ковачы̀	unregistered-lemma		ковачы̀
token	ковра́ми	unregistered-lemma		ковра́ми
token	ковры̀	unregistered-lemma		ковры̀
token	ковче́га	unregistered-lemma		ковче́га
token	ковче́ги	unregistered-lemma		ковче́ги
token	ковче́гомъ	unregistered-lemma		ковче́гомъ
token	ковче́гꙋ	unregistered-lemma		ковче́гꙋ
token	ковче́жецъ	unregistered-lemma		ковче́жецъ
token	ковче́жца	unregistered-lemma		ковче́жца
token	ковче́жцѣ	unregistered-lemma		ковче́жцѣ
token	ковче́зѣ	unregistered-lemma		ковче́зѣ
token	кого́ждо	unregistered-lemma		кого́ждо
token	кого́же	unregistered-lemma		кого́же
token	когѡ́ждо	unregistered-lemma		когѡ́ждо
token	кодра́нтъ	unregistered-lemma		кодра́нтъ
token	коего́	unregistered-lemma		коего́
token	коего́ждо	unregistered-lemma		коего́ждо
token	коегѡ́	unregistered-lemma		коегѡ́
token	коеѧ̀	unregistered-lemma		коеѧ̀
token	коеѧ́	unregistered-lemma		коеѧ́
token	коза́хъ	unregistered-lemma		коза́хъ
token	козе́лъ	unregistered-lemma		козе́лъ
token	кози́цъ	unregistered-lemma		кози́цъ
token	козли́чины	unregistered-lemma		козли́чины
token	козло́мъ	unregistered-lemma		козло́мъ
token	козлогласова́нїихъ	unregistered-lemma		козлогласова́нїихъ
token	козлогласова́нїѧ	unregistered-lemma		козлогласова́нїѧ
token	козлогласова̑нїи	unregistered-lemma		козлогласова̑нїи
token	козлы̀	unregistered-lemma		козлы̀
token	козлы̑	unregistered-lemma		козлы̑
token	козлѡ́въ	unregistered-lemma		козлѡ́въ
token	козлѧ̀	unregistered-lemma		козлѧ̀
token	козлѧ́те	unregistered-lemma		козлѧ́те
token	козлѧ́тъ	unregistered-lemma		козлѧ́тъ
token	козлѧ́чими	unregistered-lemma		козлѧ́чими
token	козлꙋ̀	unregistered-lemma		козлꙋ̀
token	кола̀	unregistered-lemma		кола̀
token	коле́блемаѧ	unregistered-lemma		коле́блемаѧ
token	коле́блемыхъ	unregistered-lemma		коле́блемыхъ
token	коле́блемꙋ	unregistered-lemma		коле́блемꙋ
token	коле́блетсѧ	unregistered-lemma		коле́блетсѧ
token	коле́блютсѧ	unregistered-lemma		коле́блютсѧ
token	коле́блющесѧ	unregistered-lemma		коле́блющесѧ
token	коле́блѧ	unregistered-lemma		коле́блѧ
token	коле́блѧйсѧ	unregistered-lemma		коле́блѧйсѧ
token	коле́сный	unregistered-lemma		коле́сный
token	коле́съ	unregistered-lemma		коле́съ
token	колеба́нїе	unregistered-lemma		колеба́нїе
token	колеса̀	unregistered-lemma		колеса̀
token	колесни́цѣхъ	unregistered-lemma		колесни́цѣхъ
token	колесни́чники	unregistered-lemma		колесни́чники
token	колесни́чное	unregistered-lemma		колесни́чное
token	колесни́чныхъ	unregistered-lemma		колесни́чныхъ
token	колесни̑цы	unregistered-lemma		колесни̑цы
token	колесни̑чнаѧ	unregistered-lemma		колесни̑чнаѧ
token	колесо̀	unregistered-lemma		колесо̀
token	колесѐ	unregistered-lemma		колесѐ
token	колесѝ	unregistered-lemma		колесѝ
token	колесѣ́хъ	unregistered-lemma		колесѣ́хъ
token	коли́ждо	unregistered-lemma		коли́ждо
token	коли́ка	unregistered-lemma		коли́ка
token	коли́кѡ	unregistered-lemma		коли́кѡ
token	коли́цѣми	unregistered-lemma		коли́цѣми
token	коли̑ка	unregistered-lemma		коли̑ка
token	колкѝ	unregistered-lemma		колкѝ
token	коллꙋ́рїемъ	unregistered-lemma		коллꙋ́рїемъ
token	колосса́ехъ	unregistered-lemma		колосса́ехъ
token	колькра́ты	unregistered-lemma		колькра́ты
token	кольми́	unregistered-lemma		кольми́
token	кольмѝ	unregistered-lemma		кольмѝ
token	кольца́ми	unregistered-lemma		кольца́ми
token	кольца̑	unregistered-lemma		кольца̑
token	кольцѐ	unregistered-lemma		кольцѐ
token	кольча́тꙋ	unregistered-lemma		кольча́тꙋ
token	колєсни́цы	engine-wrong-form	колесни́цы	колєсни́цы
token	колєсни́чнаѧ	unregistered-lemma		колєсни́чнаѧ
token	колѡ́нїа	unregistered-lemma		колѡ́нїа
token	колѣ́нахъ	unregistered-lemma		колѣ́нахъ
token	колѣ́нома	unregistered-lemma		колѣ́нома
token	колѣ́нѡмъ	unregistered-lemma		колѣ́нѡмъ
token	колѣ́нѣ	unregistered-lemma		колѣ́нѣ
token	колѣ́нѣхъ	unregistered-lemma		колѣ́нѣхъ
token	колѣ́нꙋ	unregistered-lemma		колѣ́нꙋ
token	колѣ̑нꙋ	unregistered-lemma		колѣ̑нꙋ
token	колꙋ̀	unregistered-lemma		колꙋ̀
token	комары̀	unregistered-lemma		комары̀
token	комꙋ́ждо	unregistered-lemma		комꙋ́ждо
token	коне́чнѡ	unregistered-lemma		коне́чнѡ
token	коне́чнꙋю	unregistered-lemma		коне́чнꙋю
token	конмѝ	unregistered-lemma		конмѝ
token	коно́ба	unregistered-lemma		коно́ба
token	коно́бе	unregistered-lemma		коно́бе
token	коно́би	unregistered-lemma		коно́би
token	коно́бы	unregistered-lemma		коно́бы
token	коно́бѡвъ	unregistered-lemma		коно́бѡвъ
token	коно́бѣ	unregistered-lemma		коно́бѣ
token	коно́бѣхъ	unregistered-lemma		коно́бѣхъ
token	конориста́тельнѣмъ	unregistered-lemma		конориста́тельнѣмъ
token	конца́хъ	unregistered-lemma		конца́хъ
token	конце́й	unregistered-lemma		конце́й
token	концы̀	unregistered-lemma		концы̀
token	концы̑	unregistered-lemma		концы̑
token	концє́въ	unregistered-lemma		концє́въ
token	концє́мъ	unregistered-lemma		концє́мъ
token	концѣ̀	unregistered-lemma		концѣ̀
token	концѣ́хъ	unregistered-lemma		концѣ́хъ
token	концꙋ̀	unregistered-lemma		концꙋ̀
token	конча́ющꙋ	unregistered-lemma		конча́ющꙋ
token	кончи́ны	unregistered-lemma		кончи́ны
token	кончи́нѣ	unregistered-lemma		кончи́нѣ
token	кончи́нꙋ	unregistered-lemma		кончи́нꙋ
token	коню̀	unregistered-lemma		коню̀
token	конє́цъ	engine-wrong-form	коне́цъ	конє́цъ
token	конѝ	unregistered-lemma		конѝ
token	конѧ̀	unregistered-lemma		конѧ̀
token	копа́етъ	unregistered-lemma		копа́етъ
token	копа́ти	unregistered-lemma		копа́ти
token	копа́ѧ	unregistered-lemma		копа́ѧ
token	копе́йницы	unregistered-lemma		копе́йницы
token	копы́та	unregistered-lemma		копы́та
token	копы́тами	unregistered-lemma		копы́тами
token	копы́то	unregistered-lemma		копы́то
token	копы́томъ	unregistered-lemma		копы́томъ
token	копы́тъ	unregistered-lemma		копы́тъ
token	копы́ты	unregistered-lemma		копы́ты
token	копы́тѧ	unregistered-lemma		копы́тѧ
token	копі́йное	unregistered-lemma		копі́йное
token	копі́йцами	unregistered-lemma		копі́йцами
token	копїе́мъ	unregistered-lemma		копїе́мъ
token	копїенѡ́сцы	unregistered-lemma		копїенѡ́сцы
token	копїѧ̀	unregistered-lemma		копїѧ̀
token	кора́бленицы	unregistered-lemma		кора́бленицы
token	кора́бленое	unregistered-lemma		кора́бленое
token	кора́бленыѧ	unregistered-lemma		кора́бленыѧ
token	кора́блєнымъ	unregistered-lemma		кора́блєнымъ
token	корабе́льники	unregistered-lemma		корабе́льники
token	корабе́льницы	unregistered-lemma		корабе́льницы
token	корабле́й	unregistered-lemma		корабле́й
token	корабле́мъ	unregistered-lemma		корабле́мъ
token	корабле́хъ	unregistered-lemma		корабле́хъ
token	кораблеце́й	unregistered-lemma		кораблеце́й
token	кораблеце́мъ	unregistered-lemma		кораблеце́мъ
token	кораблецѣ̀	unregistered-lemma		кораблецѣ̀
token	кораблю̀	unregistered-lemma		кораблю̀
token	кораблю̑	unregistered-lemma		кораблю̑
token	кораблє́мъ	unregistered-lemma		кораблє́мъ
token	кораблѧ́ми	unregistered-lemma		кораблѧ́ми
token	кораблѧ̑	unregistered-lemma		кораблѧ̑
token	корабє́льнымъ	unregistered-lemma		корабє́льнымъ
token	корва́нъ	unregistered-lemma		корва́нъ
token	корва́нꙋ	unregistered-lemma		корва́нꙋ
token	корве́ѡвы	unregistered-lemma		корве́ѡвы
token	коре́а	unregistered-lemma		коре́а
token	коре́ане	unregistered-lemma		коре́ане
token	коре́анинꙋ	unregistered-lemma		коре́анинꙋ
token	коре́ева	unregistered-lemma		коре́ева
token	коре́й	unregistered-lemma		коре́й
token	коре́нїе	unregistered-lemma		коре́нїе
token	коре́нїѧ	unregistered-lemma		коре́нїѧ
token	коре́ова	unregistered-lemma		коре́ова
token	коре́овъ	unregistered-lemma		коре́овъ
token	коре́овымъ	unregistered-lemma		коре́овымъ
token	коре́овыхъ	unregistered-lemma		коре́овыхъ
token	коре́овѣ	unregistered-lemma		коре́овѣ
token	коре́омъ	unregistered-lemma		коре́омъ
token	коре́ю	unregistered-lemma		коре́ю
token	коре́ѡва	unregistered-lemma		коре́ѡва
token	коре́ѡвы	unregistered-lemma		коре́ѡвы
token	коре́ѡвымъ	unregistered-lemma		коре́ѡвымъ
token	кори́ца	unregistered-lemma		кори́ца
token	кори́цею	unregistered-lemma		кори́цею
token	кори́цы	unregistered-lemma		кори́цы
token	корми́вшемꙋ	unregistered-lemma		корми́вшемꙋ
token	корми́лица	unregistered-lemma		корми́лица
token	корми́лицꙋ	unregistered-lemma		корми́лицꙋ
token	корми́ло	unregistered-lemma		корми́ло
token	корми́льцемъ	unregistered-lemma		корми́льцемъ
token	корми́лѡмъ	unregistered-lemma		корми́лѡмъ
token	корми́тельницѣ	unregistered-lemma		корми́тельницѣ
token	корми́телє	unregistered-lemma		корми́телє
token	корми́телємъ	unregistered-lemma		корми́телємъ
token	корми́телїе	unregistered-lemma		корми́телїе
token	корми́ти	unregistered-lemma		корми́ти
token	корми́хъ	unregistered-lemma		корми́хъ
token	корми̑лицы	unregistered-lemma		корми̑лицы
token	кормѝ	unregistered-lemma		кормѝ
token	кормѣ̀	unregistered-lemma		кормѣ̀
token	кормѧ́ше	unregistered-lemma		кормѧ́ше
token	корни́лїа	unregistered-lemma		корни́лїа
token	корни́лїе	unregistered-lemma		корни́лїе
token	корни́лїй	unregistered-lemma		корни́лїй
token	корни́лїю	unregistered-lemma		корни́лїю
token	корно́сый	unregistered-lemma		корно́сый
token	корре́овѣ	unregistered-lemma		корре́овѣ
token	корча́гъ	unregistered-lemma		корча́гъ
token	корче́мникъ	unregistered-lemma		корче́мникъ
token	корче́мницъ	unregistered-lemma		корче́мницъ
token	корчє́мницы	unregistered-lemma		корчє́мницы
token	коры́стей	unregistered-lemma		коры́стей
token	коры́стехъ	unregistered-lemma		коры́стехъ
token	коры́сть	unregistered-lemma		коры́сть
token	коры́стьми	unregistered-lemma		коры́стьми
token	коры́стѣй	unregistered-lemma		коры́стѣй
token	коры́тѣхъ	unregistered-lemma		коры́тѣхъ
token	коры̑сти	unregistered-lemma		коры̑сти
token	корѐ	unregistered-lemma		корѐ
token	корє́нїѧ	unregistered-lemma		корє́нїѧ
token	корі́нками	unregistered-lemma		корі́нками
token	корі́нѳъ	unregistered-lemma		корі́нѳъ
token	корі́нѳѣ	unregistered-lemma		корі́нѳѣ
token	корі́нѳѧне	unregistered-lemma		корі́нѳѧне
token	корі́нѳѧнъ	unregistered-lemma		корі́нѳѧнъ
token	корі́тѧне	unregistered-lemma		корі́тѧне
token	корїа́ндрово	unregistered-lemma		корїа́ндрово
token	корїа́ндръ	unregistered-lemma		корїа́ндръ
token	корꙋ̀	unregistered-lemma		корꙋ̀
token	коса́ми	unregistered-lemma		коса́ми
token	косма́тъ	unregistered-lemma		косма́тъ
token	косма̑тѣ	unregistered-lemma		косма̑тѣ
token	косне́нїѧ	unregistered-lemma		косне́нїѧ
token	косне́сѧ	unregistered-lemma		косне́сѧ
token	косни́сѧ	unregistered-lemma		косни́сѧ
token	косни́тъ	unregistered-lemma		косни́тъ
token	косни́ши	unregistered-lemma		косни́ши
token	косноѧзы́ченъ	unregistered-lemma		косноѧзы́ченъ
token	косноѧзы̑чнымъ	unregistered-lemma		косноѧзы̑чнымъ
token	коснѝ	unregistered-lemma		коснѝ
token	коснѣ́нїе	unregistered-lemma		коснѣ́нїе
token	коснѧ́щꙋ	unregistered-lemma		коснѧ́щꙋ
token	коснꙋ́всѧ	unregistered-lemma		коснꙋ́всѧ
token	коснꙋ́вшасѧ	unregistered-lemma		коснꙋ́вшасѧ
token	коснꙋ́вшаѧсѧ	unregistered-lemma		коснꙋ́вшаѧсѧ
token	коснꙋ́выйсѧ	unregistered-lemma		коснꙋ́выйсѧ
token	коснꙋ́сѧ	unregistered-lemma		коснꙋ́сѧ
token	коснꙋ́тисѧ	unregistered-lemma		коснꙋ́тисѧ
token	коснꙋ́шасѧ	unregistered-lemma		коснꙋ́шасѧ
token	косте́й	unregistered-lemma		косте́й
token	косте́мъ	unregistered-lemma		косте́мъ
token	косте́хъ	unregistered-lemma		косте́хъ
token	костьми́	unregistered-lemma		костьми́
token	костьмѝ	unregistered-lemma		костьмѝ
token	коте́лъ	unregistered-lemma		коте́лъ
token	коткѝ	unregistered-lemma		коткѝ
token	котла̀	unregistered-lemma		котла̀
token	котло́мъ	unregistered-lemma		котло́мъ
token	котлы̀	unregistered-lemma		котлы̀
token	котлы̑	unregistered-lemma		котлы̑
token	котлѡ́мъ	unregistered-lemma		котлѡ́мъ
token	котлѣ́хъ	unregistered-lemma		котлѣ́хъ
token	кошѝ	unregistered-lemma		кошѝ
token	кощꙋ́ны	unregistered-lemma		кощꙋ́ны
token	кра́вами	unregistered-lemma		кра́вами
token	кра́вамъ	unregistered-lemma		кра́вамъ
token	кра́въ	unregistered-lemma		кра́въ
token	кра́вїе	unregistered-lemma		кра́вїе
token	кра́вїимъ	unregistered-lemma		кра́вїимъ
token	кра́вїѧ	unregistered-lemma		кра́вїѧ
token	кра́деное	unregistered-lemma		кра́деное
token	кра́дете	unregistered-lemma		кра́дете
token	кра́детъ	unregistered-lemma		кра́детъ
token	кра́деши	unregistered-lemma		кра́деши
token	кра́дꙋтъ	unregistered-lemma		кра́дꙋтъ
token	кра́дꙋщымъ	unregistered-lemma		кра́дꙋщымъ
token	кра́ехъ	unregistered-lemma		кра́ехъ
token	кра́йними	unregistered-lemma		кра́йними
token	кра́йнихъ	unregistered-lemma		кра́йнихъ
token	кра́йнюю	unregistered-lemma		кра́йнюю
token	кра́йнїѧ	unregistered-lemma		кра́йнїѧ
token	кра́нїево	unregistered-lemma		кра́нїево
token	кра́сите	unregistered-lemma		кра́сите
token	кра́сна	unregistered-lemma		кра́сна
token	кра́сни	unregistered-lemma		кра́сни
token	кра́сное	unregistered-lemma		кра́сное
token	кра́сный	unregistered-lemma		кра́сный
token	кра́сными	unregistered-lemma		кра́сными
token	кра́сныхъ	unregistered-lemma		кра́сныхъ
token	кра́сныѧ	unregistered-lemma		кра́сныѧ
token	кра́снїи	unregistered-lemma		кра́снїи
token	кра́снѡ	unregistered-lemma		кра́снѡ
token	кра́снꙋ	unregistered-lemma		кра́снꙋ
token	кра́стелє	unregistered-lemma		кра́стелє
token	кра́сти	unregistered-lemma		кра́сти
token	кра́стово	unregistered-lemma		кра́стово
token	кра́стою	unregistered-lemma		кра́стою
token	кра́стєли	unregistered-lemma		кра́стєли
token	кра́стꙋ	unregistered-lemma		кра́стꙋ
token	кра́токъ	unregistered-lemma		кра́токъ
token	кра́тїѧ	unregistered-lemma		кра́тїѧ
token	кра́ю	unregistered-lemma		кра́ю
token	кра̑вы	unregistered-lemma		кра̑вы
token	кра̑вїѧ	unregistered-lemma		кра̑вїѧ
token	кра̑снаѧ	unregistered-lemma		кра̑снаѧ
token	кра̑сны	unregistered-lemma		кра̑сны
token	кра̑стели	unregistered-lemma		кра̑стели
token	кра̑сты	unregistered-lemma		кра̑сты
token	кра̑тка	unregistered-lemma		кра̑тка
token	крады́й	unregistered-lemma		крады́й
token	крае́въ	unregistered-lemma		крае́въ
token	крае́хъ	unregistered-lemma		крае́хъ
token	краегра́дїе	unregistered-lemma		краегра́дїе
token	краегра́дїемъ	unregistered-lemma		краегра́дїемъ
token	краегра́дїи	unregistered-lemma		краегра́дїи
token	краегра́дїѧ	unregistered-lemma		краегра́дїѧ
token	краенеѡбрѣ́занїй	unregistered-lemma		краенеѡбрѣ́занїй
token	краенеѡбрѣ̑занїѧ	unregistered-lemma		краенеѡбрѣ̑занїѧ
token	краесѣко́мымъ	unregistered-lemma		краесѣко́мымъ
token	краеꙋго́ленъ	unregistered-lemma		краеꙋго́ленъ
token	краеꙋго́льный	unregistered-lemma		краеꙋго́льный
token	краеꙋго́льнꙋ	unregistered-lemma		краеꙋго́льнꙋ
token	крамо́льники	unregistered-lemma		крамо́льники
token	крамолѣ̀	unregistered-lemma		крамолѣ̀
token	крамолꙋ̀	unregistered-lemma		крамолꙋ̀
token	крамѡлы̀	unregistered-lemma		крамѡлы̀
token	красе́нъ	unregistered-lemma		красе́нъ
token	краси̑ма	unregistered-lemma		краси̑ма
token	красна̀	unregistered-lemma		красна̀
token	красно̀	unregistered-lemma		красно̀
token	красны̀	unregistered-lemma		красны̀
token	красны̑	unregistered-lemma		красны̑
token	краснꙋ̀	unregistered-lemma		краснꙋ̀
token	красо́тъ	unregistered-lemma		красо́тъ
token	красото́ю	unregistered-lemma		красото́ю
token	красотолюби́вѣй	unregistered-lemma		красотолюби́вѣй
token	красоты̀	unregistered-lemma		красоты̀
token	красоты́	unregistered-lemma		красоты́
token	красоты̑	unregistered-lemma		красоты̑
token	красотѣ̀	unregistered-lemma		красотѣ̀
token	красотꙋ̀	unregistered-lemma		красотꙋ̀
token	красы̀	unregistered-lemma		красы̀
token	красꙋ̀	unregistered-lemma		красꙋ̀
token	красꙋ́етсѧ	unregistered-lemma		красꙋ́етсѧ
token	крати́та	unregistered-lemma		крати́та
token	краткоконе́чно	unregistered-lemma		краткоконе́чно
token	краше́ннїи	unregistered-lemma		краше́ннїи
token	краю̀	unregistered-lemma		краю̀
token	краѧ́хъ	unregistered-lemma		краѧ́хъ
token	кре́щшесѧ	unregistered-lemma		кре́щшесѧ
token	кре́щьсѧ	unregistered-lemma		кре́щьсѧ
token	креме́нїемъ	unregistered-lemma		креме́нїемъ
token	креме́нїѧ	unregistered-lemma		креме́нїѧ
token	крести́лъ	unregistered-lemma		крести́лъ
token	крести́стесѧ	unregistered-lemma		крести́стесѧ
token	крести́сѧ	unregistered-lemma		крести́сѧ
token	крести́ти	unregistered-lemma		крести́ти
token	крести́тисѧ	unregistered-lemma		крести́тисѧ
token	крести́тсѧ	unregistered-lemma		крести́тсѧ
token	крести́хомсѧ	unregistered-lemma		крести́хомсѧ
token	крести́хъ	unregistered-lemma		крести́хъ
token	крести́шасѧ	unregistered-lemma		крести́шасѧ
token	крестѧ̀	unregistered-lemma		крестѧ̀
token	крестѧ́й	unregistered-lemma		крестѧ́й
token	крестѧ́щїисѧ	unregistered-lemma		крестѧ́щїисѧ
token	креща́еши	unregistered-lemma		креща́еши
token	креща́хꙋсѧ	unregistered-lemma		креща́хꙋсѧ
token	креща́ю	unregistered-lemma		креща́ю
token	креща́ютсѧ	unregistered-lemma		креща́ютсѧ
token	креще́ни	unregistered-lemma		креще́ни
token	креще́нїе	unregistered-lemma		креще́нїе
token	креще́нїемъ	unregistered-lemma		креще́нїемъ
token	креще́нїи	unregistered-lemma		креще́нїи
token	креще́нїѧ	unregistered-lemma		креще́нїѧ
token	крещє́нїѧ	unregistered-lemma		крещє́нїѧ
token	кри́во	unregistered-lemma		кри́во
token	кри́къ	unregistered-lemma		кри́къ
token	кри́лами	unregistered-lemma		кри́лами
token	кри́ламъ	unregistered-lemma		кри́ламъ
token	кри́лъ	unregistered-lemma		кри́лъ
token	кри́лы	unregistered-lemma		кри́лы
token	кри́скентъ	unregistered-lemma		кри́скентъ
token	кри́та	unregistered-lemma		кри́та
token	кри́тстїи	unregistered-lemma		кри́тстїи
token	кри́тстѣмъ	unregistered-lemma		кри́тстѣмъ
token	кри́тъ	unregistered-lemma		кри́тъ
token	кри́тѣ	unregistered-lemma		кри́тѣ
token	кри́тѧне	unregistered-lemma		кри́тѧне
token	кри́тѧнъ	unregistered-lemma		кри́тѧнъ
token	кри̑ва	unregistered-lemma		кри̑ва
token	кри̑вы	unregistered-lemma		кри̑вы
token	крила̀	unregistered-lemma		крила̀
token	крила̑	unregistered-lemma		крила̑
token	крило́ма	unregistered-lemma		крило́ма
token	крило́мъ	unregistered-lemma		крило́мъ
token	крилѣ̀	unregistered-lemma		крилѣ̀
token	крилѣ́хъ	unregistered-lemma		крилѣ́хъ
token	крилꙋ̀	unregistered-lemma		крилꙋ̀
token	крилꙋ̑	unregistered-lemma		крилꙋ̑
token	крича́щихъ	unregistered-lemma		крича́щихъ
token	крича́щыѧ	unregistered-lemma		крича́щыѧ
token	кро́ва	unregistered-lemma		кро́ва
token	кро́вемъ	unregistered-lemma		кро́вемъ
token	кро́вехъ	unregistered-lemma		кро́вехъ
token	кро́вомъ	unregistered-lemma		кро́вомъ
token	кро́вы	unregistered-lemma		кро́вы
token	кро́вѣ	unregistered-lemma		кро́вѣ
token	кро́вѣхъ	unregistered-lemma		кро́вѣхъ
token	кро́кахъ	unregistered-lemma		кро́кахъ
token	кро́къ	unregistered-lemma		кро́къ
token	кро́тка	unregistered-lemma		кро́тка
token	кро́ткаго	unregistered-lemma		кро́ткаго
token	кро́ткагѡ	unregistered-lemma		кро́ткагѡ
token	кро́ткихъ	unregistered-lemma		кро́ткихъ
token	кро́ткїй	unregistered-lemma		кро́ткїй
token	кро́ткѡ	unregistered-lemma		кро́ткѡ
token	кро́ткꙋ	unregistered-lemma		кро́ткꙋ
token	кро́токъ	unregistered-lemma		кро́токъ
token	кро́тости	unregistered-lemma		кро́тости
token	кро́тостїю	unregistered-lemma		кро́тостїю
token	кро́тцы	unregistered-lemma		кро́тцы
token	кро́тцыи	unregistered-lemma		кро́тцыи
token	кро́тцѣ	unregistered-lemma		кро́тцѣ
token	крове́й	unregistered-lemma		крове́й
token	кровопроли́тїѧ	unregistered-lemma		кровопроли́тїѧ
token	кровопі́йцєвъ	unregistered-lemma		кровопі́йцєвъ
token	кровоточе́нїемъ	unregistered-lemma		кровоточе́нїемъ
token	кровоточи́ва	unregistered-lemma		кровоточи́ва
token	кровотѡ́чныѧ	unregistered-lemma		кровотѡ́чныѧ
token	кровьмѝ	unregistered-lemma		кровьмѝ
token	крое́нїѧ	unregistered-lemma		крое́нїѧ
token	крокоди́лъ	unregistered-lemma		крокоди́лъ
token	кромѣ́шнюю	unregistered-lemma		кромѣ́шнюю
token	кропи́ва	unregistered-lemma		кропи́ва
token	кропи́вы	unregistered-lemma		кропи́вы
token	кропле́нїе	unregistered-lemma		кропле́нїе
token	кропле́нїѧ	unregistered-lemma		кропле́нїѧ
token	кропѧ́тъ	unregistered-lemma		кропѧ́тъ
token	кропѧ́щїй	unregistered-lemma		кропѧ́щїй
token	кротка̀	unregistered-lemma		кротка̀
token	кроткодꙋ́шенъ	unregistered-lemma		кроткодꙋ́шенъ
token	кроторы́ѧ	unregistered-lemma		кроторы́ѧ
token	кроѧ́хꙋсѧ	unregistered-lemma		кроѧ́хꙋсѧ
token	кры́емь	unregistered-lemma		кры́емь
token	кры́етсѧ	unregistered-lemma		кры́етсѧ
token	кры́етъ	unregistered-lemma		кры́етъ
token	кры́ешисѧ	unregistered-lemma		кры́ешисѧ
token	кры́ти	unregistered-lemma		кры́ти
token	кры́тисѧ	unregistered-lemma		кры́тисѧ
token	кры́ша	unregistered-lemma		кры́ша
token	кры́ющьсѧ	unregistered-lemma		кры́ющьсѧ
token	кры́ющїисѧ	unregistered-lemma		кры́ющїисѧ
token	крючка́ми	unregistered-lemma		крючка́ми
token	крючкѝ	unregistered-lemma		крючкѝ
token	крючкѡ́въ	unregistered-lemma		крючкѡ́въ
token	крі́на	unregistered-lemma		крі́на
token	крі́нахъ	unregistered-lemma		крі́нахъ
token	крі́ново	unregistered-lemma		крі́ново
token	крі́ны	unregistered-lemma		крі́ны
token	крі́нѣхъ	unregistered-lemma		крі́нѣхъ
token	крі́нꙋ	unregistered-lemma		крі́нꙋ
token	крі́спа	unregistered-lemma		крі́спа
token	крі̑нъ	unregistered-lemma		крі̑нъ
token	крѡ́ки	unregistered-lemma		крѡ́ки
token	крѡ́тки	unregistered-lemma		крѡ́тки
token	крѡ́ткимъ	unregistered-lemma		крѡ́ткимъ
token	крѡ́ткїѧ	unregistered-lemma		крѡ́ткїѧ
token	крѣ́пка	unregistered-lemma		крѣ́пка
token	крѣ́пкаго	unregistered-lemma		крѣ́пкаго
token	крѣ́пкагѡ	unregistered-lemma		крѣ́пкагѡ
token	крѣ́пкаѧ	unregistered-lemma		крѣ́пкаѧ
token	крѣ́пкими	unregistered-lemma		крѣ́пкими
token	крѣ́пкимъ	unregistered-lemma		крѣ́пкимъ
token	крѣ́пкихъ	unregistered-lemma		крѣ́пкихъ
token	крѣ́пко	unregistered-lemma		крѣ́пко
token	крѣ́пкое	unregistered-lemma		крѣ́пкое
token	крѣ́пкомꙋ	unregistered-lemma		крѣ́пкомꙋ
token	крѣ́пкою	unregistered-lemma		крѣ́пкою
token	крѣ́пкїй	unregistered-lemma		крѣ́пкїй
token	крѣ́пкїѧ	unregistered-lemma		крѣ́пкїѧ
token	крѣ́пкѡ	unregistered-lemma		крѣ́пкѡ
token	крѣ́пкꙋ	unregistered-lemma		крѣ́пкꙋ
token	крѣ́пкꙋю	unregistered-lemma		крѣ́пкꙋю
token	крѣ́пльшихъ	unregistered-lemma		крѣ́пльшихъ
token	крѣ́пльшыѧ	unregistered-lemma		крѣ́пльшыѧ
token	крѣ́пльшїи	unregistered-lemma		крѣ́пльшїи
token	крѣ́пльшїй	unregistered-lemma		крѣ́пльшїй
token	крѣ́пльшꙋ	unregistered-lemma		крѣ́пльшꙋ
token	крѣ́плїй	unregistered-lemma		крѣ́плїй
token	крѣ́плѣе	unregistered-lemma		крѣ́плѣе
token	крѣ́плѣй	unregistered-lemma		крѣ́плѣй
token	крѣ́посте	unregistered-lemma		крѣ́посте
token	крѣ́постехъ	unregistered-lemma		крѣ́постехъ
token	крѣ́пцей	unregistered-lemma		крѣ́пцей
token	крѣ́пцы	unregistered-lemma		крѣ́пцы
token	крѣ́пцыи	unregistered-lemma		крѣ́пцыи
token	крѣ́пцѣ	unregistered-lemma		крѣ́пцѣ
token	крѣ́пцѣй	unregistered-lemma		крѣ́пцѣй
token	крѣ́пѡсти	unregistered-lemma		крѣ́пѡсти
token	крѣ̑пка	unregistered-lemma		крѣ̑пка
token	крѣ̑пкаѧ	unregistered-lemma		крѣ̑пкаѧ
