source_row	lemma	class	inflection_lemma	number_restriction
1646	извол҄ѥниѥ	2/n	извол҄ѥниѥ	all
1655	извѣсть	1/f	извѣсть	all
1657	извѣтъ	2/m	извѣтъ	all
1658	извѣщаниѥ	2/n	извѣщаниѥ	all
1661	извѣщениѥ	2/n	извѣщениѥ	all
1670	изгънаниѥ	2/n	изгънаниѥ	all
1679	издрѣшениѥ	2/n	издрѣшениѥ	all
1682	издыханиѥ	2/n	издыханиѥ	all
1694	излѣкованиѥ	2/n	излѣкованиѥ	all
1706	измѣн҄ѥниѥ	2/n	измѣн҄ѥниѥ	all
1707	измѣна	2/f	измѣна	all
1715	изношениѥ	2/n	изношениѥ	all
1716	изнур҄ѥниѥ	2/n	изнур҄ѥниѥ	all
1724	изобрѣтениѥ	2/n	изобрѣтениѥ	all
1726	изун҄ьшина	2/f	изун҄ьшина	all
1730	изѣдениѥ	2/n	изѣдениѥ	all
1734	иманиѥ	2/n	иманиѥ	all
1738	имѣниѥ	2/n	имѣниѥ	all
1739	имѣниице	2/n	имѣниице	all
1744	инокость	1/f	инокость	all
1745	инокъ	2/m	инокъ	all
1747	иночьство	2/n	иночьство	all
1751	исканиѥ	2/n	исканиѥ	all
1757	ископаниѥ	2/n	ископаниѥ	all
1761	искра	2/f	искра	all
1763	искрачило	2/n	искрачило	all
1769	искусъ	2/m	искусъ	all
1770	искусьникъ	2/m	искусьникъ	all
1773	искушениѥ	2/n	искушениѥ	all
1782	испльн҄ѥниѥ	2/n	испльн҄ѥниѥ	all
1785	исповѣданиѥ	2/n	исповѣданиѥ	all
1788	исповѣдь	1/f	исповѣдь	all
1789	исповѣдьникъ	2/m	исповѣдьникъ	all
1790	исповѣдьница	2/f	исповѣдьница	all
1796	исправл҄ѥниѥ	2/n	исправл҄ѥниѥ	all
1803	испрошениѥ	2/n	испрошениѥ	all
1806	испущениѥ	2/n	испущениѥ	all
1807	испытаниѥ	2/n	испытаниѥ	all
1809	испыть	1/f	испыть	all
1816	истина	2/f	истина	all
1824	источьникъ	2/m	источьникъ	all
1825	истръганиѥ	2/n	истръганиѥ	all
1829	истрѣбл҄ѥниѥ	2/n	истрѣбл҄ѥниѥ	all
1837	исходатаиникъ	2/m	исходатаиникъ	all
1839	исходище	2/n	исходище	all
1840	исходъ	2/m	исходъ	all
1845	исѣчениѥ	2/n	исѣчениѥ	all
1850	ицѣл҄ѥниѥ	2/n	ицѣл҄ѥниѥ	all
1853	ицѣльба	2/f	ицѣльба	all
1857	ишьствиѥ	2/n	ишьствиѥ	all
1858	ѫгль	1/m	ѫгль	all
1860	ѫдица	2/f	ѫдица	all
1861	ѫдолиѥ	2/n	ѫдолиѥ	all
1862	ѫдоль	1/f	ѫдоль	all
1863	ѫже	2/n	ѫже	all
1864	ѫжика	2/f	ѫжика	all
1865	ѫжичьство	2/n	ѫжичьство	all
1866	ѫжьникъ	2/m	ѫжьникъ	all
1867	ѫза	2/f	ѫза	all
1868	ѫзилище	2/n	ѫзилище	all
1870	ѫзьникъ	2/m	ѫзьникъ	all
1874	ѫродъ	2/m	ѫродъ	all
1877	ѫродьство	2/n	ѫродьство	all
1879	ѫсобица	2/f	ѫсобица	all
1880	ѫтроба	2/f	ѫтроба	all
1884	кл҄ѥвета	2/f	кл҄ѥвета	all
1887	кл҄ѥветьникъ	2/m	кл҄ѥветьникъ	all
1893	кл҄ючь	2/m	кл҄ючь	all
1894	каꙗзнь	1/f	каꙗзнь	all
1895	каꙗниѥ	2/n	каꙗниѥ	all
1897	каждениѥ	2/n	каждениѥ	all
1899	кадило	2/n	кадило	all
1902	казаниѥ	2/n	казаниѥ	all
1906	казнь	1/f	казнь	all
1907	казньць	2/m	казньць	all
1910	калъ	2/m	калъ	all
1911	камениѥ	2/n	камениѥ	all
1912	камень	1/m	камень	all
1914	камыкъ	2/m	камыкъ	all
1916	капл҄ꙗ	2/f	капл҄ꙗ	all
1918	капище	2/n	капище	all
1919	капищьница	2/f	капищьница	all
1921	капь	1/f	капь	all
1923	кашица	2/f	кашица	all
1924	квасъ	2/m	квасъ	all
1926	кѫпина	2/f	кѫпина	all
1927	кѫпиниѥ	2/n	кѫпиниѥ	all
1928	кѫпѣль	1/f	кѫпѣль	all
1929	кѫща	2/f	кѫща	all
1930	клан҄ꙗниѥ	2/n	клан҄ꙗниѥ	all
1932	клада	2/f	клада	all
1933	кладѧѕь	2/m	кладѧѕь	all
1935	класъ	2/m	класъ	all
1939	клеврѣтъ	2/m	клеврѣтъ	all
1941	кликновениѥ	2/n	кликновениѥ	all
1942	кличь	2/m	кличь	all
1945	клопотъ	2/m	клопотъ	all
1948	кльчьтъ	2/m	кльчьтъ	all
1949	клѣтъка	2/f	клѣтъка	all
1950	клѣть	1/f	клѣть	all
1951	клѧтва	2/f	клѧтва	all
1954	кон҄ь	2/m	кон҄ь	all
1955	кобыла	2/f	кобыла	all
1956	кобь	1/f	кобь	all
1957	ковар҄ьство	2/n	ковар҄ьство	all
1959	ковъ	2/m	ковъ	all
1960	ковьчегъ	2/m	ковьчегъ	all
1961	ковьчежьць	2/m	ковьчежьць	all
1962	кожа	2/f	кожа	all
1964	коза	2/f	коза	all
1966	козьлищь	2/m	козьлищь	all
1967	козьлъ	2/m	козьлъ	all
1969	кокотъ	2/m	кокотъ	all
1970	кокошь	1/f	кокошь	all
1971	колениѥ	2/n	колениѥ	all
1972	колесьница	2/f	колесьница	all
1976	колъ	2/m	колъ	all
1977	колѣбаниѥ	2/n	колѣбаниѥ	all
1979	колѣно	2/n	колѣно	all
1980	колѧда	2/f	колѧда	all
1981	комъканиѥ	2/n	комъканиѥ	all
1983	конобъ	2/m	конобъ	all
1984	коньць	2/m	коньць	all
1986	коньчаниѥ	2/n	коньчаниѥ	all
1988	коньчина	2/f	коньчина	all
1991	копиѥ	2/n	копиѥ	all
1992	копииникъ	2/m	копииникъ	all
1993	копръ	2/m	копръ	all
1994	корабл҄иць	2/m	корабл҄иць	all
1995	корабл҄ь	2/m	корабл҄ь	all
1996	корабьникъ	2/m	корабьникъ	all
1998	корениѥ	2/n	корениѥ	all
1999	корень	1/m	корень	all
2000	користь	1/f	користь	all
2002	коръ	2/m	коръ	all
2003	корьць	2/m	корьць	all
2005	кость	1/f	кость	all
2006	котора	2/f	котора	all
2011	котъка	2/f	котъка	all
2012	котыга	2/f	котыга	all
2013	котьлъ	2/m	котьлъ	all
2014	кошь	2/m	кошь	all
2015	кошьница	2/f	кошьница	all
2017	крада	2/f	крада	all
2018	краи	2/m	краи	all
2019	крамола	2/f	крамола	all
2020	крамольникъ	2/m	крамольникъ	all
2021	краса	2/f	краса	all
2024	красота	2/f	красота	all
2025	краста	2/f	краста	all
2027	крастѣль	1/f	крастѣль	all
2029	кратъ	2/m	кратъ	all
2031	крило	2/n	крило	all
2032	криница	2/f	криница	all
2033	кричава	2/f	кричава	all
2035	кричь	2/m	кричь	all
2036	крѫгъ	2/m	крѫгъ	all
2037	кровъ	2/m	кровъ	all
2039	кропл҄ꙗ	2/f	кропл҄ꙗ	all
2040	кропл҄ѥниѥ	2/n	кропл҄ѥниѥ	all
2043	кротость	1/f	кротость	all
2046	крупица	2/f	крупица	all
2047	кръвь	1/f	кръвь	all
2050	кръкыга	2/f	кръкыга	all
2051	кръмл҄ꙗ	2/f	кръмл҄ꙗ	all
2052	кръмл҄ѥниѥ	2/n	кръмл҄ѥниѥ	all
2053	кръмл҄ѥникъ	2/m	кръмл҄ѥникъ	all
2056	купъ	2/m	купъ	all
2058	купьць	2/m	купьць	all
2061	куръ	2/m	куръ	all
2062	куциꙗ	2/f	куциꙗ	all
2064	кън҄ижьникъ	2/m	кън҄ижьникъ	all
2066	къзнь	1/f	къзнь	all
2067	къкън҄ь	2/m	къкън҄ь	all
2068	къмотра	2/f	къмотра	all
2069	кънѧѕь	2/m	кънѧѕь	all
2073	кызнь	1/f	кызнь	all
2074	кызньникъ	2/m	кызньникъ	all
2076	кыка	2/f	кыка	all
2079	кычениѥ	2/n	кычениѥ	all
2081	лаꙗниѥ	2/n	лаꙗниѥ	all
2085	ладиица	2/f	ладиица	all
2086	лакъть	1/m	лакъть	all
2087	ланита	2/f	ланита	all
2088	ласканиѥ	2/n	ласканиѥ	all
2091	ледъ	2/m	ледъ	all
2098	ликъ	2/m	ликъ	all
2101	листвиѥ	2/n	листвиѥ	all
2102	листъ	2/m	листъ	all
2103	лисъ	2/m	лисъ	all
2104	лихва	2/f	лихва	all
2105	лихованиѥ	2/n	лихованиѥ	all
2107	лихотъкъ	2/m	лихотъкъ	all
2109	лице	2/n	лице	all
2111	лишениѥ	2/n	лишениѥ	all
2113	лѫгъ	2/m	лѫгъ	all
2115	лѫка	2/f	лѫка	all
2119	лѫкавьствиѥ	2/n	лѫкавьствиѥ	all
2120	лѫкавьство	2/n	лѫкавьство	all
2121	лѫкъ	2/m	лѫкъ	all
2123	лѫща	2/f	лѫща	all
2124	лобъзаниѥ	2/n	лобъзаниѥ	all
2126	лобызаниѥ	2/n	лобызаниѥ	all
2128	ловитва	2/f	ловитва	all
2130	ловъ	2/m	ловъ	all
2131	ловьць	2/m	ловьць	all
2133	ложе	2/n	ложе	all
2134	ложесно	2/n	ложесно	all
2135	лоза	2/f	лоза	all
2136	лозиѥ	2/n	лозиѥ	all
2140	лоно	2/n	лоно	all
2141	лопата	2/f	лопата	all
2143	лукъ	2/m	лукъ	all
2144	луна	2/f	луна	all
2146	луча	2/f	луча	all
2152	лъжа	2/f	лъжа	all
2158	львъ	2/m	львъ	all
2166	льсть	1/f	льсть	all
2168	льстьць	2/m	льстьць	all
2169	льщаниѥ	2/n	льщаниѥ	all
2171	льщениѥ	2/n	льщениѥ	all
2176	лѣность	1/f	лѣность	all
2178	лѣпота	2/f	лѣпота	all
2182	лѣствица	2/f	лѣствица	all
2183	лѣсъ	2/m	лѣсъ	all
2184	лѣто	2/n	лѣто	all
2185	лѣть	1/f	лѣть	all
2187	лѣха	2/f	лѣха	all
2188	лѣчьба	2/f	лѣчьба	all
2189	лѧдвиѩ	2/f	лѧдвиꙗ	pl
2191	лѧжаꙗ	2/f	лѧжаꙗ	all
2196	маслина	2/f	маслина	all
2198	масло	2/n	масло	all
2201	масть	1/f	масть	all
2204	матерьство	2/n	матерьство	all
2206	матица	2/f	матица	all
2207	межда	2/f	межда	all
2208	медъ	2/m	медъ	all
2210	мечь	2/m	мечь	all
2215	милость	1/f	милость	all
2220	миръ	2/m	миръ	all
2223	миса	2/f	миса	all
2226	мѫдрованиѥ	2/n	мѫдрованиѥ	all
2228	мѫдрость	1/f	мѫдрость	all
2230	мѫдрьство	2/n	мѫдрьство	all
2231	мѫдрьствованиѥ	2/n	мѫдрьствованиѥ	all
2235	мѫжь	2/m	мѫжь	all
2237	мѫжьство	2/n	мѫжьство	all
2239	мѫка	2/f	мѫка	all
2240	мѫка	2/f	мѫка	all
2242	мѫчениѥ	2/n	мѫчениѥ	all
2243	мѫченикъ	2/m	мѫченикъ	all
2244	мѫченица	2/f	мѫченица	all
2250	мѫчител҄ьство	2/n	мѫчител҄ьство	all
2253	младенищь	2/m	младенищь	all
2254	младеньство	2/n	младеньство	all
2255	младеньць	2/m	младеньць	all
2259	младьньць	2/m	младьньць	all
2261	младѣнищь	2/m	младѣнищь	all
2262	младѣньць	2/m	младѣньць	all
2263	младѧтьце	2/n	младѧтьце	all
2264	млатъ	2/m	млатъ	all
2265	млъва	2/f	млъва	all
2269	мльчальникъ	2/m	мльчальникъ	all
2271	мльчаниѥ	2/n	мльчаниѥ	all
2274	млѣко	2/n	млѣко	all
2278	мол҄ѥниѥ	2/n	мол҄ѥниѥ	all
2279	мор҄ѥ	2/n	мор҄ѥ	all
2283	молитва	2/f	молитва	all
2285	молитвьникъ	2/m	молитвьникъ	all
2288	мольба	2/f	мольба	all
2289	монисто	2/n	монисто	all
2290	моръ	2/m	моръ	all
2291	мостъ	2/m	мостъ	all
2292	мотыка	2/f	мотыка	all
2293	мотыла	2/f	мотыла	all
2295	мошьна	2/f	мошьна	all
2297	мощь	1/f	мощь	all
2301	мракъ	2/m	мракъ	all
2303	мръзость	1/f	мръзость	all
2307	мрьтвость	1/f	мрьтвость	all
2309	мрьтвьць	2/m	мрьтвьць	all
2310	мръчениѥ	2/n	мръчениѥ	all
2311	мрѣжа	2/f	мрѣжа	all
2312	мрѣкориꙗ	2/f	мрѣкориꙗ	all
2314	муха	2/f	муха	all
2315	мъдьлость	1/f	мъдьлость	all
2316	мънихъ	2/m	мънихъ	all
2318	начѧло	2/n	начѧло	all
2319	начѧльникъ	2/m	начѧльникъ	all
2322	начѧтиѥ	2/n	начѧтиѥ	all
2323	начѧтъкъ	2/m	начѧтъкъ	all
2325	нашьствиѥ	2/n	нашьствиѥ	all
2326	нел҄юбьство	2/n	нел҄юбьство	all
2331	небытиѥ	2/n	небытиѥ	all
2332	невидѣниѥ	2/n	невидѣниѥ	all
2334	неводъ	2/m	неводъ	all
2338	мъножица	2/f	мъножица	all
2339	мъножьствиѥ	2/n	мъножьствиѥ	all
2340	мъножьство	2/n	мъножьство	all
2341	мъскъ	2/m	мъскъ	all
2342	мъстъ	2/m	мъстъ	all
2344	мъшица	2/f	мъшица	all
2347	мысль	1/f	мысль	all
2351	мыто	2/n	мыто	all
2352	мытьница	2/f	мытьница	all
2353	мышь	1/f	мышь	all
2354	мышьца	2/f	мышьца	all
2356	мьзда	2/f	мьзда	all
2357	мьздьница	2/f	мьздьница	all
2359	мьнѣниѥ	2/n	мьнѣниѥ	all
2362	мьсть	1/f	мьсть	all
2363	мьстьникъ	2/m	мьстьникъ	all
2364	мьчьтъ	2/m	мьчьтъ	all
2365	мьша	2/f	мьша	all
2367	мьщениѥ	2/n	мьщениѥ	all
2368	мѣн҄ѥниѥ	2/n	мѣн҄ѥниѥ	all
2369	мѣдь	1/f	мѣдь	all
2370	мѣдьница	2/f	мѣдьница	all
2373	мѣлъ	2/m	мѣлъ	all
2374	мѣна	2/f	мѣна	all
2377	мѣра	2/f	мѣра	all
2378	мѣрило	2/n	мѣрило	all
2381	мѣсто	2/n	мѣсто	all
2382	мѣсѧць	2/m	мѣсѧць	all
2384	мѣхъ	2/m	мѣхъ	all
2386	мѧсо	2/n	мѧсо	all
2388	мѧта	2/f	мѧта	all
2389	мѧтежь	2/m	мѧтежь	all
2390	мѧтежьникъ	2/m	мѧтежьникъ	all
2395	навечериѥ	2/n	навечериѥ	all
2396	наводиѥ	2/n	наводиѥ	all
2401	навычениѥ	2/n	навычениѥ	all
2402	навѣждениѥ	2/n	навѣждениѥ	all
2405	нагость	1/f	нагость	all
2406	нагота	2/f	нагота	all
2409	надежда	2/f	надежда	all
2421	наимьникъ	2/m	наимьникъ	all
2423	наказаниѥ	2/n	наказаниѥ	all
2427	наковало	2/n	наковало	all
2428	наковально	2/n	наковально	all
2438	намановениѥ	2/n	намановениѥ	all
2443	намѣстьникъ	2/m	намѣстьникъ	all
2447	напаꙗниѥ	2/n	напаꙗниѥ	all
2450	нападениѥ	2/n	нападениѥ	all
2452	напасть	1/f	напасть	all
2454	написаниѥ	2/n	написаниѥ	all
2463	напрасьниѥ	2/n	напрасьниѥ	all
2466	напьсаниѥ	2/n	напьсаниѥ	all
2468	наращениѥ	2/n	наращениѥ	all
2469	наречениѥ	2/n	наречениѥ	all
2471	нарицаниѥ	2/n	нарицаниѥ	all
2473	нарѫганиѥ	2/n	нарѫганиѥ	all
2475	народъ	2/m	народъ	all
2476	нарокъ	2/m	нарокъ	all
2479	нарѣчиѥ	2/n	нарѣчиѥ	all
2484	насилиѥ	2/n	насилиѥ	all
2489	наслаждениѥ	2/n	наслаждениѥ	all
2491	наслѣдиѥ	2/n	наслѣдиѥ	all
2493	наслѣдованиѥ	2/n	наслѣдованиѥ	all
2495	наслѣдьникъ	2/m	наслѣдьникъ	all
2499	наставл҄ѥниѥ	2/n	наставл҄ѥниѥ	all
2501	наставьникъ	2/m	наставьникъ	all
2505	настоꙗниѥ	2/n	настоꙗниѥ	all
2509	насыщаниѥ	2/n	насыщаниѥ	all
2511	насыщениѥ	2/n	насыщениѥ	all
2518	научениѥ	2/n	научениѥ	all
2521	начинаниѥ	2/n	начинаниѥ	all
2524	начрьтаниѥ	2/n	начрьтаниѥ	all
2539	обнажениѥ	2/n	обнажениѥ	all
2542	обновл҄ѥниѥ	2/n	обновл҄ѥниѥ	all
2545	обнощьница	2/f	обнощьница	all
2553	обрадованиѥ	2/n	обрадованиѥ	all
2557	образъ	2/m	образъ	all
2561	обращениѥ	2/n	обращениѥ	all
2563	оброкъ	2/m	оброкъ	all
2565	обрѣзаниѥ	2/n	обрѣзаниѥ	all
2571	обрѣтел҄ьникъ	2/m	обрѣтел҄ьникъ	all
2572	обрѣтениѥ	2/n	обрѣтениѥ	all
2573	обрѣтѣль	1/f	обрѣтѣль	all
2578	невѣждьствиѥ	2/n	невѣждьствиѥ	all
2579	невѣриѥ	2/n	невѣриѥ	all
2581	невѣрьствиѥ	2/n	невѣрьствиѥ	all
2582	невѣрьство	2/n	невѣрьство	all
2583	невѣста	2/f	невѣста	all
2584	невѣсть	1/f	невѣсть	all
2585	невѣстьникъ	2/m	невѣстьникъ	all
2586	невѣстьство	2/n	невѣстьство	all
2589	недѫгъ	2/m	недѫгъ	all
2591	недѫжьникъ	2/m	недѫжьникъ	all
2597	недостатъкъ	2/m	недостатъкъ	all
2599	недоумѣниѥ	2/n	недоумѣниѥ	all
2600	недѣл҄ꙗ	2/f	недѣл҄ꙗ	all
2606	незълоба	2/f	незълоба	all
2607	незълобиѥ	2/n	незълобиѥ	all
2610	неиздреченьникъ	2/m	неиздреченьникъ	all
2616	неистовл҄ѥниѥ	2/n	неистовл҄ѥниѥ	all
2618	неистовьство	2/n	неистовьство	all
2622	немощь	1/f	немощь	all
2624	немъвениѥ	2/n	немъвениѥ	all
2625	ненавидѣниѥ	2/n	ненавидѣниѥ	all
2628	ненавистиѥ	2/n	ненавистиѥ	all
2629	ненависть	1/f	ненависть	all
2630	ненавистьникъ	2/m	ненавистьникъ	all
2638	неплищеваниѥ	2/n	неплищеваниѥ	all
2642	неплодьство	2/n	неплодьство	all
2646	непогон҄ѥниѥ	2/n	непогон҄ѥниѥ	all
2647	неподобьникъ	2/m	неподобьникъ	all
2658	неправьда	2/f	неправьда	all
2660	неправьдьникъ	2/m	неправьдьникъ	all
2664	неприꙗзнь	1/f	неприꙗзнь	all
2666	неприꙗзньство	2/n	неприꙗзньство	all
2675	непьщеваниѥ	2/n	непьщеваниѥ	all
2685	нестроѥниѥ	2/n	нестроѥниѥ	all
2686	несъвѣда	2/f	несъвѣда	all
2689	несъвѣтьство	2/n	несъвѣтьство	all
2690	несъвѣщаниѥ	2/n	несъвѣщаниѥ	all
2692	несъмышл҄ѥниѥ	2/n	несъмышл҄ѥниѥ	all
2694	несытость	1/f	несытость	all
2696	несытьство	2/n	несытьство	all
2699	неуподар҄ѥниѥ	2/n	неуподар҄ѥниѥ	all
2700	нечистота	2/f	нечистота	all
2703	нечьстиѥ	2/n	нечьстиѥ	all
2706	нечьсть	1/f	нечьсть	all
2710	низъ	2/m	низъ	all
2720	низъхождениѥ	2/n	низъхождениѥ	all
2724	нищета	2/f	нищета	all
2726	нѫжда	2/f	нѫжда	all
2727	нѫждьникъ	2/m	нѫждьникъ	all
2731	нога	2/f	нога	all
2732	ногъть	1/m	ногъть	all
2733	ножь	2/m	ножь	all
2735	ноздри	1/f	ноздрь	pl
2737	ношениѥ	2/n	ношениѥ	all
2738	нощь	1/f	нощь	all
2740	нравъ	2/m	нравъ	all
2742	нырище	2/n	нырище	all
2744	нѣмость	1/f	нѣмость	all
2749	обаждениѥ	2/n	обаждениѥ	all
2751	обавл҄ѥниѥ	2/n	обавл҄ѥниѥ	all
2754	обавьникъ	2/m	обавьникъ	all
2759	обида	2/f	обида	all
2761	обидьливьство	2/n	обидьливьство	all
2763	обилиѥ	2/n	обилиѥ	all
2774	обитѣль	1/f	обитѣль	all
2776	обѫзъ	2/m	обѫзъ	all
2780	обладаниѥ	2/n	обладаниѥ	all
2782	облажениѥ	2/n	облажениѥ	all
2783	облаженикъ	2/m	облаженикъ	all
2786	облакъ	2/m	облакъ	all
2787	область	1/f	область	all
2791	облачьць	2/m	облачьць	all
2802	обличениѥ	2/n	обличениѥ	all
2803	обличиѥ	2/n	обличиѥ	all
2806	обличьникъ	2/m	обличьникъ	all
2808	осрьдованиѥ	2/n	осрьдованиѥ	all
2811	обычаи	2/m	обычаи	all
2813	орѫдиѥ	2/n	орѫдиѥ	all
2814	орѫжиѥ	2/n	орѫжиѥ	all
2815	орѫжьникъ	2/m	орѫжьникъ	all
2817	орьлъ	2/m	орьлъ	all
2821	оходъ	2/m	оходъ	all
2822	оходьникъ	2/m	оходьникъ	all
2825	отъчаꙗниѥ	2/n	отъчаꙗниѥ	all
2828	ошьльць	2/m	ошьльць	all
2835	отьць	2/m	отьць	all
2836	отьчина	2/f	отьчина	all
2838	отьчьствиѥ	2/n	отьчьствиѥ	all
2839	отьчьство	2/n	отьчьство	all
2848	отѧтиѥ	2/n	отѧтиѥ	all
2850	охлѧданиѥ	2/n	охлѧданиѥ	all
2855	подалиѥ	2/n	подалиѥ	all
2858	подвиѕаниѥ	2/n	подвиѕаниѥ	all
2861	подвигъ	2/m	подвигъ	all
2864	обьдо	2/n	обьдо	all
2867	обьщениѥ	2/n	обьщениѥ	all
2868	обьщиѥ	2/n	обьщиѥ	all
2869	обьщина	2/f	обьщина	all
2872	обьщьникъ	2/m	обьщьникъ	all
2874	обьщьство	2/n	обьщьство	all
2875	обѣданиѥ	2/n	обѣданиѥ	all
2877	обѣдъ	2/m	обѣдъ	all
2879	обѣтованиѥ	2/n	обѣтованиѥ	all
2880	обѣтъ	2/m	обѣтъ	all
2883	обѣщаниѥ	2/n	обѣщаниѥ	all
2885	обѧзаниѥ	2/n	обѧзаниѥ	all
2890	обѧщр҄ѥниѥ	2/n	обѧщр҄ѥниѥ	all
2891	овоще	2/n	овоще	all
2897	овьнъ	2/m	овьнъ	all
2898	овьца	2/f	овьца	all
2901	огавиѥ	2/n	огавиѥ	all
2902	оглавл҄ѥниѥ	2/n	оглавл҄ѥниѥ	all
2903	оглаголаниѥ	2/n	оглаголаниѥ	all
2907	оглашениѥ	2/n	оглашениѥ	all
2910	ограждениѥ	2/n	ограждениѥ	all
2911	ограда	2/f	ограда	all
2915	одежда	2/f	одежда	all
2918	одолѣниѥ	2/n	одолѣниѥ	all
2920	одръ	2/m	одръ	all
2921	одрьжаниѥ	2/n	одрьжаниѥ	all
2923	одрьць	2/m	одрьць	all
2927	одѣꙗло	2/n	одѣꙗло	all
2928	одѣꙗниѥ	2/n	одѣꙗниѥ	all
2931	одѣниѥ	2/n	одѣниѥ	all
2935	ожесточаниѥ	2/n	ожесточаниѥ	all
2946	озъл҄ѥниѥ	2/n	озъл҄ѥниѥ	all
2947	озълобл҄ѥниѥ	2/n	озълобл҄ѥниѥ	all
2949	оими	2/m	оимъ	pl
2951	оимьство	2/n	оимьство	all
2953	окл҄ѥветаниѥ	2/n	окл҄ѥветаниѥ	all
2955	окаꙗниѥ	2/n	окаꙗниѥ	all
2957	окамен҄ѥниѥ	2/n	окамен҄ѥниѥ	all
2963	оковъ	2/m	оковъ	all
2969	окринъ	2/m	окринъ	all
2977	окуса	2/f	окуса	all
2980	олово	2/n	олово	all
2983	омета	2/f	омета	all
2992	омъвениѥ	2/n	омъвениѥ	all
2996	онуща	2/f	онуща	all
3003	опасениѥ	2/n	опасениѥ	all
3005	опасъ	2/m	опасъ	all
3007	опашь	1/f	опашь	all
3010	оплотъ	2/m	оплотъ	all
3013	оплѣн҄ѥниѥ	2/n	оплѣн҄ѥниѥ	all
3014	опона	2/f	опона	all
3016	оправьданиѥ	2/n	оправьданиѥ	all
3021	опрѣснъкъ	2/m	опрѣснъкъ	all
3027	орало	2/n	орало	all
3033	освѣщениѥ	2/n	освѣщениѥ	all
3036	освѧщениѥ	2/n	освѧщениѥ	all
3040	осило	2/n	осило	all
3042	осѫждениѥ	2/n	осѫждениѥ	all
3047	оскврьн҄ѥниѥ	2/n	оскврьн҄ѥниѥ	all
3052	осклабл҄ѥниѥ	2/n	осклабл҄ѥниѥ	all
3057	оскръдъ	2/m	оскръдъ	all
3058	осла	2/f	осла	all
3060	ослабл҄ѥниѥ	2/n	ослабл҄ѥниѥ	all
3061	ослаба	2/f	ослаба	all
3064	ослушаниѥ	2/n	ослушаниѥ	all
3067	осльпениѥ	2/n	осльпениѥ	all
3069	ослѣпл҄ѥниѥ	2/n	ослѣпл҄ѥниѥ	all
3073	осмь	1/f	осмь	all
3074	основаниѥ	2/n	основаниѥ	all
3081	осрамл҄ѥниѥ	2/n	осрамл҄ѥниѥ	all
3085	оставл҄ѥниѥ	2/n	оставл҄ѥниѥ	all
3087	останъкъ	2/m	останъкъ	all
3089	остатиѥ	2/n	остатиѥ	all
3090	остатъкъ	2/m	остатъкъ	all
3094	остоꙗниѥ	2/n	остоꙗниѥ	all
3097	остриѥ	2/n	остриѥ	all
3099	островъ	2/m	островъ	all
3100	острогъ	2/m	острогъ	all
3101	острость	1/f	острость	all
3105	остьнъ	2/m	остьнъ	all
3108	осъпы	2/f	осъпа	pl
3112	осьлъ	2/m	осьлъ	all
3124	отврьстиѥ	2/n	отврьстиѥ	all
3129	отишиѥ	2/n	отишиѥ	all
3131	отокъ	2/m	отокъ	all
3134	отровениѥ	2/n	отровениѥ	all
3135	отроковица	2/f	отроковица	all
3136	отрокъ	2/m	отрокъ	all
3138	отрочина	2/f	отрочина	all
3139	отрочищь	2/m	отрочищь	all
3140	отрочьникъ	2/m	отрочьникъ	all
3145	отрѣшениѥ	2/n	отрѣшениѥ	all
3148	отъꙗдъ	2/m	отъꙗдъ	all
3153	отъвал҄ѥниѥ	2/n	отъвал҄ѥниѥ	all
3160	отъврьжениѥ	2/n	отъврьжениѥ	all
3163	отъвѣтъ	2/m	отъвѣтъ	all
3165	отъвѣщаниѥ	2/n	отъвѣщаниѥ	all
3171	отъданиѥ	2/n	отъданиѥ	all
3175	отъдъшениѥ	2/n	отъдъшениѥ	all
3178	окръвениѥ	2/n	окръвениѥ	all
3181	отълѫчениѥ	2/n	отълѫчениѥ	all
3185	отълѣкъ	2/m	отълѣкъ	all
3186	отъметаниѥ	2/n	отъметаниѥ	all
3193	отъмьщениѥ	2/n	отъмьщениѥ	all
3198	отъпадениѥ	2/n	отъпадениѥ	all
3204	отъпущениѥ	2/n	отъпущениѥ	all
3206	отърада	2/f	отърада	all
3209	отърасль	1/f	отърасль	all
3210	отъречениѥ	2/n	отъречениѥ	all
3217	отъръваниѥ	2/n	отъръваниѥ	all
3228	отъсѣчениѥ	2/n	отъсѣчениѥ	all
3236	оцьтъ	2/m	оцьтъ	all
3245	оцѣщениѥ	2/n	оцѣщениѥ	all
3249	очищениѥ	2/n	очищениѥ	all
3252	очрьще	2/n	очрьще	all
3253	ошьстиѥ	2/n	ошьстиѥ	all
3256	пл҄иновениѥ	2/n	пл҄иновениѥ	all
3257	пл҄ьваниѥ	2/n	пл҄ьваниѥ	all
3260	пл҄юскъ	2/m	пл҄юскъ	all
3261	пал҄ѥниѥ	2/n	пал҄ѥниѥ	all
3262	пагуба	2/f	пагуба	all
3263	пагубьникъ	2/m	пагубьникъ	all
3265	паданиѥ	2/n	паданиѥ	all
3267	падениѥ	2/n	падениѥ	all
3268	пажить	1/f	пажить	all
3269	пазнегъть	1/m	пазнегъть	all
3270	пазуха	2/f	пазуха	all
3271	паѫчина	2/f	паѫчина	all
3272	пакость	1/f	пакость	all
3273	пакостьникъ	2/m	пакостьникъ	all
3275	палица	2/f	палица	all
3276	памѧтиѥ	2/n	памѧтиѥ	all
