source_row	lemma	class	inflection_lemma	number_restriction
4936	скрьжьтъ	2/m	скрьжьтъ	all
4937	скълѧѕь	2/m	скълѧѕь	all
4938	слабость	1/f	слабость	all
4940	славл҄ѥниѥ	2/n	славл҄ѥниѥ	all
4941	слава	2/f	слава	all
4944	сладость	1/f	сладость	all
4946	слана	2/f	слана	all
4947	сланутъкъ	2/m	сланутъкъ	all
4949	сласть	1/f	сласть	all
4951	слатина	2/f	слатина	all
4952	слина	2/f	слина	all
4956	слуга	2/f	слуга	all
4958	служениѥ	2/n	служениѥ	all
4960	служител҄ьница	2/f	служител҄ьница	all
4962	служьба	2/f	служьба	all
4963	слузъ	2/m	слузъ	all
4965	слутиѥ	2/n	слутиѥ	all
4966	слухъ	2/m	слухъ	all
4968	слъньце	2/n	слъньце	all
4970	слышаниѥ	2/n	слышаниѥ	all
4972	сльза	2/f	сльза	all
4977	слѣдованиѥ	2/n	слѣдованиѥ	all
4978	слѣдъ	2/m	слѣдъ	all
4979	слѣпота	2/f	слѣпота	all
4981	слѣпьць	2/m	слѣпьць	all
4983	смокъвиниѥ	2/n	смокъвиниѥ	all
4985	смокъвьница	2/f	смокъвьница	all
4989	смрадъ	2/m	смрадъ	all
4991	смрьдъ	2/m	смрьдъ	all
4994	смѣхъ	2/m	смѣхъ	all
4995	снопъ	2/m	снопъ	all
4996	снѣгъ	2/m	снѣгъ	all
4999	сокъ	2/m	сокъ	all
5000	солило	2/n	солило	all
5002	соль	1/f	соль	all
5004	сопьць	2/m	сопьць	all
5005	спѫдъ	2/m	спѫдъ	all
5006	сподъ	2/m	сподъ	all
5009	спѣхъ	2/m	спѣхъ	all
5010	спѣшениѥ	2/n	спѣшениѥ	all
5015	срамота	2/f	срамота	all
5016	срамъ	2/m	срамъ	all
5018	срачица	2/f	срачица	all
5019	срьбаниѥ	2/n	срьбаниѥ	all
5020	срьдьце	2/n	срьдьце	all
5022	срьпъ	2/m	срьпъ	all
5023	срѣда	2/f	срѣда	all
5027	ставл҄ѥниѥ	2/n	ставл҄ѥниѥ	all
5028	ставило	2/n	ставило	all
5030	стадо	2/n	стадо	all
5031	станиѥ	2/n	станиѥ	all
5032	станъ	2/m	станъ	all
5033	старица	2/f	старица	all
5034	старость	1/f	старость	all
5036	старьць	2/m	старьць	all
5038	старѣишина	2/f	старѣишина	all
5040	старѣишиньство	2/n	старѣишиньство	all
5043	стел҄ꙗ	2/f	стел҄ꙗ	all
5044	стежеръ	2/m	стежеръ	all
5045	стенаниѥ	2/n	стенаниѥ	all
5047	степень	1/m	степень	all
5049	стѫпаниѥ	2/n	стѫпаниѥ	all
5052	стлъпъ	2/m	стлъпъ	all
5053	стлъпьникъ	2/m	стлъпьникъ	all
5054	стоꙗниѥ	2/n	стоꙗниѥ	all
5056	столъ	2/m	столъ	all
5057	стопа	2/f	стопа	all
5058	страданиѥ	2/n	страданиѥ	all
5060	страдьба	2/f	страдьба	all
5061	стража	2/f	стража	all
5062	стражь	2/m	стражь	all
5063	стражьба	2/f	стражьба	all
5064	страна	2/f	страна	all
5065	страньникъ	2/m	страньникъ	all
5067	страсть	1/f	страсть	all
5068	страстьникъ	2/m	страстьникъ	all
5071	страхованиѥ	2/n	страхованиѥ	all
5072	страхъ	2/m	страхъ	all
5076	строѥниѥ	2/n	строѥниѥ	all
5077	строи	2/m	строи	all
5080	строител҄ьство	2/n	строител҄ьство	all
5082	стропъ	2/m	стропъ	all
5083	струꙗ	2/f	струꙗ	all
5084	струга	2/f	струга	all
5086	струпъ	2/m	струпъ	all
5090	стрькъ	2/m	стрькъ	all
5092	стрѣкало	2/n	стрѣкало	all
5094	стрѣла	2/f	стрѣла	all
5095	стрѣха	2/f	стрѣха	all
5099	студень	1/f	студень	all
5100	студеньць	2/m	студеньць	all
5102	студъ	2/m	студъ	all
5104	стыдость	1/f	стыдость	all
5106	стыдѣниѥ	2/n	стыдѣниѥ	all
5108	стьѕа	2/f	стьѕа	all
5109	стьблиѥ	2/n	стьблиѥ	all
5110	стьгна	2/f	стьгна	all
5111	стегно	2/n	стегно	all
5112	стькльница	2/f	стькльница	all
5113	стьклѣница	2/f	стьклѣница	all
5115	стѣна	2/f	стѣна	all
5116	стѣн҄ь	2/m	стѣн҄ь	all
5117	суѥта	2/f	суѥта	all
5122	съпасъ	2/m	съпасъ	all
5125	съписаниѥ	2/n	съписаниѥ	all
5131	сукъно	2/n	сукъно	all
5134	сухота	2/f	сухота	all
5136	суша	2/f	суша	all
5137	сушило	2/n	сушило	all
5140	събл҄юдениѥ	2/n	събл҄юдениѥ	all
5143	събираниѥ	2/n	събираниѥ	all
5148	съблазнъ	2/m	съблазнъ	all
5149	съблѫждениѥ	2/n	съблѫждениѥ	all
5151	съборъ	2/m	съборъ	all
5152	съборьникъ	2/m	съборьникъ	all
5157	събьраниѥ	2/n	събьраниѥ	all
5159	съвада	2/f	съвада	all
5160	съвадьникъ	2/m	съвадьникъ	all
5161	съвалъмъ	2/m	съвалъмъ	all
5165	съвитъкъ	2/m	съвитъкъ	all
5166	съвѫзъ	2/m	съвѫзъ	all
5170	съвоинъ	2/m	съвоинъ	all
5174	съврьшениѥ	2/n	съврьшениѥ	all
5179	съвъздрьжьникъ	2/m	съвъздрьжьникъ	all
5181	съвъкупл҄ѥниѥ	2/n	съвъкупл҄ѥниѥ	all
5183	съвъплъчениѥ	2/n	съвъплъчениѥ	all
5190	съвѣдь	1/f	съвѣдь	all
5191	съвѣдѣниѥ	2/n	съвѣдѣниѥ	all
5193	съвѣдѣтел҄ьствиѥ	2/n	съвѣдѣтел҄ьствиѥ	all
5194	съвѣдѣтел҄ьство	2/n	съвѣдѣтел҄ьство	all
5199	съвѣсть	1/f	съвѣсть	all
5203	съвѣтъ	2/m	съвѣтъ	all
5204	съвѣтьникъ	2/m	съвѣтьникъ	all
5225	съгрѣшениѥ	2/n	съгрѣшениѥ	all
5228	съдравиѥ	2/n	съдравиѥ	all
5233	съдыханиѥ	2/n	съдыханиѥ	all
5234	съдѣꙗниѥ	2/n	съдѣꙗниѥ	all
5237	съдѣиство	2/n	съдѣиство	all
5239	съдѣиствьникъ	2/m	съдѣиствьникъ	all
5245	съжежениѥ	2/n	съжежениѥ	all
5253	съзрьно	2/n	съзрьно	all
5256	съзьданиѥ	2/n	съзьданиѥ	all
5262	съказаниѥ	2/n	съказаниѥ	all
5270	съконьчаниѥ	2/n	съконьчаниѥ	all
5273	съкровище	2/n	съкровище	all
5274	съкровъ	2/m	съкровъ	all
5277	съкрушениѥ	2/n	съкрушениѥ	all
5281	съкупл҄ѥниѥ	2/n	съкупл҄ѥниѥ	all
5286	сълазъ	2/m	сълазъ	all
5294	сълогъ	2/m	сълогъ	all
5295	съложениѥ	2/n	съложениѥ	all
5298	сълучаи	2/m	сълучаи	all
5301	сълъ	2/m	сълъ	all
5309	съмир҄ѥниѥ	2/n	съмир҄ѥниѥ	all
5313	съмѫщаниѥ	2/n	съмѫщаниѥ	all
5315	съмѫщениѥ	2/n	съмѫщениѥ	all
5318	съмотр҄ѥниѥ	2/n	съмотр҄ѥниѥ	all
5321	съмръзениѥ	2/n	съмръзениѥ	all
5323	съмрьть	1/f	съмрьть	all
5326	съмыслъ	2/m	съмыслъ	all
5330	съмѣр҄ѥниѥ	2/n	съмѣр҄ѥниѥ	all
5338	съмѣшениѥ	2/n	съмѣшениѥ	all
5340	съмѧтениѥ	2/n	съмѧтениѥ	all
5343	съниѥ	2/n	съниѥ	all
5347	сънитиѥ	2/n	сънитиѥ	all
5350	сънъ	2/m	сънъ	all
5352	съньмище	2/n	съньмище	all
5353	съньмъ	2/m	съньмъ	all
5355	сънѣдениѥ	2/n	сънѣдениѥ	all
5356	сънѣдь	1/f	сънѣдь	all
5360	сънѧтиѥ	2/n	сънѧтиѥ	all
5364	съпаниѥ	2/n	съпаниѥ	all
5366	съпасениѥ	2/n	съпасениѥ	all
5370	съпаства	2/f	съпаства	all
5371	съплеменьникъ	2/m	съплеменьникъ	all
5372	съплесканиѥ	2/n	съплесканиѥ	all
5375	съплетъкъ	2/m	съплетъкъ	all
5379	съповѣданиѥ	2/n	съповѣданиѥ	all
5384	съподобл҄ѥниѥ	2/n	съподобл҄ѥниѥ	all
5387	тать	1/m	тать	all
5388	татьба	2/f	татьба	all
5389	татьбина	2/f	татьбина	all
5392	тварь	1/f	тварь	all
5393	твор҄ѥниѥ	2/n	твор҄ѥниѥ	all
5396	творъ	2/m	творъ	all
5397	творьць	2/m	творьць	all
5399	тврьдость	1/f	тврьдость	all
5401	тврьдь	1/f	тврьдь	all
5402	тврьдѣль	1/f	тврьдѣль	all
5403	телица	2/f	телица	all
5404	тельць	2/m	тельць	all
5405	тепениѥ	2/n	тепениѥ	all
5406	теплость	1/f	теплость	all
5409	тетъка	2/f	тетъка	all
5410	течениѥ	2/n	течениѥ	all
5412	тикъ	2/m	тикъ	all
5413	тимѣниѥ	2/n	тимѣниѥ	all
5414	тимѣно	2/n	тимѣно	all
5415	тина	2/f	тина	all
5417	тинь	1/f	тинь	all
5419	тиса	2/f	тиса	all
5420	тихость	1/f	тихость	all
5421	тихота	2/f	тихота	all
5423	тишина	2/f	тишина	all
5425	тѫга	2/f	тѫга	all
5426	тѫжениѥ	2/n	тѫжениѥ	all
5428	тѫтьнъ	2/m	тѫтьнъ	all
5429	тѫча	2/f	тѫча	all
5431	тлъкованиѥ	2/n	тлъкованиѥ	all
5432	тлъкъ	2/m	тлъкъ	all
5433	тлъпа	2/f	тлъпа	all
5437	съпоспѣшьникъ	2/m	съпоспѣшьникъ	all
5439	съприимьникъ	2/m	съприимьникъ	all
5440	съпричѧстьникъ	2/m	съпричѧстьникъ	all
5445	съпущениѥ	2/n	съпущениѥ	all
5451	съразумѣниѥ	2/n	съразумѣниѥ	all
5456	сърѣтаниѥ	2/n	сърѣтаниѥ	all
5458	сърѣтениѥ	2/n	сърѣтениѥ	all
5459	сърѧща	2/f	сърѧща	all
5462	съсѫдъ	2/m	съсѫдъ	all
5466	съставл҄ѥниѥ	2/n	съставл҄ѥниѥ	all
5468	съставъ	2/m	съставъ	all
5469	съставьникъ	2/m	съставьникъ	all
5472	състоꙗниѥ	2/n	състоꙗниѥ	all
5474	състольникъ	2/m	състольникъ	all
5477	съсъ	2/m	съсъ	all
5479	съсьць	2/m	съсьць	all
5484	сътвор҄ѥниѥ	2/n	сътвор҄ѥниѥ	all
5489	сътѫжаниѥ	2/n	сътѫжаниѥ	all
5491	сътѫжениѥ	2/n	сътѫжениѥ	all
5494	съто	2/n	съто	all
5495	съторица	2/f	съторица	all
5496	сътрьпѣниѥ	2/n	сътрьпѣниѥ	all
5502	сътъ	2/m	сътъ	all
5503	сътьникъ	2/m	сътьникъ	all
5505	сътѧѕаниѥ	2/n	сътѧѕаниѥ	all
5508	сътѧжаниѥ	2/n	сътѧжаниѥ	all
5511	съхождениѥ	2/n	съхождениѥ	all
5513	съходъ	2/m	съходъ	all
5515	съхран҄ѥниѥ	2/n	съхран҄ѥниѥ	all
5519	съчетаниѥ	2/n	съчетаниѥ	all
5521	съчин҄ѥниѥ	2/n	съчин҄ѥниѥ	all
5524	съшьствиѥ	2/n	съшьствиѥ	all
5525	сыновьство	2/n	сыновьство	all
5526	сынъ	2/m	сынъ	all
5527	сынъ	2/m	сынъ	all
5529	сыръ	2/m	сыръ	all
5531	сытость	1/f	сытость	all
5533	сыть	1/f	сыть	all
5535	сьребро	2/n	сьребро	all
5536	сьребрьникъ	2/m	сьребрьникъ	all
5538	сѣꙗниѥ	2/n	сѣꙗниѥ	all
5541	сѣверъ	2/m	сѣверъ	all
5542	сѣдалище	2/n	сѣдалище	all
5543	сѣдало	2/n	сѣдало	all
5545	сѣдениѥ	2/n	сѣдениѥ	all
5547	сѣдина	2/f	сѣдина	all
5550	сѣдѣниѥ	2/n	сѣдѣниѥ	all
5553	сѣно	2/n	сѣно	all
5554	сѣнь	1/f	сѣнь	all
5555	сѣньница	2/f	сѣньница	all
5558	сѣтиѥ	2/n	сѣтиѥ	all
5559	сѣтованиѥ	2/n	сѣтованиѥ	all
5561	сѣть	1/f	сѣть	all
5563	сѣчиво	2/n	сѣчиво	all
5564	сѣчь	2/m	сѣчь	all
5565	сѣчьца	2/f	сѣчьца	all
5566	сѣчьць	2/m	сѣчьць	all
5570	таибьникъ	2/m	таибьникъ	all
5572	таилище	2/n	таилище	all
5573	таина	2/f	таина	all
5576	таканиѥ	2/n	таканиѥ	all
5579	токъ	2/m	токъ	all
5581	томл҄ѥниѥ	2/n	томл҄ѥниѥ	all
5585	топлота	2/f	топлота	all
5587	точениѥ	2/n	точениѥ	all
5588	точило	2/n	точило	all
5593	трепетъ	2/m	трепетъ	all
5596	третиица	2/f	третиица	all
5598	тризна	2/f	тризна	all
5599	трѫбл҄ѥниѥ	2/n	трѫбл҄ѥниѥ	all
5600	трѫба	2/f	трѫба	all
5604	трѫдъ	2/m	трѫдъ	all
5605	трѫсъ	2/m	трѫсъ	all
5606	трѫтъ	2/m	трѫтъ	all
5609	троица	2/f	троица	all
5613	тружданиѥ	2/n	тружданиѥ	all
5616	трудъ	2/m	трудъ	all
5618	трупиѥ	2/n	трупиѥ	all
5619	трупъ	2/m	трупъ	all
5620	тръгъ	2/m	тръгъ	all
5621	тръжище	2/n	тръжище	all
5622	тръжьникъ	2/m	тръжьникъ	all
5623	тръжьство	2/n	тръжьство	all
5624	тръхъть	1/m	тръхъть	all
5625	трьѕаниѥ	2/n	трьѕаниѥ	all
5627	трьниѥ	2/n	трьниѥ	all
5629	трьнъ	2/m	трьнъ	all
5632	трьпѣниѥ	2/n	трьпѣниѥ	all
5634	трьстиѥ	2/n	трьстиѥ	all
5635	трьсть	1/f	трьсть	all
5637	трѣба	2/f	трѣба	all
5638	трѣбище	2/n	трѣбище	all
5639	трѣбованиѥ	2/n	трѣбованиѥ	all
5641	трѣбьникъ	2/m	трѣбьникъ	all
5643	трѣва	2/f	трѣва	all
5645	трѣзвениѥ	2/n	трѣзвениѥ	all
5648	трѣснъ	2/m	трѣснъ	all
5649	трѧсавица	2/f	трѧсавица	all
5652	тукъ	2/m	тукъ	all
5653	тулъ	2/m	тулъ	all
5654	туръ	2/m	туръ	all
5657	тъканиѥ	2/n	тъканиѥ	all
5660	тъма	2/f	тъма	all
5661	тъчьникъ	2/m	тъчьникъ	all
5663	тъщаниѥ	2/n	тъщаниѥ	all
5665	тъщета	2/f	тъщета	all
5672	тысѫщьникъ	2/m	тысѫщьникъ	all
5674	тысѧщьникъ	2/m	тысѧщьникъ	all
5676	тьл҄ꙗ	2/f	тьл҄ꙗ	all
5679	тьло	2/n	тьло	all
5680	тьлѣниѥ	2/n	тьлѣниѥ	all
5683	тьма	2/f	тьма	all
5684	тьмьница	2/f	тьмьница	all
5685	тьмьничьникъ	2/m	тьмьничьникъ	all
5689	тьсть	1/m	тьсть	all
5690	тьща	2/f	тьща	all
5697	тѧгость	1/f	тѧгость	all
5698	тѧгота	2/f	тѧгота	all
5700	тѧжа	2/f	тѧжа	all
5702	тѧжесть	1/f	тѧжесть	all
5704	тѧтива	2/f	тѧтива	all
5705	уꙗдениѥ	2/n	уꙗдениѥ	all
5708	ун҄ьшиина	2/f	ун҄ьшиина	all
5713	убиѥниѥ	2/n	убиѥниѥ	all
5714	убиваниѥ	2/n	убиваниѥ	all
5716	убииство	2/n	убииство	all
5718	убиица	2/f	убиица	all
5721	убитиѥ	2/n	убитиѥ	all
5725	убожьство	2/n	убожьство	all
5726	убои	2/m	убои	all
5727	убоиство	2/n	убоиство	all
5728	убоица	2/f	убоица	all
5730	убрусъ	2/m	убрусъ	all
5734	убѣжаниѥ	2/n	убѣжаниѥ	all
5736	убѣжище	2/n	убѣжище	all
5741	увѣдѣниѥ	2/n	увѣдѣниѥ	all
5745	увѣтъ	2/m	увѣтъ	all
5746	увѣтьникъ	2/m	увѣтьникъ	all
5748	увѣщаниѥ	2/n	увѣщаниѥ	all
5759	угашениѥ	2/n	угашениѥ	all
5763	угождениѥ	2/n	угождениѥ	all
5765	угодиѥ	2/n	угодиѥ	all
5767	угодьникъ	2/m	угодьникъ	all
5769	уготованиѥ	2/n	уготованиѥ	all
5773	удар҄ꙗниѥ	2/n	удар҄ꙗниѥ	all
5774	удар҄ѥниѥ	2/n	удар҄ѥниѥ	all
5775	удавл҄ѥниѥ	2/n	удавл҄ѥниѥ	all
5776	удавл҄ѥнина	2/f	удавл҄ѥнина	all
5781	удворьникъ	2/m	удворьникъ	all
5788	удрѫчениѥ	2/n	удрѫчениѥ	all
5790	удрьжаниѥ	2/n	удрьжаниѥ	all
5793	удъ	2/m	удъ	all
5796	хвал҄ѥниѥ	2/n	хвал҄ѥниѥ	all
5797	хвала	2/f	хвала	all
5801	хѫдожьникъ	2/m	хѫдожьникъ	all
5802	хѫдожьствиѥ	2/n	хѫдожьствиѥ	all
5803	хѫдожьство	2/n	хѫдожьство	all
5804	хладъ	2/m	хладъ	all
5806	хлапъ	2/m	хлапъ	all
5808	хлъмъ	2/m	хлъмъ	all
5809	хлѣбъ	2/m	хлѣбъ	all
5811	хлѣвина	2/f	хлѣвина	all
5812	хлѣвъ	2/m	хлѣвъ	all
5813	хлѧбь	1/f	хлѧбь	all
5816	ужасениѥ	2/n	ужасениѥ	all
5819	ужасть	1/f	ужасть	all
5821	ужасъ	2/m	ужасъ	all
5823	ужесточениѥ	2/n	ужесточениѥ	all
5825	узда	2/f	узда	all
5828	уиставл҄ѥниѥ	2/n	уиставл҄ѥниѥ	all
5830	уищениѥ	2/n	уищениѥ	all
5832	указаниѥ	2/n	указаниѥ	all
5834	указъ	2/m	указъ	all
5837	укор҄ѥниѥ	2/n	укор҄ѥниѥ	all
5839	укоризна	2/f	укоризна	all
5842	укоръ	2/m	укоръ	all
5847	украшениѥ	2/n	украшениѥ	all
5848	укрои	2/m	укрои	all
5849	укропъ	2/m	укропъ	all
5852	укрухъ	2/m	укрухъ	all
5860	уловл҄ѥниѥ	2/n	уловл҄ѥниѥ	all
5865	умал҄ѥниѥ	2/n	умал҄ѥниѥ	all
5869	умил҄ѥниѥ	2/n	умил҄ѥниѥ	all
5880	умрьтвиѥ	2/n	умрьтвиѥ	all
5883	умрьтиѥ	2/n	умрьтиѥ	all
5885	умрьщвл҄ѥниѥ	2/n	умрьщвл҄ѥниѥ	all
5888	умъ	2/m	умъ	all
5890	умъножениѥ	2/n	умъножениѥ	all
5892	умывальница	2/f	умывальница	all
5893	умываниѥ	2/n	умываниѥ	all
5897	умышл҄ꙗи	2/m	умышл҄ꙗи	all
5898	умышл҄ѥниѥ	2/n	умышл҄ѥниѥ	all
5907	уничьжениѥ	2/n	уничьжениѥ	all
5909	унын҄ѥниѥ	2/n	унын҄ѥниѥ	all
5911	уныниѥ	2/n	уныниѥ	all
5923	упитиѥ	2/n	упитиѥ	all
5929	управл҄ѥниѥ	2/n	управл҄ѥниѥ	all
5931	упражн҄ѥниѥ	2/n	упражн҄ѥниѥ	all
5935	упъваниѥ	2/n	упъваниѥ	all
5951	услышаниѥ	2/n	услышаниѥ	all
5957	успѣхъ	2/m	успѣхъ	all
5958	успѣшениѥ	2/n	успѣшениѥ	all
5961	усрьдиѥ	2/n	усрьдиѥ	all
5963	уста	2/n	усто	pl
5965	уставл҄ѥниѥ	2/n	уставл҄ѥниѥ	all
5967	уставъ	2/m	уставъ	all
5977	устрашениѥ	2/n	устрашениѥ	all
5979	устроѥниѥ	2/n	устроѥниѥ	all
5980	устрои	2/m	устрои	all
5982	устрьмл҄ѥниѥ	2/n	устрьмл҄ѥниѥ	all
5987	устьна	2/f	устьна	all
5990	усъмощр҄ѥниѥ	2/n	усъмощр҄ѥниѥ	all
5993	усъпениѥ	2/n	усъпениѥ	all
5995	усын҄ѥниѥ	2/n	усын҄ѥниѥ	all
5999	усѣкновениѥ	2/n	усѣкновениѥ	all
6004	утварь	1/f	утварь	all
6007	утврьждениѥ	2/n	утврьждениѥ	all
6016	утриѥ	2/n	утриѥ	all
6017	утро	2/n	утро	all
6022	утрьница	2/f	утрьница	all
6027	утѣха	2/f	утѣха	all
6029	утѣшениѥ	2/n	утѣшениѥ	all
6037	уходъ	2/m	уходъ	all
6040	учениѥ	2/n	учениѥ	all
6041	ученикъ	2/m	ученикъ	all
6042	ученица	2/f	ученица	all
6044	учин҄ѥниѥ	2/n	учин҄ѥниѥ	all
6045	учинаниѥ	2/n	учинаниѥ	all
6052	учѧстиѥ	2/n	учѧстиѥ	all
6055	ушидь	1/m	ушидь	all
6059	халѫга	2/f	халѫга	all
6060	хождениѥ	2/n	хождениѥ	all
6061	ходатаи	2/m	ходатаи	all
6062	ходатаиство	2/n	ходатаиство	all
6065	ходъ	2/m	ходъ	all
6066	хоть	1/f	хоть	all
6067	хотѣниѥ	2/n	хотѣниѥ	all
6071	храмина	2/f	храмина	all
6072	храмъ	2/m	храмъ	all
6073	хранилище	2/n	хранилище	all
6074	хранило	2/n	хранило	all
6079	хромьць	2/m	хромьць	all
6080	хръзанъ	2/m	хръзанъ	all
6081	хрьбьтъ	2/m	хрьбьтъ	all
6082	хул҄ѥниѥ	2/n	хул҄ѥниѥ	all
6083	худость	1/f	худость	all
6085	хула	2/f	хула	all
6087	хульникъ	2/m	хульникъ	all
6089	хызина	2/f	хызина	all
6090	хызъ	2/m	хызъ	all
6091	хытрость	1/f	хытрость	all
6094	хытрьць	2/m	хытрьць	all
6095	хыщениѥ	2/n	хыщениѥ	all
6096	хыщьникъ	2/m	хыщьникъ	all
6098	цвѣтило	2/n	цвѣтило	all
6099	цвѣтъ	2/m	цвѣтъ	all
6101	цвѣтьць	2/m	цвѣтьць	all
6103	црькъвица	2/f	црькъвица	all
6104	црькъвище	2/n	црькъвище	all
6108	цѣл҄ѥниѥ	2/n	цѣл҄ѥниѥ	all
6109	цѣвьница	2/f	цѣвьница	all
6113	цѣлованиѥ	2/n	цѣлованиѥ	all
6118	цѣльба	2/f	цѣльба	all
6121	цѣна	2/f	цѣна	all
6128	цѣсар҄ица	2/f	цѣсар҄ица	all
6130	цѣсар҄ьствиѥ	2/n	цѣсар҄ьствиѥ	all
6131	цѣсар҄ьство	2/n	цѣсар҄ьство	all
6134	цѧта	2/f	цѧта	all
6135	чаꙗниѥ	2/n	чаꙗниѥ	all
6138	чари	2/m	чаръ	pl
6139	часъ	2/m	часъ	all
6141	чаша	2/f	чаша	all
6142	чел҄ꙗдь	1/f	чел҄ꙗдь	all
6143	чел҄юсть	1/f	чел҄юсть	all
6144	чело	2/n	чело	all
6146	четворица	2/f	четворица	all
6149	четврьтъкъ	2/m	четврьтъкъ	all
6151	чешуꙗ	2/f	чешуꙗ	all
6152	чин҄ѥниѥ	2/n	чин҄ѥниѥ	all
6155	чинъ	2/m	чинъ	all
6156	число	2/n	число	all
6160	чистина	2/f	чистина	all
6162	чистител҄ьство	2/n	чистител҄ьство	all
6164	чистость	1/f	чистость	all
6165	чистота	2/f	чистота	all
6167	чловѣкъ	2/m	чловѣкъ	all
6168	чловѣчинъ	2/m	чловѣчинъ	all
6172	чловѣчьство	2/n	чловѣчьство	all
6173	чрьвл҄ѥнь	1/f	чрьвл҄ѥнь	all
6175	чрьвь	1/m	чрьвь	all
6178	чрьнило	2/n	чрьнило	all
6179	чрьница	2/f	чрьница	all
6181	чрьньць	2/m	чрьньць	all
6184	чрьта	2/f	чрьта	all
6186	чрьтогъ	2/m	чрьтогъ	all
6187	чрѣждениѥ	2/n	чрѣждениѥ	all
6188	чрѣвии	2/m	чрѣвии	all
6189	чрѣво	2/n	чрѣво	all
6191	чрѣда	2/f	чрѣда	all
6193	чрѣсла	2/n	чрѣсло	pl
6194	чувьствиѥ	2/n	чувьствиѥ	all
6195	чувьство	2/n	чувьство	all
6211	алъканиѥ	2/n	алъканиѥ	all
6213	бещиница	2/f	бещиница	all
6215	бесчьствиѥ	2/n	бесчьствиѥ	all
6217	бещѧдиѥ	2/n	бещѧдиѥ	all
6218	вечерьн҄ꙗ	2/f	вечерьн҄ꙗ	all
6219	бесчиниѥ	2/n	бесчиниѥ	all
6224	чуиство	2/n	чуиство	all
6226	чьванъ	2/m	чьванъ	all
6229	чьсть	1/f	чьсть	all
6231	чьтениѥ	2/n	чьтениѥ	all
6233	чьтьць	2/m	чьтьць	all
6234	чѧдо	2/n	чѧдо	all
6235	чѧдь	1/f	чѧдь	all
6236	чѧдьце	2/n	чѧдьце	all
6238	чѧсть	1/f	чѧсть	all
6240	шаръ	2/m	шаръ	all
6243	шесть	1/f	шесть	all
6244	шиꙗ	2/f	шиꙗ	all
6246	шипъкъ	2/m	шипъкъ	all
6249	широта	2/f	широта	all
6251	шлѣмъ	2/m	шлѣмъ	all
6253	шуица	2/f	шуица	all
6254	шумъ	2/m	шумъ	all
6256	шьпътаниѥ	2/n	шьпътаниѥ	all
6258	шьствиѥ	2/n	шьствиѥ	all
6260	шьстиѥ	2/n	шьстиѥ	all
6261	шѧтаниѥ	2/n	шѧтаниѥ	all
6263	щедрота	2/f	щедрота	all
6265	щитъ	2/m	щитъ	all
6268	югъ	2/m	югъ	all
6270	юница	2/f	юница	all
6271	юность	1/f	юность	all
6272	юнота	2/f	юнота	all
6273	юноша	2/f	юноша	all
6275	юньць	2/m	юньць	all
6277	каженикъ	2/m	каженикъ	all
6279	проказьство	2/n	проказьство	all
6281	вои	2/m	вои	pl
6285	адъ	2/m	адъ	all
6288	носила	2/n	носило	pl
6289	китъ	2/m	китъ	all
6290	проказа	2/f	проказа	all
6292	измѣниѥ	2/n	измѣниѥ	all
6294	браниѥ	2/n	браниѥ	all
6296	пращьникъ	2/m	пращьникъ	all
6297	кън҄ижицѧ	2/f	кън҄ижицꙗ	pl
6298	кън҄игы	2/f	кън҄ига	pl
6301	ножьницѧ	2/f	ножьницꙗ	pl
6302	озракъ	2/m	озракъ	all
6306	вѣиѥ	2/n	вѣиѥ	all
6307	порождьство	2/n	порождьство	all
6342	братиꙗ	2/f	братиꙗ	all
6344	гвоздь	1/m	гвоздь	all
6345	възвить	1/f	възвить	all
6349	дрождиѩ	2/f	дрождиꙗ	pl
6350	запустѣниѥ	2/n	запустѣниѥ	all
6351	ѫгълъ	2/m	ѫгълъ	all
6352	ищѧдиѥ	2/n	ищѧдиѥ	all
6354	ковьникъ	2/m	ковьникъ	all
6358	непокоръ	2/m	непокоръ	all
6360	невѣждьство	2/n	невѣждьство	all
6361	мразъ	2/m	мразъ	all
6364	огн҄ь	2/m	огн҄ь	all
6366	промышл҄ꙗи	2/m	промышл҄ꙗи	all
6367	прокудьникъ	2/m	прокудьникъ	all
6368	прокуда	2/f	прокуда	all
6369	пѫта	2/n	пѫто	pl
6370	прьстень	1/m	прьстень	all
6371	рамо	2/n	рамо	all
6374	дымъ	2/m	дымъ	all
6375	размышл҄ꙗи	2/m	размышл҄ꙗи	all
6377	архиереи	2/m	архиереи	all
6380	геона	2/f	геона	all
6382	хитонъ	2/m	хитонъ	all
6383	херовимъ	2/m	херовимъ	all
6385	декѧбръ	2/m	декѧбръ	all
6389	жидъ	2/m	жидъ	all
6390	прокажениѥ	2/n	прокажениѥ	all
6403	рабичищь	2/m	рабичищь	all
6405	аеръ	2/m	аеръ	all
6407	примышл҄ꙗи	2/m	примышл҄ꙗи	all
