lemma	pos	cell	print	count	set_count
преплыва́ти	v	impf.3.pl	преплыва́хꙋ	1	0
препо́нка	n	acc.sg	препо́нкꙋ	12	0
препода́ти	v	aor.1.sg	препода́хъ	1	0
препода́ти	v	aor.3.pl	препода́ша	1	0
препода́ти	v	impv.2.pl	преподади́те	1	0
преподаѧ́ти	v	pres.1.sg	преподаю̀	1	0
преподо́бный	a	adv	преподо́бнѡ	1	0
преподо́бный	a	long.pos.m.pl.nom	преподо́бнїи	2	0
преподо́бный	a	short.pos.m.pl.nom	преподо́бни	1	0
преподо́бный	a	short.pos.m.sg.dat	преподо́бнꙋ	1	0
преподо́біе	n	gen.sg	преподо́бїѧ	2	0
преподо́біе	n	ins.sg	преподо́бїемъ	2	0
преподо́біе	n	loc.sg	преподо́бїи	3	0
препоко́ити	v	aor.3.sg	препоко́и	1	0
препоко́итисѧ	v	impv.2.pl	препоко́йтесѧ	1	0
преполове́ніе	n	acc.sg	преполове́нїе	1	0
преполове́ніе	n	loc.sg	преполове́нїи	1	0
препочи́ти	v	aor.3.pl	препочи́ша	1	0
препочи́ти	v	impv.2.pl	препочі́йте	1	0
препоѧ́сати	v	impv.2.pl	препоѧ́шите	2	0
препоѧ́сати	v	part.past.pass.long.f.sg.gen	препоѧ́саныѧ	1	0
препоѧ́сати	v	part.past.pass.long.m.pl.nom	препоѧ́саннїи	1	0
препоѧ́сати	v	part.past.pass.short.f.pl.ins	препоѧ̑саны	1	0
препоѧ́сати	v	part.past.pass.short.m.pl.nom	препоѧ́сани	7	0
препоѧ́сатисѧ	v	aor.3.pl	препоѧ́сашасѧ	4	0
препоѧ́сатисѧ	v	impv.2.pl	препоѧ́шитесѧ	8	0
препоѧ́сатисѧ	v	pres.2.sg	препоѧ́шешисѧ	2	0
препоѧ́сатисѧ	v	pres.3.pl	препоѧ́шꙋтсѧ	1	0
препоѧ́сатисѧ	v	pres.3.sg	препоѧ́шетсѧ	1	0
препоѧсо́ватисѧ	v	pres.3.pl	препоѧсꙋ́ютсѧ	1	0
препроводи́ти	v	aor.3.pl	препроводи́ша	1	0
препроводи́ти	v	inf	препроводи́ти	1	0
препрѣ́тисѧ	v	pres.1.sg	препрю́сѧ	1	0
препрѧ́сти	v	part.pres.act.short.n.sg.acc	препрѧ́дꙋ	1	0
препѧ́тіе	n	acc.sg	препѧ́тїе	1	0
прера́достный	a	short.pos.m.pl.nom	прера́достни	1	0
прерва́тисѧ	v	aor.3.pl	прерва́шасѧ	1	0
пререка́ніе	n	gen.sg	пререка́нїѧ	5	0
пререка́ніе	n	loc.sg	пререка́нїи	1	0
пререка́ти	v	part.pres.pass.short.n.sg.acc	пререка́емо	1	0
пререщѝ	v	pres.3.sg	пререче́тъ	2	0
прерѣка́ніе	n	gen.sg	прерѣка́нїѧ	2	0
прерѣка́ти	v	part.pres.pass.long.m.sg.nom	прерѣка́емый	1	0
прерѣкова́ти	v	inf	прерѣкова́ти	1	0
прерѣца́ти	v	inf	прерѣца́ти	1	0
пресади́ти	v	lpart.m.sg	пресади́лъ	1	0
пресвѵ́теръ	n	acc.pl	пресвѵ́теры	5	0
пресвѵ́теръ	n	acc.sg	пресвѵ́тера	1	0
пресвѵ́теръ	n	gen.pl	пресвѵ́тєръ	1	0
пресе́льникъ	n	dat.pl	пресе́лникѡмъ	1	0
пресе́льникъ	n	nom.pl	пресе́лницы	1	0
пресе́льникъ	n	nom.sg	пресе́лникъ	1	0
преселе́ніе	n	acc.sg	преселе́нїе	9	0
преселе́ніе	n	dat.sg	преселе́нїю	1	0
преселе́ніе	n	gen.sg	преселе́нїѧ	25	0
преселе́ніе	n	loc.sg	преселе́нїи	3	0
пресели́тель	n	ins.pl	пресели́тєли	1	0
пресели́ти	v	aor.1.sg	пресели́хъ	1	0
пресели́ти	v	aor.3.pl	пресели́ша	2	0
пресели́ти	v	inf	пресели́ти	3	0
пресели́ти	v	part.past.pass.long.f.pl.loc	преселе́ныхъ	0	1
пресели́ти	v	part.past.pass.long.m.pl.loc	преселе́ныхъ	0	1
пресели́ти	v	part.past.pass.long.m.pl.nom	преселе́ннїи	1	0
пресели́ти	v	part.past.pass.long.n.pl.loc	преселе́ныхъ	0	1
пресели́ти	v	part.past.pass.short.f.pl.loc	преселе́ныхъ	0	1
пресели́ти	v	part.past.pass.short.m.pl.loc	преселе́ныхъ	0	1
пресели́ти	v	part.past.pass.short.n.pl.loc	преселе́ныхъ	0	1
пресели́ти	v	pres.2.sg	преси́лиши	1	0
пресели́ти	v	pres.3.pl	преселѧ́тъ	1	0
пресели́ти	v	pres.3.sg	пресели́тъ	1	0
пресели́тисѧ	v	aor.3.pl	пресели́шасѧ	3	0
пресели́тисѧ	v	inf	пресели́тисѧ	1	0
пресели́тисѧ	v	lpart.m.sg	пресели́лсѧ	1	0
пресели́тисѧ	v	part.past.act.long.f.pl.ins	пресели́вшимисѧ	0	1
пресели́тисѧ	v	part.past.act.long.m.pl.ins	пресели́вшимисѧ	0	1
пресели́тисѧ	v	part.past.act.long.n.pl.ins	пресели́вшимисѧ	0	1
пресели́тисѧ	v	part.past.act.short.f.pl.ins	пресели́вшимисѧ	0	1
пресели́тисѧ	v	part.past.act.short.m.pl.ins	пресели́вшимисѧ	0	1
пресели́тисѧ	v	part.past.act.short.n.pl.ins	пресели́вшимисѧ	0	1
пресели́тисѧ	v	pres.1.sg	преселю́сѧ	1	0
пресели́тисѧ	v	pres.2.sg	пресели́шисѧ	2	0
пресели́тисѧ	v	pres.3.pl	преселѧ́тсѧ	1	0
пресловꙋ́тый	a	short.pos.m.sg.voc	пресловꙋ́те	1	0
преслꙋ́шати	v	aor.3.pl	преслꙋ́шаша	2	0
преслꙋ́шати	v	pres.2.sg	преслꙋ́шаеши	1	0
преслꙋ́шати	v	pres.3.pl	преслꙋ́шаютъ	1	0
преслꙋ́шати	v	pres.3.sg	преслꙋ́шаетъ	1	0
пресмотре́ніе	n	acc.sg	пресмотре́нїе	2	0
пресмотре́ніе	n	dat.sg	пресмотре́нїю	1	0
пресмотре́ніе	n	loc.sg	пресмотре́нїи	2	0
пресмотри́ти	v	aor.1.sg	пресмотри́хъ	1	0
пресмыка́тисѧ	v	part.pres.act.long.m.pl.acc	пресмыка́ющыѧсѧ	1	0
пресмыка́тисѧ	v	part.pres.act.long.m.sg.dat	пресмыка́ющемꙋсѧ	1	0
преспѣ́ти	v	part.pres.act.long.f.sg.acc	преспѣ́ющꙋю	1	0
преспѣ́ти	v	pres.3.pl	преспѣ́ютъ	1	0
преспѣ́ѧніе	n	acc.sg	преспѣ́ѧнїе	1	0
преспѣва́ти	v	pres.3.sg	преспѣва́етъ	2	0
преста́вити	v	aor.3.pl	преста́виша	2	0
преста́вити	v	inf	преста́вити	1	0
преста́вити	v	pres.1.sg	преста́влю	2	0
преста́вити	v	pres.3.pl	преста́вѧтъ	2	0
преста́витисѧ	v	pres.3.sg	преста́витсѧ	1	0
преста́ти	v	aor.3.pl	преста́ша	12	0
преста́ти	v	aor.3.sg	преста̀	9	0
преста́ти	v	impv.2.pl	преста́ните	1	0
преста́ти	v	lpart.m.sg	преста́лъ	1	0
преста́ти	v	lpart.n.sg	преста́ло	3	0
преста́ти	v	pres.1.sg	преста́нꙋ	2	0
преста́ти	v	pres.2.sg	преста́неши	2	0
преста́ти	v	pres.3.pl	преста́нꙋтъ	7	0
преста́ти	v	pres.3.sg	преста́нетъ	17	0
престава́ти	v	impf.3.pl	престава́хꙋ	1	0
престава́ти	v	inf	престава́ти	1	0
преставле́ніе	n	loc.sg	преставле́нїи	2	0
преставлѧ́ти	v	inf	преставлѧ́ти	1	0
преставлѧ́ти	v	pres.3.sg	преставлѧ́етъ	1	0
престарѣ́тисѧ	v	part.past.act.short.m.sg.dat	престарѣ́вшꙋсѧ	1	0
престаѧ́ти	v	impf.3.pl	престаѧ́хꙋ	1	0
престаѧ́ти	v	part.pres.act.long.f.sg.gen	престаю́щїѧ	1	0
престаѧ́ти	v	pres.1.sg	престаю̀	1	0
престо́лъ	n	acc.pl	престо́лы	4	0
престо́лъ	n	acc.sg	престо́лъ	4	0
престо́лъ	n	dat.sg	престо́лꙋ	3	0
престо́лъ	n	gen.pl	престо́лѡвъ	1	0
престо́лъ	n	gen.pl	престѡ́лъ	1	0
престо́лъ	n	gen.sg	престо́ла	15	0
престо́лъ	n	ins.pl	престо́лами	1	0
престо́лъ	n	ins.sg	престо́ломъ	3	0
престо́лъ	n	loc.pl	престо́лѣхъ	3	0
престо́лъ	n	loc.sg	престо́лѣ	60	0
престо́лъ	n	nom.sg	престо́лъ	1	0
престраши́ти	v	pres.3.sg	престраши́тъ	1	0
престꙋ́пникъ	n	dat.pl	престꙋ́пникѡмъ	1	0
престꙋ́пникъ	n	nom.sg	престꙋ́пникъ	3	0
престꙋ́пница	n	nom.sg	престꙋ́пница	3	0
престꙋпа́ти	v	inf	престꙋпа́ти	2	0
престꙋпа́ти	v	part.pres.act.long.m.sg.nom	престꙋпа́ѧй	2	0
престꙋпа́ти	v	pres.2.pl	престꙋпа́ете	3	0
престꙋпа́ти	v	pres.2.sg	престꙋпа́еши	2	0
престꙋпа́ти	v	pres.3.pl	престꙋпа́ютъ	4	0
престꙋпа́ти	v	pres.3.sg	престꙋпа́етъ	2	0
престꙋпи́ти	v	aor.1.pl	престꙋпи́хомъ	3	0
престꙋпи́ти	v	aor.1.sg	престꙋпи́хъ	4	0
престꙋпи́ти	v	aor.2.pl	престꙋпи́сте	4	0
престꙋпи́ти	v	aor.3.pl	престꙋпи́ша	10	0
престꙋпи́ти	v	inf	престꙋпи́ти	11	0
престꙋпи́ти	v	lpart.m.sg	престꙋпи́лъ	3	0
престꙋпи́ти	v	part.past.act.long.m.pl.acc	престꙋпи́вшыѧ	1	0
престꙋпи́ти	v	pres.1.sg	престꙋплю̀	1	0
престꙋпи́ти	v	pres.2.sg	престꙋ́пиши	1	0
престꙋпи́ти	v	pres.2.sg	престꙋпи́ши	1	0
престꙋпи́ти	v	pres.3.pl	престꙋ́пѧтъ	2	0
престꙋпи́ти	v	pres.3.sg	престꙋ́питъ	10	0
престꙋпле́ніе	n	acc.sg	престꙋпле́нїе	5	0
престꙋпле́ніе	n	dat.sg	престꙋпле́нїю	1	0
престꙋпле́ніе	n	gen.pl	престꙋпле́нїй	2	0
престꙋпле́ніе	n	gen.sg	престꙋпле́нїѧ	16	0
престꙋпле́ніе	n	ins.sg	престꙋпле́нїемъ	3	0
престꙋпле́ніе	n	loc.sg	престꙋпле́нїи	14	0
пресыще́ніе	n	ins.sg	пресыще́нїемъ	1	0
пресѣка́тисѧ	v	pres.3.pl	пресѣка́ютсѧ	1	0
пресѣче́ніе	n	ins.sg	пресѣче́нїемъ	1	0
пресѣщѝ	v	impv.2.pl	пресѣцы́те	1	0
пресѣщѝ	v	lpart.m.sg	пресѣ́клъ	1	0
пресѣщѝ	v	pres.2.sg	пресѣче́ши	1	0
пресѣщѝ	v	pres.3.pl	пресѣкꙋ́тъ	1	0
прете́рти	v	part.past.pass.short.m.pl.nom	претре́ни	1	0
претека́ти	v	part.pres.act.long.f.sg.nom	претека́ющаѧ	1	0
претерпѣ́ти	v	aor.3.pl	претерпѣ́ша	2	0
претерпѣ́ти	v	pres.1.sg	претерплю̀	1	0
претерпѣ́ти	v	pres.2.sg	претерпи́ши	1	0
претерпѣ́ти	v	pres.3.pl	претерпѧ́тъ	1	0
претерпѣ́ти	v	pres.3.sg	претерпи́тъ	2	0
претерпѣва́ти	v	inf	претерпѣва́ти	1	0
прети́ти	v	inf	прети́ти	2	0
преткнове́ніе	n	loc.sg	преткнове́нїи	1	0
преткнꙋ́ти	v	pres.2.sg	преткне́ши	2	0
преткнꙋ́тисѧ	v	aor.3.pl	преткнꙋ́шасѧ	1	0
преткнꙋ́тисѧ	v	pres.2.sg	преткне́шисѧ	2	0
преткнꙋ́тисѧ	v	pres.3.pl	пре́ткнꙋтсѧ	1	0
преткнꙋ́тисѧ	v	pres.3.sg	преткне́тсѧ	1	0
прето́ргнꙋтисѧ	v	lpart.n.sg	прето́ргнꙋлосѧ	1	0
претрꙋди́ти	v	part.past.pass.long.m.pl.nom	претрꙋжде́ннїи	1	0
претыка́ніе	n	acc.sg	претыка́нїе	3	0
претыка́ніе	n	dat.sg	претыка́нїю	1	0
претыка́ніе	n	gen.sg	претыка́нїѧ	8	0
претыка́ніе	n	ins.sg	претыка́нїемъ	1	0
претыка́тисѧ	v	pres.2.sg	претыка́ешисѧ	1	0
претыка́тисѧ	v	pres.3.pl	претыка́ютсѧ	2	0
претыка́тисѧ	v	pres.3.sg	претыка́етсѧ	1	0
претѡ́ръ	n	acc.sg	претѡ́ръ	4	0
претѡ́ръ	n	loc.sg	претѡ́рѣ	1	0
прехи́трити	v	inf	прехи́трити	1	0
прехи́трити	v	pres.3.sg	прехи́тритъ	1	0
прехо́дъ	n	acc.pl	прехо́ды	1	0
прехо́дъ	n	dat.pl	прехо́дѡмъ	1	0
прехо́дъ	n	gen.pl	прехо́дѡвъ	1	0
прехо́дъ	n	gen.sg	прехо́да	1	0
прехо́дъ	n	ins.pl	прехо́дами	1	0
преходи́ти	v	impf.3.pl	прехожда́хꙋ	3	0
преходи́ти	v	inf	преходи́ти	6	0
преходи́ти	v	part.pres.act.short.f.du.dat	преходѧ́щема	0	1
преходи́ти	v	part.pres.act.short.f.du.ins	преходѧ́щема	0	1
преходи́ти	v	part.pres.act.short.m.du.dat	преходѧ́щема	0	1
преходи́ти	v	part.pres.act.short.m.du.ins	преходѧ́щема	0	1
преходи́ти	v	part.pres.act.short.m.pl.nom	преходѧ́ще	2	0
преходи́ти	v	part.pres.act.short.m.sg.dat	преходѧ́щꙋ	1	0
преходи́ти	v	part.pres.act.short.m.sg.nom	преходѧ̀	1	0
преходи́ти	v	part.pres.act.short.n.du.dat	преходѧ́щема	0	1
преходи́ти	v	part.pres.act.short.n.du.ins	преходѧ́щема	0	1
преходи́ти	v	part.pres.act.short.n.sg.dat	преходѧ́щꙋ	1	0
преходи́ти	v	pres.2.sg	прехо́диши	3	0
преходи́ти	v	pres.3.pl	прехо́дѧтъ	8	0
преходи́ти	v	pres.3.sg	прехо́дитъ	9	0
прехожде́ніе	n	gen.pl	прехожде́нїй	1	0
прехожде́ніе	n	gen.sg	прехожде́нїѧ	1	0
прехожде́ніе	n	loc.sg	прехожде́нїи	1	0
пречꙋ́дный	a	adv	пречꙋ́днѡ	1	0
преше́ствіе	n	loc.sg	преше́ствїи	1	0
преще́ніе	n	acc.pl	прещє́нїѧ	1	0
преще́ніе	n	gen.sg	преще́нїѧ	6	0
преще́ніе	n	ins.sg	преще́нїемъ	8	0
преще́ніе	n	loc.sg	преще́нїи	1	0
преѡби́дѣти	v	aor.1.sg	преѡби́дѣхъ	1	0
преѡби́дѣти	v	impf.3.pl	преѡби́дѧхꙋ	1	0
преѡби́дѣти	v	lpart.m.sg	преѡби́дѣлъ	1	0
преѡби́дѣти	v	pres.3.sg	преѡби́дитъ	1	0
преѡбрази́ти	v	aor.1.sg	преѡбрази́хъ	1	0
преѡбрази́ти	v	pres.3.sg	преѡбрази́тъ	1	0
преѡбразова́тисѧ	v	impv.2.pl	преѡбразꙋ́йтесѧ	1	0
преѡбразова́тисѧ	v	pres.3.pl	преѡбразꙋ́ютсѧ	1	0
преѡбразова́тисѧ	v	pres.3.sg	преѡбразꙋ́етсѧ	1	0
преѡгорче́ніе	n	loc.sg	преѡгорче́нїи	1	0
преѡгорчева́ти	v	pres.3.pl	преѡгорчева́ютъ	1	0
преѡгорчи́ти	v	aor.2.pl	преѡгорчи́сте	2	0
преѡгорчи́ти	v	aor.3.pl	преѡгорчи́ша	2	0
преѡгорчи́ти	v	lpart.m.sg	преѡгорчи́лъ	1	0
преѡдолѣ́ти	v	aor.3.pl	преѡдолѣ́ша	1	0
преѡдолѣ́ти	v	aor.3.sg	преѡдолѣ̀	1	0
преѡдолѣ́ти	v	inf	преѡдолѣ́ти	1	0
преѡдолѣ́ти	v	pres.3.pl	преѡдолѣ́ютъ	1	0
преѡдолѣ́ти	v	pres.3.sg	преѡдолѣ́етъ	1	0
преѡтѧгчи́ти	v	pres.3.pl	преѡтѧгча́тъ	1	0
преѧ́ти	v	pres.3.pl	пре́ймꙋтъ	1	0
преꙋмно́жити	v	lpart.m.sg	преꙋмно́жилъ	2	0
преꙋмно́житисѧ	v	aor.3.pl	преꙋмно́жишасѧ	2	0
преꙋмно́житисѧ	v	pres.3.sg	преꙋмно́житсѧ	1	0
преꙋмноже́ніе	n	dat.sg	преꙋмноже́нїю	1	0
преꙋмноже́ніе	n	loc.sg	преꙋмноже́нїи	1	0
преꙋмꙋдри́тисѧ	v	lpart.m.sg	преꙋмꙋдри́лсѧ	1	0
преꙋспѣ́ти	v	aor.3.sg	преꙋспѣ̀	1	0
преꙋспѣ́ти	v	pres.3.pl	преꙋспѣ́ютъ	2	0
преꙋспѣва́ти	v	inf	преꙋспѣва́ти	1	0
при́слати	v	pres.2.sg	при́шлеши	1	0
при́сный	a	adv	при́снѡ	1	0
при́сный	a	long.pos.n.sg.acc	при́сное	1	0
при́тельный	a	long.pos.m.sg.acc	при́телнаго	1	0
при́точникъ	n	nom.pl	при́точницы	1	0
при́тча	n	acc.sg	при́тчꙋ	51	0
при́тча	n	gen.pl	при́тчей	7	0
при́тча	n	gen.sg	при́тчи	2	0
при́тча	n	ins.pl	при́тчами	6	0
при́тча	n	loc.pl	при́тчахъ	15	0
при́тча	n	loc.sg	при́тчи	3	0
при́тча	n	loc.sg	при́тчѣ	1	0
при́тча	n	nom.sg	при́тча	12	0
при́четъ	n	dat.sg	при́чтꙋ	1	0
при́четъ	n	gen.sg	при́чта	1	0
прибли́жити	v	aor.1.sg	прибли́жихъ	1	0
прибли́жити	v	pres.3.sg	прибли́житъ	1	0
прибли́житисѧ	v	aor.2.pl	прибли́жистесѧ	3	0
прибли́житисѧ	v	aor.3.pl	прибли́жишасѧ	17	0
прибли́житисѧ	v	inf	прибли́житисѧ	6	0
прибли́житисѧ	v	lpart.m.sg	прибли́жилсѧ	1	0
прибли́житисѧ	v	part.past.act.short.m.sg.nom	прибли́живсѧ	2	0
прибли́житисѧ	v	pres.2.sg	прибли́жишисѧ	1	0
прибли́житисѧ	v	pres.3.pl	прибли́жатсѧ	11	0
прибли́житисѧ	v	pres.3.sg	прибли́житсѧ	10	0
приближа́тисѧ	v	impf.3.pl	приближа́хꙋсѧ	1	0
приближа́тисѧ	v	impf.3.sg	приближа́шесѧ	2	0
приближа́тисѧ	v	inf	приближа́тисѧ	2	0
приближа́тисѧ	v	part.pres.act.short.m.sg.dat	приближа́ющꙋсѧ	1	0
приближа́тисѧ	v	part.pres.act.short.m.sg.nom	приближа́ѧсѧ	1	0
приближа́тисѧ	v	pres.3.pl	приближа́ютсѧ	6	0
приближа́тисѧ	v	pres.3.sg	приближа́етсѧ	11	0
приближе́ніе	n	gen.sg	приближе́нїѧ	1	0
прибы́ти	v	fut.3.sg	прибꙋ́детъ	1	0
прибы́токъ	n	acc.pl	прибы́тки	1	0
прибы́токъ	n	gen.sg	прибы́тка	4	0
прибы́токъ	n	ins.pl	прибы̑тки	1	0
прибыва́ти	v	impf.3.pl	прибыва́хꙋ	1	0
прибѣ́гнꙋти	v	aor.1.sg	прибѣго́хъ	1	0
прибѣ́гнꙋти	v	aor.3.pl	прибѣго́ша	5	0
прибѣ́гнꙋти	v	pres.2.pl	прибѣ́гнете	1	0
прибѣ́гнꙋти	v	pres.3.sg	прибѣ́гнетъ	1	0
прибѣга́ти	v	impf.3.pl	прибѣга́хꙋ	1	0
прибѣжа́ти	v	pres.3.sg	прибѣжи́тъ	1	0
привезтѝ	v	aor.3.pl	привезо́ша	2	0
привести́сѧ	v	aor.3.pl	приведо́шасѧ	1	0
привести́сѧ	v	pres.3.sg	приведе́тсѧ	3	0
привестѝ	v	aor.1.sg	приведо́хъ	8	0
привестѝ	v	aor.2.pl	приведо́сте	3	0
привестѝ	v	aor.3.pl	приведо́ша	46	0
привестѝ	v	aor.3.pl	привѣдо́ша	1	0
привестѝ	v	aor.3.sg	приведѐ	9	0
привестѝ	v	impv.2.du	приведи́та	3	0
привестѝ	v	impv.2.pl	приведи́те	17	0
привестѝ	v	inf	привестѝ	22	0
привестѝ	v	lpart.m.sg	приве́лъ	3	0
привестѝ	v	part.past.act.long.f.sg.acc	приве́дшꙋю	1	0
привестѝ	v	part.past.pass.short.m.pl.nom	приведе́ни	1	0
привестѝ	v	pres.2.pl	приведе́те	4	0
привестѝ	v	pres.2.pl	приведетѐ	3	0
привестѝ	v	pres.2.sg	приведе́ши	11	0
привестѝ	v	pres.3.pl	приведꙋ́тъ	7	0
привестѝ	v	pres.3.sg	приведе́тъ	28	0
привлека́ти	v	impv.2.pl	привлека́йте	1	0
привлече́ніе	n	acc.sg	привлече́нїе	1	0
привлещѝ	v	aor.1.sg	привлеко́хъ	1	0
привлещѝ	v	inf	привлещѝ	1	0
привлещѝ	v	pres.2.sg	привлече́ши	1	0
привлещѝ	v	pres.3.sg	привлече́тъ	2	0
привни́ти	v	aor.3.pl	привнидо́ша	2	0
приводи́ти	v	impf.3.pl	приводѧ́хꙋ	1	0
приводи́ти	v	impf.3.pl	привожда́хꙋ	6	0
приводи́ти	v	pres.3.pl	приво́дѧтъ	1	0
привози́ти	v	impf.3.pl	привозѧ́хꙋ	1	0
привози́ти	v	pres.3.pl	приво́зѧтъ	2	0
привозложи́ти	v	aor.3.pl	привозложи́ша	1	0
привре́менный	a	short.pos.m.pl.nom	привре́менни	1	0
привѣ́тствовати	v	aor.3.pl	привѣ́тствоваша	1	0
привѣ́тъ	n	dat.sg	привѣ́тꙋ	1	0
привѧза́ти	v	part.past.pass.short.f.sg.nom	привѧ́зана	1	0
привѧза́ти	v	part.past.pass.short.m.pl.nom	привѧ́зани	3	0
привѧза́ти	v	pres.1.sg	привѧжꙋ̀	1	0
привѧза́ти	v	pres.2.sg	привѧ́жеши	1	0
привѧза́тисѧ	v	lpart.m.sg	привѧза́лсѧ	1	0
привѧзова́ти	v	pres.3.sg	привѧзꙋ́етъ	1	0
пригвозди́ти	v	aor.3.pl	пригвозди́ша	1	0
пригвозди́ти	v	part.past.pass.short.m.pl.nom	пригвожде́ни	1	0
пригласи́ти	v	inf	пригласи́ти	1	0
пригна́ти	v	aor.3.pl	пригна́ша	1	0
пригото́вати	v	part.past.pass.short.m.pl.nom	пригото́вани	1	0
пригото́вити	v	inf	пригото́вити	1	0
прида́ти	v	pres.3.sg	прида́стъ	1	0
придве́рникъ	n	acc.pl	придве́рники	1	0
придве́рникъ	n	ins.pl	придвє́рники	1	0
придве́рникъ	n	nom.pl	придвє́рницы	1	0
придве́ріе	n	gen.sg	придве́рїѧ	1	0
придво́ріе	n	dat.sg	придво́рїю	2	0
придержа́ти	v	inf	придержа́ти	1	0
придержа́тисѧ	v	pres.3.sg	придержи́тсѧ	2	0
призва́ти	v	aor.3.pl	призва́ша	16	0
призва́ти	v	aor.3.sg	призва̀	28	0
призва́ти	v	impv.2.pl	призови́те	15	0
призва́ти	v	inf	призва́ти	19	0
призва́ти	v	lpart.m.sg	призва́лъ	2	0
призва́ти	v	part.past.act.long.m.sg.acc	призва́вшаго	2	0
призва́ти	v	part.past.act.short.m.sg.acc	призва́въ	4	0
призва́ти	v	part.past.act.short.m.sg.nom	призва́въ	6	0
призва́ти	v	part.past.pass.long.m.pl.nom	призва́ннїи	1	0
призва́ти	v	part.past.pass.long.m.sg.nom	при́званный	1	0
призва́ти	v	part.past.pass.short.m.pl.nom	при́звани	4	0
призва́ти	v	pres.1.sg	призовꙋ̀	9	0
призва́ти	v	pres.2.pl	призове́те	3	0
призва́ти	v	pres.2.pl	призоветѐ	1	0
призва́ти	v	pres.2.sg	призове́ши	4	0
призва́ти	v	pres.3.pl	призовꙋ́тъ	6	0
призва́ти	v	pres.3.sg	призове́тъ	15	0
призва́тисѧ	v	pres.3.pl	призовꙋ́тсѧ	1	0
призва́тисѧ	v	pres.3.sg	призове́тсѧ	4	0
призира́тель	n	nom.pl	призира́телїе	1	0
призира́ти	v	part.pres.act.long.m.sg.acc	призира́ющаго	1	0
призира́ти	v	pres.2.sg	призира́еши	1	0
призира́ти	v	pres.3.sg	призира́етъ	2	0
призна́ти	v	pres.3.sg	призна́етъ	1	0
призра́къ	n	ins.sg	призра́комъ	1	0
призрѣ́ніе	n	dat.sg	призрѣ́нїю	1	0
призрѣ́ти	v	aor.1.sg	призрѣ́хъ	3	0
призрѣ́ти	v	aor.2.pl	призрѣ́сте	1	0
призрѣ́ти	v	aor.3.sg	призрѣ̀	2	0
призрѣ́ти	v	inf	призрѣ́ти	5	0
призрѣ́ти	v	lpart.m.sg	призрѣ́лъ	2	0
призрѣ́ти	v	part.past.act.long.m.sg.nom	призрѣ́вый	1	0
призрѣ́ти	v	pres.1.sg	при́зрю	1	0
призрѣ́ти	v	pres.1.sg	призрю̀	2	0
призрѣ́ти	v	pres.2.sg	при́зриши	2	0
призрѣ́ти	v	pres.3.pl	при́зрѧтъ	1	0
призрѣ́ти	v	pres.3.sg	при́зритъ	2	0
призыва́ніе	n	gen.sg	призыва́нїѧ	1	0
призыва́ніе	n	loc.sg	призыва́нїи	1	0
призыва́ти	v	impf.3.pl	призыва́хꙋ	6	0
призыва́ти	v	impv.2.pl	призыва́йте	2	0
призыва́ти	v	inf	призыва́ти	15	0
призыва́ти	v	part.pres.act.long.f.sg.nom	призыва́ющаѧ	1	0
призыва́ти	v	part.pres.act.long.n.sg.nom	призыва́ѧй	1	0
призыва́ти	v	part.pres.act.short.m.sg.acc	призыва́ѧ	1	0
призыва́ти	v	pres.1.sg	призыва́ю	4	0
призыва́ти	v	pres.3.pl	призыва́ютъ	2	0
призыва́ти	v	pres.3.sg	призыва́етъ	7	0
призыва́тисѧ	v	pres.3.sg	призыва́етсѧ	2	0
прикаса́тисѧ	v	impf.3.pl	прикаса́хꙋсѧ	1	0
прикаса́тисѧ	v	impv.2.pl	прикаса́йтесѧ	5	0
прикаса́тисѧ	v	inf	прикаса́тисѧ	3	0
прикаса́тисѧ	v	part.pres.act.long.f.sg.nom	прикаса́ющаѧсѧ	1	0
прикаса́тисѧ	v	part.pres.act.long.m.sg.nom	прикаса́ѧйсѧ	2	0
прикаса́тисѧ	v	part.pres.act.short.f.sg.nom	прикаса́ющисѧ	1	0
прикаса́тисѧ	v	pres.2.pl	прикаса́етесѧ	2	0
прикаса́тисѧ	v	pres.3.pl	прикаса́ютсѧ	4	0
прикаса́тисѧ	v	pres.3.sg	прикаса́етсѧ	3	0
прикла́довати	v	inf	прикла́довати	1	0
приклони́ти	v	aor.1.sg	приклони́хъ	1	0
приклони́ти	v	aor.2.pl	приклони́сте	2	0
приклони́ти	v	aor.3.pl	приклони́ша	5	0
приклони́ти	v	pres.2.sg	приклони́ши	1	0
приклони́тисѧ	v	lpart.m.sg	приклони́лсѧ	1	0
приклони́тисѧ	v	pres.3.sg	приклони́тсѧ	2	0
приклонѧ́ти	v	pres.1.sg	приклонѧ́ю	1	0
приключа́тисѧ	v	pres.3.pl	приключа́ютсѧ	1	0
приключи́тисѧ	v	aor.3.pl	приключи́шасѧ	1	0
приключи́тисѧ	v	inf	приключи́тисѧ	1	0
приключи́тисѧ	v	part.past.act.long.m.sg.acc	приклю́чшагосѧ	1	0
приключи́тисѧ	v	part.past.act.short.m.sg.dat	приклю́чшꙋсѧ	1	0
приключи́тисѧ	v	pres.3.pl	приключа́тсѧ	2	0
приключи́тисѧ	v	pres.3.sg	приключи́тсѧ	2	0
прикоснове́ніе	n	ins.sg	прикоснове́нїемъ	1	0
прикоснꙋ́тисѧ	v	aor.1.sg	прикоснꙋ́хсѧ	1	0
