lemma	pos	cell	print	count	set_count
а҆́вва	n	nom.sg	а҆́вва	3	0
а҆́вель	n	acc.sg	а҆́велѧ	2	0
а҆́вель	n	dat.sg	а҆́велю	1	0
а҆́вель	n	gen.sg	а҆́велѧ	1	0
а҆́вель	n	nom.sg	а҆́вель	4	0
а҆́ггелъ	n	acc.du	а҆́ггєла	0	68
а҆́ггелъ	n	acc.pl	а҆́ггелъ	0	10
а҆́ггелъ	n	acc.pl	а҆́ггелы	5	7
а҆́ггелъ	n	acc.sg	а҆́ггєла	0	68
а҆́ггелъ	n	dat.pl	а҆́ггелѡмъ	12	0
а҆́ггелъ	n	dat.sg	а҆́ггєлꙋ	0	26
а҆́ггелъ	n	gen.du	а҆́ггєлꙋ	0	26
а҆́ггелъ	n	gen.pl	а҆́ггелъ	0	10
а҆́ггелъ	n	gen.pl	а҆́ггелѡвъ	3	0
а҆́ггелъ	n	gen.sg	а҆́ггєла	0	68
а҆́ггелъ	n	ins.pl	а҆́ггелы	0	7
а҆́ггелъ	n	ins.sg	а҆́ггеломъ	4	0
а҆́ггелъ	n	loc.du	а҆́ггєлꙋ	0	26
а҆́ггелъ	n	loc.pl	а҆́ггелѣхъ	1	0
а҆́ггелъ	n	nom.du	а҆́ггєла	0	68
а҆́ггелъ	n	nom.pl	а҆́ггели	9	0
а҆́ггелъ	n	nom.sg	а҆́ггелъ	52	10
а҆́гнецъ	n	acc.pl	а҆́гнцы	2	0
а҆́гнецъ	n	acc.pl	а҆́гнцєвъ	1	0
а҆́гнецъ	n	acc.sg	а҆́гнца	5	0
а҆́гнецъ	n	dat.pl	а҆́гнцємъ	13	0
а҆́гнецъ	n	dat.sg	а҆́гнцꙋ	10	0
а҆́гнецъ	n	gen.pl	а҆́гнцєвъ	18	0
а҆́гнецъ	n	gen.pl	а҆́гнєцъ	3	0
а҆́гнецъ	n	gen.sg	а҆́гнца	2	0
а҆́гнецъ	n	ins.pl	а҆́гнцы	1	0
а҆́гнецъ	n	ins.sg	а҆́гнцемъ	6	0
а҆́гнецъ	n	loc.pl	а҆́гнцахъ	1	0
а҆́гнецъ	n	nom.sg	а҆́гнецъ	12	0
а҆́гница	n	acc.sg	а҆́гницꙋ	5	0
а҆́гница	n	gen.pl	а҆́гницъ	15	0
а҆́гница	n	gen.sg	а҆́гницы	2	0
а҆́гница	n	ins.pl	а҆́гницами	1	0
а҆́гница	n	nom.sg	а҆́гница	1	0
а҆́гнчій	a	short.pos.f.sg.acc	а҆́гнчꙋ	1	0
а҆́гнчій	a	short.pos.m.sg.gen	а҆́гнча	2	0
а҆́дда	n	acc.sg	а҆́ддꙋ	1	0
а҆́дда	n	gen.sg	а҆́дды	1	0
а҆́дда	n	nom.sg	а҆́дда	1	0
а҆́дда	n	voc.sg	а҆́ддо	1	0
а҆́ддѡвъ	a	short.pos.m.sg.dat	а҆ддѡ́вꙋ	2	0
а҆́ддѡвъ	a	short.pos.m.sg.nom	а҆́ддѡвъ	2	0
а҆́довъ	a	short.pos.f.sg.gen	а҆́довы	1	0
а҆́довъ	a	short.pos.m.pl.nom	а҆́дѡвы	1	0
а҆́довъ	a	short.pos.n.sg.gen	а҆́дова	3	0
а҆́дъ	n	dat.sg	а҆́дꙋ	2	0
а҆́дъ	n	gen.sg	а҆́да	17	0
а҆́дъ	n	ins.sg	а҆́домъ	1	0
а҆́дъ	n	loc.sg	а҆́дѣ	18	0
а҆́дъ	n	voc.sg	а҆́де	2	0
а҆́еръ	n	dat.sg	а҆́ерꙋ	1	0
а҆́еръ	n	gen.sg	а҆́ера	1	0
а҆́еръ	n	nom.sg	а҆́еръ	1	0
а҆́за	n	gen.pl	а҆́зъ	13	0
а҆́зъ	pron	1.sg.acc	менѐ	3	0
а҆́зъ	pron	1.sg.gen	менѐ	10	0
а҆́зъ	pron	1.sg.gen	менє̀	345	0
а҆́зъ	pron	1.sg.ins	мно́ю	308	0
а҆́зъ	pron	1.sg.loc	мнѣ̀	96	0
а҆́зъ	pron	clit.1.sg.acc	мѧ̀	149	0
а҆́зъ	pron	clit.1.sg.dat	мѝ	708	0
а҆́лфа	n	nom.sg	а҆́лфа	4	0
а҆́лчный	a	long.pos.f.sg.gen	а҆́лчныѧ	1	0
а҆́лчный	a	short.pos.m.pl.nom	а҆́лчни	2	0
а҆́лчный	a	short.pos.m.sg.nom	а҆́лченъ	1	0
а҆́нна	n	acc.sg	а҆́ннꙋ	4	0
а҆́нна	n	gen.sg	а҆́нны	1	0
а҆́нна	n	nom.sg	а҆́нна	17	0
а҆́нѳраѯъ	n	gen.sg	а҆нѳра́ѯа	3	0
а҆́нѳраѯъ	n	ins.sg	а҆нѳра́ѯомъ	2	0
а҆́рава	n	acc.sg	а҆́равꙋ	3	0
а҆́рава	n	gen.sg	а҆́равы	2	0
а҆́рава	n	nom.sg	а҆́рава	3	0
а҆́рса	n	gen.sg	а҆́рсы	1	0
а҆́рій	n	ins.sg	а҆рі́емъ	1	0
а҆́са	n	acc.sg	а҆́сꙋ	1	0
а҆́са	n	gen.sg	а҆́сы	21	0
а҆́са	n	ins.sg	а҆́сою	3	0
а҆́са	n	nom.sg	а҆́са	27	0
а҆́синъ	a	short.pos.n.sg.gen	а҆́сина	2	0
а҆́сса	n	gen.sg	а҆́ссы	1	0
а҆́ссонъ	n	loc.sg	а҆́ссонѣ	1	0
а҆ала́рь	n	nom.sg	а҆ала́рь	1	0
а҆арѡ́новъ	a	short.pos.f.sg.nom	а҆арѡ́нова	1	0
а҆арѡ́новъ	a	short.pos.m.pl.nom	а҆арѡ́нѡвы	1	0
а҆арѡ́новъ	a	short.pos.m.sg.dat	а҆арѡ́новꙋ	2	0
а҆арѡ́новъ	a	short.pos.m.sg.nom	а҆арѡ́новъ	3	0
а҆арѡ́нъ	n	acc.sg	а҆арѡ́на	5	0
а҆арѡ́нъ	n	dat.sg	а҆арѡ́нꙋ	84	0
а҆арѡ́нъ	n	gen.sg	а҆арѡ́на	1	0
а҆арѡ́нъ	n	ins.sg	а҆арѡ́номъ	5	0
а҆арѡ́нъ	n	loc.sg	а҆арѡ́нѣ	1	0
а҆арѡ́нъ	n	nom.sg	а҆арѡ́нъ	125	0
а҆арѡ́нь	a	short.pos.f.du.acc	а҆арѡ̑ни	1	0
а҆арѡ́нь	a	short.pos.f.sg.acc	а҆арѡ́ню	1	0
а҆арѡ́нь	a	short.pos.m.pl.nom	а҆арѡ̑ни	20	0
а҆арѡ́нь	a	short.pos.n.sg.gen	а҆арѡ́нѧ	3	0
а҆ва́ддѡнъ	n	nom.sg	а҆ва́ддѡнъ	1	0
а҆ва́дъ	n	nom.sg	а҆ва́дъ	1	0
а҆ваді́а	n	nom.sg	а҆ваді́а	1	0
а҆вана̀	n	nom.sg	а҆вана̀	1	0
а҆вата́зъ	n	dat.sg	а҆вата́зꙋ	1	0
а҆ввакꙋ́мъ	n	dat.sg	а҆ввакꙋ́мꙋ	1	0
а҆ввакꙋ́мъ	n	nom.sg	а҆ввакꙋ́мъ	4	0
а҆ввама̀	n	nom.sg	а҆ввама̀	1	0
а҆вга́довъ	a	short.pos.m.pl.nom	а҆вга́дѡвы	1	0
а҆вдедо́мъ	n	dat.sg	а҆вдедо́мꙋ	3	0
а҆вдедо́мъ	n	nom.sg	а҆вдедо́мъ	7	0
а҆вдеи́левъ	a	short.pos.m.sg.dat	а҆вдеи́левꙋ	1	0
а҆вдемеле́хъ	n	dat.sg	а҆вдемеле́хꙋ	2	0
а҆вдемеле́хъ	n	nom.sg	а҆вдемеле́хъ	3	0
а҆вді́евъ	a	short.pos.m.sg.nom	а҆вді́евъ	3	0
а҆вді́инъ	a	short.pos.m.pl.nom	а҆вді̑ины	1	0
а҆вді́й	n	acc.sg	а҆вді́а	1	0
а҆вді́й	n	dat.sg	а҆вді́ю	3	0
а҆вді́й	n	nom.sg	а҆вді́й	8	0
а҆вдѡ́новъ	a	short.pos.m.sg.nom	а҆вдѡ́новъ	1	0
а҆вдѡ́нъ	n	dat.sg	а҆вдѡ́нꙋ	1	0
а҆вдѡ́нъ	n	nom.sg	а҆вдѡ́нъ	6	0
а҆ве́довъ	a	short.pos.m.sg.nom	а҆ве́довъ	5	0
а҆ве́дъ	n	nom.sg	а҆ве́дъ	1	0
а҆ве́ль	n	gen.sg	а҆ве́лѧ	2	0
а҆ве́ръ	n	nom.sg	а҆ве́ръ	2	0
а҆ве́сса	n	dat.sg	а҆ве́ссѣ	2	0
а҆ве́сса	n	gen.sg	а҆ве́ссы	3	0
а҆ве́сса	n	nom.sg	а҆ве́сса	16	0
а҆веди́ръ	n	nom.sg	а҆веди́ръ	1	0
а҆велмаі́нъ	n	gen.sg	а҆велмаі́на	1	0
а҆велмаꙋ́ла	n	nom.sg	а҆велмаꙋ́ла	2	0
а҆венезе́ръ	n	gen.sg	а҆венезе́ра	1	0
а҆венезе́ръ	n	loc.sg	а҆венезе́рѣ	1	0
а҆вени́ровъ	a	short.pos.m.sg.nom	а҆вени́ровъ	2	0
а҆вени́ръ	n	dat.sg	а҆вени́рꙋ	9	0
а҆вени́ръ	n	gen.sg	а҆вени́ра	1	0
а҆вени́ръ	n	ins.sg	а҆вени́ромъ	2	0
а҆вени́ръ	n	loc.sg	а҆вени́рѣ	2	0
а҆вени́ръ	n	nom.sg	а҆вени́ръ	34	0
а҆вени́ръ	n	voc.sg	а҆вени́ре	2	0
а҆весало́мъ	n	acc.du	а҆вессалѡ́ма	1	0
а҆весало́мъ	n	acc.pl	а҆вессалѡ́мъ	2	0
а҆весало́мъ	n	gen.sg	а҆вессалѡ́ма	1	0
а҆весало́мъ	n	ins.sg	а҆вессалѡ́момъ	5	0
а҆весало́мъ	n	loc.sg	а҆вессалѡ́мѣ	3	0
а҆весало́мъ	n	voc.sg	а҆вессалѡ́ме	6	0
а҆вессалѡ́мль	a	short.pos.f.sg.acc	а҆вессалѡ́млю	2	0
а҆вессалѡ́мль	a	short.pos.f.sg.nom	а҆вессалѡ́млѧ	3	0
а҆вессалѡ́мль	a	short.pos.m.pl.nom	а҆вессалѡ̑мли	1	0
а҆вессалѡ́мль	a	short.pos.n.sg.gen	а҆вессалѡ́млѧ	1	0
а҆вессалѡ́мовъ	a	short.pos.m.sg.nom	а҆вессалѡ́мовъ	1	0
а҆влазе́ръ	n	nom.sg	а҆влазе́ръ	1	0
а҆вра́мль	a	short.pos.f.sg.nom	а҆вра́млѧ	2	0
а҆вра́мль	a	short.pos.n.sg.gen	а҆вра́млѧ	1	0
а҆вра́мовъ	a	short.pos.m.pl.nom	а҆вра́мѡвы	1	0
а҆вра́мъ	n	acc.sg	а҆вра́ма	1	0
а҆вра́мъ	n	dat.sg	а҆вра́мꙋ	16	0
а҆вра́мъ	n	ins.sg	а҆вра́момъ	1	0
а҆вра́мъ	n	loc.sg	а҆вра́мѣ	1	0
а҆вра́мъ	n	nom.sg	а҆вра́мъ	32	0
а҆вра́мъ	n	voc.sg	а҆вра́ме	1	0
а҆враа́мль	a	short.pos.f.sg.acc	а҆враа́млю	1	0
а҆враа́мль	a	short.pos.m.pl.nom	а҆враа̑мли	1	0
а҆враа́мль	a	short.pos.m.sg.dat	а҆враа́млю	2	0
а҆враа́мль	a	short.pos.m.sg.gen	а҆враа́млѧ	2	0
а҆враа́мль	a	short.pos.m.sg.nom	а҆враа́мль	2	0
а҆враа́мль	a	short.pos.n.sg.acc	а҆враа́мле	2	0
а҆враа́мль	a	short.pos.n.sg.gen	а҆враа́млѧ	2	0
а҆враа́мовъ	a	short.pos.f.sg.gen	а҆враа́мовы	2	0
а҆враа́мовъ	a	short.pos.m.sg.nom	а҆враа́мовъ	9	0
а҆враа́мовъ	a	short.pos.n.sg.gen	а҆враа́мова	1	0
а҆враа́мъ	n	acc.sg	а҆враа́ма	4	0
а҆враа́мъ	n	dat.sg	а҆враа́мꙋ	57	0
а҆враа́мъ	n	gen.sg	а҆враа́ма	14	0
а҆враа́мъ	n	ins.sg	а҆враа́момъ	8	0
а҆враа́мъ	n	nom.sg	а҆враа́мъ	97	0
а҆враа́мъ	n	voc.sg	а҆враа́ме	6	0
а҆врѡ́нъ	n	loc.sg	а҆врѡ́нѣ	1	0
а҆ві́а	n	nom.sg	а҆ві́а	20	0
а҆ві́евъ	a	short.pos.m.pl.nom	а҆ві́євы	1	0
а҆віа̀	n	nom.sg	а҆вїа̀	1	0
а҆віа́ѳаровъ	a	short.pos.m.sg.nom	а҆вїа́ѳаровъ	2	0
а҆віа́ѳаровъ	a	short.pos.m.sg.nom	а҆вїаѳа́ровъ	1	0
а҆віа́ѳаръ	n	dat.sg	а҆вїа́ѳарꙋ	5	0
а҆віа́ѳаръ	n	dat.sg	а҆вїаѳа́рꙋ	2	0
а҆віа́ѳаръ	n	ins.sg	а҆вїа́ѳаромъ	1	0
а҆віа́ѳаръ	n	loc.sg	а҆вїаѳа́рѣ	1	0
а҆віа́ѳаръ	n	nom.sg	а҆вїа́ѳаръ	9	0
а҆віа́ѳаръ	n	nom.sg	а҆вїаѳа́ръ	2	0
а҆віаса́ръ	n	nom.sg	а҆вїаса́ръ	1	0
а҆віаѳа́рь	a	short.pos.m.sg.nom	а҆вїаѳа́рь	1	0
а҆віезе́ръ	n	nom.sg	а҆вїезе́ръ	4	0
а҆віи́ловъ	a	short.pos.m.sg.nom	а҆вїи́ловъ	1	0
а҆віꙋ́дъ	n	nom.sg	а҆вїꙋ́дъ	15	0
а҆вѡ́ръ	n	loc.sg	а҆вѡ́рѣ	2	0
а҆вꙋ́вовъ	a	short.pos.m.sg.nom	а҆вꙋ́вовъ	2	0
а҆вꙋ́ѳа	n	nom.sg	а҆вꙋ́ѳа	1	0
а҆вꙋсесе́й	n	nom.sg	а҆вꙋсесе́й	1	0
а҆га́вовъ	a	short.pos.m.pl.nom	а҆га́вѡвы	3	0
а҆га́гъ	n	dat.sg	а҆га́гꙋ	1	0
а҆га́гъ	n	nom.sg	а҆га́гъ	2	0
а҆га́рь	n	nom.sg	а҆́гарь	10	0
а҆га́рѧнинъ	n	ins.pl	а҆га̑рѧны	1	0
а҆га́рѧнинъ	n	nom.pl	а҆га́рѧне	1	0
а҆гава́евъ	a	short.pos.m.pl.nom	а҆гава́євы	1	0
а҆галлі́мъ	n	gen.sg	а҆галлі́ма	1	0
а҆гарі́нъ	a	short.pos.m.pl.nom	а҆га́рини	1	0
а҆гарі́нъ	a	short.pos.m.sg.nom	а҆гарі́нъ	1	0
а҆гарі́тинъ	a	short.pos.m.sg.nom	а҆гарі́тинъ	1	0
а҆гге́й	n	dat.sg	а҆гге́ю	3	0
а҆гге́й	n	nom.sg	а҆гге́й	5	0
а҆ггі́ѳа	n	gen.sg	а҆ггі́ѳы	1	0
а҆ггі́ѳинъ	a	short.pos.m.sg.nom	а҆ггі́ѳинъ	4	0
а҆гла́ѧ	n	gen.sg	а҆гла́и	1	0
а҆глѡ́нъ	n	dat.sg	а҆глѡ́нꙋ	1	0
а҆глѡ́нъ	n	nom.sg	а҆глѡ́нъ	1	0
а҆грава́евъ	a	short.pos.m.pl.nom	а҆грава́євы	1	0
а҆грі́ппа	n	dat.sg	а҆грі́ппѣ	1	0
а҆грі́ппа	n	nom.sg	а҆грі́ппа	5	0
а҆грі́ппа	n	voc.sg	а҆грі́ппо	6	0
а҆гхꙋ́съ	n	dat.sg	а҆гхꙋ́сꙋ	9	0
а҆гхꙋ́съ	n	ins.sg	а҆гхꙋ́сомъ	1	0
а҆гхꙋ́съ	n	nom.sg	а҆гхꙋ́съ	7	0
а҆гіа́евъ	a	short.pos.m.pl.nom	а҆гїа́євы	1	0
а҆да̀	n	acc.sg	а҆дꙋ̀	1	0
а҆да̀	n	gen.sg	а҆ды̀	2	0
а҆да̀	n	nom.sg	а҆да̀	4	0
а҆да́довъ	a	short.pos.m.sg.nom	а҆да́довъ	2	0
а҆да́евъ	a	short.pos.m.sg.nom	а҆да́евъ	1	0
а҆да́инъ	a	short.pos.m.sg.nom	а҆да́инъ	1	0
а҆да́й	n	dat.sg	а҆да́ю	2	0
а҆да́мовъ	a	short.pos.m.pl.acc	а҆да́мѡвы	1	0
а҆да́мовъ	a	short.pos.m.pl.nom	а҆да́мѡвы	1	0
а҆да́мовъ	a	short.pos.n.sg.acc	а҆да́мово	1	0
а҆да́мовъ	a	short.pos.n.sg.gen	а҆да́мова	1	0
а҆да́мъ	n	acc.sg	а҆да́ма	1	0
а҆да́мъ	n	dat.sg	а҆да́мꙋ	9	0
а҆да́мъ	n	gen.sg	а҆да́ма	4	0
а҆да́мъ	n	loc.sg	а҆да́мѣ	1	0
а҆да́мъ	n	voc.sg	а҆да́ме	2	0
а҆да́ръ	n	gen.sg	а҆да́ра	11	0
а҆да́съ	n	dat.sg	а҆да́сꙋ	1	0
а҆да́съ	n	gen.sg	а҆да́са	1	0
а҆дада̀	n	nom.sg	а҆дада̀	1	0
а҆дадезе́ръ	n	gen.sg	а҆дадезе́ра	1	0
а҆дадримо́нъ	n	gen.sg	а҆дадримо́на	1	0
а҆дама̀	n	acc.sg	а҆дамꙋ̀	1	0
а҆дама̀	n	gen.sg	а҆дамы̀	2	0
а҆дама̀	n	nom.sg	а҆дама̀	1	0
а҆дама́нскій	a	long.pos.m.sg.nom	а҆дама́нскїй	1	0
а҆дама́нтъ	n	gen.sg	а҆дама́нта	1	0
а҆даса̀	n	nom.sg	а҆даса̀	1	0
а҆даса́нь	a	short.pos.m.pl.nom	а҆даса̑ни	1	0
а҆даі́а	n	nom.sg	а҆да́їа	1	0
а҆даі́а	n	nom.sg	а҆даі́а	4	0
а҆даі́евъ	a	short.pos.m.sg.nom	а҆даі́евъ	1	0
а҆дда́й	n	dat.sg	а҆дда́ю	1	0
а҆дда́ръ	n	dat.sg	а҆дда́рꙋ	1	0
а҆дди́тѧнинъ	n	nom.sg	а҆дди́тѧнинъ	1	0
а҆ддꙋ́совъ	a	short.pos.m.pl.nom	а҆ддꙋ́сѡвы	1	0
а҆де́ровъ	a	short.pos.m.sg.dat	а҆де́ровꙋ	1	0
а҆де́ровъ	a	short.pos.m.sg.nom	а҆де́ровъ	17	0
а҆де́ръ	n	dat.sg	а҆де́рꙋ	3	0
а҆де́ръ	n	nom.sg	а҆де́ръ	10	0
а҆ди́нъ	a	short.pos.m.pl.gen	а҆ді́ныхъ	1	0
а҆до́дъ	n	loc.sg	а҆до́дѣ	1	0
а҆драаза́ровъ	a	short.pos.f.sg.acc	а҆драаза́ровꙋ	1	0
а҆драаза́ровъ	a	short.pos.f.sg.gen	а҆драаза́ровы	2	0
а҆драаза́ръ	n	dat.sg	а҆драаза́рꙋ	4	0
а҆драаза́ръ	n	nom.sg	а҆драаза́ръ	1	0
а҆драмеле́хъ	n	nom.sg	а҆драмеле́хъ	2	0
а҆драмѵ́тскій	a	long.pos.m.sg.acc	а҆драмѵ́тскїй	1	0
а҆дрі́а	n	nom.sg	а҆дрі́а	1	0
а҆дріи́лъ	n	dat.sg	а҆дрїи́лꙋ	1	0
а҆ді́а	n	nom.sg	а҆ді́а	1	0
а҆діа́мъ	n	nom.sg	а҆дїа́мъ	1	0
а҆дѡ́й	n	nom.sg	а҆дѡ́й	1	0
а҆дѡ́ніа	n	loc.sg	а҆дѡ́нїи	1	0
а҆дѡ́ніа	n	nom.sg	а҆дѡ́нїа	17	0
а҆дѡ́ніа	n	nom.sg	а҆дѡні́а	1	0
а҆дѡ́ра	n	acc.sg	а҆дѡ́рꙋ	1	0
а҆дꙋа́ръ	n	nom.sg	а҆дꙋа́ръ	1	0
а҆дꙋра́мъ	n	gen.sg	а҆дꙋра́ма	1	0
а҆ендѡ́ръ	n	loc.sg	а҆ендѡ́рѣ	2	0
а҆ермѡ́нскій	a	short.pos.f.sg.gen	а҆ермѡ́нски	1	0
а҆ермѡ́нъ	n	gen.sg	а҆ермѡ́на	2	0
а҆ермѡ́нъ	n	ins.sg	а҆ермѡ́номъ	1	0
а҆за́нъ	n	nom.sg	а҆за́нъ	1	0
а҆за́ріа	n	acc.sg	а҆зарі́ю	2	0
а҆за́ріа	n	ins.sg	а҆за́рїею	1	0
а҆за́ріа	n	nom.sg	а҆зарі́а	20	0
а҆заи́левъ	a	short.pos.m.sg.nom	а҆заи́левъ	1	0
а҆заи́левъ	a	short.pos.n.sg.gen	а҆заи́лева	1	0
а҆заи́лъ	n	dat.sg	а҆заи́лꙋ	3	0
а҆заи́лъ	n	ins.sg	а҆заи́ломъ	2	0
а҆заи́лъ	n	nom.sg	а҆заи́лъ	12	0
а҆замѡ́ѳовъ	a	short.pos.m.pl.nom	а҆замѡ́ѳѡвы	1	0
а҆зарі́инъ	a	short.pos.m.sg.nom	а҆зарі́инъ	1	0
а҆заріи́лъ	n	nom.sg	а҆зарїи́лъ	1	0
а҆зви́лъ	n	acc.sg	а҆зви́ла	1	0
а҆зга́дъ	n	nom.sg	а҆зга́дъ	1	0
а҆зе́нъ	n	dat.sg	а҆зе́нꙋ	1	0
а҆зе́ръ	n	nom.sg	а҆зе́ръ	1	0
а҆зи́къ	n	dat.sg	а҆зи́кꙋ	2	0
а҆зи́къ	n	gen.sg	а҆зи́ка	2	0
а҆зи́къ	n	loc.sg	а҆зи́кѣ	1	0
а҆зика̀	n	nom.sg	а҆зика̀	2	0
а҆змаве́тъ	n	nom.sg	а҆змаве́тъ	1	0
а҆змѡ́ѳовъ	a	short.pos.m.pl.nom	а҆змѡ́ѳѡвы	1	0
а҆змѡ́ѳъ	n	nom.sg	а҆змѡ́ѳъ	1	0
а҆зі́а	n	nom.sg	а҆зі́а	1	0
а҆зіи́левъ	a	short.pos.m.sg.nom	а҆зїи́левъ	1	0
а҆зѡ́ковъ	a	short.pos.m.pl.nom	а҆зѡ́кѡвы	1	0
а҆зѡ́ровъ	a	short.pos.m.sg.nom	а҆зѡ́ровъ	1	0
а҆зѡ́ръ	n	nom.sg	а҆зѡ́ръ	1	0
а҆зѡ́тскій	a	long.pos.m.pl.nom	а҆зѡ́тстїи	1	0
а҆зѡ́тскій	a	short.pos.m.pl.acc	а҆зѡ̑тски	1	0
а҆зѡ́тъ	n	acc.sg	а҆зѡ́тъ	1	0
а҆зѡ́тъ	n	dat.sg	а҆зѡ́тꙋ	1	0
а҆зѡ́тъ	n	gen.sg	а҆зѡ́та	5	0
а҆зѡ́тъ	n	loc.sg	а҆зѡ́тѣ	6	0
а҆зѡ́тіа	n	acc.sg	а҆зѡ́тїю	1	0
а҆зѡ́тѧнинъ	n	nom.pl	а҆зѡ́тѧне	1	0
а҆зꙋ́ва	n	acc.sg	а҆зꙋ́вꙋ	1	0
а҆зꙋ́ва	n	nom.sg	а҆зꙋ́ва	1	0
а҆зꙋ́зовъ	a	short.pos.m.sg.nom	а҆зꙋ́зовъ	1	0
а҆зꙋ́ръ	n	nom.sg	а҆зꙋ́ръ	2	0
а҆зꙋва̀	n	nom.sg	а҆зꙋва̀	2	0
а҆зꙋра́новъ	a	short.pos.m.pl.nom	а҆зꙋра́нѡвы	1	0
а҆иді́а	n	nom.sg	а҆иді́а	1	0
а҆иді́съ	n	nom.sg	а҆иді́съ	1	0
а҆ка́нъ	n	nom.sg	а҆ка́нъ	1	0
а҆каꙋ́мъ	n	nom.sg	а҆каꙋ́мъ	1	0
а҆ккарѡ́нскій	a	short.pos.m.sg.gen	а҆ккарѡ́нска	1	0
а҆ккарѡ́нъ	n	gen.sg	а҆ккарѡ́на	6	0
а҆ккарѡ́нъ	n	loc.sg	а҆ккарѡ́нѣ	3	0
а҆ккарѡні́тъ	n	dat.sg	а҆ккарѡні́тꙋ	1	0
а҆ккѡ́совъ	a	short.pos.m.pl.nom	а҆ккѡ́сѡвы	2	0
а҆ккѡ́съ	n	dat.sg	а҆ккѡ́сꙋ	1	0
а҆ккꙋ́вовъ	a	short.pos.m.pl.nom	а҆ккꙋ́вѡвы	1	0
а҆ккꙋ́совъ	a	short.pos.m.pl.nom	а҆ккꙋ́сѡвы	1	0
а҆ко́ръ	n	nom.sg	а҆ко́ръ	1	0
а҆краві́нь	a	short.pos.m.sg.gen	а҆краві́нѧ	1	0
а҆краві́нь	a	short.pos.n.sg.gen	а҆краві́нѧ	1	0
а҆крі́да	n	acc.sg	а҆крі́дꙋ	1	0
а҆крі́да	n	ins.pl	а҆крі́дами	1	0
а҆крі́да	n	nom.sg	а҆крі́да	1	0
а҆кі́мъ	n	nom.sg	а҆кі́мъ	1	0
а҆кѵ́ла	n	acc.sg	а҆кѵ́лꙋ	3	0
а҆кѵ́ла	n	nom.sg	а҆кѵ́ла	4	0
а҆кꙋ́вовъ	a	short.pos.m.pl.nom	а҆кꙋ́вѡвы	4	0
а҆кꙋ́въ	n	nom.sg	а҆кꙋ́въ	2	0
а҆кꙋ́мъ	n	nom.sg	а҆кꙋ́мъ	1	0
а҆кꙋа́евъ	a	short.pos.m.pl.nom	а҆кꙋа́євы	1	0
а҆кꙋфа́евъ	a	short.pos.m.pl.nom	а҆кꙋфа́євы	1	0
а҆ла́й	n	loc.sg	а҆ла́и	2	0
а҆ла́мъ	n	nom.sg	а҆ла́мъ	1	0
а҆лаѡ́ѳъ	n	nom.sg	а҆лаѡ́ѳъ	1	0
а҆ле́ктѡръ	n	nom.sg	а҆ле́ктѡръ	5	0
а҆лемі́съ	n	loc.pl	а҆лемі́сѣхъ	1	0
а҆леѯа́ндровъ	a	short.pos.f.sg.acc	а҆леѯа́ндровꙋ	1	0
а҆леѯа́ндровъ	a	short.pos.m.sg.dat	а҆леѯа́ндровꙋ	1	0
а҆леѯа́ндръ	n	acc.sg	а҆леѯа́ндра	1	0
а҆леѯа́ндръ	n	gen.sg	а҆леѯа́ндра	1	0
а҆леѯа́ндръ	n	ins.sg	а҆леѯа́ндромъ	1	0
а҆леѯа́ндрѧнинъ	n	nom.sg	а҆леѯа́ндрѧнинъ	1	0
а҆леѯандрі́йскій	a	long.pos.m.sg.loc	а҆леѯандрі́йстѣмъ	1	0
а҆леѯандрі́йскій	a	long.pos.n.sg.gen	а҆леѯандрі́йскагѡ	1	0
а҆лка́ти	v	inf	а҆лка́ти	1	0
а҆лка́ти	v	part.pres.act.long.f.sg.acc	а҆́лчꙋщꙋю	1	0
а҆лка́ти	v	part.pres.act.long.f.sg.gen	а҆́лчꙋщїѧ	1	0
а҆лка́ти	v	part.pres.act.long.f.sg.nom	а҆́лчꙋщаѧ	1	0
а҆лка́ти	v	part.pres.act.short.f.sg.acc	а҆́лчꙋщꙋ	1	0
а҆лка́ти	v	pres.3.sg	а҆́лчетъ	4	0
а҆лкі́мъ	n	acc.sg	а҆лкі́ма	1	0
а҆лкі́мъ	n	dat.sg	а҆лкі́мꙋ	2	0
а҆лкі́мъ	n	nom.sg	а҆лкі́мъ	10	0
а҆лли́лъ	n	dat.sg	а҆лли́лꙋ	1	0
а҆ллилꙋ́іа	n	nom.sg	а҆ллилꙋ́їа	6	0
а҆ллѡ́мовъ	a	short.pos.m.pl.nom	а҆ллѡ́мѡвы	1	0
а҆ллѡ́нъ	n	dat.sg	а҆ллѡ́нꙋ	1	0
а҆ллѡ́нъ	n	nom.sg	а҆ллѡ́нъ	1	0
а҆ллѡи́совъ	a	short.pos.m.sg.nom	а҆ллѡи́совъ	1	0
а҆лнаѳа́нъ	n	dat.sg	а҆лнаѳа́нꙋ	1	0
а҆лтане́й	n	nom.sg	а҆лтане́й	1	0
а҆лфе́евъ	a	short.pos.m.sg.nom	а҆лфе́евъ	1	0
а҆лфе́овъ	a	short.pos.m.sg.nom	а҆лфе́овъ	1	0
а҆ліа́дъ	n	nom.sg	а҆лїа́дъ	1	0
а҆лѡні́тскій	a	long.pos.m.sg.nom	а҆лѡні́тскїй	1	0
а҆ма́новъ	a	short.pos.f.sg.acc	а҆ма́новꙋ	1	0
