lemma_key	surface	count
христоборныи	хрїстобо́рнꙋю	1
христовъ	христово	1
христовъ	хрїсто́ва	5
христовъ	хрїсто́во	3
христовъ	хрїсто́вы	1
христовъ	хрїсто́вымъ	1
христовъ	хрїсто́вѣ	3
христовъ	хрїсто́вꙋ	1
христовъ	хрїстовѣ	1
христодулъ	хрїстодꙋ́ла	1
христолюбивецъ	хрїстолюби́вцѡвъ	1
христолюбивыи	хрїстолюби́вое	1
христолюбивыи	хрїстолюби́вомъ	1
христолюбивыи	хрїстолюби́выхъ	8
христолюбивыи	хрїстолюби̑вымъ	1
христона	хрїсто́ны	1
христосъ	христа́	1
христосъ	хрїста̀	11
христосъ	хрїста́	18
христосъ	хрїсте́	2
христосъ	хрїсто́въ	1
христосъ	хрїсто́мъ	4
христосъ	хрїсто́съ	6
христосъ	хрїстѣ́	7
христосъ	хрїстꙋ	1
христосъ	хрїстꙋ̀	4
христосъ	хрїстꙋ́	2
христофоръ	хрїстофо́ра	11
христофоръ	хрїстофо́ре	9
христофоръ	хрїстофо́ръ	3
хрѵсолиѳъ	хрѷсо́лїѳъ	1
ѳалъ	ѳалі̀	1
ѳасириа	ѳасїрі́ею	1
ѳеманитидиискии	ѳеманїтїді́йскїѧ	1
ѳемистоклеи	ѳемїстокле́й	1
ѳеопистиа	ѳеопїсті́а	1
ѳеофиловъ	ѳео́фїлово	1
ѳеофилъ	ѳео́фїла	23
ѳеофилъ	ѳео́фїле	5
ѳеофилъ	ѳео́фїлъ	10
ѳеофилъ	ѳео́фїлѣ	2
ѳеофилъ	ѳео́фїлꙋ	4
ѳессалоникиа	ѳессалонїкі́а	3
ѳессалоникиа	ѳессалонїкі́и	3
ѳессалоникианинъ	ѳессалонїкі́ане	1
ѳифаилъ	ѳїфаи́лъ	1
ѳолмъ	ѳолмі̀	1
ѳосаинъ	ѳѡса́їнъ	1
