lemma_key	surface	count
авигеа	а҆вїге́а	12
авигеа	а҆вїге́и	7
авигеа	а҆вїге́ю	1
авида	а҆вїда̀	2
авиданъ	а҆вїда́на	1
авиданъ	а҆вїда́нъ	4
авилиниа	а҆вїлині́ею	1
авимаилъ	а҆вїмаи́ла	1
авимеилъ	а҆вїмеи́ла	1
авимелеховъ	а҆вїмеле́ховымъ	1
авимелеховъ	а҆вїмеле́ховꙋ	1
авимелеховъ	а҆вїмеле́хѡвы	1
авимелехъ	а҆вїмеле́сѣ	2
авимелехъ	а҆вїмеле́ха	19
авимелехъ	а҆вїмеле́ховъ	1
авимелехъ	а҆вїмеле́хомъ	1
авимелехъ	а҆вїмеле́хъ	41
авимелехъ	а҆вїмеле́хꙋ	14
авинеемль	а҆вїнее́мль	2
авинеемль	а҆вїнее́млѧ	1
авинеемовъ	а҆вїнее́мовъ	1
авиронъ	а҆вїрѡ́на	2
авиронъ	а҆вїрѡ́нъ	3
авиронъ	а҆вїрѡ́нѣ	3
авиронъ	а҆вїрѡ́нꙋ	2
авиронь	а҆вїрѡ́нѧ	1
ависага	а҆вїса́ги	1
ависага	а҆вїса́гъ	1
ависага	а҆вїса́гꙋ	3
ависафъ	а҆вїса́фъ	1
ависеевъ	а҆вїсе́ева	1
ависуевъ	а҆вїсꙋ́ева	1
ависуи	а҆вїсꙋ́й	1
ависумовъ	а҆вїсꙋ́мовъ	1
ависуровъ	а҆вїсꙋ́рове	1
ависуръ	а҆вїсꙋ́ръ	1
авитала	а҆вїта́лы	2
авихаилъ	а҆вїхаи́ла	1
авихеовъ	а҆вїхе́овъ	1
агрикополь	а҆грїкопо́лѧ	1
ада	а҆дамі̀	1
адида	а҆дїдꙋ̀	1
адина	а҆дїна̀	1
адинонъ	а҆дїнѡ́нъ	1
адинуевъ	а҆дїнꙋ́євы	1
адонивезекъ	а҆дѡнївезе́ка	1
адонивезекъ	а҆дѡнївезе́къ	4
адоникамль	а҆дѡнїка́млихъ	1
адоникамль	а҆дѡнїка̑мли	1
адоникамовъ	а҆дѡнїка́мовыхъ	1
адоникамовъ	а҆дѡнїка́мѡвы	2
адонирамъ	а҆дѡнїра́ма	2
адонирамъ	а҆дѡнїра́мъ	3
аиа	а҆їѐ	1
аиламъ	а҆їла́мъ	2
аилеѵъ	а҆їле́ѵъ	1
аилонъ	а҆їлѡ́нъ	1
аинонъ	а҆їнѡ́на	1
аинъ	а҆́їнъ	4
аиѳалъ	а҆їѳа́ла	1
аиѳалъ	а҆їѳа́ле	4
аиѳалъ	а҆їѳа́лъ	6
аиѳалъ	а҆їѳала̀	10
акаѳистовъ	а҆ка́ѳїстово	1
акаѳистовъ	а҆ка́ѳїстовꙋ	1
акаѳистъ	а҆ка́ѳїста	67
акаѳистъ	а҆ка́ѳїстовъ	2
акаѳистъ	а҆ка́ѳїстомъ	1
акаѳистъ	а҆ка́ѳїстъ	5
акиндѵнъ	а҆кїндѵ́на	16
акиндѵнъ	а҆кїндѵ́не	2
акиндѵнъ	а҆кїндѵ́нъ	1
акифаевъ	а҆кїфа́євы	1
акиѳоновъ	а҆кїѳѡ́нова	1
акростихисъ	а҆крості́хїсъ	1
аликарнасъ	а҆лїкарна́съ	1
алимазонѧнинъ	а҆лїмазо́нѧне	1
аманитида	а҆мані́тїдꙋ	1
аминадавль	а҆мїнада́вли	1
аминадавль	а҆мїнада́вль	5
аминадавль	а҆мїнада́влѧ	5
аминадавль	а҆мїнада̑вли	1
аминадавовъ	а҆мїнада́вова	1
аминадавовъ	а҆мїнада́вовꙋ	1
аминадавъ	а҆мїнада́ва	12
аминадавъ	а҆мїнада́вовъ	1
аминадавъ	а҆мїнада́въ	6
амисадаевъ	а҆мїсада́евъ	2
амисадаинъ	а҆мїсада́ина	1
амисадаинъ	а҆мїсада́инъ	2
амитала	а҆мїта́ла	2
амитала	а҆мїта́лъ	1
амиталь	а҆мїта́ль	1
амитовъ	а҆мїто́ва	1
амфилохии	а҆мфїло́хїа	16
амфилохии	а҆мфїло́хїе	9
амфилохии	а҆мфїло́хїемъ	1
амфилохии	а҆мфїло́хїй	2
амфилохии	а҆мфїло́хїѧ	2
амфиполь	а҆мфїпо́ль	1
аникита	а҆нїки́та	1
аникита	а҆нїки́то	6
аникита	а҆нїки́тъ	1
аникита	а҆нїки́ты	10
аникита	а҆нїки́тꙋ	1
анимаида	а҆нїмаі́да	1
анимаиса	а҆нїмаи́сы	1
анимаиса	а҆нїмаі́са	1
антидорныи	а҆нтїдѡ́рное	1
антидорныи	а҆нтїдѡ́рнымъ	2
антиливанъ	а҆нтїлїва́на	1
антиливанъ	а҆нтїлїва́нъ	3
антиливанъ	а҆нтїлїва́нѣ	2
антиминсныи	а҆нтїми́нсною	3
антиминсныи	а҆нтїми́нснꙋю	1
антиминсъ	антїми́нсъ	2
антиминсъ	а҆нті́мїнсъ	1
антиминсъ	а҆нтїми́нса	4
антиминсъ	а҆нтїми́нсомъ	1
антиминсъ	а҆нтїми́нсъ	19
антиминсъ	а҆нтїми́нсы	2
антиминсъ	а҆нтїми́нсѡвъ	1
антиминсъ	а҆нтїми́нсѣ	5
антиминсъ	а҆нтїми́нсꙋ	1
антипасха	а҆нтїпа́схи	14
антипатрида	а҆нтїпатрі́дꙋ	1
антипатръ	а҆нтїпа́тра	1
антипатръ	а҆нтїпа́тръ	1
антифонъ	а҆нтїфѡ́на	12
антифонъ	а҆нтїфѡ́нъ	694
антифонъ	а҆нтїфѡ́ны	39
антифонъ	а҆нтїфѡ́нѡвъ	5
антифонъ	а҆нтїфѡ́нѣ	22
антифонъ	а҆нтїфѡ́нѣхъ	1
антифонъ	а҆нтїфѡ́нꙋ	2
антихристовъ	а҆нті́хрїстовы	1
антихристъ	а҆нті́хрїсти	1
антихристъ	а҆нті́хрїстовъ	1
антихристъ	а҆нті́хрїстъ	3
аписъ	а҆́пїсъ	1
апокалѵѱисъ	а҆пока́лѷѱїсꙋ	1
аполлинарианинъ	а҆поллїнарїа́ны	1
аполлинарии	а҆поллїна́рїа	1
аполлинарии	а҆поллїна́рїй	3
аримаѳеа	а҆рїмаѳе́а	3
арисоѳъ	а҆рїсѡ́ѳа	1
арисоѳъ	а҆рїсѡ́ѳѣ	1
аристархъ	а҆рїста́рха	1
аристархъ	а҆рїста́рхъ	3
аристархъ	а҆рїста́рхꙋ	1
аристионъ	а҆рїстїѡ́нъ	1
аристовулъ	а҆рїстовꙋ́ла	1
аристовулъ	а҆рїстовꙋ́лꙋ	1
аристоклии	а҆рїстоклі́й	1
арсиноа	а҆рсїно́а	1
арсиноа	а҆рсїно́ю	1
арсифуриѳовъ	а҆рсїфꙋрі́ѳѡвы	1
аруфинъ	а҆рꙋ́фїнъ	1
архидиаконъ	а҆рхїдїа́кона	26
архидиаконъ	а҆рхїдїа́кономъ	2
архидиаконъ	а҆рхїдїа́конъ	2
архидиаконъ	а҆рхїдїа́конꙋ	1
архиереи	архиерей	1
архилии	а҆рхїлі́й	1
архимагиръ	а҆рхїмагі́ра	1
архимагиръ	а҆рхїмагі́ровъ	1
архимагиръ	а҆рхїмагі́ромъ	1
архимагиръ	а҆рхїмагі́ръ	16
архимагиръ	а҆рхїмагі́рꙋ	2
архимандритъ	а҆рхїмандрі́та	26
архимандритъ	а҆рхїмандрі́тѡвъ	1
архимандритъ	а҆рхїмандрі́тѣ	2
архимандритъ	а҆рхїмандрі́тꙋ	1
архипастырскии	а҆рхїпа́стырски	1
архипастырскии	а҆рхїпа́стырскїй	1
архипастырь	а҆рхїпа́стыремъ	2
архипастырь	а҆рхїпа́стырь	1
архипастырь	а҆рхїпа́стырємъ	1
архипастырь	а҆рхїпа́стырїе	1
архипастырь	а҆рхїпа́стырѧ	6
архистратигъ	а҆рхїстрати́гъ	3
архистратигъ	а҆рхїстрати́гꙋ	1
архисѵнагоговъ	а҆рхїсѷнагѡ́говъ	1
архисѵнагогъ	а҆рхїсѷнагѡ́га	2
архисѵнагогъ	а҆рхїсѷнагѡ́гови	1
архисѵнагогъ	а҆рхїсѷнагѡ̑гъ	1
архитектонство	а҆рхїте́ктонствомъ	1
архитектонство	а҆рхїтектѡ́нствомъ	1
архитектонствовати	а҆рхїтекто́нствовати	2
архитектонъ	а҆рхїте́ктона	1
архитектонъ	а҆рхїте́ктонꙋ	1
архитектонъ	а҆рхїте́ктѡнъ	2
архитриклинъ	а҆рхїтриклі́нови	1
архитриклинъ	а҆рхїтриклі́нъ	2
архитриклинъ	а҆рхїтрїкли́нови	1
архитриклинъ	а҆рхїтрїкли́нъ	2
архитриклинъ	а҆рхїтрїклі́нови	1
архитриклинъ	а҆рхїтрїклі́нъ	2
аселисиль	а҆селїси́ль	1
асивиа	а҆сїві́а	1
асидеи	а҆сїде́є	2
асимаѳъ	а҆сїма́ѳъ	1
асифаевъ	а҆сїфа́євы	1
асклипиодота	а҆склїпїодо́тъ	1
аспидныи	а҆́спїденъ	1
аспидныи	а҆́спїднꙋю	2
аспидовъ	а҆́спїдова	1
аспидскии	а҆́спїдска	1
аспидскии	а҆́спїдскихъ	1
аспидъ	а҆́спїды	1
аспидъ	а҆́спїдѡвъ	6
ассалимоѳъ	а҆ссалїмѡ́ѳъ	1
ассаримоѳъ	а҆ссарїмѡ́ѳа	1
астароѳинъ	а҆старѡ́ѳїнъ	1
атифаевъ	а҆тїфа́євы	1
афелонинъ	а҆фело́нїнъ	1
африканскии	а҆фрїка́нскїй	1
африканъ	а҆фрїка́на	1
африканъ	а҆фрїка́нъ	3
африкиискии	а҆фрїкі́йскꙋю	1
ахаиковъ	а҆ха́їковѣ	1
ахаикъ	а҆ха́їка	1
ахаикъ	а҆ха́їкомъ	1
ахаикъ	а҆ха́їкъ	2
ахикамль	а҆хїка́мль	1
ахикамль	а҆хїка́млѧ	2
ахикамовъ	а҆хїка́мова	2
ахикамовъ	а҆хїка́мовымъ	1
ахикамовъ	а҆хїка́мовꙋ	4
ахикамъ	а҆хїка́ма	1
ахикамъ	а҆хїка́мъ	1
ахикамъ	а҆хїка́мꙋ	2
ахилудовъ	а҆хїлꙋ́довъ	3
ахилуѳовъ	а҆хїлꙋ́ѳовъ	2
ахима	а҆хїма̀	1
ахимаасовъ	а҆хїмаа́сова	1
ахимаасъ	а҆хїмаа́са	2
ахимаасъ	а҆хїмаа́съ	13
ахиманъ	а҆хїма́на	1
ахиманъ	а҆хїма́нъ	1
ахимеа	а҆хїме́а	1
ахимелехъ	а҆хїме́лехъ	1
ахимелехъ	а҆хїмеле́хомъ	2
ахимелехъ	а҆хїмеле́хъ	1
ахинаама	а҆хїнаа́мъ	3
ахинаама	а҆хїнаа́мы	2
ахинаама	а҆хїнаа́мꙋ	1
ахинадавъ	а҆хїнада́въ	1
ахиноома	а҆хїноо́ма	1
ахиреи	а҆хїре́а	1
ахиреи	а҆хїре́й	4
ахисама	а҆хїсама̀	1
ахисамаховъ	а҆хїсама́хова	1
ахисамаховъ	а҆хїсама́ховъ	1
ахисамаховъ	а҆хїсама́ховꙋ	1
ахисаръ	а҆хїса́ръ	1
ахитовль	а҆хїтѡ́влѧ	1
ахитовъ	а҆хїтѡ́ва	3
ахитовъ	а҆хїтѡ́въ	4
ахитофелевъ	а҆хїтофе́лева	1
ахитофелевъ	а҆хїтофе́левъ	5
ахитофелъ	а҆хїтофе́ла	2
ахитофелъ	а҆хїтофе́лъ	10
ахитофелъ	а҆хїтофе́лѣ	1
ахитофелъ	а҆хїтофе́лꙋ	1
аѱинѳосъ	а҆́ѱїнѳосъ	1
аѳинеискии	а҆ѳїнє́йскаѧ	2
аѳинимъ	а҆ѳїні́мѡмъ	1
аѵранитида	а҆ѵранїті́дою	1
аѵранитидскии	а҆ѵранїті́дскихъ	1
аѵситидиискии	а҆ѵсїтїді́йскїѧ	1
аѵситидиискии	а҆ѵсїтїді́йстѣй	2
аѵситидитѧнинъ	а҆ѵсїтїді́тѧнинъ	1
аѵситидскии	а҆ѵсі́тїдскагѡ	1
благословение	благословению	2
ваалимаѳъ	ваалїма́ѳъ	1
ваинакъ	ваїна́ка	1
вартимеи	вартїме́и	1
вартимеи	вартїме́й	1
васаллимоѳовъ	васаллїмѡ́ѳовъ	1
васанитида	васані́тїда	1
васанитида	васані́тїды	1
васанитида	васані́тїдѣ	6
васанитида	васані́тїдꙋ	1
васанитидскии	васанїті́дстїи	1
васанитидскии	васанїті̑дскїѧ	1
василидъ	васїлі́да	1
василидъ	васїлі́дъ	2
василискъ	васїлі́ска	1
василисса	васїлі́сса	1
василько	васїлька́ми	1
василько	васїлько̀	1
василько	васїлько́мъ	1
василько	васїлькѝ	2
ваѳиримъ	ваѳїрі́ма	1
вектилеѳъ	вектїле́ѳа	1
вектилеѳъ	вектїле́ѳъ	1
велиса	велїса̀	1
верникиа	вернїкі́а	2
верникиа	вернїкі́и	1
верникиинъ	вернїкі́ино	1
веѳмаримоѳъ	веѳмарїмѡ́ѳѣ	1
вивианъ	вївїа́не	1
вивианъ	вївїа́нъ	1
вивлиискии	вївлі́йстїи	1
викентии	вїке́нтїа	8
викентии	вїке́нтїе	1
викентии	вїке́нтїй	3
викентии	вїке́нтїѧ	1
викторинъ	вїкторі́нъ	1
вина	ві́нъ	1
вина	ві́ны	1
вина	вїна̀	118
вина	вїно̀	109
вина	вїно́	4
вина	вїнѣ̀	9
вина	вїнꙋ̀	3
винарскии	вїна́рска	4
винарскии	вїна́рско	1
винарскии	вїна́рскъ	4
винарь	вїнаре́ви	1
вино	вїно́мъ	23
виноградарь	вїногра́дарїе	1
виноградникъ	вїногра́дника	1
виноградныи	вїногра́днаѧ	3
виноградныи	вїногра́дными	1
виноградныи	вїногра́дныхъ	2
виноградныи	вїногра́днѣй	1
виноградныи	вїногра́днѣмъ	1
виноградъ	вїногра́да	39
виноградъ	вїногра́де	1
виноградъ	вїногра́ди	3
виноградъ	вїногра́домъ	3
виноградъ	вїногра́дъ	75
виноградъ	вїногра́ды	34
виноградъ	вїногра́дѡвъ	8
виноградъ	вїногра́дѣ	7
виноградъ	вїногра́дѣхъ	4
виноградъ	вїногра́дꙋ	4
винопиица	вїнопі́йца	3
винопитие	вїнопи́тїемъ	5
виносотворенныи	вїносотворе́нное	1
виночерпецъ	вїноче́рпцы	2
виночерпица	вїночє́рпицы	1
виночерпчии	вїноче́рпчїй	2
виночерпчии	вїночє́рпчїѧ	1
вириладъ	вирїла́дъ	1
виринеи	вирїне́а	1
вироѳинъ	вирѡ́ѳїнъ	1
високосъ	вїсоко́съ	35
виталии	вїта́лїй	1
виталлии	вїта́ллїй	1
виѳсимоѳъ	виѳсїмѡ́ѳꙋ	1
виѳсимуѳъ	виѳсїмꙋ́ѳъ	1
виѳѵниа	вїѳѷні́и	1
виѳѵниа	вїѳѷні́ю	1
владимировъ	влади́мїрова	1
владимировъ	влади́мїровой	1
владимирскии	влади́мїрскагѡ	16
владимирскии	влади́мїрскаѧ	3
владимирскии	влади́мїрскихъ	8
владимирскии	влади́мїрскомꙋ	1
владимирскии	влади́мїрскїѧ	22
владимирскии	влади́мїрскꙋю	2
владимиръ	влади́мїра	46
владимиръ	влади́мїре	15
владимиръ	влади́мїромъ	1
владимиръ	влади́мїръ	11
владимиръ	влади́мїрѣ	1
владимиръ	влади́мїрꙋ	9
вонифатии	вонїфа́тїа	5
вонифатии	вонїфа́тїе	13
вонифатии	вонїфа́тїй	1
вопиѧти	вопию́щи	1
вѵссонъ	вїссо́нъ	1
гаидадъ	гаїда́дъ	2
гаисавимъ	гаїсаві́мъ	1
галаадитида	галааді́тїдою	1
галаадитида	галааді́тїды	2
галаадитида	галааді́тїдѣ	4
галаадитида	галааді́тїдꙋ	3
галаадитиискии	галаадїті́йстѣмъ	1
галаадититскии	галаадїті́тскагѡ	2
галикъ	га́лїкъ	1
галилеа	галїле́а	4
галилеа	галїле́ею	2
галилеа	галїле́и	41
галилеа	галїле́ю	21
галилеанинъ	галїле́ане	3
галилеанинъ	галїле́анинъ	4
галилеанинъ	галїле́анъ	1
галилеи	галїле́ехъ	1
галилеискии	галїле́йска	1
галилеискии	галїле́йскагѡ	1
галилеискии	галїле́йскимъ	1
галилеискии	галїле́йскихъ	1
галилеискии	галїле́йско	1
галилеискии	галїле́йское	1
галилеискии	галїле́йскїй	2
галилеискии	галїле́йскїѧ	3
галилеискии	галїле́йскꙋ	1
галилеискии	галїле́йскꙋю	1
галилеискии	галїле́йстїи	1
галилеискии	галїле́йстѣй	2
галилеискии	галїле́йстѣмъ	2
галилеискии	галїлє́йскимъ	1
галилеискии	галїлє́йскїѧ	1
галилоѳъ	галїлѡ́ѳъ	2
галилоѳъ	галїлѡ́ѳѣ	1
галисиискии	галїсі́йстѣй	5
гаризинъ	гарїзі́нъ	4
гаризинъ	гарїзі́нѣ	2
геникъ	ге́нїка	1
герасимъ	гера́сїма	16
герасимъ	гера́сїме	16
герасимъ	гера́сїмомъ	1
герасимъ	гера́сїмъ	1
герасимъ	гера́сїмꙋ	1
гесуръ	гесꙋрі̀	4
геѳсимани	геѳсїманѝ	1
геѳсиманиа	геѳсїма́нїа	1
геѳсиманиа	геѳсїма́нїе	1
геѳсиманиа	геѳсїма́нїи	3
геѳсиманиа	геѳсїма́нїю	2
геѳсиманиа	геѳсїмані́и	1
геѳсиманиискии	геѳсїмані́йстѣй	6
гивимъ	гїви́мѣ	1
гигантии	гїга́нтїа	2
гигантии	гїга́нтїй	1
гигантовъ	гїга́нтѡвы	2
гигантъ	гїга́нтѡвъ	1
гигель	гїге́ль	1
голиндуха	голїндꙋ́ха	1
гоѵнъ	гѡѵ́нї	1
даниданъ	данїда́нъ	1
даниилъ	данїі́лѣ	1
двоирмосныи	двоїрмо́сенъ	6
двоирмосныи	двоїрмо́сны	1
диаконскии	диаконски	1
дивонь	дївѡ́нѧ	1
дидрахма	дїдра́хма	4
дидрахма	дїдра́хмъ	18
дидрахма	дїдра́хмы	2
дидрахма	дїдра́хмѣ	1
дидрахма	дїдра̑хмы	1
дидѵмъ	дїдѵ́мъ	1
дикирии	дїки́рїй	1
дикирии	дїки́рїѧ	1
димонъ	дїмѡ́на	1
димонъ	дїмѡна̀	1
димонь	дїмѡ́нѧ	1
динарь	дїна́рь	1
динарь	дїнарѧ̀	1
динеи	дїне́є	1
дисидерии	дисїде́рїа	3
дисидерии	дисїде́рїй	1
дисидерии	дїсїде́рїй	1
догматикъ	догма́тїкъ	32
досиѳеи	досїѳе́емъ	1
досиѳеи	досїѳе́й	4
дримѵловъ	дрїмѵ́ловъ	1
еддинусъ	є҆ддїнꙋ́съ	1
едифалаѳъ	є҆дїфала́ѳъ	1
езрикамовъ	є҆зрїка́мова	1
езрикамъ	є҆зрїка́ма	2
езрикамъ	є҆зрїка́мъ	3
екдикъ	є҆́кдїкъ	2
еливама	є҆лївама̀	2
еликонида	є҆лїконі́да	1
елимелеховъ	є҆лїмеле́хова	2
елимелеховъ	є҆лїмеле́хѡва	1
елимелехъ	є҆лїме́лехъ	1
елимелехъ	є҆лїмеле́ха	1
елимелехъ	є҆лїмеле́хъ	2
елиса	є҆лїса̀	4
елиса	є҆лїса́ма	2
елиса	є҆лїса́мъ	2
елиса	є҆лїсама̀	9
елисавета	є҆лїсаве́тъ	7
елисавета	є҆лїсаве́тꙋ	1
елисаветинъ	є҆лїсаве́тино	5
елисаветинъ	є҆лїсаве́тиною	1
елисаветь	є҆лїсаве́ти	1
елисаветь	є҆лїсаве́ть	1
елисавеѳа	є҆лїсаве́ѳа	1
елисавъ	є҆лїса́въ	1
елисама	є҆лїса́мы	1
елисама	є҆лїсамы̀	1
елисамль	є҆лїса́млѧ	1
елисамовъ	є҆лїса́мова	1
елисафа	є҆лїса́фа	1
елисафа	є҆лїса́фъ	5
елисафанъ	є҆лїсафа́на	2
елисафанъ	є҆лїсафа́нъ	3
елисафань	є҆лїсафа́нихъ	2
елисимъ	є҆лїсі́мъ	1
елиссеевъ	є҆лїссе́ева	2
елиссеевъ	є҆лїссе́евъ	1
елиссеевъ	є҆лїссе́евꙋ	4
елиссеи	є҆лїссе́а	5
елиссеи	є҆лїссе́еви	1
елиссеи	є҆лїссе́и	4
елиссеи	є҆лїссе́й	73
елиссеи	є҆лїссе́ю	13
елиссеовъ	є҆лїссе́овѣ	1
елиссеовъ	є҆лїссе́ѡвымъ	1
елисувовъ	є҆лїсꙋ́вова	1
елисувъ	є҆лїсꙋ́въ	1
елисуевъ	є҆лїсꙋ́ева	1
елисуи	є҆лїсꙋ́е	1
елисуи	є҆лїсꙋ́й	1
елисуръ	є҆лїсꙋ́ра	1
елисуръ	є҆лїсꙋ́ръ	4
елифаадовъ	є҆лїфаа́дѡвы	1
елифаадъ	є҆лїфаа́да	1
елифааѳъ	є҆лїфаа́ѳъ	2
елифазовъ	є҆лїфа́зова	1
елифазовъ	є҆лїфа́зѡвы	1
елифазъ	є҆лїфа́зъ	7
елифазъ	є҆лїфа́зꙋ	1
елифала	є҆лїфала̀	3
елифалатъ	є҆лїфала́тъ	1
елифалаѳъ	є҆лїфала́ѳъ	3
елифалетъ	є҆лїфале́тъ	4
елифасъ	є҆лїфа́са	4
елифасъ	є҆лїфа́съ	2
елифасъ	є҆лїфа́сꙋ	2
елпидифоръ	є҆лпїдифо́ра	1
елпидифоръ	є҆лпїдїфо́ра	10
елпидифоръ	є҆лпїдїфо́ре	2
елпидифоръ	є҆лпїдїфо́ръ	1
емилианъ	є҆мїлїа́на	20
емилианъ	є҆мїлїа́не	15
емилианъ	є҆мїлїа́нъ	3
епиктетъ	є҆пїкте́тъ	1
епикурскии	є҆пїкꙋ́рское	1
епикуръ	є҆пїкꙋ́ръ	1
епимахъ	є҆пїма́ха	10
епимахъ	є҆пїма́хъ	15
епимахъ	є҆пїма́ше	2
епистима	є҆пїсти́ма	1
епистима	є҆пїсти́мы	1
епистимиа	є҆пїсти́ми	3
епистимиа	є҆пїсти́мїе	3
епистимиа	є҆пїсти́мїею	3
епистимиа	є҆пїсти́мїи	2
епистолиа	є҆пїсто́лїи	7
епистолиа	є҆пїсто́лїй	1
епистолиа	є҆пїсто́лїю	2
епистолиа	є҆пїстѡ́лїи	9
епитимиа	є҆пїтїмїа́хъ	1
епитрахилии	є҆пїтрахи́лїи	2
епитрахилии	є҆пїтрахи́лїй	12
епитрахилии	є҆пїтрахі́лїй	1
епитрахиль	єпїтрахи́ль	1
епитрахиль	є҆пїтрахи́ли	1
епитрахиль	є҆пїтрахи́ль	18
епитрахиль	є҆пїтрахи́лѧ	1
епифании	є҆пїфа́нїа	23
епифании	є҆пїфа́нїе	11
епифании	є҆пїфа́нїемъ	2
епифании	є҆пїфа́нїй	6
епифании	є҆пїфа́нїѧ	1
епифанъ	є҆пїфа́на	1
епифанъ	є҆пїфа́нъ	4
епифанъ	є҆пїфа́нꙋ	1
епихариа	є҆пїха́рїа	1
еретикъ	є҆реті́къ	3
еретикъ	є҆ретїка̀	1
еретическии	єрети́ческаѧ	1
еримоѳъ	є҆рїмѡ́ѳъ	1
ерминиггелдъ	є҆рмїнїгге́лдъ	1
ерминиггелдъ	є҆рмїнїгге́льда	1
есимоѳъ	є҆сїмѡ́ѳомъ	1
еѯапостиларии	є҆ѯапостїла́рїи	6
еѯапостиларии	є҆ѯапостїла́рїй	118
еѯапостиларии	є҆ѯапостїла̑рїй	1
еѵелпистъ	є҆ѵе́лпїста	2
еѵелпистъ	є҆ѵе́лпїстъ	2
еѵила	є҆ѵїла̀	2
еѵила	є҆ѵїлы̀	1
еѵиласии	є҆ѵїла́сїй	1
еѵилатскии	є҆ѵїла́тскꙋю	1
еѵилатъ	є҆ѵїла́та	2
еѵилмародахъ	є҆ѵїлмарѡда́хъ	1
еѵникиа	є҆ѵні́кїа	3
еѵникиа	є҆ѵні́кїе	1
еѵникиа	є҆ѵнїкі́ю	1
еѵникианъ	є҆ѵнїкїа́на	1
еѵникианъ	є҆ѵнїкїа́нъ	2
еѵноикъ	є҆ѵно́їкъ	1
еѵсѵгнии	є҆ѵсїгні́а	1
жити	жїве́тъ	1
заинъ	за́їнъ	4
замириа	замїрі́а	1
зизаи	зїза́й	2
зифеи	зїфе́є	3
значение	значение	1
зотикъ	зо́тїкъ	1
зотикъ	зѡ́тїка	9
зотикъ	зѡ́тїке	4
иа	и҆́е	1
иакисхолъ	і҆акїсхо́лъ	1
ианикитъ	і҆анїки́тъ	1
иаримоѳъ	і҆арїмѡ́ѳъ	2
иасимуѳовъ	і҆асїмꙋ́ѳовъ	1
иасписъ	і҆а́спїсомъ	1
иасписъ	і҆а́спїсъ	5
иасписъ	і҆а́спїсꙋ	2
иахиранинъ	і҆ахїра́нинъ	1
иахиранъ	і҆ахїра́нꙋ	1
ивинъ	і҆́вїна	2
идиѳумль	і҆дїѳꙋ́млихъ	1
идиѳумль	і҆дїѳꙋ̑мли	2
идиѳумовъ	і҆дїѳꙋ́мѡвы	1
идиѳумъ	і҆дїѳꙋ́ма	1
идиѳумъ	і҆дїѳꙋ́момъ	1
идиѳумъ	і҆дїѳꙋ́мъ	2
идиѳумъ	і҆дїѳꙋ́мѣ	1
идиѳумъ	і҆дїѳꙋ́мꙋ	1
идиѳуновъ	і҆дїѳꙋ́нова	1
идиѳунь	і҆дїѳꙋ́нь	1
идиѳунь	і҆дїѳꙋ́нѧ	1
иедида	і҆едїда̀	1
иезраилитида	і҆езраилі́тїды	1
иеминеи	і҆емїне́а	1
иеминеи	і҆емїне́й	1
иеминеовъ	і҆емїне́ова	1
иеминиевъ	і҆емїні́ева	1
иеминиевъ	і҆емїні́евъ	1
иеминиовъ	і҆емїні́овъ	1
иереевъ	їере́евъ	1
иереи	иерей	1
иеримоѳъ	і҆ерїмѡ́ѳа	1
иеримоѳъ	і҆ерїмѡ́ѳъ	4
иеримуѳовъ	і҆ерїмꙋ́ѳовы	1
иеримуѳскии	і҆ерїмꙋ́ѳска	2
иеримуѳскии	і҆ерїмꙋ́ѳскїй	1
иеримуѳскии	і҆ерїмꙋ́ѳскꙋ	1
иеримуѳъ	і҆ерїмꙋ́ѳъ	6
иеримуѳъ	і҆ерїмꙋ́ѳѣ	2
иерихонскии	і҆ерїхѡ́нска	1
иерихонскии	і҆ерїхѡ́нскомꙋ	1
иерихонскии	і҆ерїхѡ́нскїй	1
иерихонскии	і҆ерїхѡ́нскїѧ	1
иерихонскии	і҆ерїхѡ́нскꙋ	2
иерихонскии	і҆ерїхѡ́нстїи	1
иерихонскии	і҆ерїхѡ́нстѣмъ	2
иерихонскии	і҆ерїхѡ̑нскїѧ	1
иерихонъ	і҆ерїхѡ́на	16
иерихонъ	і҆ерїхѡ́нъ	17
иерихонъ	і҆ерїхѡ́нѣ	14
иерихонъ	і҆ерїхѡ́нꙋ	12
иерихонъ	і҆ерїхѡ̑ни	1
иерихонѧнинъ	і҆ерїхѡ́нѧны	1
иесиваѳъ	і҆есїва́ѳъ	1
иже	і҆́же	1
издание	издание	2
издание	изданию	1
издание	издания	1
изливатисѧ	и҆злїва́ютсѧ	1
иисусъ	їисꙋ́съ	3
икона	ико́ною	1
икона	ико́ны	1
или	и҆лі̀	2
илѵтонъ	і҆лїто́на	1
илѵтонъ	і҆лїто́нъ	1
илѵтонъ	і҆лїто́нѣ	1
имисусеосинъ	и҆мїсꙋсеѡсі́нѣ	1
имѣние	і҆мѣ̑нїѧ	1
иниа	и҆́нїи	3
иоида	і҆ѡїда̀	1
иорданъ	їѻрда́нъ	2
иосифъ	їѡ́сифа	2
ирмологии	ирмологий	3
ирмосъ	ирмоса	3
исаиа	исаия	1
исидоръ	і҆сїдѡ́ра	2
исмаилитъ	і҆сма́илїте	1
иуда	їꙋ́да	1
иудеа	їꙋде́є	3
иудеискии	і҆ꙋде́йскїхъ	1
иудеискии	їꙋде́йска	1
иудеискии	їꙋде́йскїй	1
