id	lemma	pos	gender	anim	class	stress	stems	overrides	variants	src	note
неблазненнѣ.x.2	небла́зненнѣ	x	-	-	adv	a	-	-	-	P:-	adv
неболѣзненнѡ.x.2	неболѣ́зненнѡ	x	-	-	adv	a	-	-	-	P:-	adv
неболѣзненнѣ.x.2	неболѣ́зненнѣ	x	-	-	adv	a	-	-	-	P:-	adv
небошественнѣ.x.2	небоше́ственнѣ	x	-	-	adv	a	-	-	-	P:-	adv
небоѧзненнѡ.x.2	небоѧ́зненнѡ	x	-	-	adv	a	-	-	-	P:-	adv
небрежнѡ.x.2	небре́жнѡ	x	-	-	adv	a	-	-	-	P:-	adv
небрежнѣ.x.2	небре́жнѣ	x	-	-	adv	a	-	-	-	P:-	adv
невещественнѡ.x.2	невеще́ственнѡ	x	-	-	adv	a	-	-	-	P:-	adv
невещественнѣ.x.2	невеще́ственнѣ	x	-	-	adv	a	-	-	-	P:-	adv
невозбраннѡ.x.2	невозбра́ннѡ	x	-	-	adv	a	-	-	-	P:-	adv
невозбраннѣ.x.2	невозбра́ннѣ	x	-	-	adv	a	-	-	-	P:-	adv
невоздержимѡ.x.2	невоздержи́мѡ	x	-	-	adv	a	-	-	-	P:-	adv
невоздѣланнѡ.x.2	невоздѣ́ланнѡ	x	-	-	adv	a	-	-	-	P:-	adv
невозносительнѡ.x.2	невозноси́тельнѡ	x	-	-	adv	a	-	-	-	P:-	adv
невоизбраннѡ.x.2	невоизбра́ннѡ	x	-	-	adv	a	-	-	-	P:-	adv
неволненнѡ.x.2	нево́лненнѡ	x	-	-	adv	a	-	-	-	P:-	adv
невоспротивословнѣ.x.2	невоспротивосло́внѣ	x	-	-	adv	a	-	-	-	P:-	adv
невоѡбраженнѡ.x.2	невоѡбраже́ннѡ	x	-	-	adv	a	-	-	-	P:-	adv
невоѡбраженнѣ.x.2	невоѡбраже́ннѣ	x	-	-	adv	a	-	-	-	P:-	adv
невоѡбразнѣ.x.2	невоѡбра́знѣ	x	-	-	adv	a	-	-	-	P:-	adv
неврежденнѡ.x.2	неврежде́ннѡ	x	-	-	adv	a	-	-	-	P:-	adv
невѣдѣтельнѣ.x.2	невѣ́дѣтельнѣ	x	-	-	adv	a	-	-	-	P:-	adv
невѣжественнѣ.x.2	невѣ́жественнѣ	x	-	-	adv	a	-	-	-	P:-	adv
невѣстолѣпнѡ.x.2	невѣстолѣ́пнѡ	x	-	-	adv	a	-	-	-	P:-	adv
невѣщаннѣ.x.2	невѣща́ннѣ	x	-	-	adv	a	-	-	-	P:-	adv
невѣщательнѣ.x.2	невѣща́тельнѣ	x	-	-	adv	a	-	-	-	P:-	adv
негдѣ.x.2	не́гдѣ	x	-	-	adv	a	-	-	-	P:-	adv
негли.x.2	не́гли	x	-	-	adv	a	-	-	-	P:-	adv
недавнѡ.x.2	неда́внѡ	x	-	-	adv	a	-	-	-	P:-	adv
недобльственнѡ.x.2	недо́бльственнѡ	x	-	-	adv	a	-	-	-	P:-	adv
недомысленнѡ.x.2	недомы́сленнѡ	x	-	-	adv	a	-	-	-	P:-	adv
