id	lemma	pos	gender	anim	class	stress	stems	overrides	variants	src	note
азъ.pron	а҆́зъ	pron	-	-	PPja	b	1=мен;2=мн;3=м	-	1.sg.gen=менѐ	A:§47;P:PNja;A:p047	personal
вашъ.pron	ва́шъ	pron	m	-	PA1s	a	-	-	m.pl.dat=ва́шимъ;m.pl.acc=ва́шы;f.pl.nom=ва́шы;f.pl.dat=ва́шимъ;f.pl.acc=ва́шы;f.pl.voc=ва́шы;n.pl.dat=ва́шимъ	A:§48;P:PA2s	-
весь.pron	ве́сь	pron	m	-	PA1j*	a{m.sg.gen=1;m.sg.dat=1;f.sg.gen=1;n.sg.gen=1;n.sg.dat=1}	-	m.sg.ins=всѣ́мъ;m.du.gen=всѣ́ю;m.du.loc=всѣ́ю;m.pl.acc=всѧ̑;f.du.nom=всѧ̑;f.du.gen=всѣ́ю;f.du.acc=всѧ̑;f.du.loc=всѣ́ю;f.du.voc=всѧ̑;f.pl.nom=всѧ̑;f.pl.acc=всѧ̑;f.pl.voc=всѧ̑;n.sg.ins=всѣ́мъ;n.du.nom=всѧ̑;n.du.gen=всѣ́ю;n.du.acc=всѧ̑;n.du.loc=всѣ́ю;n.du.voc=всѧ̑	m.sg.dat=всемꙋ;m.sg.acc=всего̀;m.pl.nom=всѣ̀;m.pl.ins=всѣми;m.pl.voc=всѣ̀;f.sg.gen=всеѧ;f.pl.ins=всѣми;n.sg.dat=всемꙋ;n.pl.ins=всѣми	A:§48;P:PA2j*	-
всѧкъ.pron	всѧ́къ	pron	m	-	PA1n	a	-	m.sg.gen=всѧ́ка;m.sg.acc=всѧ́ка;m.sg.ins=всѧ́цемъ;m.sg.loc=всѧ́цѣмъ;m.du.gen=всѧ́кою;m.du.dat=всѧ́цѣма;m.du.ins=всѧ́цѣма;m.du.loc=всѧ́кою;m.pl.nom=всѧ́цы;m.pl.gen=всѧ́цѣхъ;m.pl.dat=всѧ̑цѣмъ;m.pl.acc=всѧ̑кы;m.pl.ins=всѧ́цѣми;m.pl.loc=всѧ́цѣхъ;m.pl.voc=всѧ́цы;f.du.nom=всѧ́цѣ;f.du.gen=всѧ́кою;f.du.dat=всѧ́цѣма;f.du.acc=всѧ́цѣ;f.du.ins=всѧ́цѣма;f.du.loc=всѧ́кою;f.du.voc=всѧ́цѣ;f.pl.nom=всѧ̑кы;f.pl.gen=всѧ́цѣхъ;f.pl.dat=всѧ̑цѣмъ;f.pl.acc=всѧ̑кы;f.pl.ins=всѧ́цѣми;f.pl.loc=всѧ́цѣхъ;f.pl.voc=всѧ̑кы;n.sg.gen=всѧ́ка;n.sg.ins=всѧ́цемъ;n.sg.loc=всѧ́цѣмъ;n.du.nom=всѧ́цѣ;n.du.gen=всѧ́кою;n.du.dat=всѧ́цѣма;n.du.acc=всѧ́цѣ;n.du.ins=всѧ́цѣма;n.du.loc=всѧ́кою;n.du.voc=всѧ́цѣ;n.pl.gen=всѧ́цѣхъ;n.pl.dat=всѧ̑цѣмъ;n.pl.ins=всѧ́цѣми;n.pl.loc=всѧ́цѣхъ	m.sg.dat=всѧ́кꙋ;m.sg.ins=всѧ́цѣмъ;m.sg.loc=всѧ́цемъ;n.sg.dat=всѧ́кꙋ;n.sg.ins=всѧ́цѣмъ;n.sg.loc=всѧ́цемъ	A:§48;P:PA1k	-
всѧческъ.pron	всѧ́ческъ	pron	m	-	PA1s	a	-	m.pl.dat=всѧ́чєскимъ;f.sg.nom=всѧ́чески;f.sg.voc=всѧ́чески;f.pl.dat=всѧ́чєскимъ;n.pl.dat=всѧ́чєскимъ	m.pl.gen=всѧ́чєскихъ;m.pl.loc=всѧ́чєскихъ;f.pl.gen=всѧ́чєскихъ;f.pl.loc=всѧ́чєскихъ;n.pl.gen=всѧ́чєскихъ;n.pl.loc=всѧ́чєскихъ	A:§48	-
вы.pron	вы̀	pron	-	-	PPvy	a	1=в	2.du.gen=ва́ю;2.pl.gen=ва́съ;clit.2.du.acc=вы̀	-	A:§47;P:PNmy	personal
единъ.pron	є҆ди́нъ	pron	m	-	PA1n	a	-	m.du.gen=є҆ди́ною;m.du.loc=є҆ди́ною;m.pl.dat=є҆ди̑нѣмъ;m.pl.acc=є҆ди̑ны;f.du.gen=є҆ди́ною;f.du.loc=є҆ди́ною;f.pl.nom=є҆ди̑ны;f.pl.dat=є҆ди̑нѣмъ;f.pl.acc=є҆ди̑ны;f.pl.voc=є҆ди̑ны;n.du.gen=є҆ди́ною;n.du.loc=є҆ди́ною;n.pl.dat=є҆ди̑нѣмъ	m.sg.dat=є҆ди́нномꙋ;n.sg.dat=є҆ди́нномꙋ	A:§48;P:PA1	-
еликъ.pron	є҆ли́къ	pron	m	-	PA1n	a	-	m.sg.gen=є҆ли́ка;m.sg.dat=є҆ли́кꙋ;m.sg.ins=є҆ли́цѣмъ;m.sg.loc=є҆ли́цѣмъ;m.du.gen=є҆ли́кою;m.du.dat=є҆ли́цѣма;m.du.ins=є҆ли́цѣма;m.du.loc=є҆ли́кою;m.pl.nom=є҆ли́цы;m.pl.gen=є҆ли́цѣхъ;m.pl.dat=є҆ли̑цѣмъ;m.pl.acc=є҆ли́ки;m.pl.ins=є҆ли́цѣми;m.pl.loc=є҆ли́цѣхъ;m.pl.voc=є҆ли́цы;f.du.nom=є҆ли́цѣ;f.du.gen=є҆ли́кою;f.du.dat=є҆ли́цѣма;f.du.acc=є҆ли́цѣ;f.du.ins=є҆ли́цѣма;f.du.loc=є҆ли́кою;f.du.voc=є҆ли́цѣ;f.pl.nom=є҆ли́ки;f.pl.gen=є҆ли́цѣхъ;f.pl.dat=є҆ли̑цѣмъ;f.pl.acc=є҆ли́ки;f.pl.ins=є҆ли́цѣми;f.pl.loc=є҆ли́цѣхъ;f.pl.voc=є҆ли́ки;n.sg.gen=є҆ли́ка;n.sg.dat=є҆ли́кꙋ;n.sg.ins=є҆ли́цѣмъ;n.sg.loc=є҆ли́цѣмъ;n.du.nom=є҆ли́цѣ;n.du.gen=є҆ли́кою;n.du.dat=є҆ли́цѣма;n.du.acc=є҆ли́цѣ;n.du.ins=є҆ли́цѣма;n.du.loc=є҆ли́кою;n.du.voc=є҆ли́цѣ;n.pl.gen=є҆ли́цѣхъ;n.pl.dat=є҆ли̑цѣмъ;n.pl.ins=є҆ли́цѣми;n.pl.loc=є҆ли́цѣхъ	m.sg.acc=є҆ли́ка;f.pl.nom=є҆ли̑ки;f.pl.acc=є҆ли̑ки;f.pl.voc=є҆ли̑ки	A:§48;P:PA1k	-
иже.pron	и҆́же	pron	m	-	PPize	a{m.sg.gen=1;m.sg.dat=1;m.sg.acc=1;f.sg.gen=1;n.sg.dat=1}	encl=же	m.du.nom=ꙗ҆̀же;m.du.gen=є҆́юже;m.du.acc=ꙗ҆̀же;m.du.loc=є҆́юже;m.du.voc=ꙗ҆̀же;m.pl.nom=и҆̀же;m.pl.dat=и҆̀мже;m.pl.acc=ꙗ҆̀же;m.pl.voc=и҆̀же;f.sg.dat=не́йже;f.du.nom=и҆̀же;f.du.gen=є҆́юже;f.du.loc=є҆́юже;f.du.voc=и҆̀же;f.pl.nom=ꙗ҆̀же;f.pl.dat=и҆̀мже;f.pl.acc=ꙗ҆̀же;f.pl.voc=ꙗ҆̀же;n.sg.gen=є҆́же;n.du.nom=и҆̀же;n.du.gen=є҆́юже;n.du.loc=є҆́юже;n.du.voc=и҆̀же;n.pl.nom=є҆́же;n.pl.dat=ни̑мже;n.pl.acc=ꙗ҆̀же;n.pl.voc=є҆́же	m.sg.acc=и҆же;m.pl.acc=нѧ̑же|и҆́хъже|ꙗ҆же;f.pl.nom=нѧ̑же|ꙗ҆же|нѧ́же|и҆́хъже;f.pl.acc=нѧ̑же|и҆́хъже|ꙗ҆же;f.pl.voc=нѧ̑же|ꙗ҆же|нѧ́же|и҆́хъже;n.sg.gen=є҆жѐ	A:§48;P:PA2i	-
инаковъ.pron	и҆́наковъ	pron	m	-	PA1	a	-	-	-	A:§48	-
инакій.pron	и҆́накій	pron	m	-	PA1tk	a{n.sg.nom=L;n.sg.acc=L;n.sg.voc=L}	-	n.sg.nom=и҆на́ко;n.sg.acc=и҆на́ко;n.sg.voc=и҆на́ко	-	A:§48;P:PA1k	-
инъ.pron	и҆́нъ	pron	m	-	PA1n	a{du=E;pl=E;m.sg.dat=E;m.sg.acc=E;m.sg.ins=E;m.du.nom=S;m.du.acc=S;m.du.voc=S;m.pl.nom=S;m.pl.ins=S;m.pl.voc=S;f.sg.ins=E;f.du.nom=S;f.du.acc=S;f.du.voc=S;f.pl.ins=S;n.sg.dat=E;n.sg.ins=E;n.du.nom=S;n.du.acc=S;n.du.voc=S;n.pl.nom=S;n.pl.acc=S;n.pl.ins=S;n.pl.voc=S}	-	m.sg.acc=и҆но́го;m.du.gen=и҆но́ю;m.du.loc=и҆но́ю;m.pl.dat=и҆нѣ̑мъ;m.pl.acc=и҆́нны;f.du.gen=и҆но́ю;f.du.loc=и҆но́ю;f.pl.nom=и҆́нны;f.pl.dat=и҆нѣ̑мъ;f.pl.acc=и҆́нны;f.pl.voc=и҆́нны;n.du.gen=и҆но́ю;n.du.loc=и҆но́ю;n.pl.dat=и҆нѣ̑мъ	m.sg.gen=и҆но́гѡ;m.sg.loc=и҆но́мъ;m.pl.acc=и҆́ны;m.pl.ins=и҆нѣ́ми;f.sg.dat=и҆но́й;f.sg.loc=и҆но́й;f.pl.nom=и҆́ны;f.pl.acc=и҆́ны;f.pl.ins=и҆нѣ́ми;f.pl.voc=и҆́ны;n.sg.gen=и҆но́гѡ;n.sg.loc=и҆но́мъ;n.pl.ins=и҆нѣ́ми	A:§48;P:PA1	-
каждъ.pron	ка́ждъ	pron	m	-	PN	a	-	-	-	A:§48	-
каковъ.pron	како́въ	pron	m	-	PN	b	-	m.sg.voc=како́въ;m.pl.nom=каковѝ;m.pl.ins=каковы́ми;m.pl.voc=каковѝ;f.sg.ins=каково́ю;f.pl.ins=каковы́ми;n.pl.ins=каковы́ми	m.du.nom=какова̑;m.du.acc=какова̑;m.du.voc=какова̑;n.pl.nom=какова̑;n.pl.acc=какова̑;n.pl.voc=какова̑	A:§48	-
каковыйлибо.pron	каковы́йлибо	pron	m	-	PA1*	b	encl=либо	m.sg.nom=каковы́йлибо;m.sg.gen=какова́либо;m.sg.acc=какова́либо;m.sg.ins=каковы́млибо;m.sg.voc=каковѣ́йлюбо;m.du.nom=какѡва́либо;m.du.acc=какѡва́либо;m.du.voc=какѡва́либо;m.pl.gen=каковы́хлибо;m.pl.loc=каковы́хлибо;f.pl.gen=каковы́хлибо;f.pl.loc=каковы́хлибо;n.sg.gen=какова́либо;n.sg.ins=каковы́млибо;n.pl.nom=какѡва́либо;n.pl.gen=каковы́хлибо;n.pl.acc=какѡва́либо;n.pl.loc=каковы́хлибо;n.pl.voc=какѡва́либо	m.sg.nom=каковѣ́йлюбо;m.sg.acc=каковѣ́йлюбо;m.sg.ins=каковы́млюбо;m.pl.gen=каковы́хлюбо|каковы́хълибо|каковыхли́бо;m.pl.loc=каковы́хлюбо|каковы́хълибо|каковыхли́бо;f.pl.gen=каковы́хлюбо|каковы́хълибо|каковыхли́бо;f.pl.loc=каковы́хлюбо|каковы́хълибо|каковыхли́бо;n.sg.nom=каково́любо;n.sg.acc=каково́любо;n.sg.ins=каковы́млюбо;n.sg.voc=каково́любо;n.pl.gen=каковы́хлюбо|каковы́хълибо|каковыхли́бо;n.pl.loc=каковы́хлюбо|каковы́хълибо|каковыхли́бо	A:§48;P:A1t	-
какій.pron	какі́й	pron	m	-	PA1tk	a{sg=E;m.sg.ins=S;n.sg.ins=S}	-	m.sg.loc=ка́цѣмъ;n.sg.loc=ка́цѣмъ	-	A:§48;P:PA1k	-
какійлибо.pron	какі́йлибо	pron	m	-	PA1tk	b{n.sg.nom=S;n.sg.acc=S;n.sg.voc=S}	encl=либо	m.pl.dat=каки̑млибо;f.pl.dat=каки̑млибо;n.sg.nom=ка́колибо;n.sg.acc=ка́колибо;n.sg.voc=ка́колибо;n.pl.dat=каки̑млибо	-	A:§48;P:PA2k	-
коликъ.pron	коли́къ	pron	m	-	PNk	a	-	m.sg.acc=коли́ка;m.sg.ins=коли́цѣмъ;m.sg.loc=коли́цѣмъ;m.sg.voc=коли́къ;m.du.gen=коли́кою;m.du.dat=коли́цѣма;m.du.ins=коли́цѣма;m.du.loc=коли́кою;m.pl.nom=коли́цы;m.pl.gen=коли́цѣхъ;m.pl.dat=коли̑цѣмъ;m.pl.acc=коли́ки;m.pl.ins=коли́цѣми;m.pl.loc=коли́цѣхъ;m.pl.voc=коли́цы;f.sg.gen=коли́коѧ;f.sg.ins=коли́кою;f.du.nom=коли́цѣ;f.du.gen=коли́кою;f.du.dat=коли́цѣма;f.du.acc=коли́цѣ;f.du.ins=коли́цѣма;f.du.loc=коли́кою;f.du.voc=коли́цѣ;f.pl.nom=коли́ки;f.pl.gen=коли́цѣхъ;f.pl.dat=коли̑цѣмъ;f.pl.acc=коли́ки;f.pl.ins=коли́цѣми;f.pl.loc=коли́цѣхъ;f.pl.voc=коли́ки;n.sg.ins=коли́цѣмъ;n.sg.loc=коли́цѣмъ;n.du.nom=коли́цѣ;n.du.gen=коли́кою;n.du.dat=коли́цѣма;n.du.acc=коли́цѣ;n.du.ins=коли́цѣма;n.du.loc=коли́кою;n.du.voc=коли́цѣ;n.pl.gen=коли́цѣхъ;n.pl.dat=коли̑цѣмъ;n.pl.ins=коли́цѣми;n.pl.loc=коли́цѣхъ	m.sg.gen=кѡли́ка;m.sg.acc=кѡли́ка;m.sg.loc=коли́комъ;f.sg.nom=кѡли́ка;f.sg.voc=кѡли́ка;n.sg.gen=кѡли́ка;n.sg.loc=коли́комъ;n.pl.nom=кѡли́ка;n.pl.acc=кѡли́ка;n.pl.voc=кѡли́ка	A:§48;P:PA1k	-
которъ.pron	кото́ръ	pron	m	-	PN	a	-	m.du.dat=кото́рыма;m.du.ins=кото́рыма;m.pl.ins=кото́рыми;f.du.dat=кото́рыма;f.du.ins=кото́рыма;f.pl.ins=кото́рыми;n.du.dat=кото́рыма;n.du.ins=кото́рыма;n.pl.ins=кото́рыми	m.sg.ins=котѡ́рымъ;n.sg.ins=котѡ́рымъ	A:§48	-
кто.pron	кто̀	pron	m	-	PPkto	a{m.sg.gen=1;m.sg.dat=1;m.sg.acc=1}	1=к	-	m.sg.ins=кѣ́мъ;f.sg.nom=кто̀;n.sg.nom=кто̀;f.sg.gen=когѡ̀;n.sg.gen=когѡ̀;f.sg.dat=комꙋ̀;n.sg.dat=комꙋ̀;f.sg.acc=кого̀;n.sg.acc=кого̀;f.sg.ins=ки́мъ;n.sg.ins=ки́мъ;f.sg.loc=ко́мъ;n.sg.loc=ко́мъ	A:§48;P:PNkto;A:p048	-
ктоже.pron	кто́же	pron	m	-	PPkto	a{m.sg.gen=1;m.sg.dat=1;m.sg.acc=1}	encl=же;1=к	-	m.sg.nom=кто́жъ;m.sg.voc=кто́жъ	A:§48;P:PNkto	-
ктолибо.pron	кто́либо	pron	m	-	PPkto	a{m.sg.gen=1;m.sg.dat=1;m.sg.acc=1}	encl=либо;1=к	m.sg.ins=кѣ́млибо	-	A:§48;P:PNkto	-
кій.pron	кі́й	pron	m	-	PA1k	a	-	m.pl.dat=ко́имъ;f.pl.dat=ко́имъ;n.pl.dat=ко́имъ	m.sg.nom=ко́й;m.sg.acc=ко́й|коего̀;m.sg.voc=ко́й;m.du.dat=ко́има;m.du.ins=ко́има;m.pl.nom=ко́и;m.pl.gen=ко́ихъ;m.pl.dat=кѡ́имъ|кі̑имъ;m.pl.acc=кі́ихъ;m.pl.ins=ко́ими;m.pl.loc=ко́ихъ;m.pl.voc=ко́и;f.sg.gen=коеѧ̀;f.sg.ins=кое́ю;f.du.dat=ко́има;f.du.ins=ко́има;f.pl.gen=ко́ихъ;f.pl.dat=кѡ́имъ|кі̑имъ;f.pl.acc=кі́ихъ;f.pl.ins=ко́ими;f.pl.loc=ко́ихъ;n.du.dat=ко́има;n.du.ins=ко́има;n.pl.gen=ко́ихъ;n.pl.dat=кѡ́имъ|кі̑имъ;n.pl.ins=ко́ими;n.pl.loc=ко́ихъ	A:§48;P:PA2k	-
кійждо.pron	кі́йждо	pron	m	-	PA1k	a{m.sg.gen=2;f.sg.gen=2}	encl=ждо	m.sg.acc=ко́йждо;m.pl.dat=кі̑имждо;f.pl.dat=кі̑имждо;n.pl.dat=кі̑имждо	m.sg.nom=ко́йждо;m.sg.gen=когѡ́ждо;m.sg.dat=комꙋ́жде|комꙋ́ждо|коемꙋ́ждо|коемꙋждо;m.sg.acc=коего́ждѡ|коего́ждо|кого́ждо;m.sg.ins=ко́имждо;m.sg.loc=кое́мждо;m.sg.voc=ко́йждо;n.sg.nom=ко́ждо;n.sg.dat=комꙋ́жде|комꙋ́ждо|коемꙋ́ждо|коемꙋждо;n.sg.acc=ко́ждо;n.sg.ins=ко́имждо;n.sg.loc=кое́мждо;n.sg.voc=ко́ждо	A:§48;P:PA2k	-
кійже.pron	кі́йже	pron	m	-	PA1k	a	encl=же	m.pl.dat=кі̑имже;f.pl.dat=кі̑имже;n.pl.dat=кі̑имже	m.sg.gen=коегѡ́же;f.sg.gen=коеѧ́же;n.sg.gen=коегѡ́же	A:§48;P:PA2k	-
кійлибо.pron	кі́йлибо	pron	m	-	PA1k	a{m.sg.gen=2;f.sg.gen=2;n.sg.gen=2}	encl=либо	m.sg.acc=ко́йлибо;m.sg.ins=ко́имлибо;m.sg.voc=ко́йлибо;m.pl.gen=ко́ихлибо;m.pl.ins=кѡ́имлибо;m.pl.loc=ко́ихлибо;f.pl.gen=ко́ихлибо;f.pl.ins=кѡ́имлибо;f.pl.loc=ко́ихлибо;n.sg.ins=ко́имлибо;n.pl.gen=ко́ихлибо;n.pl.ins=кѡ́имлибо;n.pl.loc=ко́ихлибо	m.sg.nom=ко́йлибо|ко́йлюбо|кі́йлюбо;m.sg.gen=ко́егѡлибо;m.sg.acc=ко́йлюбо|кі́йлюбо;m.sg.ins=ко́имълибо;m.sg.voc=ко́йлюбо|кі́йлюбо;n.sg.gen=ко́егѡлибо;n.sg.ins=ко́имълибо	A:§48;P:PA2k	-
мой.pron	мо́й	pron	m	-	PA1a	b{m.sg.gen=2;m.sg.dat=2;f.sg.gen=2;n.sg.gen=2;n.sg.dat=2}	-	m.du.nom=моѧ̑;m.du.acc=моѧ̑;m.du.voc=моѧ̑;m.pl.dat=мои̑мъ;m.pl.acc=моѧ̑;f.pl.nom=моѧ̑;f.pl.dat=мои̑мъ;f.pl.acc=моѧ̑;f.pl.voc=моѧ̑;n.pl.nom=моѧ̑;n.pl.dat=мои̑мъ;n.pl.acc=моѧ̑;n.pl.voc=моѧ̑	m.sg.gen=моєгѡ̀;m.sg.acc=моего̀;f.sg.nom=моѧ;f.sg.voc=моѧ;n.sg.gen=моєгѡ̀	A:§48;P:PA2a	-
мы.pron	мы̀	pron	-	-	PPmy	a	1=м;2=н	1.du.gen=на́ю;1.pl.gen=на́съ;clit.1.du.acc=ны̀	-	A:§47;P:PNmy	personal
нашъ.pron	на́шъ	pron	m	-	PA1s	a	-	-	m.du.gen=на̑шею;m.du.loc=на̑шею;m.pl.acc=нашѧ̀|на́шы|нихъ;f.sg.acc=нашꙋ;f.du.gen=на̑шею;f.du.loc=на̑шею;f.pl.nom=нашѧ̀|на́шы;f.pl.acc=нашѧ̀|на́шы|нихъ;f.pl.voc=нашѧ̀|на́шы;n.du.gen=на̑шею;n.du.loc=на̑шею	A:§48;P:PA2s	-
неликъ.pron	нели́къ	pron	m	-	PA1	a	-	-	-	A:§48;P:PA1k	-
ниединъ.pron	ниеди́нъ	pron	m	-	PA1n	a	-	m.pl.dat=ниеди̑нѣмъ;m.pl.acc=ниеди̑ны;f.pl.nom=ниеди̑ны;f.pl.dat=ниеди̑нѣмъ;f.pl.acc=ниеди̑ны;f.pl.voc=ниеди̑ны;n.pl.dat=ниеди̑нѣмъ	f.sg.acc=ниєди́нꙋ	A:§48;P:PA1	-
никаковъ.pron	никако́въ	pron	m	-	PN	b	-	-	-	A:§48	-
никакій.pron	никакі́й	pron	m	-	PA1j	b	-	m.sg.nom=никакі́й;m.sg.gen=никако́гѡ;n.sg.gen=никако́гѡ	-	A:§48;P:PA1k	-
никтоже.pron	никто́же	pron	m	-	PPkto	b{m.sg.gen=2;m.sg.dat=2;m.sg.acc=2}	encl=же;1=ник	-	-	A:§48;P:PNkto	-
никій.pron	никі́й	pron	m	-	PA1k	b	-	m.pl.dat=никі̑имъ;f.pl.dat=никі̑имъ;n.pl.dat=никі̑имъ	m.pl.ins=нико́ими;f.pl.ins=нико́ими;n.pl.ins=нико́ими	A:§48;P:PA2k	-
никійже.pron	никі́йже	pron	m	-	PA1k	b	encl=же	m.sg.ins=нико́имже;m.pl.dat=никі̑имже;f.pl.dat=никі̑имже;n.sg.ins=нико́имже;n.pl.dat=никі̑имже	m.sg.gen=никоегѡ́же;f.sg.gen=никоеѧ́же;n.sg.gen=никоегѡ́же	A:§48;P:PA2k	-
ничто.pron	ничто̀	pron	m	-	PPcto	b{m.sg.gen=2;m.sg.loc=2}	1=нич	m.sg.gen=ничесѡ̀;m.sg.dat=нечесомꙋ̀;m.sg.loc=ничесо́мъ	m.sg.gen=нечегѡ̀|ничесо̀|ничесогѡ̀;m.sg.dat=ничесомꙋ̀|ничемꙋ̀	A:§48;P:PNcto	-
ничтоже.pron	ничто́же	pron	m	-	PPcto	b{m.sg.gen=2;m.sg.dat=3;m.sg.loc=2}	encl=же;1=нич	m.sg.gen=ничесѡ́же;m.sg.dat=ничесомꙋ́же;m.sg.loc=ничесо́мже	m.sg.gen=ничесо́же|ничесогѡ́же;m.sg.dat=ничемꙋ́же;m.sg.loc=ниче́мже	A:§48;P:PNcto	-
нѣкаковъ.pron	нѣ́каковъ	pron	m	-	PA1	a	-	-	-	A:§48;P:PA1	-
нѣколикъ.pron	нѣ́коликъ	pron	m	-	PA1	a	-	m.sg.dat=нѣ́коликꙋ;m.sg.ins=нѣ́колицѣмъ;m.du.dat=нѣ́колицѣма;m.du.ins=нѣ́колицѣма;m.pl.nom=нѣ́колицы;m.pl.gen=нѣ́колицѣхъ;m.pl.dat=нѣ́колицѣмъ;m.pl.ins=нѣ́колицѣми;m.pl.loc=нѣ́колицѣхъ;m.pl.voc=нѣ́колицы;f.du.nom=нѣ́колицѣ;f.du.dat=нѣ́колицѣма;f.du.acc=нѣ́колицѣ;f.du.ins=нѣ́колицѣма;f.du.voc=нѣ́колицѣ;f.pl.gen=нѣ́колицѣхъ;f.pl.dat=нѣ́колицѣмъ;f.pl.ins=нѣ́колицѣми;f.pl.loc=нѣ́колицѣхъ;n.sg.dat=нѣ́коликꙋ;n.sg.ins=нѣ́колицѣмъ;n.du.nom=нѣ́колицѣ;n.du.dat=нѣ́колицѣма;n.du.acc=нѣ́колицѣ;n.du.ins=нѣ́колицѣма;n.du.voc=нѣ́колицѣ;n.pl.gen=нѣ́колицѣхъ;n.pl.dat=нѣ́колицѣмъ;n.pl.ins=нѣ́колицѣми;n.pl.loc=нѣ́колицѣхъ	m.pl.gen=нѣ́коликихъ;m.pl.loc=нѣ́коликихъ;f.pl.gen=нѣ́коликихъ;f.pl.loc=нѣ́коликихъ;n.pl.gen=нѣ́коликихъ;n.pl.loc=нѣ́коликихъ	A:§48;P:PA1k	-
нѣкоторъ.pron	нѣ́которъ	pron	m	-	PN	a	-	m.pl.gen=не́которыхъ;m.pl.ins=нѣ́которыми;m.pl.loc=не́которыхъ;f.sg.ins=нѣ́которою;f.pl.gen=не́которыхъ;f.pl.ins=нѣ́которыми;f.pl.loc=не́которыхъ;n.pl.gen=не́которыхъ;n.pl.ins=нѣ́которыми;n.pl.loc=не́которыхъ	m.pl.dat=нѣ́кѡторымъ;f.pl.dat=нѣ́кѡторымъ;n.pl.dat=нѣ́кѡторымъ	A:§48	-
нѣкто.pron	нѣ́кто	pron	m	-	PPkto	a	1=нѣк	-	-	A:§48;P:PNkto	-
