source_row	lemma	class	class_four_basic_stem
3214	отъригнѫти	5	-
3215	отъринѫти	5	-
3216	отърицати	3	-
3219	отърѣꙗти	3	-
3220	отърѣзати	3	-
3221	отърѣзовати	6	-
3222	отъскочити	1	-
3223	остѫпити	1	-
3224	отъстропити	1	-
3225	отъсылати	7	-
3226	отъсѣкати	7	-
3227	отъсѣкнѫти	5	-
3229	отъсѣщи	4c	отъсѣк
3231	отътръгнѫти	5	-
3233	отътрѧсати	7	-
3234	отътрѧсти	4c	отътрѧс
3235	охулити	1	-
3239	оцѣждати	7	-
3240	оцѣпати	7	-
3241	оцѣпѣнѣвати	7	-
3242	оцѣпѣнѣти	7	-
3243	оцѣстити	1	-
3244	оцѣщати	7	-
3247	очистити	1	-
3248	очищати	7	-
3250	очрьвити	1	-
3251	очрьнѣти	7	-
3254	ощутити	1	-
3255	пл҄инѫти	5	-
3259	пл҄юнѫти	5	-
3266	падати	7	-
3274	палити	1	-
3284	парити	1	-
3288	пасти	4c	пад
3289	пасти	4c	пас
3296	печалити	1	-
3297	печаловати	6	-
3301	печатьлѣти	7	-
3317	пискати	3	-
3320	питати	7	-
3325	питѣти	7	-
3332	плавати	7	-
3334	плакати	3	-
3347	плескати	3	-
3350	плести	4c	плет
3352	плищевати	6	-
3354	плодити	1	-
3368	плъчити	1	-
3371	пльзѣти	2	-
3373	плѣн҄ꙗти	7	-
3379	плѣнити	1	-
3385	плѧсати	3	-
3387	поꙗдати	7	-
3388	поꙗсати	3	-
3395	побесѣдовати	6	-
3396	побивати	7	-
3398	поболѣти	2	-
3399	поборити	1	-
3401	побъдѣти	2	-
3403	побѣждати	7	-
3405	побѣгати	7	-
3406	побѣгнѫти	5	-
3409	побѣдити	1	-
3413	поваждати	7	-
3414	повадити	1	-
3415	повапьнити	1	-
3416	повелѣвати	7	-
3418	повелѣти	2	-
3419	повести	4c	повед
3420	повиꙗти	7	-
3421	повивати	7	-
3422	повиновати	6	-
3429	повъпрашати	7	-
3430	повъслѣдовати	6	-
3432	повѣдати	7	-
3433	повѣдовати	6	-
3436	повѣсити	1	-
3439	поган҄ꙗти	7	-
3444	погасити	1	-
3445	погладити	1	-
3446	поглумити	1	-
3447	поглътити	1	-
3448	поглъщати	7	-
3449	погнести	4c	погнет
3450	погнѣвати	7	-
3451	погонити	1	-
3454	погрети	4c	погреб
3455	погрибати	7	-
3456	погрѫжати	7	-
3458	погрѫзити	1	-
3460	погрѣбати	7	-
3462	погрѣшити	1	-
3463	погрѧзнѫти	5	-
3464	погубл҄ꙗти	7	-
3466	погубити	1	-
3468	погыбати	7	-
3472	подаꙗти	3	-
3473	подар҄ꙗти	7	-
3474	подавл҄ꙗти	7	-
3475	подавати	7	-
3476	подавити	1	-
3479	подивити	1	-
3482	подобати	7	-
3484	подобити	1	-
3490	подражати	7	-
3493	подражити	1	-
3495	подрѫжити	1	-
3499	подрьжати	2	-
3504	подъдрьжати	2	-
3509	поръпътати	3	-
3510	порьвьновати	6	-
3511	порѣꙗти	3	-
3513	посаждати	7	-
3514	посагати	7	-
3515	посагнѫти	5	-
3516	посадити	1	-
3518	посѫдити	1	-
3519	поскръбѣти	2	-
3520	поскрьжьтати	3	-
3522	послужити	1	-
3523	послуховати	6	-
3526	послушати	7	-
3530	послушьствовати	6	-
3531	послѣдовати	6	-
3534	подъклонити	1	-
3535	подъкопавати	7	-
3536	подъкопати	7	-
3537	подълагати	7	-
3538	подъложити	1	-
3543	подъпадати	7	-
3544	подъпалити	1	-
3547	подъсыпати	3	-
3549	пожагати	7	-
3550	пожалити	1	-
3558	позавидѣти	2	-
3560	позлатити	1	-
3561	познавати	7	-
3563	познати	4v	-
3564	позобати	3	-
3567	позоровати	6	-
3572	позывати	7	-
3573	позьрѣти	2	-
3575	поимовати	6	-
3577	поити	1	-
3583	покаꙗти	3	-
3584	покал҄ꙗти	7	-
3585	покар҄ꙗти	7	-
3586	покадити	1	-
3588	показати	3	-
3589	показовати	6	-
3590	покѫпати	3	-
3592	поклан҄ꙗти	7	-
3594	поклонити	1	-
3601	покоити	1	-
3603	покорити	1	-
3607	покропити	1	-
3608	покрывати	7	-
3610	покусити	1	-
3611	покушати	7	-
3613	покывати	7	-
3616	полагати	7	-
3618	полетѣти	2	-
3620	поливати	7	-
3621	полизати	3	-
3623	положити	1	-
3627	получити	1	-
3630	польѕевати	6	-
3633	полѣти	2	-
3635	помаꙗти	3	-
3636	помавати	7	-
3637	помагати	7	-
3640	помазати	3	-
3641	поманѫти	5	-
3642	помести	4c	помет
3644	помиѕати	7	-
3645	помиловати	6	-
3646	поминати	7	-
3647	помльчати	2	-
3649	помолити	1	-
3651	помощи	4c	помог
3656	помрачити	1	-
3657	помръзнѫти	5	-
3658	помръкнѫти	5	-
3659	помрьцати	7	-
3660	помѫдити	1	-
3661	помыслити	1	-
3664	помышл҄ꙗти	7	-
3666	помьнѣти	2	-
3667	помѣжити	1	-
3668	помѣтати	7	-
3669	помѧнѫти	5	-
3672	понести	4c	понес
3673	поникнѫти	5	-
3675	поновити	1	-
3676	поносити	1	-
3679	понѫждати	7	-
3680	понѫдити	1	-
3681	попал҄ꙗти	7	-
3682	попалити	1	-
3686	попирати	7	-
3687	попльзнѫти	5	-
3688	поплѣнити	1	-
3689	попустити	1	-
3690	попущати	7	-
3693	попытати	7	-
3698	пораждати	7	-
3699	поработати	7	-
3700	поработити	1	-
3701	порабощати	7	-
3702	порадовати	6	-
3703	поразити	1	-
3704	поразумѣти	7	-
3705	порасти	4c	пораст
3707	поривати	7	-
3709	порѫгати	7	-
3710	порѫтити	1	-
3711	порѫчати	7	-
3712	порѫчити	1	-
3716	породити	1	-
3720	послѣдьствовати	6	-
3723	пособовати	6	-
3725	поспѣти	4v	-
3726	поспѣховати	6	-
3728	поспѣшати	7	-
3730	поспѣшити	1	-
3732	поспѣшьствовати	6	-
3733	посрамл҄ꙗти	7	-
3734	посрамити	1	-
3736	поставл҄ꙗти	7	-
3738	поставити	1	-
3740	постигнѫти	5	-
3742	постилати	7	-
3743	постити	1	-
3745	постоꙗти	2	-
3747	пострадати	3	-
3749	пострашити	1	-
3750	постриѕати	7	-
3751	постригати	7	-
3753	пострѣкати	3	-
3756	постыдѣти	2	-
3762	посълати	3	-
3764	посылати	7	-
3765	посыпати	3	-
3766	посьребрити	1	-
3767	посѣдѣти	2	-
3768	посѣкати	7	-
3769	посѣнити	1	-
3771	посѣтити	1	-
3772	посѣтовати	6	-
3773	посѣщати	7	-
3775	посѣщи	4c	посѣк
3776	посѧгнѫти	5	-
3777	потаити	1	-
3778	потапл҄ꙗти	7	-
3779	потворити	1	-
3781	потити	1	-
3783	потопити	1	-
3788	потрудити	1	-
3789	потръгнѫти	5	-
3791	потрьпѣти	2	-
3792	потрѣбл҄ꙗти	7	-
3794	потрѣбити	1	-
3797	потрѧсати	7	-
3798	потрѧсти	4c	потрѧс
3800	потъкнѫти	5	-
3803	потъщати	2	-
3804	потыкати	7	-
3807	потѣщити	1	-
3808	поубожати	7	-
3810	поумити	1	-
3811	поустити	1	-
3814	поучати	7	-
3816	поучити	1	-
3818	поущати	7	-
3820	похвал҄ꙗти	7	-
3823	похвалити	1	-
3825	похватити	1	-
3826	похѫпити	1	-
3828	походити	1	-
3833	похул҄ꙗти	7	-
3835	похулити	1	-
3836	похытати	7	-
3837	прикасати	7	-
3838	прикладати	7	-
3840	приклонити	1	-
3841	прикоснѫти	5	-
3844	прикрывати	7	-
3846	прикупл҄ꙗти	7	-
3848	прилагати	7	-
3850	прилежати	2	-
3854	приложити	1	-
3855	похытити	1	-
3856	почивати	7	-
3859	почитати	7	-
3860	почити	4v	-
3865	почудити	1	-
3866	почути	4v	-
3869	пощѧдѣти	2	-
3873	правити	1	-
3886	праздьновати	6	-
3890	праздьньствовати	6	-
3896	пращати	7	-
3900	приꙗти	7	-
3903	прил҄юбити	1	-
3908	приближати	7	-
3909	приближити	1	-
3910	прибывати	7	-
3915	прибѣгати	7	-
3916	прибѣгнѫти	5	-
3917	прибѣжати	2	-
3919	привалити	1	-
3920	привеслати	7	-
3921	привести	4c	привез
3922	привести	4c	привед
3924	привитати	7	-
3925	привлачити	1	-
3927	приводити	1	-
3929	привъпивати	7	-
3932	привѧзати	3	-
3933	пригваждати	7	-
3935	пригвоздити	1	-
3936	пригласити	1	-
3937	приглашати	7	-
3938	пригонити	1	-
3939	приготовати	7	-
3940	приготовити	1	-
3942	придаꙗти	3	-
3943	придавати	7	-
3945	придѣꙗти	3	-
3946	придѣлати	7	-
3948	прижагати	7	-
3949	прижиѕати	7	-
3952	призирати	7	-
3957	призывати	7	-
3958	призьрѣти	2	-
3964	прикл҄ючити	1	-
3965	приломити	1	-
3967	прильпѣти	2	-
3968	прилѣпл҄ꙗти	7	-
3969	прилѣпити	1	-
3972	примирити	1	-
3975	примыслити	1	-
3976	примышл҄ꙗти	7	-
3978	примѣнити	1	-
3979	примѣсити	1	-
3980	примѣтати	7	-
3981	примѣшати	7	-
3983	принести	4c	принес
3984	приникнѫти	5	-
3985	приносити	1	-
3988	принѫждати	7	-
3989	принѫдити	1	-
3991	приобрѣтати	7	-
3995	приобьщавати	7	-
3996	приобьщати	7	-
3997	приобьщити	1	-
3998	припадати	7	-
3999	припасти	4c	припад
4001	приплести	4c	приплет
4002	приплодити	1	-
4003	приподобити	1	-
4004	припрѧщи	4c	припрѧг
4005	припѣвати	7	-
4007	приразити	1	-
4008	приристати	3	-
4011	присвоиствити	1	-
4012	присвѧнѫти	5	-
4013	приселити	1	-
4014	присѫдити	1	-
4015	прискочити	1	-
4019	приспѣти	4v	-
4020	приставл҄ꙗти	7	-
4022	приставити	1	-
4027	пристѫпати	7	-
4028	пристѫпити	1	-
4030	пристроити	1	-
4031	присъвъкупити	1	-
4032	присѣдѣти	2	-
4033	присѣтити	1	-
4036	присѧгнѫти	5	-
4038	присѧщи	4c	присѧг
4039	притвар҄ꙗти	7	-
4040	притворити	1	-
4043	притѫжати	7	-
4047	притѣкати	7	-
4049	притѧжати	2	-
4050	прихаждати	7	-
4052	приходити	1	-
4054	причаꙗти	3	-
4055	причетати	7	-
4056	причинити	1	-
4058	причитати	7	-
4061	причѧстити	1	-
4065	причѧщати	7	-
4069	пришьльствовати	6	-
4074	прѫжати	7	-
4076	пробавити	1	-
4078	проблѫдити	1	-
4079	пробости	4c	пробод
4081	пробѣгнѫти	5	-
4082	проваждати	7	-
4083	провести	4c	провед
4084	проводити	1	-
4086	провъстрѫбити	1	-
4087	провѣꙗти	3	-
4088	провѣщати	7	-
4089	проган҄ꙗти	7	-
4090	проглаголати	3	-
4091	прогласити	1	-
4093	прогнѣвати	7	-
4095	прогонити	1	-
4097	продаꙗти	3	-
4100	продльжати	7	-
4102	продльжити	1	-
4103	продьлити	1	-
4104	прозирати	7	-
4108	прозьрѣти	2	-
4109	прозѧбати	7	-
4112	проказити	1	-
4113	проказьлѣти	7	-
4114	проклинати	7	-
4116	прокопати	7	-
4117	прокуждати	7	-
4123	проливати	7	-
4125	промъкнѫти	5	-
4126	промыслити	1	-
4130	пронести	4c	пронес
4131	проносити	1	-
4136	проньзнѫти	5	-
4137	просыпати	3	-
4138	просѣꙗти	3	-
4139	просѣкати	7	-
4140	протвар҄ꙗти	7	-
4141	протесати	3	-
4142	противл҄ꙗти	7	-
4144	противити	1	-
4150	протлъковати	6	-
4151	протръгнѫти	5	-
4154	прообразити	1	-
4158	пропинати	7	-
4159	проплакати	3	-
4162	проповѣдати	7	-
4163	проповѣдовати	6	-
4169	проразити	1	-
4170	проразумѣвати	7	-
4171	прорастити	1	-
4175	прорицати	3	-
4181	пророчьствовати	6	-
4182	просадити	1	-
4183	просвьтѣти	2	-
4184	просвѣтити	1	-
4185	просвѣщати	7	-
4187	просиꙗти	7	-
4189	просити	1	-
4191	прославл҄ꙗти	7	-
4192	прославити	1	-
4194	прослышати	2	-
4195	просльзити	1	-
4197	просмраждати	7	-
4198	простити	1	-
4201	пространити	1	-
4207	протѧгнѫти	5	-
4210	проучати	7	-
4212	прохладити	1	-
4214	проходити	1	-
4216	процвитати	7	-
4219	прошибати	7	-
4234	прѣбивати	7	-
4240	прѣбывати	7	-
4243	прѣвести	4c	прѣвед
4244	прѣвести	4c	прѣвез
4245	прѣвитати	7	-
4247	прѣвратити	1	-
4248	прѣвращати	7	-
4249	прѣврѣдити	1	-
4250	прѣвъзвьрѣти	2	-
4252	прѣвъзнести	4c	прѣвъзнес
4253	прѣвъзносити	1	-
4255	прѣвъсходити	1	-
4261	прѣградити	1	-
4263	прѣгрѣшити	1	-
4265	прѣгыбати	7	-
4267	прѣдаꙗти	3	-
4275	прѣдолѣвати	7	-
4277	прѣдолѣти	7	-
4279	прѣдрьжати	2	-
4281	прѣдъвар҄ꙗти	7	-
4282	прѣдъварити	1	-
4283	прѣдъвести	4c	прѣдъвед
4286	прѣдъизводити	1	-
4288	прѣдълагати	7	-
4289	прѣдълежати	2	-
4291	прѣдъложити	1	-
4293	прѣдъпоказати	3	-
4294	прѣдъполагати	7	-
4295	прѣдъпоставити	1	-
4296	прѣдъпосълати	3	-
4299	прѣдъставити	1	-
4301	прѣдъстоꙗти	2	-
4307	прѣдъходити	1	-
4310	прѣдѣꙗти	3	-
4313	прѣжасати	7	-
4317	прѣзьрѣти	2	-
4318	прѣизнурити	1	-
4323	прѣклан҄ꙗти	7	-
4326	прѣклонити	1	-
4327	прѣкратити	1	-
4328	прѣкръмити	1	-
4329	прѣкрьстити	1	-
4330	прѣкрьщати	7	-
4331	прѣкутити	1	-
4332	прѣлагати	7	-
4333	прѣлазити	1	-
4334	прѣламати	7	-
4336	прѣливати	7	-
4338	прѣлищати	7	-
4342	прѣложити	1	-
4344	прѣломити	1	-
4345	прѣльстити	1	-
4348	прѣльщати	7	-
4351	прѣлѣсти	4c	прѣлѣз
4354	прѣминѫти	5	-
4355	прѣминовати	6	-
4356	прѣмѫждр҄ꙗти	7	-
4360	прѣмлькнѫти	5	-
4361	прѣмльчати	2	-
4362	прѣмощи	4c	прѣмог
4364	прѣмѫдити	1	-
4368	прѣмѣн҄ꙗти	7	-
4370	прѣмѣнити	1	-
4371	прѣмѣновати	6	-
4373	прѣмѣрити	1	-
4375	прѣнемагати	7	-
4376	прѣнемощи	4c	прѣнемог
4377	прѣнести	4c	прѣнес
4379	прѣобидѣти	2	-
4382	прѣобразити	1	-
4383	прѣобразовати	6	-
4384	прѣодолѣти	7	-
4386	прѣпирати	7	-
4387	прѣписати	7	-
4388	прѣпитѣти	7	-
4389	прѣплавати	7	-
4391	прѣпоꙗсати	3	-
4394	прѣпокоити	1	-
4396	прѣполовити	1	-
4400	прѣпроваждати	7	-
4401	прѣпроводити	1	-
4404	прѣпьрѣти	2	-
4409	прѣрѣзати	3	-
4412	прѣрѣкати	7	-
4416	прѣселити	1	-
4418	прѣсѫчити	1	-
4420	прѣскочити	1	-
4424	прѣслушати	7	-
4425	прѣспѣвати	7	-
4426	прѣспѣти	4v	-
4427	прѣстаꙗти	3	-
4428	прѣставл҄ꙗти	7	-
4430	прѣставити	1	-
4431	прѣстарѣти	7	-
4434	прѣстѫпати	7	-
4435	прѣстѫпити	1	-
4439	прѣстоꙗти	2	-
4441	прѣстрадати	3	-
4442	прѣсѣдѣти	2	-
4443	прѣсѣщи	4c	прѣсѣк
4444	прѣсѧгнѫти	5	-
4445	прѣтвар҄ꙗти	7	-
4446	прѣтворити	1	-
4448	прѣтирати	7	-
4449	прѣтити	1	-
4450	прѣтръгнѫти	5	-
4453	прѣтрьпѣти	2	-
4456	прѣтъкнѫти	5	-
4458	прѣтыкати	7	-
4460	прѣтѣкати	7	-
4461	прѣхаждати	7	-
4462	прѣхвалити	1	-
4464	прѣходити	1	-
4471	прѧсти	4c	прѧд
4472	прѧтати	7	-
4473	пустити	1	-
4482	пущати	7	-
4485	пъвати	7	-
4491	пытати	7	-
4495	пьрѣти	2	-
4511	пѣнити	1	-
4528	раждати	7	-
4532	раждиѕати	7	-
4537	работати	7	-
4544	радити	1	-
4546	радовати	6	-
4551	разар҄ꙗти	7	-
4552	разбивати	7	-
4554	разбогатѣти	7	-
4560	разболѣти	2	-
4561	разботѣти	7	-
4562	разбѣгнѫти	5	-
4563	разварити	1	-
4564	развлачити	1	-
4565	разводити	1	-
4566	развратити	1	-
4567	развращати	7	-
4569	разврьзати	7	-
4573	разгарати	7	-
4574	разгнѣвати	7	-
4575	разгнѣвити	1	-
4576	разгорѣти	2	-
4578	разграбити	1	-
4579	разгръдѣти	7	-
4581	раздаꙗти	3	-
4582	раздавати	7	-
4584	раздирати	7	-
4586	раздражати	7	-
4587	раздражити	1	-
4588	раздразити	1	-
4589	раздробити	1	-
4590	раздрушати	7	-
4592	раздрушити	1	-
4593	раздрѣшати	7	-
4595	раздрѣшити	1	-
4597	раздѣл҄ꙗти	7	-
4599	раздѣлити	1	-
4605	разлѫчати	7	-
4607	разлѫчити	1	-
4608	разломити	1	-
4609	разлѣнити	1	-
4611	размыслити	1	-
4612	размышл҄ꙗти	7	-
4614	размѣрити	1	-
4615	размѣсити	1	-
4617	разорити	1	-
4623	разумѣвати	7	-
4625	разумѣти	7	-
4628	разьньствити	1	-
4630	разьньствовати	6	-
4637	расѫждати	7	-
4639	расѫдити	1	-
4640	раскаꙗти	3	-
4641	расказити	1	-
4644	раскопавати	7	-
4645	раскопати	7	-
4646	раскривити	1	-
4647	раскрьстити	1	-
4648	раслабити	1	-
4649	раслабѣти	7	-
4651	распадати	7	-
4654	распасти	4c	разпад
4655	распинати	7	-
4656	распѫдити	1	-
4659	распрашити	1	-
4661	распрѧщи	4c	разпрѧг
4662	распустити	1	-
4670	растаꙗти	3	-
4671	растачати	7	-
4672	раствар҄ꙗти	7	-
4675	расти	4c	раст
4676	растити	1	-
4677	растѫпити	1	-
4678	растоꙗти	2	-
4679	растопити	1	-
4680	расточити	1	-
4681	растрошити	1	-
4682	растръгати	7	-
4683	растръгнѫти	5	-
4687	растьлѣти	7	-
4688	расходити	1	-
4689	расхытити	1	-
4690	расхыщати	7	-
4691	расъматр҄ꙗти	7	-
4692	расъмотрити	1	-
4693	расыпати	3	-
4695	расѣꙗти	3	-
4696	расѣдати	7	-
4697	расѣщи	4c	разсѣк
4703	рачити	1	-
4704	рашир҄ꙗти	7	-
4705	раширити	1	-
4710	ретити	1	-
4713	ривати	7	-
4717	рикати	7	-
4718	ринѫти	5	-
4719	ристати	3	-
4720	рѫгати	7	-
4739	родити	1	-
4748	росити	1	-
4749	ротити	1	-
4754	рушити	1	-
4758	ръзати	3	-
4760	ръпътати	3	-
4767	рыдати	7	-
4773	рьвьновати	6	-
4782	сѫдити	1	-
4790	рѣꙗти	3	-
4792	рѣзати	3	-
4798	рѣчьновати	6	-
4800	рѣшити	1	-
4802	садити	1	-
4812	сверѣповати	6	-
4817	свирати	7	-
4821	свитати	7	-
4822	свобаждати	7	-
4826	свободити	1	-
4832	свьтѣти	2	-
4836	свѣтити	1	-
4850	свѧтити	1	-
4857	свѧщати	7	-
4868	селити	1	-
4875	сиꙗти	7	-
4883	сѫмьнѣти	2	-
4886	сѫпротивити	1	-
4897	скакати	3	-
4903	скврьнити	1	-
4914	скѫдѣти	7	-
4916	склабити	1	-
4918	скопити	1	-
4926	скочити	1	-
4930	скръбити	1	-
4933	скръбѣти	2	-
4935	скрьжьтати	3	-
4942	славити	1	-
4957	слуговати	6	-
4961	служити	1	-
4967	слушати	7	-
4971	слышати	2	-
4973	сльзити	1	-
4976	слѣдити	1	-
4992	смръдѣти	2	-
4993	смикати	7	-
4997	совати	7	-
5008	спѣти	4v	-
5011	спѣшити	1	-
5013	срамл҄ꙗти	7	-
5014	срамити	1	-
5025	стаꙗти	3	-
5026	ставл҄ꙗти	7	-
5029	ставити	1	-
5041	старѣишиньствовати	6	-
5046	стенати	3	-
5050	стѫпати	7	-
5051	стѫпити	1	-
5055	стоꙗти	2	-
5059	страдати	3	-
5074	страшити	1	-
5081	строити	1	-
5091	стрѣл҄ꙗти	7	-
5093	стрѣкати	3	-
5096	стрѣщи	4c	стрѣг
5107	стыдѣти	2	-
5120	съпасти	4c	съпас
5121	съпасти	4c	съпад
5126	съписати	7	-
5127	сугубити	1	-
5138	сушити	1	-
5139	събл҄юдати	7	-
5141	събл҄юсти	4c	събл҄уд
5144	събирати	7	-
5146	съблажн҄ꙗти	7	-
5147	съблазнити	1	-
5150	съблѫдити	1	-
5154	събости	4c	събод
5155	събрысати	7	-
5156	събывати	7	-
5162	съвести	4c	съвед
5163	съвивати	7	-
5167	съвласти	4c	съвлад
5168	съвлачити	1	-
5171	съвратити	1	-
5172	съвращати	7	-
5173	съврьшати	7	-
5176	съврьшити	1	-
5178	съвъздвигнѫти	5	-
5180	съвъкупл҄ꙗти	7	-
5182	съвъкупити	1	-
5184	съвъпрашати	7	-
5185	съвъскрьснѫти	5	-
5186	съвъставити	1	-
5187	съвъсхытити	1	-
5189	съвьрѣти	2	-
5195	съвѣдѣтел҄ьствовати	6	-
5197	съвѣсити	1	-
5198	съвѣстовати	6	-
5201	съвѣстьствовати	6	-
5202	съвѣтовати	6	-
5205	съвѣщавати	7	-
5206	съвѣщати	7	-
5207	съвѧзати	3	-
5208	съвѧзовати	6	-
5210	съгарати	7	-
5211	съглаголати	3	-
5213	съглѧдати	7	-
5215	съгнѣвати	7	-
5216	съгонити	1	-
5217	съгорѣти	2	-
5218	съготовати	7	-
5219	съготовити	1	-
5220	съгръждати	7	-
5221	съгрѣвати	7	-
5222	съгрѣзити	1	-
5223	съгрѣти	4v	-
5224	съгрѣшати	7	-
5226	съгрѣшити	1	-
5227	съдолѣти	7	-
5230	съдробити	1	-
5231	съдружити	1	-
5232	съдрьжати	2	-
5235	съдѣꙗти	3	-
5236	съдѣвати	7	-
5238	съдѣиствовати	6	-
5240	съдѣлати	7	-
5243	съжагати	7	-
5244	съжалити	1	-
5247	съжиѕати	7	-
5248	съжимати	7	-
5250	съзидати	7	-
5251	съзирати	7	-
5252	съзорити	1	-
5255	съзывати	7	-
5259	съзьрѣти	7	-
5260	съизвѣстовати	6	-
5261	съкл҄ючити	1	-
5264	съказати	3	-
5265	съказовати	6	-
5266	съкѫтати	7	-
5267	съклѣстити	1	-
5268	съклѣщати	7	-
5269	съконьчавати	7	-
5271	съконьчати	7	-
5272	съкратити	1	-
5276	съкрушати	7	-
5278	съкрушити	1	-
5279	съкрывати	7	-
5282	съкупити	1	-
5283	съкыдати	7	-
5284	сълагати	7	-
5285	сълазити	1	-
5287	съламл҄ꙗти	7	-
5288	сълати	3	-
5289	сълежати	2	-
5291	съликъствовати	6	-
5296	съложити	1	-
5297	съломити	1	-
5299	сълучати	7	-
5300	сълучити	1	-
5302	сълъгати	3	-
5303	сълѣсти	4c	сълѣз
5304	сълѧцати	3	-
5305	сълѧщи	4c	сълѧк
5306	съматр҄ꙗти	7	-
5307	съмести	4c	съмет
5308	съмир҄ꙗти	7	-
5310	съмилити	1	-
5311	съмирити	1	-
5312	съмѫтити	1	-
5314	съмѫщати	7	-
5317	съмотр҄ꙗти	7	-
5319	съмотрити	1	-
5322	съмръзнѫти	5	-
5325	съмыслити	1	-
5328	съмышл҄ꙗти	7	-
5329	съмѣр҄ꙗти	7	-
5331	съмѣжати	7	-
5332	съмѣжити	1	-
5333	съмѣрити	1	-
5335	съмѣсити	1	-
5336	съмѣти	4v	-
5337	съмѣшати	7	-
5339	съмѧсти	4c	съмѧт
5341	сънабъдѣти	2	-
5342	сънести	4c	сънес
5344	сънимати	7	-
5348	сънорити	1	-
5354	сънѣдати	7	-
5363	съпадати	7	-
5365	съпасати	7	-
5373	съплескати	3	-
5374	съплести	4c	съплет
5376	съплитати	7	-
5377	съплѣтати	7	-
5380	съповѣдати	7	-
5381	съповѣдовати	6	-
5383	съподобл҄ꙗти	7	-
5385	съподобити	1	-
5391	твар҄ꙗти	7	-
5395	творити	1	-
5407	тесати	3	-
5408	тети	4c	теп
5424	тишити	1	-
5427	тѫжити	1	-
5434	тлькнѫти	5	-
5436	съпомагати	7	-
5438	съпраздьньствовати	6	-
5441	съпрѣбывати	7	-
5443	съпрѧтати	7	-
5444	съпустити	1	-
5446	съпьрѣти	2	-
5450	сърадовати	6	-
5452	съринѫти	5	-
5453	съристати	3	-
5454	сърицати	3	-
5457	сърѣтати	7	-
5461	съсѫдити	1	-
5463	съсѫмьнѣти	2	-
5465	съставл҄ꙗти	7	-
5467	съставити	1	-
5470	състарѣти	7	-
5471	състѫпити	1	-
5473	състоꙗти	2	-
5475	състроити	1	-
5476	състрѣл҄ꙗти	7	-
5478	съсъхнѫти	5	-
5480	съсѣдати	7	-
5481	съсѣкати	7	-
5482	съсѣщи	4c	съсѣк
5483	сътвар҄ꙗти	7	-
5485	сътворити	1	-
5486	сътврьдити	1	-
5488	сътискати	7	-
5490	сътѫжати	7	-
5492	сътѫжити	1	-
5497	сътрьпѣти	2	-
5499	сътрѣбити	1	-
5500	сътрѧсати	7	-
5501	сътрѧсти	4c	сътрѧс
5506	сътѧѕати	7	-
5507	сътѧгнѫти	5	-
5509	сътѧжати	2	-
5510	съхнѫти	5	-
5512	съходити	1	-
5514	съхран҄ꙗти	7	-
5516	съхранити	1	-
5518	съцѣнити	1	-
5520	съчетати	7	-
5522	съчинити	1	-
5539	сѣꙗти	3	-
5544	сѣдати	7	-
5551	сѣдѣти	2	-
5557	сѣти	4v	-
5560	сѣтовати	6	-
5567	сѣщи	4c	сѣк
5569	таꙗти	3	-
5575	таити	1	-
5584	томити	1	-
5589	точити	1	-
5590	травити	1	-
5591	тратати	3	-
5592	трепетати	3	-
5601	трѫбити	1	-
5612	трошити	1	-
5614	труждати	7	-
5615	трудити	1	-
5633	трьпѣти	2	-
5640	трѣбовати	6	-
5646	трѣзвити	1	-
5650	трѧсти	4c	трѧс
5659	тъкнѫти	5	-
5664	тъщати	2	-
5678	тьлити	1	-
5682	тьлѣти	7	-
5694	тѣшити	1	-
5695	тѣщити	1	-
5696	тѧгнѫти	5	-
5706	уꙗзвити	1	-
5709	уѩдрити	1	-
5711	убаловати	6	-
5712	убиꙗти	7	-
5715	убивати	7	-
5722	ублажити	1	-
5723	убоꙗти	2	-
5731	убудити	1	-
5732	убѣгнѫти	5	-
5733	убѣдити	1	-
5735	убѣжати	2	-
5738	убѣлити	1	-
5739	увращати	7	-
5743	увѣрити	1	-
5744	увѣровати	6	-
5747	увѣщавати	7	-
5749	увѣщати	7	-
5750	увѧждати	7	-
5751	увѧдати	7	-
5752	увѧзати	3	-
5753	увѧнѫти	5	-
5754	увѧсти	4c	увѧз
5755	угаждати	7	-
5756	угасати	7	-
5757	угасити	1	-
5758	угаснѫти	5	-
5760	углѫбити	1	-
5761	угнѣздити	1	-
5762	угнѣтати	7	-
5764	угобьѕити	1	-
5766	угодити	1	-
5770	уготовати	7	-
5771	уготовити	1	-
5772	удал҄ꙗти	7	-
5777	удавити	1	-
5778	удалити	1	-
5779	ударити	1	-
5780	удвар҄ꙗти	7	-
5782	удебелѣти	7	-
5783	удивити	1	-
5784	удобл҄ꙗти	7	-
5787	удолѣти	7	-
5789	удрѫчити	1	-
5792	удрьжати	2	-
5795	хапати	3	-
5798	хвалити	1	-
5800	хватати	7	-
5807	хлѫпати	7	-
5815	ужасати	7	-
5817	ужасити	1	-
5818	ужаснѫти	5	-
5826	узълобити	1	-
5827	узьрѣти	2	-
5829	уистити	1	-
5831	укар҄ꙗти	7	-
5833	указати	3	-
5835	уклан҄ꙗти	7	-
5836	уклонити	1	-
5838	укоренити	1	-
5841	укорити	1	-
5844	украсити	1	-
5845	украсти	4c	украд
5846	украшати	7	-
5850	укротити	1	-
5851	укротѣти	7	-
5854	укрѣпл҄ꙗти	7	-
5855	укрѣпити	1	-
