# Gold paradigm oracle: Alypy (Gamanovich) grammar printed paradigm tables.
# Source: alypy-gamanovich-grammar-web-2023 (references/downloads/alypy-grammar).
# Generator: cargo xtask alypy-paradigm-oracle (crates/xtask/src/alypy_oracle.rs).
# Surfaces are verbatim as printed (accents, hyphenated morpheme boundaries,
# variant parentheses intact); the comparison contract decides equivalence.
section	artifact	table_index	pos	headword	column_label	case	number	gender	person	tense	form	surface
§57. Склонение имен прилагательных полных	p057.htm	1	adjective	мꙋ́др-ое		locative	plural	neuter				мꙋ́др-ыхъ
§57. Склонение имен прилагательных полных	p057.htm	2	adjective	си́н-їй		nominative+vocative	singular	masculine				си́н-їй
§57. Склонение имен прилагательных полных	p057.htm	2	adjective	си́н-ѧѧ		nominative+vocative	singular	feminine				си́н-ѧѧ
§57. Склонение имен прилагательных полных	p057.htm	2	adjective	си́н-ее		nominative+vocative	singular	neuter				си́н-ее
§57. Склонение имен прилагательных полных	p057.htm	2	adjective	си́н-їй		genitive	singular	masculine				си́н-ѧгѡ
§57. Склонение имен прилагательных полных	p057.htm	2	adjective	си́н-ѧѧ		genitive	singular	feminine				си́н-їѧ
§57. Склонение имен прилагательных полных	p057.htm	2	adjective	си́н-ее		genitive	singular	neuter				си́н-ѧгѡ
§57. Склонение имен прилагательных полных	p057.htm	2	adjective	си́н-їй		dative	singular	masculine				си́н-емꙋ
§57. Склонение имен прилагательных полных	p057.htm	2	adjective	си́н-ѧѧ		dative	singular	feminine				си́н-ей
§57. Склонение имен прилагательных полных	p057.htm	2	adjective	си́н-ее		dative	singular	neuter				си́н-емꙋ
§57. Склонение имен прилагательных полных	p057.htm	2	adjective	си́н-їй		accusative	singular	masculine				си́н-їй (-ѧго)
§57. Склонение имен прилагательных полных	p057.htm	2	adjective	си́н-ѧѧ		accusative	singular	feminine				си́н-юю
§57. Склонение имен прилагательных полных	p057.htm	2	adjective	си́н-ее		accusative	singular	neuter				си́н-ее
§57. Склонение имен прилагательных полных	p057.htm	2	adjective	си́н-їй		instrumental	singular	masculine				си́н-имъ
§57. Склонение имен прилагательных полных	p057.htm	2	adjective	си́н-ѧѧ		instrumental	singular	feminine				си́н-ею
§57. Склонение имен прилагательных полных	p057.htm	2	adjective	си́н-ее		instrumental	singular	neuter				си́н-имъ
§57. Склонение имен прилагательных полных	p057.htm	2	adjective	си́н-їй		locative	singular	masculine				си́н-емъ
§57. Склонение имен прилагательных полных	p057.htm	2	adjective	си́н-ѧѧ		locative	singular	feminine				си́н-ей
§57. Склонение имен прилагательных полных	p057.htm	2	adjective	си́н-ее		locative	singular	neuter				си́н-емъ
§57. Склонение имен прилагательных полных	p057.htm	2	adjective	си́н-їй		nominative+accusative+vocative	dual	masculine				си̑н-ѧѧ
§57. Склонение имен прилагательных полных	p057.htm	2	adjective	си́н-ѧѧ		nominative+accusative+vocative	dual	feminine				си́н-їи
§57. Склонение имен прилагательных полных	p057.htm	2	adjective	си́н-ее		nominative+accusative+vocative	dual	neuter				си́н-їи
§57. Склонение имен прилагательных полных	p057.htm	2	adjective	си́н-їй		genitive+locative	dual	masculine				си̑н-юю
§57. Склонение имен прилагательных полных	p057.htm	2	adjective	си́н-ѧѧ		genitive+locative	dual	feminine				си̑н-юю
§57. Склонение имен прилагательных полных	p057.htm	2	adjective	си́н-ее		genitive+locative	dual	neuter				си̑н-юю
§57. Склонение имен прилагательных полных	p057.htm	2	adjective	си́н-їй		dative+instrumental	dual	masculine				си́н-има
§57. Склонение имен прилагательных полных	p057.htm	2	adjective	си́н-ѧѧ		dative+instrumental	dual	feminine				си́н-има
§57. Склонение имен прилагательных полных	p057.htm	2	adjective	си́н-ее		dative+instrumental	dual	neuter				си́н-има
§57. Склонение имен прилагательных полных	p057.htm	2	adjective	си́н-їй		nominative+vocative	plural	masculine				си́н-їи
§57. Склонение имен прилагательных полных	p057.htm	2	adjective	си́н-ѧѧ		nominative+vocative	plural	feminine				си̑н-їѧ
§57. Склонение имен прилагательных полных	p057.htm	2	adjective	си́н-ее		nominative+vocative	plural	neuter				си̑н-ѧѧ
§57. Склонение имен прилагательных полных	p057.htm	2	adjective	си́н-їй		genitive	plural	masculine				си́н-ихъ
§57. Склонение имен прилагательных полных	p057.htm	2	adjective	си́н-ѧѧ		genitive	plural	feminine				си́н-ихъ
§57. Склонение имен прилагательных полных	p057.htm	2	adjective	си́н-ее		genitive	plural	neuter				си́н-ихъ
§57. Склонение имен прилагательных полных	p057.htm	2	adjective	си́н-їй		dative	plural	masculine				си̑н-имъ
§57. Склонение имен прилагательных полных	p057.htm	2	adjective	си́н-ѧѧ		dative	plural	feminine				си̑н-имъ
§57. Склонение имен прилагательных полных	p057.htm	2	adjective	си́н-ее		dative	plural	neuter				си̑н-имъ
§57. Склонение имен прилагательных полных	p057.htm	2	adjective	си́н-їй		accusative	plural	masculine				си̑н-їѧ (-ихъ)
§57. Склонение имен прилагательных полных	p057.htm	2	adjective	си́н-ѧѧ		accusative	plural	feminine				си̑н-їѧ (-ихъ)
§57. Склонение имен прилагательных полных	p057.htm	2	adjective	си́н-ее		accusative	plural	neuter				си̑н-ѧѧ
§57. Склонение имен прилагательных полных	p057.htm	2	adjective	си́н-їй		instrumental	plural	masculine				си́н-ими
§57. Склонение имен прилагательных полных	p057.htm	2	adjective	си́н-ѧѧ		instrumental	plural	feminine				си́н-ими
§57. Склонение имен прилагательных полных	p057.htm	2	adjective	си́н-ее		instrumental	plural	neuter				си́н-ими
§57. Склонение имен прилагательных полных	p057.htm	2	adjective	си́н-їй		locative	plural	masculine				си́н-ихъ
§57. Склонение имен прилагательных полных	p057.htm	2	adjective	си́н-ѧѧ		locative	plural	feminine				си́н-ихъ
§57. Склонение имен прилагательных полных	p057.htm	2	adjective	си́н-ее		locative	plural	neuter				си́н-ихъ
§57. Склонение имен прилагательных полных	p057.htm	3	adjective	благ-і́й		nominative+vocative	singular	masculine				благ-і́й
§57. Склонение имен прилагательных полных	p057.htm	3	adjective	благ-а́ѧ		nominative+vocative	singular	feminine				благ-а́ѧ
§57. Склонение имен прилагательных полных	p057.htm	3	adjective	благ-о́е		nominative+vocative	singular	neuter				благ-о́е
§57. Склонение имен прилагательных полных	p057.htm	3	adjective	благ-і́й		genitive	singular	masculine				благ-а́гѡ
§57. Склонение имен прилагательных полных	p057.htm	3	adjective	благ-а́ѧ		genitive	singular	feminine				благ-і́ѧ
§57. Склонение имен прилагательных полных	p057.htm	3	adjective	благ-о́е		genitive	singular	neuter				благ-а́гѡ
§57. Склонение имен прилагательных полных	p057.htm	3	adjective	благ-і́й		dative	singular	masculine				благ-о́мꙋ
§57. Склонение имен прилагательных полных	p057.htm	3	adjective	благ-а́ѧ		dative	singular	feminine				бла́з-ѣй
§57. Склонение имен прилагательных полных	p057.htm	3	adjective	благ-о́е		dative	singular	neuter				благ-о́мꙋ
§57. Склонение имен прилагательных полных	p057.htm	3	adjective	благ-і́й		accusative	singular	masculine				благ-і́й (-а́го)
§57. Склонение имен прилагательных полных	p057.htm	3	adjective	благ-а́ѧ		accusative	singular	feminine				благ-ꙋ́ю
§57. Склонение имен прилагательных полных	p057.htm	3	adjective	благ-о́е		accusative	singular	neuter				благ-о́е
§57. Склонение имен прилагательных полных	p057.htm	3	adjective	благ-і́й		instrumental	singular	masculine				благ-и́мъ
§57. Склонение имен прилагательных полных	p057.htm	3	adjective	благ-а́ѧ		instrumental	singular	feminine				благ-о́ю
§57. Склонение имен прилагательных полных	p057.htm	3	adjective	благ-о́е		instrumental	singular	neuter				благ-и́мъ
§57. Склонение имен прилагательных полных	p057.htm	3	adjective	благ-і́й		locative	singular	masculine				бла́з-ѣмъ
§57. Склонение имен прилагательных полных	p057.htm	3	adjective	благ-а́ѧ		locative	singular	feminine				бла́з-ѣй
§57. Склонение имен прилагательных полных	p057.htm	3	adjective	благ-о́е		locative	singular	neuter				бла́з-ѣмъ
§57. Склонение имен прилагательных полных	p057.htm	3	adjective	благ-і́й		nominative+accusative+vocative	dual	masculine				благ-а̑ѧ
§57. Склонение имен прилагательных полных	p057.htm	3	adjective	благ-а́ѧ		nominative+accusative+vocative	dual	feminine				блаз-ѣ́и
§57. Склонение имен прилагательных полных	p057.htm	3	adjective	благ-о́е		nominative+accusative+vocative	dual	neuter				блаз-ѣ́и
§57. Склонение имен прилагательных полных	p057.htm	3	adjective	благ-і́й		genitive+locative	dual	masculine				благ-ꙋ̑ю
§57. Склонение имен прилагательных полных	p057.htm	3	adjective	благ-а́ѧ		genitive+locative	dual	feminine				благ-ꙋ̑ю
§57. Склонение имен прилагательных полных	p057.htm	3	adjective	благ-о́е		genitive+locative	dual	neuter				благ-ꙋ̑ю
§57. Склонение имен прилагательных полных	p057.htm	3	adjective	благ-і́й		dative+instrumental	dual	masculine				благ-и́ма
§57. Склонение имен прилагательных полных	p057.htm	3	adjective	благ-а́ѧ		dative+instrumental	dual	feminine				благ-и́ма
§57. Склонение имен прилагательных полных	p057.htm	3	adjective	благ-о́е		dative+instrumental	dual	neuter				благ-и́ма
§57. Склонение имен прилагательных полных	p057.htm	3	adjective	благ-і́й		nominative+vocative	plural	masculine				блаз-і́и
§57. Склонение имен прилагательных полных	p057.htm	3	adjective	благ-а́ѧ		nominative+vocative	plural	feminine				благ-і̑ѧ
§57. Склонение имен прилагательных полных	p057.htm	3	adjective	благ-о́е		nominative+vocative	plural	neuter				благ-а̑ѧ
§57. Склонение имен прилагательных полных	p057.htm	3	adjective	благ-і́й		genitive	plural	masculine				благ-и́хъ
§57. Склонение имен прилагательных полных	p057.htm	3	adjective	благ-а́ѧ		genitive	plural	feminine				благ-и́хъ
§57. Склонение имен прилагательных полных	p057.htm	3	adjective	благ-о́е		genitive	plural	neuter				благ-и́хъ
§57. Склонение имен прилагательных полных	p057.htm	3	adjective	благ-і́й		dative	plural	masculine				благ-и̑мъ
§57. Склонение имен прилагательных полных	p057.htm	3	adjective	благ-а́ѧ		dative	plural	feminine				благ-и̑мъ
§57. Склонение имен прилагательных полных	p057.htm	3	adjective	благ-о́е		dative	plural	neuter				благ-и̑мъ
§57. Склонение имен прилагательных полных	p057.htm	3	adjective	благ-і́й		accusative	plural	masculine				благ-і̑ѧ (-и́хъ)
§57. Склонение имен прилагательных полных	p057.htm	3	adjective	благ-а́ѧ		accusative	plural	feminine				благ-і̑ѧ
§57. Склонение имен прилагательных полных	p057.htm	3	adjective	благ-о́е		accusative	plural	neuter				благ-а̑ѧ
§57. Склонение имен прилагательных полных	p057.htm	3	adjective	благ-і́й		instrumental	plural	masculine				благ-и́ми
§57. Склонение имен прилагательных полных	p057.htm	3	adjective	благ-а́ѧ		instrumental	plural	feminine				благ-и́ми
§57. Склонение имен прилагательных полных	p057.htm	3	adjective	благ-о́е		instrumental	plural	neuter				благ-и́ми
§57. Склонение имен прилагательных полных	p057.htm	3	adjective	благ-і́й		locative	plural	masculine				благ-и́хъ
§57. Склонение имен прилагательных полных	p057.htm	3	adjective	благ-а́ѧ		locative	plural	feminine				благ-и́хъ
§57. Склонение имен прилагательных полных	p057.htm	3	adjective	благ-о́е		locative	plural	neuter				благ-и́хъ
§57. Склонение имен прилагательных полных	p057.htm	4	adjective	ни́щ-їй		nominative+vocative	singular	masculine				ни́щ-їй
§57. Склонение имен прилагательных полных	p057.htm	4	adjective	ни́щ-аѧ		nominative+vocative	singular	feminine				ни́щ-аѧ
§57. Склонение имен прилагательных полных	p057.htm	4	adjective	ни́щ-ее		nominative+vocative	singular	neuter				ни́щ-ее
§57. Склонение имен прилагательных полных	p057.htm	4	adjective	ни́щ-їй		genitive	singular	masculine				ни́щ-агѡ
§57. Склонение имен прилагательных полных	p057.htm	4	adjective	ни́щ-аѧ		genitive	singular	feminine				ни́щ-їѧ
§57. Склонение имен прилагательных полных	p057.htm	4	adjective	ни́щ-ее		genitive	singular	neuter				ни́щ-агѡ
§57. Склонение имен прилагательных полных	p057.htm	4	adjective	ни́щ-їй		dative	singular	masculine				ни́щ-емꙋ
§57. Склонение имен прилагательных полных	p057.htm	4	adjective	ни́щ-аѧ		dative	singular	feminine				ни́щ-ей
§57. Склонение имен прилагательных полных	p057.htm	4	adjective	ни́щ-ее		dative	singular	neuter				ни́щ-емꙋ
§57. Склонение имен прилагательных полных	p057.htm	4	adjective	ни́щ-їй		accusative	singular	masculine				ни́щ-їй (-аго)
§57. Склонение имен прилагательных полных	p057.htm	4	adjective	ни́щ-аѧ		accusative	singular	feminine				ни́щ-ꙋю
§57. Склонение имен прилагательных полных	p057.htm	4	adjective	ни́щ-ее		accusative	singular	neuter				ни́щ-ее
§57. Склонение имен прилагательных полных	p057.htm	4	adjective	ни́щ-їй		instrumental	singular	masculine				ни́щ-имъ
§57. Склонение имен прилагательных полных	p057.htm	4	adjective	ни́щ-аѧ		instrumental	singular	feminine				ни́щ-ею
§57. Склонение имен прилагательных полных	p057.htm	4	adjective	ни́щ-ее		instrumental	singular	neuter				ни́щ-имъ
§57. Склонение имен прилагательных полных	p057.htm	4	adjective	ни́щ-їй		locative	singular	masculine				ни́щ-емъ
§57. Склонение имен прилагательных полных	p057.htm	4	adjective	ни́щ-аѧ		locative	singular	feminine				ни́щ-ей
§57. Склонение имен прилагательных полных	p057.htm	4	adjective	ни́щ-ее		locative	singular	neuter				ни́щ-емъ
§57. Склонение имен прилагательных полных	p057.htm	4	adjective	ни́щ-їй		nominative+accusative+vocative	dual	masculine				ни̑щ-аѧ
§57. Склонение имен прилагательных полных	p057.htm	4	adjective	ни́щ-аѧ		nominative+accusative+vocative	dual	feminine				ни́щ-їи
§57. Склонение имен прилагательных полных	p057.htm	4	adjective	ни́щ-ее		nominative+accusative+vocative	dual	neuter				ни́щ-їи
§57. Склонение имен прилагательных полных	p057.htm	4	adjective	ни́щ-їй		genitive+locative	dual	masculine				ни̑щ-ꙋю
§57. Склонение имен прилагательных полных	p057.htm	4	adjective	ни́щ-аѧ		genitive+locative	dual	feminine				ни̑щ-ꙋю
§57. Склонение имен прилагательных полных	p057.htm	4	adjective	ни́щ-ее		genitive+locative	dual	neuter				ни̑щ-ꙋю
§57. Склонение имен прилагательных полных	p057.htm	4	adjective	ни́щ-їй		dative+instrumental	dual	masculine				ни́щ-има
§57. Склонение имен прилагательных полных	p057.htm	4	adjective	ни́щ-аѧ		dative+instrumental	dual	feminine				ни́щ-има
§57. Склонение имен прилагательных полных	p057.htm	4	adjective	ни́щ-ее		dative+instrumental	dual	neuter				ни́щ-има
§57. Склонение имен прилагательных полных	p057.htm	4	adjective	ни́щ-їй		nominative+vocative	plural	masculine				ни́щ-їи
§57. Склонение имен прилагательных полных	p057.htm	4	adjective	ни́щ-аѧ		nominative+vocative	plural	feminine				ни́щ-ыѧ
§57. Склонение имен прилагательных полных	p057.htm	4	adjective	ни́щ-ее		nominative+vocative	plural	neuter				ни̑щ-аѧ
§57. Склонение имен прилагательных полных	p057.htm	4	adjective	ни́щ-їй		genitive	plural	masculine				ни́щ-ихъ
§57. Склонение имен прилагательных полных	p057.htm	4	adjective	ни́щ-аѧ		genitive	plural	feminine				ни́щ-ихъ
§57. Склонение имен прилагательных полных	p057.htm	4	adjective	ни́щ-ее		genitive	plural	neuter				ни́щ-ихъ
§57. Склонение имен прилагательных полных	p057.htm	4	adjective	ни́щ-їй		dative	plural	masculine				ни́щ-ымъ
§57. Склонение имен прилагательных полных	p057.htm	4	adjective	ни́щ-аѧ		dative	plural	feminine				ни́щ-ымъ
§57. Склонение имен прилагательных полных	p057.htm	4	adjective	ни́щ-ее		dative	plural	neuter				ни́щ-ымъ
§57. Склонение имен прилагательных полных	p057.htm	4	adjective	ни́щ-їй		accusative	plural	masculine				ни́щ-ыѧ (-ихъ)
§57. Склонение имен прилагательных полных	p057.htm	4	adjective	ни́щ-аѧ		accusative	plural	feminine				ни́щ-ыѧ (-ихъ)
§57. Склонение имен прилагательных полных	p057.htm	4	adjective	ни́щ-ее		accusative	plural	neuter				ни̑щ-аѧ
§57. Склонение имен прилагательных полных	p057.htm	4	adjective	ни́щ-їй		instrumental	plural	masculine				ни́щ-ими
§57. Склонение имен прилагательных полных	p057.htm	4	adjective	ни́щ-аѧ		instrumental	plural	feminine				ни́щ-ими
§57. Склонение имен прилагательных полных	p057.htm	4	adjective	ни́щ-ее		instrumental	plural	neuter				ни́щ-ими
§57. Склонение имен прилагательных полных	p057.htm	4	adjective	ни́щ-їй		locative	plural	masculine				ни́щ-ихъ
§57. Склонение имен прилагательных полных	p057.htm	4	adjective	ни́щ-аѧ		locative	plural	feminine				ни́щ-ихъ
§57. Склонение имен прилагательных полных	p057.htm	4	adjective	ни́щ-ее		locative	plural	neuter				ни́щ-ихъ
§60. Склонение прилагательных сравнительной степени кратких	p060.htm	1	adjective	мꙋдр-ѣ́й		nominative+vocative	singular	masculine				мꙋдр-ѣ́й
§60. Склонение прилагательных сравнительной степени кратких	p060.htm	1	adjective	мꙋдр-ѣ́йши		nominative+vocative	singular	feminine				мꙋдр-ѣ́йши
§60. Склонение прилагательных сравнительной степени кратких	p060.htm	1	adjective	мꙋдр-ѣ́е (-ѣ́йше)		nominative+vocative	singular	neuter				мꙋдр-ѣ́е (-ѣ́йше)
§60. Склонение прилагательных сравнительной степени кратких	p060.htm	1	adjective	мꙋдр-ѣ́й		genitive	singular	masculine				мꙋдр-ѣ́йша
§60. Склонение прилагательных сравнительной степени кратких	p060.htm	1	adjective	мꙋдр-ѣ́йши		genitive	singular	feminine				мꙋдр-ѣ́йши
§60. Склонение прилагательных сравнительной степени кратких	p060.htm	1	adjective	мꙋдр-ѣ́е (-ѣ́йше)		genitive	singular	neuter				мꙋдр-ѣ́йша
§60. Склонение прилагательных сравнительной степени кратких	p060.htm	1	adjective	мꙋдр-ѣ́й		dative	singular	masculine				мꙋдр-ѣ́йшꙋ
§60. Склонение прилагательных сравнительной степени кратких	p060.htm	1	adjective	мꙋдр-ѣ́йши		dative	singular	feminine				мꙋдр-ѣ́йши
§60. Склонение прилагательных сравнительной степени кратких	p060.htm	1	adjective	мꙋдр-ѣ́е (-ѣ́йше)		dative	singular	neuter				мꙋдр-ѣ́йшꙋ
§60. Склонение прилагательных сравнительной степени кратких	p060.htm	1	adjective	мꙋдр-ѣ́й		accusative	singular	masculine				мꙋдр-ѣ́йш-ъ (-а)
§60. Склонение прилагательных сравнительной степени кратких	p060.htm	1	adjective	мꙋдр-ѣ́йши		accusative	singular	feminine				мꙋдр-ѣ́йшꙋ
§60. Склонение прилагательных сравнительной степени кратких	p060.htm	1	adjective	мꙋдр-ѣ́е (-ѣ́йше)		accusative	singular	neuter				мꙋдр-ѣ́е (-ѣ́йше)
§60. Склонение прилагательных сравнительной степени кратких	p060.htm	1	adjective	мꙋдр-ѣ́й		instrumental	singular	masculine				мꙋдр-ѣ́йшимъ
§60. Склонение прилагательных сравнительной степени кратких	p060.htm	1	adjective	мꙋдр-ѣ́йши		instrumental	singular	feminine				мꙋдр-ѣ́йшею
§60. Склонение прилагательных сравнительной степени кратких	p060.htm	1	adjective	мꙋдр-ѣ́е (-ѣ́йше)		instrumental	singular	neuter				мꙋдр-ѣ́йшимъ
§60. Склонение прилагательных сравнительной степени кратких	p060.htm	1	adjective	мꙋдр-ѣ́й		locative	singular	masculine				мꙋдр-ѣ́йши
§60. Склонение прилагательных сравнительной степени кратких	p060.htm	1	adjective	мꙋдр-ѣ́йши		locative	singular	feminine				мꙋдр-ѣ́йши
§60. Склонение прилагательных сравнительной степени кратких	p060.htm	1	adjective	мꙋдр-ѣ́е (-ѣ́йше)		locative	singular	neuter				мꙋдр-ѣ́йши
§60. Склонение прилагательных сравнительной степени кратких	p060.htm	1	adjective	мꙋдр-ѣ́й		nominative+accusative+vocative	dual	masculine				мꙋдр-ѣ̑йша
§60. Склонение прилагательных сравнительной степени кратких	p060.htm	1	adjective	мꙋдр-ѣ́йши		nominative+accusative+vocative	dual	feminine				мꙋдр-ѣ̑йши
§60. Склонение прилагательных сравнительной степени кратких	p060.htm	1	adjective	мꙋдр-ѣ́е (-ѣ́йше)		nominative+accusative+vocative	dual	neuter				мꙋдр-ѣ̑йши
§60. Склонение прилагательных сравнительной степени кратких	p060.htm	1	adjective	мꙋдр-ѣ́й		genitive+locative	dual	masculine				мꙋдр-ѣ̑йшꙋ
§60. Склонение прилагательных сравнительной степени кратких	p060.htm	1	adjective	мꙋдр-ѣ́йши		genitive+locative	dual	feminine				мꙋдр-ѣ̑йшꙋ
§60. Склонение прилагательных сравнительной степени кратких	p060.htm	1	adjective	мꙋдр-ѣ́е (-ѣ́йше)		genitive+locative	dual	neuter				мꙋдр-ѣ̑йшꙋ
§60. Склонение прилагательных сравнительной степени кратких	p060.htm	1	adjective	мꙋдр-ѣ́й		dative+instrumental	dual	masculine				мꙋдр-ѣ́йшима
§60. Склонение прилагательных сравнительной степени кратких	p060.htm	1	adjective	мꙋдр-ѣ́йши		dative+instrumental	dual	feminine				мꙋдр-ѣ́йшима
§60. Склонение прилагательных сравнительной степени кратких	p060.htm	1	adjective	мꙋдр-ѣ́е (-ѣ́йше)		dative+instrumental	dual	neuter				мꙋдр-ѣ́йшима
§60. Склонение прилагательных сравнительной степени кратких	p060.htm	1	adjective	мꙋдр-ѣ́й		nominative+vocative	plural	masculine				мꙋдр-ѣ̑йше (и)
§60. Склонение прилагательных сравнительной степени кратких	p060.htm	1	adjective	мꙋдр-ѣ́йши		nominative+vocative	plural	feminine				мꙋдр-ѣ́йшѧ
§60. Склонение прилагательных сравнительной степени кратких	p060.htm	1	adjective	мꙋдр-ѣ́е (-ѣ́йше)		nominative+vocative	plural	neuter				мꙋдр-ѣ̑йша
§60. Склонение прилагательных сравнительной степени кратких	p060.htm	1	adjective	мꙋдр-ѣ́й		genitive	plural	masculine				мꙋдр-ѣ́йшихъ
§60. Склонение прилагательных сравнительной степени кратких	p060.htm	1	adjective	мꙋдр-ѣ́йши		genitive	plural	feminine				мꙋдр-ѣ́йшихъ
§60. Склонение прилагательных сравнительной степени кратких	p060.htm	1	adjective	мꙋдр-ѣ́е (-ѣ́йше)		genitive	plural	neuter				мꙋдр-ѣ́йшихъ
§60. Склонение прилагательных сравнительной степени кратких	p060.htm	1	adjective	мꙋдр-ѣ́й		dative	plural	masculine				мꙋдр-ѣ́йшымъ
§60. Склонение прилагательных сравнительной степени кратких	p060.htm	1	adjective	мꙋдр-ѣ́йши		dative	plural	feminine				мꙋдр-ѣ́йшымъ
§60. Склонение прилагательных сравнительной степени кратких	p060.htm	1	adjective	мꙋдр-ѣ́е (-ѣ́йше)		dative	plural	neuter				мꙋдр-ѣ́йшымъ
§60. Склонение прилагательных сравнительной степени кратких	p060.htm	1	adjective	мꙋдр-ѣ́й		accusative	plural	masculine				мꙋдр-ѣ́йшѧ
§60. Склонение прилагательных сравнительной степени кратких	p060.htm	1	adjective	мꙋдр-ѣ́йши		accusative	plural	feminine				мꙋдр-ѣ́йшѧ
§60. Склонение прилагательных сравнительной степени кратких	p060.htm	1	adjective	мꙋдр-ѣ́е (-ѣ́йше)		accusative	plural	neuter				мꙋдр-ѣ̑йша
§60. Склонение прилагательных сравнительной степени кратких	p060.htm	1	adjective	мꙋдр-ѣ́й		instrumental	plural	masculine				мꙋдр-ѣ́йшими
§60. Склонение прилагательных сравнительной степени кратких	p060.htm	1	adjective	мꙋдр-ѣ́йши		instrumental	plural	feminine				мꙋдр-ѣ́йшими
§60. Склонение прилагательных сравнительной степени кратких	p060.htm	1	adjective	мꙋдр-ѣ́е (-ѣ́йше)		instrumental	plural	neuter				мꙋдр-ѣ́йшими
§60. Склонение прилагательных сравнительной степени кратких	p060.htm	1	adjective	мꙋдр-ѣ́й		locative	plural	masculine				мꙋдр-ѣ́йшихъ
§60. Склонение прилагательных сравнительной степени кратких	p060.htm	1	adjective	мꙋдр-ѣ́йши		locative	plural	feminine				мꙋдр-ѣ́йшихъ
§60. Склонение прилагательных сравнительной степени кратких	p060.htm	1	adjective	мꙋдр-ѣ́е (-ѣ́йше)		locative	plural	neuter				мꙋдр-ѣ́йшихъ
§62. Склонение количественных числительных простых	p062.htm	1	numeral	є҆ди́н-ъ		nominative	singular	masculine				є҆ди́н-ъ
§62. Склонение количественных числительных простых	p062.htm	1	numeral	є҆ди́н-а		nominative	singular	feminine				є҆ди́н-а
§62. Склонение количественных числительных простых	p062.htm	1	numeral	є҆ди́н-о		nominative	singular	neuter				є҆ди́н-о
§62. Склонение количественных числительных простых	p062.htm	1	numeral	є҆ди́н-ъ		genitive	singular	masculine				є҆ди́н-агѡ
§62. Склонение количественных числительных простых	p062.htm	1	numeral	є҆ди́н-а		genitive	singular	feminine				є҆ди́н-оѧ
§62. Склонение количественных числительных простых	p062.htm	1	numeral	є҆ди́н-о		genitive	singular	neuter				є҆ди́н-агѡ
§62. Склонение количественных числительных простых	p062.htm	1	numeral	є҆ди́н-ъ		dative	singular	masculine				є҆ди́н-омꙋ
§62. Склонение количественных числительных простых	p062.htm	1	numeral	є҆ди́н-а		dative	singular	feminine				є҆ди́н-ой
§62. Склонение количественных числительных простых	p062.htm	1	numeral	є҆ди́н-о		dative	singular	neuter				є҆ди́н-омꙋ
§62. Склонение количественных числительных простых	p062.htm	1	numeral	є҆ди́н-ъ		accusative	singular	masculine				є҆ди́н-ъ (-аго)
§62. Склонение количественных числительных простых	p062.htm	1	numeral	є҆ди́н-а		accusative	singular	feminine				є҆ди́н-ꙋю
§62. Склонение количественных числительных простых	p062.htm	1	numeral	є҆ди́н-о		accusative	singular	neuter				є҆ди́н-о
§62. Склонение количественных числительных простых	p062.htm	1	numeral	є҆ди́н-ъ		instrumental	singular	masculine				є҆ди́н-ѣмъ
§62. Склонение количественных числительных простых	p062.htm	1	numeral	є҆ди́н-а		instrumental	singular	feminine				є҆ди́н-ою
§62. Склонение количественных числительных простых	p062.htm	1	numeral	є҆ди́н-о		instrumental	singular	neuter				є҆ди́н-ѣмъ
§62. Склонение количественных числительных простых	p062.htm	1	numeral	є҆ди́н-ъ		locative	singular	masculine				є҆ди́н-омъ
§62. Склонение количественных числительных простых	p062.htm	1	numeral	є҆ди́н-а		locative	singular	feminine				є҆ди́н-ой
§62. Склонение количественных числительных простых	p062.htm	1	numeral	є҆ди́н-о		locative	singular	neuter				є҆ди́н-омъ
§62. Склонение количественных числительных простых	p062.htm	1	numeral	є҆ди́н-ъ		nominative+accusative	dual	masculine				є҆ди̑н-а
§62. Склонение количественных числительных простых	p062.htm	1	numeral	є҆ди́н-а		nominative+accusative	dual	feminine				є҆ди́н-ѣ
§62. Склонение количественных числительных простых	p062.htm	1	numeral	є҆ди́н-о		nominative+accusative	dual	neuter				є҆ди́н-ѣ
§62. Склонение количественных числительных простых	p062.htm	1	numeral	є҆ди́н-ъ		genitive+locative	dual	masculine				є҆ди̑н-ою
§62. Склонение количественных числительных простых	p062.htm	1	numeral	є҆ди́н-а		genitive+locative	dual	feminine				є҆ди̑н-ою
§62. Склонение количественных числительных простых	p062.htm	1	numeral	є҆ди́н-о		genitive+locative	dual	neuter				є҆ди̑н-ою
§62. Склонение количественных числительных простых	p062.htm	1	numeral	є҆ди́н-ъ		dative+instrumental	dual	masculine				є҆ди́н-ѣма
§62. Склонение количественных числительных простых	p062.htm	1	numeral	є҆ди́н-а		dative+instrumental	dual	feminine				є҆ди́н-ѣма
§62. Склонение количественных числительных простых	p062.htm	1	numeral	є҆ди́н-о		dative+instrumental	dual	neuter				є҆ди́н-ѣма
§62. Склонение количественных числительных простых	p062.htm	1	numeral	є҆ди́н-ъ		nominative	plural	masculine				є҆ди́н-и
§62. Склонение количественных числительных простых	p062.htm	1	numeral	є҆ди́н-а		nominative	plural	feminine				є҆ди̑н-а
§62. Склонение количественных числительных простых	p062.htm	1	numeral	є҆ди́н-о		nominative	plural	neuter				є҆ди́н-ы
