# Gold paradigm oracle: Alypy (Gamanovich) grammar printed paradigm tables.
# Source: alypy-gamanovich-grammar-web-2023 (references/downloads/alypy-grammar).
# Generator: cargo xtask alypy-paradigm-oracle (crates/xtask/src/alypy_oracle.rs).
# Surfaces are verbatim as printed (accents, hyphenated morpheme boundaries,
# variant parentheses intact); the comparison contract decides equivalence.
section	artifact	table_index	pos	headword	column_label	case	number	gender	person	tense	form	surface
§43. Образцы склонений	p043.htm	3	noun	свекр-ы̀		nominative+vocative	plural					свекрѡ́в-и
§43. Образцы склонений	p043.htm	3	noun	це́рков-ь		nominative+vocative	plural					цє́ркв-и
§43. Образцы склонений	p043.htm	3	noun	ма́т-и		genitive	plural					ма́тер-їй (-ей)
§43. Образцы склонений	p043.htm	3	noun	свекр-ы̀		genitive	plural					свекро́в-ей
§43. Образцы склонений	p043.htm	3	noun	це́рков-ь		genitive	plural					церкв-е́й
§43. Образцы склонений	p043.htm	3	noun	ма́т-и		dative	plural					ма́тер-емъ
§43. Образцы склонений	p043.htm	3	noun	свекр-ы̀		dative	plural					свекро́в-амъ
§43. Образцы склонений	p043.htm	3	noun	це́рков-ь		dative	plural					це́ркв-амъ
§43. Образцы склонений	p043.htm	3	noun	ма́т-и		accusative	plural					ма́тер-ей (-и)
§43. Образцы склонений	p043.htm	3	noun	свекр-ы̀		accusative	plural					свекро́в-ей (-и)
§43. Образцы склонений	p043.htm	3	noun	це́рков-ь		accusative	plural					цє́ркв-и
§43. Образцы склонений	p043.htm	3	noun	ма́т-и		instrumental	plural					ма́тер-ьми
§43. Образцы склонений	p043.htm	3	noun	свекр-ы̀		instrumental	plural					свекро́в-ами
§43. Образцы склонений	p043.htm	3	noun	це́рков-ь		instrumental	plural					це́ркв-ами
§43. Образцы склонений	p043.htm	3	noun	ма́т-и		locative	plural					ма́тер-ехъ
§43. Образцы склонений	p043.htm	3	noun	свекр-ы̀		locative	plural					свекро́в-ахъ
§43. Образцы склонений	p043.htm	3	noun	це́рков-ь		locative	plural					це́ркв-ахъ
§44. Особенности 4-го склонения	p044.htm	1	noun	ѻ҆́чи (ѻ҆́цѣ)		nominative+accusative+vocative	dual					ѻ҆́чи (ѻ҆́цѣ)
§44. Особенности 4-го склонения	p044.htm	1	noun	ᲂу҆́ши		nominative+accusative+vocative	dual					ᲂу҆́ши
§44. Особенности 4-го склонения	p044.htm	1	noun	ѻ҆́чи (ѻ҆́цѣ)		genitive+locative	dual					ѻ҆́чїю
§44. Особенности 4-го склонения	p044.htm	1	noun	ᲂу҆́ши		genitive+locative	dual					ᲂу҆́шїю
§44. Особенности 4-го склонения	p044.htm	1	noun	ѻ҆́чи (ѻ҆́цѣ)		dative+instrumental	dual					ѻ҆чи́ма
§44. Особенности 4-го склонения	p044.htm	1	noun	ᲂу҆́ши		dative+instrumental	dual					ᲂу҆ши́ма
§47. Склонение местоимений	p047.htm	1	pronoun	а҆́зъ		nominative	singular					а҆́зъ
§47. Склонение местоимений	p047.htm	1	pronoun	ты̀		nominative	singular					ты̀
§47. Склонение местоимений	p047.htm	1	pronoun	а҆́зъ		genitive	singular					менѐ
§47. Склонение местоимений	p047.htm	1	pronoun	ты̀		genitive	singular					тебѐ
§47. Склонение местоимений	p047.htm	1	pronoun			genitive	singular					себѐ
§47. Склонение местоимений	p047.htm	1	pronoun	а҆́зъ		dative	singular					мнѣ̀, мѝ
§47. Склонение местоимений	p047.htm	1	pronoun	ты̀		dative	singular					тебѣ̀, тѝ
§47. Склонение местоимений	p047.htm	1	pronoun			dative	singular					себѣ̀, сѝ
§47. Склонение местоимений	p047.htm	1	pronoun	а҆́зъ		accusative	singular					менѐ, мѧ̀
§47. Склонение местоимений	p047.htm	1	pronoun	ты̀		accusative	singular					тебѐ, тѧ̀
§47. Склонение местоимений	p047.htm	1	pronoun			accusative	singular					себѐ, сѧ̀
§47. Склонение местоимений	p047.htm	1	pronoun	а҆́зъ		instrumental	singular					мно́ю
§47. Склонение местоимений	p047.htm	1	pronoun	ты̀		instrumental	singular					тобо́ю
§47. Склонение местоимений	p047.htm	1	pronoun			instrumental	singular					собо́ю
§47. Склонение местоимений	p047.htm	1	pronoun	а҆́зъ		locative	singular					мнѣ̀
§47. Склонение местоимений	p047.htm	1	pronoun	ты̀		locative	singular					тебѣ̀
§47. Склонение местоимений	p047.htm	1	pronoun			locative	singular					себѣ̀
§47. Склонение местоимений	p047.htm	1	pronoun	а҆́зъ		nominative	dual					мы̀
§47. Склонение местоимений	p047.htm	1	pronoun	ты̀		nominative	dual					вы̀
§47. Склонение местоимений	p047.htm	1	pronoun	а҆́зъ		accusative	dual					ны̀
§47. Склонение местоимений	p047.htm	1	pronoun	ты̀		accusative	dual					вы̀
§47. Склонение местоимений	p047.htm	1	pronoun	а҆́зъ		genitive+locative	dual					на́ю
§47. Склонение местоимений	p047.htm	1	pronoun	ты̀		genitive+locative	dual					ва́ю
§47. Склонение местоимений	p047.htm	1	pronoun	а҆́зъ		dative+instrumental	dual					на́ма
§47. Склонение местоимений	p047.htm	1	pronoun	ты̀		dative+instrumental	dual					ва́ма
§47. Склонение местоимений	p047.htm	1	pronoun	а҆́зъ		nominative	plural					мы̀
§47. Склонение местоимений	p047.htm	1	pronoun	ты̀		nominative	plural					вы̀
§47. Склонение местоимений	p047.htm	1	pronoun	а҆́зъ		genitive	plural					на́съ
§47. Склонение местоимений	p047.htm	1	pronoun	ты̀		genitive	plural					ва́съ
§47. Склонение местоимений	p047.htm	1	pronoun	а҆́зъ		dative	plural					на́мъ
§47. Склонение местоимений	p047.htm	1	pronoun	ты̀		dative	plural					ва́мъ
§47. Склонение местоимений	p047.htm	1	pronoun	а҆́зъ		accusative	plural					ны̀, на́съ
§47. Склонение местоимений	p047.htm	1	pronoun	ты̀		accusative	plural					вы̀, ва́съ
§47. Склонение местоимений	p047.htm	1	pronoun	а҆́зъ		instrumental	plural					на́ми
§47. Склонение местоимений	p047.htm	1	pronoun	ты̀		instrumental	plural					ва́ми
§47. Склонение местоимений	p047.htm	1	pronoun	а҆́зъ		locative	plural					на́съ
§47. Склонение местоимений	p047.htm	1	pronoun	ты̀		locative	plural					ва́съ
§47. Склонение местоимений	p047.htm	2	pronoun	ѻ҆́нъ (и҆̀)		nominative	singular	masculine				ѻ҆́нъ (и҆̀)
§47. Склонение местоимений	p047.htm	2	pronoun	ѻ҆на̀ (ѧ҆̀)		nominative	singular	feminine				ѻ҆на̀ (ѧ҆̀)
§47. Склонение местоимений	p047.htm	2	pronoun	ѻ҆но̀ (є҆̀)		nominative	singular	neuter				ѻ҆но̀ (є҆̀)
§47. Склонение местоимений	p047.htm	2	pronoun	мо́й		nominative	singular	masculine				мо́й
§47. Склонение местоимений	p047.htm	2	pronoun	моѧ̀		nominative	singular	feminine				моѧ̀
§47. Склонение местоимений	p047.htm	2	pronoun	моѐ		nominative	singular	neuter				моѐ
§47. Склонение местоимений	p047.htm	2	pronoun	ѻ҆́нъ (и҆̀)		genitive	singular	masculine				є҆гѡ̀
§47. Склонение местоимений	p047.htm	2	pronoun	ѻ҆на̀ (ѧ҆̀)		genitive	singular	feminine				є҆ѧ̀
§47. Склонение местоимений	p047.htm	2	pronoun	ѻ҆но̀ (є҆̀)		genitive	singular	neuter				є҆гѡ̀
§47. Склонение местоимений	p047.htm	2	pronoun	мо́й		genitive	singular	masculine				моегѡ̀
§47. Склонение местоимений	p047.htm	2	pronoun	моѧ̀		genitive	singular	feminine				моеѧ̀
§47. Склонение местоимений	p047.htm	2	pronoun	моѐ		genitive	singular	neuter				моегѡ̀
§47. Склонение местоимений	p047.htm	2	pronoun	ѻ҆́нъ (и҆̀)		dative	singular	masculine				є҆мꙋ̀
§47. Склонение местоимений	p047.htm	2	pronoun	ѻ҆на̀ (ѧ҆̀)		dative	singular	feminine				є҆́й
§47. Склонение местоимений	p047.htm	2	pronoun	ѻ҆но̀ (є҆̀)		dative	singular	neuter				є҆мꙋ̀
§47. Склонение местоимений	p047.htm	2	pronoun	мо́й		dative	singular	masculine				моемꙋ̀
§47. Склонение местоимений	p047.htm	2	pronoun	моѧ̀		dative	singular	feminine				мое́й
§47. Склонение местоимений	p047.htm	2	pronoun	моѐ		dative	singular	neuter				моемꙋ̀
§47. Склонение местоимений	p047.htm	2	pronoun	ѻ҆́нъ (и҆̀)		accusative	singular	masculine				є҆го̀, и҆̀
§47. Склонение местоимений	p047.htm	2	pronoun	ѻ҆на̀ (ѧ҆̀)		accusative	singular	feminine				ю҆̀
§47. Склонение местоимений	p047.htm	2	pronoun	ѻ҆но̀ (є҆̀)		accusative	singular	neuter				є҆̀
§47. Склонение местоимений	p047.htm	2	pronoun	мо́й		accusative	singular	masculine				мо́й, моего̀
§47. Склонение местоимений	p047.htm	2	pronoun	моѧ̀		accusative	singular	feminine				мою̀
§47. Склонение местоимений	p047.htm	2	pronoun	моѐ		accusative	singular	neuter				моѐ
§47. Склонение местоимений	p047.htm	2	pronoun	ѻ҆́нъ (и҆̀)		instrumental	singular	masculine				и҆́мъ
§47. Склонение местоимений	p047.htm	2	pronoun	ѻ҆на̀ (ѧ҆̀)		instrumental	singular	feminine				є҆́ю
§47. Склонение местоимений	p047.htm	2	pronoun	ѻ҆но̀ (є҆̀)		instrumental	singular	neuter				и҆́мъ
§47. Склонение местоимений	p047.htm	2	pronoun	мо́й		instrumental	singular	masculine				мои́мъ
§47. Склонение местоимений	p047.htm	2	pronoun	моѧ̀		instrumental	singular	feminine				мое́ю
§47. Склонение местоимений	p047.htm	2	pronoun	моѐ		instrumental	singular	neuter				мои́мъ
§47. Склонение местоимений	p047.htm	2	pronoun	ѻ҆́нъ (и҆̀)		locative	singular	masculine				(н)е́мъ
§47. Склонение местоимений	p047.htm	2	pronoun	ѻ҆на̀ (ѧ҆̀)		locative	singular	feminine				(н)е́й
§47. Склонение местоимений	p047.htm	2	pronoun	ѻ҆но̀ (є҆̀)		locative	singular	neuter				(н)е́мъ
§47. Склонение местоимений	p047.htm	2	pronoun	мо́й		locative	singular	masculine				мое́мъ
§47. Склонение местоимений	p047.htm	2	pronoun	моѧ̀		locative	singular	feminine				мое́й
§47. Склонение местоимений	p047.htm	2	pronoun	моѐ		locative	singular	neuter				мое́мъ
§47. Склонение местоимений	p047.htm	2	pronoun	ѻ҆́нъ (и҆̀)		nominative	dual	masculine				ѻ҆́на
§47. Склонение местоимений	p047.htm	2	pronoun	ѻ҆на̀ (ѧ҆̀)		nominative	dual	feminine				ѻ҆́нѣ
§47. Склонение местоимений	p047.htm	2	pronoun	ѻ҆но̀ (є҆̀)		nominative	dual	neuter				ѻ҆́нѣ, ѻ҆́на
§47. Склонение местоимений	p047.htm	2	pronoun	мо́й		nominative	dual	masculine				моѧ̑
§47. Склонение местоимений	p047.htm	2	pronoun	моѧ̀		nominative	dual	feminine				моѝ
§47. Склонение местоимений	p047.htm	2	pronoun	моѐ		nominative	dual	neuter				моѝ
§47. Склонение местоимений	p047.htm	2	pronoun	ѻ҆́нъ (и҆̀)		accusative	dual	masculine				ѧ҆̀
§47. Склонение местоимений	p047.htm	2	pronoun	ѻ҆на̀ (ѧ҆̀)		accusative	dual	feminine				ѧ҆̀
§47. Склонение местоимений	p047.htm	2	pronoun	ѻ҆но̀ (є҆̀)		accusative	dual	neuter				ѧ҆̀
§47. Склонение местоимений	p047.htm	2	pronoun	мо́й		accusative	dual	masculine				моѧ̑
§47. Склонение местоимений	p047.htm	2	pronoun	моѧ̀		accusative	dual	feminine				моѝ
§47. Склонение местоимений	p047.htm	2	pronoun	моѐ		accusative	dual	neuter				моѝ
§47. Склонение местоимений	p047.htm	2	pronoun	ѻ҆́нъ (и҆̀)		genitive+locative	dual	masculine				є҆ю̀
§47. Склонение местоимений	p047.htm	2	pronoun	ѻ҆на̀ (ѧ҆̀)		genitive+locative	dual	feminine				є҆ю̀
§47. Склонение местоимений	p047.htm	2	pronoun	ѻ҆но̀ (є҆̀)		genitive+locative	dual	neuter				є҆ю̀
§47. Склонение местоимений	p047.htm	2	pronoun	мо́й		genitive+locative	dual	masculine				моє́ю
§47. Склонение местоимений	p047.htm	2	pronoun	моѧ̀		genitive+locative	dual	feminine				моє́ю
§47. Склонение местоимений	p047.htm	2	pronoun	моѐ		genitive+locative	dual	neuter				моє́ю
§47. Склонение местоимений	p047.htm	2	pronoun	ѻ҆́нъ (и҆̀)		dative+instrumental	dual	masculine				и҆́ма
§47. Склонение местоимений	p047.htm	2	pronoun	ѻ҆на̀ (ѧ҆̀)		dative+instrumental	dual	feminine				и҆́ма
§47. Склонение местоимений	p047.htm	2	pronoun	ѻ҆но̀ (є҆̀)		dative+instrumental	dual	neuter				и҆́ма
§47. Склонение местоимений	p047.htm	2	pronoun	мо́й		dative+instrumental	dual	masculine				мои́ма
§47. Склонение местоимений	p047.htm	2	pronoun	моѧ̀		dative+instrumental	dual	feminine				мои́ма
§47. Склонение местоимений	p047.htm	2	pronoun	моѐ		dative+instrumental	dual	neuter				мои́ма
§47. Склонение местоимений	p047.htm	2	pronoun	ѻ҆́нъ (и҆̀)		nominative	plural	masculine				ѻ҆нѝ
§47. Склонение местоимений	p047.htm	2	pronoun	ѻ҆на̀ (ѧ҆̀)		nominative	plural	feminine				ѻ҆нѣ̀
§47. Склонение местоимений	p047.htm	2	pronoun	ѻ҆но̀ (є҆̀)		nominative	plural	neuter				ѻ҆нѝ
§47. Склонение местоимений	p047.htm	2	pronoun	мо́й		nominative	plural	masculine				моѝ
§47. Склонение местоимений	p047.htm	2	pronoun	моѧ̀		nominative	plural	feminine				моѧ̑
§47. Склонение местоимений	p047.htm	2	pronoun	моѐ		nominative	plural	neuter				моѧ̑
§47. Склонение местоимений	p047.htm	2	pronoun	ѻ҆́нъ (и҆̀)		genitive	plural	masculine				и҆́хъ
§47. Склонение местоимений	p047.htm	2	pronoun	ѻ҆на̀ (ѧ҆̀)		genitive	plural	feminine				и҆́хъ
§47. Склонение местоимений	p047.htm	2	pronoun	ѻ҆но̀ (є҆̀)		genitive	plural	neuter				и҆́хъ
§47. Склонение местоимений	p047.htm	2	pronoun	мо́й		genitive	plural	masculine				мои́хъ
§47. Склонение местоимений	p047.htm	2	pronoun	моѧ̀		genitive	plural	feminine				мои́хъ
§47. Склонение местоимений	p047.htm	2	pronoun	моѐ		genitive	plural	neuter				мои́хъ
§47. Склонение местоимений	p047.htm	2	pronoun	ѻ҆́нъ (и҆̀)		dative	plural	masculine				и҆̀мъ
§47. Склонение местоимений	p047.htm	2	pronoun	ѻ҆на̀ (ѧ҆̀)		dative	plural	feminine				и҆̀мъ
§47. Склонение местоимений	p047.htm	2	pronoun	ѻ҆но̀ (є҆̀)		dative	plural	neuter				и҆̀мъ
§47. Склонение местоимений	p047.htm	2	pronoun	мо́й		dative	plural	masculine				мои̑мъ
§47. Склонение местоимений	p047.htm	2	pronoun	моѧ̀		dative	plural	feminine				мои̑мъ
§47. Склонение местоимений	p047.htm	2	pronoun	моѐ		dative	plural	neuter				мои̑мъ
§47. Склонение местоимений	p047.htm	2	pronoun	ѻ҆́нъ (и҆̀)		accusative	plural	masculine				ѧ҆̀, и҆̀хъ
§47. Склонение местоимений	p047.htm	2	pronoun	ѻ҆на̀ (ѧ҆̀)		accusative	plural	feminine				ѧ҆̀, и҆̀хъ
§47. Склонение местоимений	p047.htm	2	pronoun	ѻ҆но̀ (є҆̀)		accusative	plural	neuter				ѧ҆̀
§47. Склонение местоимений	p047.htm	2	pronoun	мо́й		accusative	plural	masculine				моѧ̑, мои́хъ
§47. Склонение местоимений	p047.htm	2	pronoun	моѧ̀		accusative	plural	feminine				моѧ̑, мои́хъ
§47. Склонение местоимений	p047.htm	2	pronoun	моѐ		accusative	plural	neuter				моѧ̑
§47. Склонение местоимений	p047.htm	2	pronoun	ѻ҆́нъ (и҆̀)		instrumental	plural	masculine				и҆́ми
§47. Склонение местоимений	p047.htm	2	pronoun	ѻ҆на̀ (ѧ҆̀)		instrumental	plural	feminine				и҆́ми
§47. Склонение местоимений	p047.htm	2	pronoun	ѻ҆но̀ (є҆̀)		instrumental	plural	neuter				и҆́ми
§47. Склонение местоимений	p047.htm	2	pronoun	мо́й		instrumental	plural	masculine				мои́ми
§47. Склонение местоимений	p047.htm	2	pronoun	моѧ̀		instrumental	plural	feminine				мои́ми
§47. Склонение местоимений	p047.htm	2	pronoun	моѐ		instrumental	plural	neuter				мои́ми
§47. Склонение местоимений	p047.htm	2	pronoun	ѻ҆́нъ (и҆̀)		locative	plural	masculine				(н)и́хъ
§47. Склонение местоимений	p047.htm	2	pronoun	ѻ҆на̀ (ѧ҆̀)		locative	plural	feminine				(н)и́хъ
§47. Склонение местоимений	p047.htm	2	pronoun	ѻ҆но̀ (є҆̀)		locative	plural	neuter				(н)и́хъ
§47. Склонение местоимений	p047.htm	2	pronoun	мо́й		locative	plural	masculine				мои́хъ
§47. Склонение местоимений	p047.htm	2	pronoun	моѧ̀		locative	plural	feminine				мои́хъ
§47. Склонение местоимений	p047.htm	2	pronoun	моѐ		locative	plural	neuter				мои́хъ
§47. Склонение местоимений	p047.htm	3	pronoun	то́й		nominative	singular	masculine				то́й
§47. Склонение местоимений	p047.htm	3	pronoun	та́ѧ, та̀		nominative	singular	feminine				та́ѧ, та̀
§47. Склонение местоимений	p047.htm	3	pronoun	то́е, то̀		nominative	singular	neuter				то́е, то̀
§47. Склонение местоимений	p047.htm	3	pronoun	то́й		genitive	singular	masculine				тогѡ̀
§47. Склонение местоимений	p047.htm	3	pronoun	та́ѧ, та̀		genitive	singular	feminine				тоѧ̀
§47. Склонение местоимений	p047.htm	3	pronoun	то́е, то̀		genitive	singular	neuter				тогѡ̀
§47. Склонение местоимений	p047.htm	3	pronoun	то́й		dative	singular	masculine				томꙋ̀
§47. Склонение местоимений	p047.htm	3	pronoun	та́ѧ, та̀		dative	singular	feminine				то́й
§47. Склонение местоимений	p047.htm	3	pronoun	то́е, то̀		dative	singular	neuter				томꙋ̀
§47. Склонение местоимений	p047.htm	3	pronoun	то́й		accusative	singular	masculine				то́й, того̀
§47. Склонение местоимений	p047.htm	3	pronoun	та́ѧ, та̀		accusative	singular	feminine				тꙋ̀, тꙋ́ю
§47. Склонение местоимений	p047.htm	3	pronoun	то́е, то̀		accusative	singular	neuter				то́е, то̀
§47. Склонение местоимений	p047.htm	3	pronoun	то́й		instrumental	singular	masculine				тѣ́мъ
§47. Склонение местоимений	p047.htm	3	pronoun	та́ѧ, та̀		instrumental	singular	feminine				то́ю
§47. Склонение местоимений	p047.htm	3	pronoun	то́е, то̀		instrumental	singular	neuter				тѣ́мъ
§47. Склонение местоимений	p047.htm	3	pronoun	то́й		locative	singular	masculine				то́мъ
§47. Склонение местоимений	p047.htm	3	pronoun	та́ѧ, та̀		locative	singular	feminine				то́й
§47. Склонение местоимений	p047.htm	3	pronoun	то́е, то̀		locative	singular	neuter				то́мъ
§47. Склонение местоимений	p047.htm	3	pronoun	то́й		nominative+accusative	dual	masculine				та̑
§47. Склонение местоимений	p047.htm	3	pronoun	та́ѧ, та̀		nominative+accusative	dual	feminine				тѣ̀
§47. Склонение местоимений	p047.htm	3	pronoun	то́е, то̀		nominative+accusative	dual	neuter				тѣ̀, та̑
§47. Склонение местоимений	p047.htm	3	pronoun	то́й		genitive+locative	dual	masculine				тѡ́ю
§47. Склонение местоимений	p047.htm	3	pronoun	та́ѧ, та̀		genitive+locative	dual	feminine				тѡ́ю
§47. Склонение местоимений	p047.htm	3	pronoun	то́е, то̀		genitive+locative	dual	neuter				тѡ́ю
§47. Склонение местоимений	p047.htm	3	pronoun	то́й		dative+instrumental	dual	masculine				тѣ́ма
§47. Склонение местоимений	p047.htm	3	pronoun	та́ѧ, та̀		dative+instrumental	dual	feminine				тѣ́ма
§47. Склонение местоимений	p047.htm	3	pronoun	то́е, то̀		dative+instrumental	dual	neuter				тѣ́ма
§47. Склонение местоимений	p047.htm	3	pronoun	то́й		nominative	plural	masculine				ті́и (ти)
§47. Склонение местоимений	p047.htm	3	pronoun	та́ѧ, та̀		nominative	plural	feminine				ты́ѧ, ты̑
§47. Склонение местоимений	p047.htm	3	pronoun	то́е, то̀		nominative	plural	neuter				та̑ѧ, та̑
§47. Склонение местоимений	p047.htm	3	pronoun	то́й		genitive	plural	masculine				тѣ́хъ
§47. Склонение местоимений	p047.htm	3	pronoun	та́ѧ, та̀		genitive	plural	feminine				тѣ́хъ
§47. Склонение местоимений	p047.htm	3	pronoun	то́е, то̀		genitive	plural	neuter				тѣ́хъ
§47. Склонение местоимений	p047.htm	3	pronoun	то́й		dative	plural	masculine				тѣ̑мъ
§47. Склонение местоимений	p047.htm	3	pronoun	та́ѧ, та̀		dative	plural	feminine				тѣ̑мъ
§47. Склонение местоимений	p047.htm	3	pronoun	то́е, то̀		dative	plural	neuter				тѣ̑мъ
§47. Склонение местоимений	p047.htm	3	pronoun	то́й		accusative	plural	masculine				ты́ѧ, тѣ́хъ
§47. Склонение местоимений	p047.htm	3	pronoun	та́ѧ, та̀		accusative	plural	feminine				ты́ѧ, ты̑, тѣ́хъ
§47. Склонение местоимений	p047.htm	3	pronoun	то́е, то̀		accusative	plural	neuter				та̑ѧ, та̑
§47. Склонение местоимений	p047.htm	3	pronoun	то́й		instrumental	plural	masculine				тѣ́ми
§47. Склонение местоимений	p047.htm	3	pronoun	та́ѧ, та̀		instrumental	plural	feminine				тѣ́ми
§47. Склонение местоимений	p047.htm	3	pronoun	то́е, то̀		instrumental	plural	neuter				тѣ́ми
§47. Склонение местоимений	p047.htm	3	pronoun	то́й		locative	plural	masculine				тѣ́хъ
§47. Склонение местоимений	p047.htm	3	pronoun	та́ѧ, та̀		locative	plural	feminine				тѣ́хъ
§47. Склонение местоимений	p047.htm	3	pronoun	то́е, то̀		locative	plural	neuter				тѣ́хъ
§48	p048.htm	1	pronoun	кто̀		nominative						кто̀
§48	p048.htm	1	pronoun	что̀		nominative						что̀
§48	p048.htm	1	pronoun	кто̀		genitive						когѡ̀
§48	p048.htm	1	pronoun	что̀		genitive						чегѡ̀
§48	p048.htm	1	pronoun			genitive						чесѡ̀, чесогѡ̀
§48	p048.htm	1	pronoun	кто̀		dative						комꙋ̀
§48	p048.htm	1	pronoun	что̀		dative						чемꙋ̀
§48	p048.htm	1	pronoun			dative						чесомꙋ̀
§48	p048.htm	1	pronoun	кто̀		accusative						кого̀
§48	p048.htm	1	pronoun	что̀		accusative						что̀
§48	p048.htm	1	pronoun			accusative						чесо̀
§48	p048.htm	1	pronoun	кто̀		instrumental						ки́мъ
§48	p048.htm	1	pronoun	что̀		instrumental						чи́мъ
§48	p048.htm	1	pronoun	кто̀		locative						ко́мъ
§48	p048.htm	1	pronoun	что̀		locative						че́мъ
§48	p048.htm	1	pronoun			locative						чесо́мъ
§48	p048.htm	2	pronoun	кі́й		nominative	singular	masculine				кі́й
§48	p048.htm	2	pronoun	ка́ѧ		nominative	singular	feminine				ка́ѧ
§48	p048.htm	2	pronoun	ко́е		nominative	singular	neuter				ко́е
§48	p048.htm	2	pronoun	кі́й		genitive	singular	masculine				ко́егѡ
§48	p048.htm	2	pronoun	ка́ѧ		genitive	singular	feminine				коеѧ̀
§48	p048.htm	2	pronoun	ко́е		genitive	singular	neuter				ко́егѡ
§48	p048.htm	2	pronoun	кі́й		dative	singular	masculine				ко́емꙋ
§48	p048.htm	2	pronoun	ка́ѧ		dative	singular	feminine				ко́ей
§48	p048.htm	2	pronoun	ко́е		dative	singular	neuter				ко́емꙋ
§48	p048.htm	2	pronoun	кі́й		accusative	singular	masculine				кі́й, ко́его
§48	p048.htm	2	pronoun	ка́ѧ		accusative	singular	feminine				кꙋ́ю
§48	p048.htm	2	pronoun	ко́е		accusative	singular	neuter				ко́е
§48	p048.htm	2	pronoun	кі́й		instrumental	singular	masculine				кі́имъ
§48	p048.htm	2	pronoun	ка́ѧ		instrumental	singular	feminine				ко́ею
§48	p048.htm	2	pronoun	ко́е		instrumental	singular	neuter				кі́имъ
§48	p048.htm	2	pronoun	кі́й		locative	singular	masculine				ко́емъ
§48	p048.htm	2	pronoun	ка́ѧ		locative	singular	feminine				ко́ей
§48	p048.htm	2	pronoun	ко́е		locative	singular	neuter				ко́емъ
§48	p048.htm	2	pronoun	кі́й		nominative+accusative	dual	masculine				ка̑ѧ
§48	p048.htm	2	pronoun	ка́ѧ		nominative+accusative	dual	feminine				кі́и
§48	p048.htm	2	pronoun	ко́е		nominative+accusative	dual	neuter				кі́и
§48	p048.htm	2	pronoun	кі́й		genitive+locative	dual	masculine				ко́єю
§48	p048.htm	2	pronoun	ка́ѧ		genitive+locative	dual	feminine				ко́єю
§48	p048.htm	2	pronoun	ко́е		genitive+locative	dual	neuter				ко́єю
§48	p048.htm	2	pronoun	кі́й		dative+instrumental	dual	masculine				кі́има
§48	p048.htm	2	pronoun	ка́ѧ		dative+instrumental	dual	feminine				кі́има
§48	p048.htm	2	pronoun	ко́е		dative+instrumental	dual	neuter				кі́има
§48	p048.htm	2	pronoun	кі́й		nominative	plural	masculine				кі́и
§48	p048.htm	2	pronoun	ка́ѧ		nominative	plural	feminine				кі́ѧ
§48	p048.htm	2	pronoun	ко́е		nominative	plural	neuter				ка̑ѧ
§48	p048.htm	2	pronoun	кі́й		genitive	plural	masculine				кі́ихъ
§48	p048.htm	2	pronoun	ка́ѧ		genitive	plural	feminine				кі́ихъ
§48	p048.htm	2	pronoun	ко́е		genitive	plural	neuter				кі́ихъ
§48	p048.htm	2	pronoun	кі́й		dative	plural	masculine				кі̑имъ
§48	p048.htm	2	pronoun	ка́ѧ		dative	plural	feminine				кі̑имъ
§48	p048.htm	2	pronoun	ко́е		dative	plural	neuter				кі̑имъ
§48	p048.htm	2	pronoun	кі́й		accusative	plural	masculine				кі́ѧ, кі́ихъ
§48	p048.htm	2	pronoun	ка́ѧ		accusative	plural	feminine				кі́ѧ, кі́ихъ
§48	p048.htm	2	pronoun	ко́е		accusative	plural	neuter				ка̑ѧ
§48	p048.htm	2	pronoun	кі́й		instrumental	plural	masculine				кі́ими
§48	p048.htm	2	pronoun	ка́ѧ		instrumental	plural	feminine				кі́ими
§48	p048.htm	2	pronoun	ко́е		instrumental	plural	neuter				кі́ими
§48	p048.htm	2	pronoun	кі́й		locative	plural	masculine				кі́ихъ
§48	p048.htm	2	pronoun	ка́ѧ		locative	plural	feminine				кі́ихъ
§48	p048.htm	2	pronoun	ко́е		locative	plural	neuter				кі́ихъ
§48	p048.htm	3	pronoun	на́шъ		nominative	singular	masculine				на́шъ
§48	p048.htm	3	pronoun	на́ша		nominative	singular	feminine				на́ша
§48	p048.htm	3	pronoun	на́ше		nominative	singular	neuter				на́ше
§48	p048.htm	3	pronoun	на́шъ		genitive	singular	masculine				на́шегѡ
§48	p048.htm	3	pronoun	на́ша		genitive	singular	feminine				на́шеѧ
§48	p048.htm	3	pronoun	на́ше		genitive	singular	neuter				на́шегѡ
§48	p048.htm	3	pronoun	на́шъ		dative	singular	masculine				на́шемꙋ
§48	p048.htm	3	pronoun	на́ша		dative	singular	feminine				на́шей
§48	p048.htm	3	pronoun	на́ше		dative	singular	neuter				на́шемꙋ
§48	p048.htm	3	pronoun	на́шъ		accusative	singular	masculine				на́шъ, на́шего
§48	p048.htm	3	pronoun	на́ша		accusative	singular	feminine				на́шꙋ
§48	p048.htm	3	pronoun	на́ше		accusative	singular	neuter				на́ше
§48	p048.htm	3	pronoun	на́шъ		instrumental	singular	masculine				на́шимъ
§48	p048.htm	3	pronoun	на́ша		instrumental	singular	feminine				на́шею
§48	p048.htm	3	pronoun	на́ше		instrumental	singular	neuter				на́шимъ
§48	p048.htm	3	pronoun	на́шъ		locative	singular	masculine				на́шемъ
§48	p048.htm	3	pronoun	на́ша		locative	singular	feminine				на́шей
