key	lexeme_id	source_spellings
истъба	истъба|noun|a9b44578b8a637b7	canonical:"истъба" || page:"истъба"
истьлѣти	истьлѣти|verb|0cae6698a9af8593	canonical:"истьлѣти" || page:"истьлѣти"
истьщити	истьщити|verb|33d2d489fff327ae	canonical:"истьщити" || page:"истьщити"
истѧѕати	истѧѕати|verb|51925638dcd0e0b5	canonical:"истѧѕати" || page:"истѧѕати"
исходатаиникъ	исходатаиникъ|noun|1ffd5bc2e66fb747	canonical:"исходатаиникъ" || page:"исходатаиникъ"
исходити	исходити|verb|23872175a4f488d3	canonical:"исходити" || page:"исходити"
исходище	исходище|noun|27071c8190be8d48	canonical:"исходище" || page:"исходище"
исцѣлитель	исцѣлител҄ь|noun|6297dc22353e6944	page:"исцѣлитель"
исцѣлител҄ь	исцѣлител҄ь|noun|6297dc22353e6944	canonical:"исцѣлител҄ь" || source-canonical:"исцѣлител҄ь"
исцѣлити	исцѣлити|verb|6430daf53cd6e00b	canonical:"исцѣлити" || page:"исцѣлити"
исѣшти	исѣщи|verb|87075a05bcd845e4	alternative:"исѣшти"
исѣщи	исѣщи|verb|87075a05bcd845e4	canonical:"исѣщи" || page:"исѣщи"
исѧкнѫти	исѧкнѫти|verb|7686d7fe529ca8ea	canonical:"исѧкнѫти" || page:"исѧкнѫти"
италиꙗ	италиꙗ|noun|3a2f3e937c5c7686	canonical:"Италиꙗ" || page:"Италиꙗ"
ити	ити|verb|f210f28911d602ed	canonical:"ити" || page:"ити"
ицѣлити	исцѣлити|verb|6430daf53cd6e00b	alternative:"ицѣлити"
ицѣльба	ицѣльба|noun|a61fd3042683b8ba	canonical:"ицѣльба" || page:"ицѣльба"
ищазати	ищазати|verb|5dc960b4b2416ad6	canonical:"ищазати" || page:"ищазати"
ищезнѫти	ищезнѫти|verb|24424386586a6080	canonical:"ищезнѫти" || page:"ищезнѫти"
июнии	июнии|noun|cdcc658797b360d6	canonical:"июнии" || page:"июнии"
иєлиѧ	илиꙗ|noun|11970901e970fe16	alternative:"Иєлиѧ"
иꙗковъ	иꙗковъ|noun|494398982075d7bf	canonical:"Иꙗковъ" || page:"Иꙗковъ"
кагръличищь	кагръличищь|noun|585275bf264d1b49	canonical:"кагръличищь" || page:"кагръличищь"
кадило	кадило|noun|128ae7c8118158ae	canonical:"кадило" || page:"кадило"
кадити	кадити|verb|6a20c6927e1d6711	canonical:"кадити" || page:"кадити"
каженикъ	каженикъ|noun|1e285d7527f1fb07	canonical:"каженикъ" || page:"каженикъ"
казаниѥ	казаниѥ|noun|8cb794251d00cb29	canonical:"казаниѥ" || page:"казаниѥ"
казатель	казател҄ь|noun|ad4922ad323bd521	page:"казатель"
казател҄ь	казател҄ь|noun|ad4922ad323bd521	canonical:"казател҄ь" || source-canonical:"казател҄ь"
казати	казати|verb|f311df69f0da2b54	canonical:"казати" || page:"казати"
казнь	казнь|noun|0f96038296fa97d5	canonical:"казнь" || page:"казнь"
казньць	казньць|noun|f13e0d90723a44a5	canonical:"казньць" || page:"казньць"
каинъ	каинъ|noun|28126b58b795bf5f	canonical:"Каинъ" || page:"Каинъ"
калъ	калъ|noun|51afdc65516023dc	canonical:"калъ" || page:"калъ"
камение	каменьѥ|noun|ca53fb9faa945dc1	alternative:"камение"
камениѥ	каменьѥ|noun|ca53fb9faa945dc1	alternative:"камениѥ"
каменьѥ	каменьѥ|noun|ca53fb9faa945dc1	canonical:"каменьѥ" || page:"каменьѥ"
камѣнъ	камѣнъ|adj|9244ed95ea337b7d	canonical:"камѣнъ" || page:"камѣнъ"
камꙑ	камꙑ|noun|19d2638d10c3ebb7	canonical:"камꙑ" || page:"камꙑ"
канѫти	канѫти|verb|b3e1bc7f153b696e	canonical:"канѫти" || page:"канѫти"
капати	капати|verb|144a486dace1901e	canonical:"капати" || page:"капати"
капиште	капище|noun|c9cddc33ad6530d0	alternative:"капиште"
капище	капище|noun|c9cddc33ad6530d0	canonical:"капище" || page:"капище"
каплꙗ	каплꙗ|noun|a52352a8fddf7282	canonical:"каплꙗ" || page:"каплꙗ"
капь	капь|noun|840143cc6d79aad7	canonical:"капь" || page:"капь"
капꙗ	капꙗ|noun|06264cd75b705323	canonical:"капꙗ" || page:"капꙗ"
каꙗзнь	каꙗзнь|noun|4bea35fd81813bbb	canonical:"каꙗзнь" || page:"каꙗзнь"
каꙗти	каꙗти|verb|1b95a75938d9b231	canonical:"каꙗти" || page:"каꙗти"
квасъ	квасъ|noun|7cab38b000a36152	canonical:"квасъ" || page:"квасъ"
китъ	к҄итъ|noun|5a46e4ab1309dc98	page:"китъ"
клада	клада|noun|321621a280ef5a77	canonical:"клада" || page:"клада"
кладѧзь	кладѧѕь|noun|aec9a652d1f7d6a5	alternative:"кладѧзь"
кладѧѕь	кладѧѕь|noun|aec9a652d1f7d6a5	canonical:"кладѧѕь" || page:"кладѧѕь"
кланꙗти	кланꙗти|verb|b5a12836ccebdc6b	canonical:"кланꙗти" || page:"кланꙗти"
класти	класти|verb|e77be6cd0519f1d5	canonical:"класти" || page:"класти"
класъ	класъ|noun|e71d97343f5e57af	canonical:"класъ" || page:"класъ"
клати	клати|verb|123e0ae7caaca308	canonical:"клати" || page:"клати"
клевета	клевета|noun|27038e4364d0585d	canonical:"клевета" || page:"клевета"
клеветарь	клеветарь|noun|fa0975310b305866	canonical:"клеветарь" || page:"клеветарь"
клеветати	клеветати|verb|b65889943f6cdccc	canonical:"клеветати" || page:"клеветати"
клеветьникъ	клеветьникъ|noun|0a047bc2ea2c0ca6	canonical:"клеветьникъ" || page:"клеветьникъ"
кликнѫти	кликнѫти|verb|684f37c9063dc21c	canonical:"кликнѫти" || page:"кликнѫти"
клирикъ	клирикъ|noun|63bc3363f08ff4ad	canonical:"клирикъ" || page:"клирикъ"
клиросьникъ	клиросьникъ|noun|b0ca128dbdeb25c8	canonical:"клиросьникъ" || page:"клиросьникъ"
клокотати	клокотати|verb|b4387116af83440b	canonical:"клокотати" || page:"клокотати"
клопотивъ	клопотивъ|adj|7cd370f1b11ed805	canonical:"клопотивъ" || page:"клопотивъ"
клопотъ	клопотъ|noun|bb9b8c4ba1750c43	canonical:"клопотъ" || page:"клопотъ"
кльчьтъ	кльчьтъ|noun|8ba497f18c135741	canonical:"кльчьтъ" || page:"кльчьтъ"
клюсѧ	клюсѧ|noun|37ffc0ca53589b02	canonical:"клюсѧ" || page:"клюсѧ"
ключарь	ключарь|noun|804ece7e350baa00	canonical:"ключарь" || page:"ключарь"
ключити	ключити|verb|f103f408cbdfe91e	canonical:"ключити" || page:"ключити"
ключь	ключь|noun|888ff505b56d17cc	canonical:"ключь" || page:"ключь"
клѣть	клѣть|noun|9a62f1d06c07c36d	canonical:"клѣть" || page:"клѣть"
клѣтька	клѣтька|noun|3aae25623d04f5a7	canonical:"клѣтька" || page:"клѣтька"
клѧтва	клѧтва|noun|1269fe8ad5383504	canonical:"клѧтва" || page:"клѧтва"
клѧти	клѧти|verb|363516f027eb6b9d	canonical:"клѧти" || page:"клѧти"
книгьчыи	кън҄игъчии|noun|613dbbbb058337a1	alternative:"книгьчыи"
кнѧзь	кънѧѕь|noun|c67748f461392a0f	alternative:"кнѧзь"
кобь	кобь|noun|06f02f26157ce88b	canonical:"кобь" || page:"кобь"
кобꙑла	кобꙑла|noun|7ce064270e8a6411	canonical:"кобꙑла" || page:"кобꙑла"
ковати	ковати|verb|1ae22f5d804d1159	canonical:"ковати" || page:"ковати"
ковъ	ковъ|noun|23a4ede0e9133227	canonical:"ковъ" || page:"ковъ"
ковьникъ	ковьникъ|noun|43ba7e461c890406	canonical:"ковьникъ" || page:"ковьникъ"
ковьчегъ	ковьчегъ|noun|28bc83e9ef7951af	canonical:"ковьчегъ" || page:"ковьчегъ"
ковьчежьць	ковьчежьць|noun|ae0b1f9815d9a4d7	canonical:"ковьчежьць" || page:"ковьчежьць"
кожа	кожа|noun|24724bb19abea41c	canonical:"кожа" || page:"кожа"
коза	коза|noun|8f941f7baff385c7	canonical:"коза" || page:"коза"
козла	козла|noun|e99d9ddecf7a34b2	canonical:"козла" || page:"козла"
козьлищь	козьлищь|noun|57ac3ba224c3a6a3	canonical:"козьлищь" || page:"козьлищь"
козьлъ	козьлъ|noun|a2b6f4d976145589	canonical:"козьлъ" || page:"козьлъ"
козьлѧ	козьлѧ|noun|7bb20a2c85eb5673	canonical:"козьлѧ" || page:"козьлѧ"
кокотъ	кокотъ|noun|eea6bf8ea81f8d20	canonical:"кокотъ" || page:"кокотъ"
кокошь	кокошь|noun|2ef23ec1fda90e25	canonical:"кокошь" || page:"кокошь"
кола	кола|noun|b4bebc1d15ef55a5	canonical:"кола" || page:"кола"
коло	коло|noun|13c1626591271f79	canonical:"коло" || page:"коло"
колъ	колъ|noun|58c857a24065b9a0	canonical:"колъ" || page:"колъ"
колѣбати	колѣбати|verb|ad06bbeb723cc92e	canonical:"колѣбати" || page:"колѣбати"
колѣно	колѣно|noun|ef69504aba111acb	canonical:"колѣно" || page:"колѣно"
колѧда	колѧда|noun|e46e95271d0c0c72	canonical:"колѧда" || page:"колѧда"
конобъ	конобъ|noun|8138f4d0f620fd7a	canonical:"конобъ" || page:"конобъ"
конопъ	конопь|noun|1eee1899aa3db5b5	alternative:"конопъ"
конопь	конопь|noun|1eee1899aa3db5b5	canonical:"конопь" || page:"конопь"
конь	конь|noun|b88e60228c8308af	canonical:"конь" || page:"конь"
конь	кон҄ь|noun|4119966262dce409	page:"конь"
коньць	коньць|noun|8365c42b8673e600	canonical:"коньць" || page:"коньць"
коньчина	коньчина|noun|73b632d35a9645a2	canonical:"коньчина" || page:"коньчина"
кон҄ь	кон҄ь|noun|4119966262dce409	canonical:"кон҄ь" || source-canonical:"кон҄ь"
копати	копати|verb|7c2dadf09ceb9c76	canonical:"копати" || page:"копати"
копииникъ	копииникъ|noun|bee4fa81cb3c5d2b	canonical:"копииникъ" || page:"копииникъ"
копиѥ	копиѥ|noun|aab81f2a5c821ca1	canonical:"копиѥ" || page:"копиѥ"
копръ	копръ|noun|ce3704e3fb7fb03d	canonical:"копръ" || page:"копръ"
корабль	корабл҄ь|noun|1c62811e40612f5e	page:"корабль"
корабльникъ	корабл҄ьникъ|noun|b904d2c2fac50a4c	page:"корабльникъ"
корабл҄ь	корабл҄ь|noun|1c62811e40612f5e	canonical:"корабл҄ь" || source-canonical:"корабл҄ь"
корабл҄ьникъ	корабл҄ьникъ|noun|b904d2c2fac50a4c	canonical:"корабл҄ьникъ" || source-canonical:"корабл҄ьникъ"
корабъ	корабь|noun|35b007cc7371e179	alternative:"корабъ"
корабь	корабь|noun|35b007cc7371e179	canonical:"корабь" || page:"корабь"
корабьчии	корабьчии|noun|2da91d2f7c8c69f0	canonical:"корабьчии" || page:"корабьчии"
корабьчии	корабьчьи|noun|d6953816eae2fc21	alternative:"корабьчии"
корабьчьи	корабьчии|noun|2da91d2f7c8c69f0	alternative:"корабьчьи"
корабьчьи	корабьчьи|noun|d6953816eae2fc21	canonical:"корабьчьи" || page:"корабьчьи"
корень	корꙑ|noun|15af5affb11ac318	page:"корень"
кореньѥ	кореньѥ|noun|ed1eac531d811dbf	canonical:"кореньѥ" || page:"кореньѥ"
користь	користь|noun|a5828cdef8577b29	canonical:"користь" || page:"користь"
корити	корити|verb|3e92b7d633996f88	canonical:"корити" || page:"корити"
корьць	корьць|noun|a766231f8ff852aa	canonical:"корьць" || page:"корьць"
корꙑ	корꙑ|noun|15af5affb11ac318	canonical:"корꙑ"
коснѫти	коснѫти|verb|0f1818ed23762d09	canonical:"коснѫти" || page:"коснѫти"
кость	кость|noun|79039f3bc1a3d8cf	canonical:"кость" || page:"кость"
котора	котора|noun|891a528a78db0fab	canonical:"котора" || page:"котора"
котъ	котъка|noun|4e375299477707bc	alternative:"котъ"
котъка	котъка|noun|4e375299477707bc	canonical:"котъка" || page:"котъка"
котьлъ	котьлъ|noun|81ba0dbeefacebdd	canonical:"котьлъ" || page:"котьлъ"
коудити	коудити|verb|d188f044747e2947	canonical:"коудити" || page:"коудити"
коумиръ	коумиръ|noun|12ec48d710dff036	canonical:"коумиръ" || page:"коумиръ"
коупити	коупити|verb|ab9c25f89b0ed22b	canonical:"коупити" || page:"коупити"
коуплꙗ	коуплꙗ|noun|424636ea1fb944a0	canonical:"коуплꙗ" || page:"коуплꙗ"
коупъ	коупъ|noun|d7c837e4039585ee	canonical:"коупъ" || page:"коупъ"
коупьцъ	коупьцъ|noun|95f98c332865e7e8	canonical:"коупьцъ"
коупьць	коупьцъ|noun|95f98c332865e7e8	page:"коупьць"
коуръ	коуръ|noun|1f537bbba8356aac	canonical:"коуръ" || page:"коуръ"
кошара	кошара|noun|b31a085313c91a21	canonical:"кошара" || page:"кошара"
кошь	кошь|noun|bc637f48b663b59c	canonical:"кошь" || page:"кошь"
кошьница	кошьница|noun|f355943a74cb66c2	canonical:"кошьница" || page:"кошьница"
крабии	крабии|noun|3d72f1bb830be94c	canonical:"крабии" || page:"крабии"
крабии	крабьи|noun|8393411a6f2864fb	alternative:"крабии"
крабьи	крабии|noun|3d72f1bb830be94c	alternative:"крабьи"
крабьи	крабьи|noun|8393411a6f2864fb	canonical:"крабьи" || page:"крабьи"
крагуи	крагуи|noun|9e30968adcd75e7b	canonical:"крагуи"
крагуі	крагуи|noun|9e30968adcd75e7b	page:"крагуі"
крада	крада|noun|70e15edca4dfb99d	canonical:"крада" || page:"крада"
краи	краи|noun|012a39e059378279	canonical:"краи" || page:"краи"
крамола	крамола|noun|6050d830962055d4	canonical:"крамола" || page:"крамола"
крамольникъ	крамольникъ|noun|7b109777ba1b77a7	canonical:"крамольникъ" || page:"крамольникъ"
краса	краса|noun|48d71aab82916728	canonical:"краса" || page:"краса"
красити	красити|verb|e16f9a43c6bcbf99	canonical:"красити" || page:"красити"
красота	красота|noun|e23973f966505bfa	canonical:"красота" || page:"красота"
краста	краста|noun|37770c2ccfa0834d	canonical:"краста" || page:"краста"
красти	красти|verb|ab7505c5976d8c61	canonical:"красти" || page:"красти"
крастѣль	крастѣль|noun|2bb48396f16e4659	canonical:"крастѣль" || page:"крастѣль"
кратъ	кратъ|noun|ae88a8b0d3bb4f05	canonical:"кратъ" || page:"кратъ"
кратъкъ	кратъкъ|adj|3f8baeef96653c59	canonical:"кратъкъ" || page:"кратъкъ"
кремꙑ	кремꙑ|noun|4df70e70f1af5825	canonical:"кремꙑ" || page:"кремꙑ"
крилатъ	крилатъ|adj|79fb49cb7b680257	canonical:"крилатъ" || page:"крилатъ"
крилатьць	крилатьць|noun|68c97ca26290ca7d	canonical:"крилатьць" || page:"крилатьць"
крило	крило|noun|7406179c2a8228d8	canonical:"крило" || page:"крило"
криница	криница|noun|b1e43fbab4836a76	canonical:"криница" || page:"криница"
кринъ	кринъ|noun|241ecb1d9d7cfb43	canonical:"кринъ" || page:"кринъ"
кричава	кричава|noun|73bed4708a681cbb	canonical:"кричава" || page:"кричава"
кричати	кричати|verb|656c14c0f62ba937	canonical:"кричати" || page:"кричати"
кричь	кричь|noun|24b7d1e4353a3993	canonical:"кричь" || page:"кричь"
кровъ	кровъ|noun|419c02b2008d627a	canonical:"кровъ" || page:"кровъ"
кронъ	кронъ|noun|f1a21570b0144e17	canonical:"кронъ" || page:"Кронъ"
кропити	кропити|verb|1902ebcaf5e72391	canonical:"кропити" || page:"кропити"
кроплꙗ	кроплꙗ|noun|b16f91765f6df913	canonical:"кроплꙗ" || page:"кроплꙗ"
кротити	кротити|verb|20f24fb3a7a040db	canonical:"кротити" || page:"кротити"
кротолюбьць	кротолюбьць|noun|aad0aa61e1d10c5c	canonical:"кротолюбьць" || page:"кротолюбьць"
кротость	кротость|noun|ab45c80055f803bb	canonical:"кротость" || page:"кротость"
кротъкъ	кротъкъ|adj|296be03877ae031d	canonical:"кротъкъ" || page:"кротъкъ"
кръваввъ	кръваввъ|adj|78da8d3e5479c51f	canonical:"кръваввъ"
кръвавъ	кръваввъ|adj|78da8d3e5479c51f	page:"кръвавъ"
кръвоточица	кръвоточицꙗ|noun|ca99b9f9758a9be2	page:"кръвоточица"
кръвоточицꙗ	кръвоточицꙗ|noun|ca99b9f9758a9be2	canonical:"кръвоточицꙗ"
кръма	кръма|noun|4aa22473a4b4e2f4	canonical:"кръма" || page:"кръма"
кръмити	кръмити|verb|460ad175d2d7cddd	canonical:"кръмити" || page:"кръмити"
кръмлѥникъ	кръмлѥникъ|noun|dddf8ab9cad2949a	canonical:"кръмлѥникъ" || page:"кръмлѥникъ"
кръмлѥньѥ	кръмлѥньѥ|noun|b951a365672536e8	canonical:"кръмлѥньѥ" || page:"кръмлѥньѥ"
кръмлꙗ	кръмлꙗ|noun|a5602ba8547898f9	canonical:"кръмлꙗ" || page:"кръмлꙗ"
кръмьникъ	кръмьникъ|noun|b3738ce4f8268fda	canonical:"кръмьникъ" || page:"кръмьникъ"
кръмьчии	кръмьчии|noun|800e4559d4a22b5f	canonical:"кръмьчии" || page:"кръмьчии"
кръмьчьи	кръмьчии|noun|800e4559d4a22b5f	alternative:"кръмьчьи"
кръмьчьи	кръмьчьи|noun|2e46c4f7bbdce9d8	canonical:"кръмьчьи" || page:"кръмьчьи"
кръститель	кръститель|noun|3b9fd5eb7be2202b	canonical:"кръститель" || page:"кръститель"
кръститель	крьстител҄ь|noun|b17299b911675f18	alternative:"кръститель"
кръчьма	кръчьма|noun|9ce50baae25981dd	canonical:"кръчьма" || page:"кръчьма"
кръчьмарица	кръчьмарица|noun|59ec5ac24be79ae8	canonical:"кръчьмарица" || page:"кръчьмарица"
кръчьмарь	кръчьмар҄|noun|7d8d66d74ed3fc2c	page:"кръчьмарь"
кръчьмар҄	кръчьмар҄|noun|7d8d66d74ed3fc2c	canonical:"кръчьмар҄" || source-canonical:"кръчьмар҄"
крьмити	крьмити|verb|b5ec486b36ed908e	canonical:"крьмити" || page:"крьмити"
крьститель	крьстител҄ь|noun|b17299b911675f18	page:"крьститель"
крьстител҄ь	кръститель|noun|3b9fd5eb7be2202b	alternative:"крьстител҄ь"
крьстител҄ь	крьстител҄ь|noun|b17299b911675f18	canonical:"крьстител҄ь" || source-canonical:"крьстител҄ь"
крьстити	крьстити|verb|5d668c9e2319591f	canonical:"крьстити" || page:"крьстити"
крьстиꙗнинъ	крьстиꙗнинъ|noun|db6c43a374e1f2c7	canonical:"крьстиꙗнинъ" || page:"крьстиꙗнинъ"
крьстиꙗнꙑни	крьстиꙗнꙑн҄и|noun|6e148bdf96a12bbe	page:"крьстиꙗнꙑни"
крьстиꙗнꙑн҄и	крьстиꙗнꙑн҄и|noun|6e148bdf96a12bbe	canonical:"крьстиꙗнꙑн҄и" || source-canonical:"крьстиꙗнꙑн҄и"
крьстъ	крьстъ|noun|eb405c1c81891d3b	canonical:"крьстъ" || page:"крьстъ"
крѣпость	крѣпость|noun|a30dba0673f33f61	canonical:"крѣпость" || page:"крѣпость"
крѣпъ	крѣпъ|adj|69c7495ee1d85507	canonical:"крѣпъ" || page:"крѣпъ"
крѣпъкъ	крѣпъкъ|adj|83799a41f78321ea	canonical:"крѣпъкъ" || page:"крѣпъкъ"
крѫгъ	крѫгъ|noun|15285a6a7ac13500	canonical:"крѫгъ" || page:"крѫгъ"
крꙑ	крꙑ|noun|9d8ea29fd5711df0	canonical:"крꙑ" || page:"крꙑ"
крꙑти	крꙑти|verb|9e8076c2ac64a96f	canonical:"крꙑти" || page:"крꙑти"
къзнь	къзнь|noun|29c8ecfe8081be87	canonical:"къзнь" || page:"къзнь"
къзньникъ	къзньникъ|noun|07c58a6efe4e39fa	canonical:"къзньникъ" || page:"къзньникъ"
къкън҄ь	къкънꙗ|noun|76cf9e088f6628bb	alternative:"къкън҄ь"
къкънꙗ	къкънꙗ|noun|76cf9e088f6628bb	canonical:"къкънꙗ" || page:"къкънꙗ"
къмотра	къмотра|noun|16271bf1e3a69f2c	canonical:"къмотра" || page:"къмотра"
кънигъчии	кън҄игъчии|noun|613dbbbb058337a1	page:"кънигъчии"
кънигъчьи	кън҄игъчьи|noun|3eb70d0a9c821fb0	page:"кънигъчьи"
кънигꙑ	кън҄игꙑ|noun|74f4297b7fedcb26	page:"кънигꙑ"
кънижьникъ	кън҄ижьникъ|noun|6217e04b9fd3bb2e	page:"кънижьникъ"
кънѧзь	кънѧзь|noun|a8c610c0250b965e	canonical:"кънѧзь" || page:"кънѧзь"
кънѧзь	кънѧѕь|noun|c67748f461392a0f	alternative:"кънѧзь"
кънѧѕь	кънѧѕь|noun|c67748f461392a0f	canonical:"кънѧѕь" || page:"кънѧѕь"
кън҄игъчии	кън҄игъчии|noun|613dbbbb058337a1	canonical:"кън҄игъчии" || source-canonical:"кън҄игъчии"
кън҄игъчьи	кън҄игъчии|noun|613dbbbb058337a1	alternative:"кън҄игъчьи"
кън҄игъчьи	кън҄игъчьи|noun|3eb70d0a9c821fb0	canonical:"кън҄игъчьи" || source-canonical:"кън҄игъчьи"
кън҄игꙑ	кън҄игꙑ|noun|74f4297b7fedcb26	canonical:"кън҄игꙑ" || source-canonical:"кън҄игꙑ"
кън҄ижьникъ	кън҄ижьникъ|noun|6217e04b9fd3bb2e	canonical:"кън҄ижьникъ" || source-canonical:"кън҄ижьникъ"
къто	къто|pron|9812741981052327	canonical:"къто" || page:"къто"
кѫпати	кѫпати|verb|c6a076918a2b0907	canonical:"кѫпати" || page:"кѫпати"
кѫпина	кѫпина|noun|f9a148e815abbdae	canonical:"кѫпина" || page:"кѫпина"
кѫпѣль	кѫпѣль|noun|f6bd00aa35cd43bd	canonical:"кѫпѣль" || page:"кѫпѣль"
кѫсати	кѫсати|verb|75e5704571ed1dcb	canonical:"кѫсати" || page:"кѫсати"
кѫтъ	кѫтъ|noun|73debf76ce624c6d	canonical:"кѫтъ" || page:"кѫтъ"
кѵпръ	к҄ѵпръ|noun|d8e3461cb3ce2fcc	page:"кѵпръ"
кѵпрьскъ	к҄ѵпрьскъ|adj|d8c5617f6004dc83	page:"кѵпрьскъ"
к҄итъ	к҄итъ|noun|5a46e4ab1309dc98	canonical:"к҄итъ" || source-canonical:"к҄итъ"
к҄ѵпръ	к҄ѵпръ|noun|d8e3461cb3ce2fcc	canonical:"к҄ѵпръ" || source-canonical:"к҄ѵпръ"
к҄ѵпрьскъ	к҄ѵпрьскъ|adj|d8c5617f6004dc83	canonical:"к҄ѵпрьскъ" || source-canonical:"к҄ѵпрьскъ"
кꙑзнь	къзнь|noun|29c8ecfe8081be87	alternative:"кꙑзнь"
кꙑи	кꙑи|det|7986505c4595d0d6	canonical:"кꙑи" || page:"кꙑи"
кꙑка	кꙑка|noun|9416bb9a64eec301	canonical:"кꙑка" || page:"кꙑка"
кꙑла	кꙑла|noun|238366050f7ebc3f	canonical:"кꙑла" || page:"кꙑла"
кꙑпѣти	кꙑпѣти|verb|4ba1610de212eedc	canonical:"кꙑпѣти" || page:"кꙑпѣти"
кꙑснѫти	кꙑснѫти|verb|3913176629043167	canonical:"кꙑснѫти" || page:"кꙑснѫти"
кꙑсѣлъ	кꙑсѣлъ|adj|5eaa034bb6aedf73	canonical:"кꙑсѣлъ" || page:"кꙑсѣлъ"
лаврентии	лаврентииъ|noun|d3c9b7bb7e308563	page:"Лаврентии"
лаврентииъ	лаврентииъ|noun|d3c9b7bb7e308563	canonical:"Лаврентииъ"
лавь	львъ|noun|ffb2386632f31638	alternative:"лавь"
ладии	алъдии|noun|60ab9b3754085273	alternative:"ладии"
ладии	алъдьи|noun|13a8c8881fa7d9a0	alternative:"ладии"
ладии	ладии|noun|e342ec0ea8027d80	canonical:"ладии" || page:"ладии"
ладии	ладьи|noun|67a100f2c6185da5	alternative:"ладии"
ладьи	алъдии|noun|60ab9b3754085273	alternative:"ладьи"
ладьи	алъдьи|noun|13a8c8881fa7d9a0	alternative:"ладьи"
ладьи	ладии|noun|e342ec0ea8027d80	alternative:"ладьи"
ладьи	ладьи|noun|67a100f2c6185da5	canonical:"ладьи" || page:"ладьи"
лазити	лазити|verb|8dbc2e9f6caf6f0e	canonical:"лазити" || page:"лазити"
лакати	алкати|verb|0d7b6910a0449e00	alternative:"лакати"
лакати	алъкати|verb|97a9629cb5965863	alternative:"лакати"
лакъть	лакъть|noun|2ece1cb1daaa740c	canonical:"лакъть" || page:"лакъть"
ланита	ланита|noun|6a9c3e57a6064141	canonical:"ланита" || page:"ланита"
лаоурентии	лаврентииъ|noun|d3c9b7bb7e308563	alternative:"Лаоурентии"
ласкрьдь	ласкрьдь|noun|6c2741a941fc6729	canonical:"ласкрьдь" || page:"ласкрьдь"
ластовица	ластовица|noun|52facffc44b0e3b5	canonical:"ластовица" || page:"ластовица"
латинъ	латинъ|noun|817174f447bfaafc	canonical:"латинъ" || page:"латинъ"
латиньскъ	латиньскъ|adj|206a256266a37f21	canonical:"латиньскъ" || page:"латиньскъ"
лауреньтии	лаврентииъ|noun|d3c9b7bb7e308563	alternative:"Лауреньтии"
лаꙗти	лаꙗти|verb|d571c2eeb2b23e2b	canonical:"лаꙗти" || page:"лаꙗти"
легеонъ	лег҄еонъ|noun|26570cb65575aa3f	page:"легеонъ"
лег҄еонъ	лег҄еонъ|noun|26570cb65575aa3f	canonical:"лег҄еонъ"
ледъ	ледъ|noun|0ff508077a053cae	canonical:"ледъ" || page:"ледъ"
лежати	лежати|verb|3a07e164f5d463ab	canonical:"лежати" || page:"лежати"
лентии	лентии|noun|1ea25ca64904b448	canonical:"лентии" || page:"лентии"
летѣти	летѣти|verb|8594e5b487ec8f63	canonical:"летѣти" || page:"летѣти"
лешти	лещи|verb|5fff0fd6162b0798	alternative:"лешти"
лещи	лещи|verb|5fff0fd6162b0798	canonical:"лещи" || page:"лещи"
леѡдръ	леѡдръ|noun|15d847960e8ae3f5	canonical:"леѡдръ" || page:"леѡдръ"
ликъ	ликъ|noun|ee2254fc296b64e2	canonical:"ликъ" || page:"ликъ"
лили́къ	лили́къ|noun|687e66fa94700e99	canonical:"лили́къ" || source-canonical:"лили́къ"
лиликъ	лили́къ|noun|687e66fa94700e99	page:"лиликъ"
листвиѥ	листвиѥ|noun|a1648d655ca881d2	canonical:"листвиѥ" || page:"листвиѥ"
листъ	листъ|noun|49b7c9bf67cac069	canonical:"листъ" || page:"листъ"
лисъ	лисъ|noun|cf95fe780a3ef348	canonical:"лисъ" || page:"лисъ"
лисѧ	лисѧ|noun|70a06d7b1691db28	canonical:"лисѧ" || page:"лисѧ"
лити	лити|verb|9cbb2274b239fdd0	canonical:"лити" || page:"лити"
лихва	лихва|noun|60d2200581c22afc	canonical:"лихва" || page:"лихва"
лихновьць	лихновьць|noun|638a56eccc76b627	canonical:"лихновьць" || page:"лихновьць"
лихоимьство	лихоимьство|noun|c858b2824bbcb79d	canonical:"лихоимьство" || page:"лихоимьство"
лихъ	лихъ|adj|ccb28cfa5eb1651c	canonical:"лихъ" || page:"лихъ"
лице	лице|noun|e6a53c3bbaecd552	canonical:"лице" || page:"лице"
лицемѣръ	лицемѣръ|noun|be1b4c9739d04b36	canonical:"лицемѣръ" || page:"лицемѣръ"
лицемѣрьство	лицемѣрьство|noun|5623940c9bf97f29	canonical:"лицемѣрьство" || page:"лицемѣрьство"
ловитва	ловитва|noun|eb562be583fef496	canonical:"ловитва" || page:"ловитва"
ловити	ловити|verb|1ff4dd472ae6c074	canonical:"ловити" || page:"ловити"
ловъ	ловъ|noun|4c2418b88f84bf23	canonical:"ловъ" || page:"ловъ"
ловьць	ловьць|noun|6c1f7eb570c0da15	canonical:"ловьць" || page:"ловьць"
ловьчь	ловьчь|adj|bbbb5562d2c6673e	canonical:"ловьчь" || page:"ловьчь"
ложе	ложе|noun|8f2ac76cbdd013e7	canonical:"ложе" || page:"ложе"
ложесна	ложесна|noun|7e300df5c5460489	canonical:"ложесна" || page:"ложесна"
