key	lexeme_id	source_spellings
стоборъ	стоборъ|noun|d15033d97aa48f89	canonical:"стоборъ" || page:"стоборъ"
столъ	столъ|noun|58b9714b35d1f7db	canonical:"столъ" || page:"столъ"
стопа	стопа|noun|1c9280924aca0e5a	canonical:"стопа" || page:"стопа"
стоуденъ	стоуденъ|adj|12ff92479f14c70f	canonical:"стоуденъ" || page:"стоуденъ"
стоуденъ	стоуденъ|noun|80ab91946dbca01b	canonical:"стоуденъ" || page:"стоуденъ"
стоудень	стоудень|noun|6855a2f19017a613	canonical:"стоудень" || page:"стоудень"
стоуденьць	стоуденьць|noun|69918d98d74fd42b	canonical:"стоуденьць" || page:"стоуденьць"
стоудъ	стоудъ|noun|8ea6190e66e09418	canonical:"стоудъ" || page:"стоудъ"
стоуждь	щоуждь|adj|e439b57440241df0	alternative:"стоуждь"
стоꙗти	стоꙗти|verb|942e2c246755f586	canonical:"стоꙗти" || page:"стоꙗти"
страдати	страдати|verb|444e9c1cc0b825d5	canonical:"страдати" || page:"страдати"
страдьба	страдьба|noun|2cc2508a88bee365	canonical:"страдьба" || page:"страдьба"
стража	стража|noun|19e1bcb82fb5f888	canonical:"стража" || page:"стража"
стражь	стражь|noun|792aca358ca5f264	canonical:"стражь" || page:"стражь"
стражьба	стражьба|noun|693e9230f9f5a162	canonical:"стражьба" || page:"стражьба"
стражьда	стражьда|noun|4e86841c5d83ee07	canonical:"стражьда" || page:"стражьда"
страна	страна|noun|3fdcdf49530d20a9	canonical:"страна" || page:"страна"
страньникъ	страньникъ|noun|4e79651761c5e6fc	canonical:"страньникъ" || page:"страньникъ"
страньноприимьць	страньноприимьць|noun|56f7030dffbdd7c9	canonical:"страньноприимьць" || page:"страньноприимьць"
страньнъ	страньнъ|adj|3d7c60bda0e4a8f7	canonical:"страньнъ" || page:"страньнъ"
страстоносьць	страстоносьць|noun|9bdf1032f668d483	canonical:"страстоносьць" || page:"страстоносьць"
страстотрьпьць	страстотрьпьць|noun|dbd1a10eac7d9135	canonical:"страстотрьпьць" || page:"страстотрьпьць"
страсть	страсть|noun|65cab22d09f8457b	canonical:"страсть" || page:"страсть"
страстьникъ	страстьникъ|noun|71e8186c934a5fa3	canonical:"страстьникъ" || page:"страстьникъ"
страхъ	страхъ|noun|f20c13b265745984	canonical:"страхъ" || page:"страхъ"
страшити	страшити|verb|2b7515409d541e48	canonical:"страшити" || page:"страшити"
страѳокамиль	страѳокамиль|noun|f316eb9b7180ba9b	canonical:"страѳокамиль" || page:"страѳокамиль"
стрещи	стрѣщи|verb|4fdc4c88fb7c3403	alternative:"стрещи"
стрижьникъ	стрижьникъ|noun|a30aead9d546d762	canonical:"стрижьникъ" || page:"стрижьникъ"
стрищи	стрищи|verb|0d22cfbba7e1a914	canonical:"стрищи" || page:"стрищи"
строитель	строител҄ь|noun|4750969638a11a42	page:"строитель"
строительство	строительство|noun|8d517e0f1f38deef	canonical:"строительство" || page:"строительство"
строител҄ь	строител҄ь|noun|4750969638a11a42	canonical:"строител҄ь" || source-canonical:"строител҄ь"
строити	строити|verb|0c540ee94d0b5de1	canonical:"строити" || page:"строити"
стропъ	стропъ|noun|e22b624c554673fc	canonical:"стропъ" || page:"стропъ"
строуна	строуна|noun|d2e7c91514f088ff	canonical:"строуна" || page:"строуна"
строупъ	строупъ|noun|d609561a005f0c52	canonical:"строупъ" || page:"строупъ"
строуꙗ	строуꙗ|noun|fd94411e916cc8ec	canonical:"строуꙗ" || page:"строуꙗ"
стръгати	стръгати|verb|9d12a36cf233b667	canonical:"стръгати" || page:"стръгати"
стръкъ	стрькъ|noun|ad3e8586cd03851f	alternative:"стръкъ"
стрькокамиль	страѳокамиль|noun|f316eb9b7180ba9b	alternative:"стрькокамиль"
стрькъ	стрькъ|noun|ad3e8586cd03851f	canonical:"стрькъ" || page:"стрькъ"
стрькь	стрькъ|noun|ad3e8586cd03851f	alternative:"стрькь"
стрѣкало	стрѣкало|noun|6781c32415576969	canonical:"стрѣкало" || page:"стрѣкало"
стрѣла	стрѣла|noun|397d1a7db5815d9d	canonical:"стрѣла" || page:"стрѣла"
стрѣха	стрѣха|noun|c49ba8f6e7f4287f	canonical:"стрѣха" || page:"стрѣха"
стрѣщи	стрѣщи|verb|4fdc4c88fb7c3403	canonical:"стрѣщи" || page:"стрѣщи"
студеньць	студеньць|noun|8f834817542d861d	canonical:"студеньць" || page:"студеньць"
стьгна	стьгна|noun|8aa964ce843f1a29	canonical:"стьгна" || page:"стьгна"
стьза	стьѕа|noun|5f08675dfab27197	alternative:"стьза"
стькльница	стклѧница|noun|125bed5f4b148be2	alternative:"стькльница"
стьклѣница	стклѧница|noun|125bed5f4b148be2	alternative:"стьклѣница"
стьлати	стьлати|verb|d0fa1f19fce28b64	canonical:"стьлати" || page:"стьлати"
стьлѧѕь	скълѧѕь|noun|c2abd38a3c50bec8	alternative:"стьлѧѕь"
стьѕа	стьѕа|noun|5f08675dfab27197	canonical:"стьѕа" || page:"стьѕа"
стьѕꙗ	стьѕа|noun|5f08675dfab27197	alternative:"стьѕꙗ"
стѣна	стѣна|noun|93b0364c4f6caad8	canonical:"стѣна" || page:"стѣна"
стꙑдость	стꙑдость|noun|c5760b0d4b991d4b	canonical:"стꙑдость" || page:"стꙑдость"
стꙑдъкъ	стꙑдъкъ|adj|2835ef2afd80fb5d	canonical:"стꙑдъкъ" || page:"стꙑдъкъ"
супостатъ	сѫпостатъ|noun|0594c24bff54aab4	alternative:"супостатъ"
схранити	съхранити|verb|485f1b0907ca361e	alternative:"схранити"
съблазнити	съблазнити|verb|bf95f8f21992890d	canonical:"съблазнити" || page:"съблазнити"
съблазнъ	съблазнь|noun|18d35ec2904f5c3d	alternative:"съблазнъ"
съблазнь	съблазнь|noun|18d35ec2904f5c3d	canonical:"съблазнь" || page:"съблазнь"
съборъ	съборъ|noun|d6a9b9b33906e94e	canonical:"съборъ" || page:"съборъ"
събрати	събрати|verb|560bbe19ad660b33	canonical:"събрати" || page:"събрати"
събꙑти	събꙑти|verb|81b732d73855c017	canonical:"събꙑти" || page:"събꙑти"
съвада	съвада|noun|6bc4ad20ae898db3	canonical:"съвада" || page:"съвада"
съвадьникъ	съвадьникъ|noun|3afb5a6b2573c73d	canonical:"съвадьникъ" || page:"съвадьникъ"
съвитъкъ	съвитъкъ|noun|7b26d70b4d78ce33	canonical:"съвитъкъ" || page:"съвитъкъ"
съвъздрьжьникъ	съвъздрьжьникъ|noun|6a5e6480246c9de6	canonical:"съвъздрьжьникъ" || page:"съвъздрьжьникъ"
съвѣдь	съвѣдь|noun|b8764ccb5bc6858f	canonical:"съвѣдь" || page:"съвѣдь"
съвѣдѣниѥ	съвѣдѣниѥ|noun|5b72eca6a73968a9	canonical:"съвѣдѣниѥ" || page:"съвѣдѣниѥ"
съвѣдѣтельство	съвѣдѣтельство|noun|0054afb1a0ea91ea	canonical:"съвѣдѣтельство" || page:"съвѣдѣтельство"
съвѣсть	съвѣсть|noun|34490ea7cdd27b83	canonical:"съвѣсть" || page:"съвѣсть"
съвѣтъ	съвѣтъ|noun|7e12ad3a6dd541a7	canonical:"съвѣтъ" || page:"съвѣтъ"
съвѣтьникъ	съвѣтьникъ|noun|8da6855d699cdd9b	canonical:"съвѣтьникъ" || page:"съвѣтьникъ"
съвѫзъ	съвѫзъ|noun|271e8bec44961e02	canonical:"съвѫзъ" || page:"съвѫзъ"
съвѫзъ	съѭзъ|noun|f6bf1177547fbd60	alternative:"съвѫзъ"
съгънѫти	съгънѫти|verb|8caad8d6f2b06fdf	canonical:"съгънѫти" || page:"съгънѫти"
съдравити	съдравити|verb|7f0ff7657798f73b	canonical:"съдравити" || page:"съдравити"
съдравъ	съдравъ|adj|420886a6288b5f6f	canonical:"съдравъ" || page:"съдравъ"
съдравьѥ	съдравьѥ|noun|e7f1e9627b27a29f	canonical:"съдравьѥ" || page:"съдравьѥ"
съдръгнѫти	съдръгнѫти|verb|3dcc49a8c8792bc2	canonical:"съдръгнѫти" || page:"съдръгнѫти"
съдѣиствьникъ	съдѣиствьникъ|noun|cb8fc7169448ba1c	canonical:"съдѣиствьникъ" || page:"съдѣиствьникъ"
съжещи	съжещи|verb|ac0b321d6f501d12	canonical:"съжещи" || page:"съжещи"
съжѧти	съжѧти|verb|e90db9a581de1d18	canonical:"съжѧти" || page:"съжѧти"
съзидати	съзидати|verb|11eafb60efc86241	canonical:"съзидати" || page:"съзидати"
съзорити	съзорити|verb|cb9da0708aaa4e58	canonical:"съзорити" || page:"съзорити"
съзьданьѥ	съзьданьѥ|noun|8684df4449bdc51a	canonical:"съзьданьѥ" || page:"съзьданьѥ"
съзьдати	съзьдати|verb|a4a79f01cdf43ba8	canonical:"съзьдати" || page:"съзьдати"
съкровище	съкровище|noun|b9d20e46c630e078	canonical:"съкровище" || page:"съкровище"
съкровъ	съкровъ|noun|014b70333a82a480	canonical:"съкровъ" || page:"съкровъ"
съкроушити	съкроушити|verb|ceca8b13a9ac6a8b	canonical:"съкроушити" || page:"съкроушити"
сълати	сълати|verb|6a98891a14945792	canonical:"сълати" || page:"сълати"
сълогъ	сълогъ|noun|356433fb5defbd5c	canonical:"сълогъ" || page:"сълогъ"
сълоучаи	сълоучаи|noun|12af13a00dd18814	canonical:"сълоучаи" || page:"сълоучаи"
сълъ	сълъ|noun|33e3d2fa1e12b7f8	canonical:"сълъ" || page:"сълъ"
сълѧщи	сълѧщи|verb|24ae0967e5946253	canonical:"сълѧщи" || page:"сълѧщи"
съметати	съметати|verb|4803898683ff2f17	canonical:"съметати" || page:"съметати"
съмилити	съмилити|verb|158c605ea788a8a4	canonical:"съмилити" || page:"съмилити"
съмотрити	съмотрити|verb|440a837f4ab56787	canonical:"съмотрити" || page:"съмотрити"
съмръкнѫти	съмръкнѫти|verb|d69216a8f5a83600	canonical:"съмръкнѫти" || page:"съмръкнѫти"
съмрьть	съмрьть|noun|5019a5ae46894dc3	canonical:"съмрьть" || page:"съмрьть"
съмьжити	съмѣжити|verb|3a364b591bb6c562	alternative:"съмьжити"
съмѣжити	съмѣжити|verb|3a364b591bb6c562	canonical:"съмѣжити" || page:"съмѣжити"
съмѣреньѥ	съмѣреньѥ|noun|e56c704204dc90b7	canonical:"съмѣреньѥ" || page:"съмѣреньѥ"
съмѣрити	съмѣрити|verb|092b0886518ab90a	canonical:"съмѣрити" || page:"съмѣрити"
съмѣти	съмѣти|verb|84eaff5b15d4cd24	canonical:"съмѣти" || page:"съмѣти"
съмѧсти	съмѧсти|verb|dfddaff0ecb2946a	canonical:"съмѧсти" || page:"съмѧсти"
съмꙑслъ	съмꙑслъ|noun|b499fd6c89d78727	canonical:"съмꙑслъ" || page:"съмꙑслъ"
сънабъдѣти	сънабъдѣти|verb|f2511e58a6beec3d	canonical:"сънабъдѣти" || page:"сънабъдѣти"
сънити	сънити|verb|ecfe9eaba51d5212	canonical:"сънити" || page:"сънити"
съниѥ	съниѥ|noun|360ff3cbde10748b	canonical:"съниѥ" || page:"съниѥ"
сънъ	сънъ|noun|55e71a8a8670d78c	canonical:"сънъ" || page:"сънъ"
съньмиште	съньмище|noun|5082c9bd4ee0fe89	alternative:"съньмиште"
съньмище	съньмище|noun|5082c9bd4ee0fe89	canonical:"съньмище" || page:"съньмище"
съньмъ	съньмъ|noun|51311b77ce782e83	canonical:"съньмъ" || page:"съньмъ"
сънѣдати	сънѣдати|verb|b0ae3a781be1e9f3	canonical:"сънѣдати" || page:"сънѣдати"
сънѣдь	сънѣдь|noun|1d12a139b9d2442d	canonical:"сънѣдь" || page:"сънѣдь"
сънѧти	сънѧти|verb|6cca04cd77af3709	canonical:"сънѧти" || page:"сънѧти"
сънѧтиѥ	сънѧтиѥ|noun|d03cab1ab3e39e87	canonical:"сънѧтиѥ" || page:"сънѧтиѥ"
съпасениѥ	съпасениѥ|noun|e2d4bfff0dcba0f4	canonical:"съпасениѥ" || page:"съпасениѥ"
съпаситель	съпасител҄ь|noun|35ebc21707fd97c9	page:"съпаситель"
съпасител҄ь	съпасител҄ь|noun|35ebc21707fd97c9	canonical:"съпасител҄ь" || source-canonical:"съпасител҄ь"
съпасти	съпасти|verb|671c09ba7c75196b	canonical:"съпасти" || page:"съпасти"
съпасти	съпасти|verb|aff5cfd9031e6f3f	canonical:"съпасти" || page:"съпасти"
съпасъ	съпасъ|noun|5dfeb9a7880019da	canonical:"съпасъ" || page:"съпасъ"
съпати	съпати|verb|a9b1038dca546381	canonical:"съпати" || page:"съпати"
съплеменьникъ	съплеменьникъ|noun|a28039ab07f22e95	canonical:"съплеменьникъ" || page:"съплеменьникъ"
съплести	съплести|verb|fd941d36a4e1043a	canonical:"съплести" || page:"съплести"
съплетъкъ	съплетъкъ|noun|3b2e217371d4cb26	canonical:"съплетъкъ" || page:"съплетъкъ"
съподобити	съподобити|verb|6298e75b90e6d501	canonical:"съподобити" || page:"съподобити"
съпоспѣшьникъ	съпоспѣшьникъ|noun|8c62968950bf64d2	canonical:"съпоспѣшьникъ" || page:"съпоспѣшьникъ"
съпостатъ	сѫпостатъ|noun|0594c24bff54aab4	alternative:"съпостатъ"
съприимьникъ	съприимьникъ|noun|f52dd6d5047df61b	canonical:"съприимьникъ" || page:"съприимьникъ"
съпричѧстьникъ	съпричѧстьникъ|noun|24f5e8cf301680bf	canonical:"съпричѧстьникъ" || page:"съпричѧстьникъ"
съпрѧщи	съпрѧщи|verb|b48f24d536b4bb8c	canonical:"съпрѧщи" || page:"съпрѧщи"
сърѣсти	сърѣсти|verb|9d5b931593069203	canonical:"сърѣсти" || page:"сърѣсти"
сърѧща	сърѧщꙗ|noun|2ab40864d9bc8da6	page:"сърѧща"
сърѧщꙗ	сърѧщꙗ|noun|2ab40864d9bc8da6	canonical:"сърѧщꙗ"
съсати	съсати|verb|1091577f13621f6a	canonical:"съсати" || page:"съсати"
съставьникъ	съставьникъ|noun|610b8be80c2ccd5d	canonical:"съставьникъ" || page:"съставьникъ"
състольникъ	състольникъ|noun|57c4a7ff725af98a	canonical:"състольникъ" || page:"състольникъ"
съсъ	съсъ|noun|c2e2c4860f91273e	canonical:"съсъ" || page:"съсъ"
съсьць	съсьць|noun|d84329721d45f09e	canonical:"съсьць" || page:"съсьць"
съсѫдъ	съсѫдъ|noun|7acfc8297e7f9dee	canonical:"съсѫдъ" || page:"съсѫдъ"
сътворити	сътворити|verb|88cbbdebe81ada83	canonical:"сътворити" || page:"сътворити"
съто	съто|noun|43433f244c60dc95	canonical:"съто" || page:"съто"
сътрьти	сътрьти|verb|e8fa188e567c5e68	canonical:"сътрьти" || page:"сътрьти"
сътрѣбити	сътрѣбити|verb|838f4603723c4c51	canonical:"сътрѣбити" || page:"сътрѣбити"
сътрѣти	сътрьти|verb|e8fa188e567c5e68	alternative:"сътрѣти"
сътьникъ	сътьникъ|noun|96a7abbad92f6da2	canonical:"сътьникъ" || page:"сътьникъ"
съхнѫти	съхнѫти|verb|f57648d01b8b3b6c	canonical:"съхнѫти" || page:"съхнѫти"
съхранити	съхранити|verb|485f1b0907ca361e	canonical:"съхранити" || page:"съхранити"
съѫзъ	съвѫзъ|noun|271e8bec44961e02	alternative:"съѫзъ"
съѭзъ	съвѫзъ|noun|271e8bec44961e02	alternative:"съѭзъ"
съѭзъ	съѭзъ|noun|f6bf1177547fbd60	canonical:"съѭзъ" || page:"съѭзъ"
сь	сь|pron|5b3bb58f40dbe033	canonical:"сь" || page:"сь"
сьребро	сьребро|noun|76881c0808689c94	canonical:"сьребро" || page:"сьребро"
сьребролюбьць	сьребролюбьць|noun|4f00c91c9cffe9e8	canonical:"сьребролюбьць" || page:"сьребролюбьць"
сьребрьникъ	сьребрьникъ|noun|c6cc9c1c69f4e87e	canonical:"сьребрьникъ" || page:"сьребрьникъ"
сіонъ	сионъ|noun|9706d9283ca84fa8	alternative:"Сіонъ"
сіѡнъ	сионъ|noun|9706d9283ca84fa8	alternative:"Сіѡнъ"
сѣверъ	сѣверъ|noun|3ec569dbee21bf98	canonical:"сѣверъ" || page:"сѣверъ"
сѣдалище	сѣдалище|noun|1138fd4a4969272b	canonical:"сѣдалище" || page:"сѣдалище"
сѣдало	сѣдало|noun|d9fdffbcfadf5d62	canonical:"сѣдало" || page:"сѣдало"
сѣдинавъ	сѣдинавъ|adj|abd35b97471e758d	canonical:"сѣдинавъ" || page:"сѣдинавъ"
сѣдинꙑ	седина|noun|7cb9341a8a5d1034	page:"сѣдинꙑ"
сѣдъ	сѣдъ|adj|d8a474542075dae9	canonical:"сѣдъ" || page:"сѣдъ"
сѣдѣти	сѣдѣти|verb|e66b0744e7779b85	canonical:"сѣдѣти" || page:"сѣдѣти"
сѣкꙑра	сѣкꙑра|noun|0cfbdab6f6533a23	canonical:"сѣкꙑра" || page:"сѣкꙑра"
сѣмьꙗ	сѣмьꙗ|noun|b10c7aa4eae61331	canonical:"сѣмьꙗ" || page:"сѣмьꙗ"
сѣмѧ	сѣмѧ|noun|f3c7c1845ec2d65c	canonical:"сѣмѧ" || page:"сѣмѧ"
сѣно	сѣно|noun|69ffe6b751a0dabf	canonical:"сѣно" || page:"сѣно"
сѣнь	сѣнь|noun|a645fa7dc068da61	canonical:"сѣнь" || page:"сѣнь"
сѣра	сѣраа|noun|d4ff7585cc39bef6	page:"сѣра"
сѣраа	сѣраа|noun|d4ff7585cc39bef6	canonical:"сѣраа"
сѣръ	сѣръ|adj|d544956027d544a5	canonical:"сѣръ" || page:"сѣръ"
сѣсти	сѣсти|verb|40310a8c25b8fd0f	canonical:"сѣсти" || page:"сѣсти"
сѣти	сѣти|verb|1d427696508a3d30	canonical:"сѣти" || page:"сѣти"
сѣтованьѥ	сѣтованьѥ|noun|906792eae0be92c3	canonical:"сѣтованьѥ" || page:"сѣтованьѥ"
сѣтовати	сѣтовати|verb|ede37cbd691465a1	canonical:"сѣтовати" || page:"сѣтовати"
сѣть	сѣть|noun|aba31e9b52ca0401	canonical:"сѣть" || page:"сѣть"
сѣчиво	сѣчиво|noun|bdc7fa96d1fd2e1c	canonical:"сѣчиво" || page:"сѣчиво"
сѣчьць	сѣчьць|noun|eb9328e18544ba2c	canonical:"сѣчьць" || page:"сѣчьць"
сѣшти	сѣщи|verb|b83365ba0ddc604c	alternative:"сѣшти"
сѣщи	сѣщи|verb|b83365ba0ddc604c	canonical:"сѣщи" || page:"сѣщи"
сѧ	сѧ|pron|a123046076182d51	canonical:"сѧ" || page:"сѧ"
сѧшти	сѧщи|verb|cf02491a3aad33a6	alternative:"сѧшти"
сѧщи	сѧщи|verb|cf02491a3aad33a6	canonical:"сѧщи" || page:"сѧщи"
сѫбота	сѫбота|noun|a53269629f6eebac	canonical:"сѫбота" || page:"сѫбота"
сѫдии	сѫдии|noun|b3447bdd6bd83f4d	canonical:"сѫдии" || page:"сѫдии"
сѫдилище	сѫдилищь|noun|c1e8b0c7f262dde5	page:"сѫдилище"
сѫдилищь	сѫдилищь|noun|c1e8b0c7f262dde5	canonical:"сѫдилищь"
сѫдитель	сѫдител҄ь|noun|01e1ad7a2bb410a5	page:"сѫдитель"
сѫдител҄ь	сѫдител҄ь|noun|01e1ad7a2bb410a5	canonical:"сѫдител҄ь" || source-canonical:"сѫдител҄ь"
сѫдити	сѫдити|verb|7e70860fb6ab34e8	canonical:"сѫдити" || page:"сѫдити"
сѫдище	сѫдище|noun|7d2a7dd2503acf94	canonical:"сѫдище" || page:"сѫдище"
сѫдъ	сѫдъ|noun|259d7202777ef1d2	canonical:"сѫдъ" || page:"сѫдъ"
сѫдьба	сѫдьба|noun|78822572c960c50e	canonical:"сѫдьба" || page:"сѫдьба"
сѫдьи	сѫдии|noun|b3447bdd6bd83f4d	alternative:"сѫдьи"
сѫдьи	сѫдьи|noun|487a71e05f32b650	canonical:"сѫдьи" || page:"сѫдьи"
сѫкъ	сѫкъ|noun|099abd2388e38361	canonical:"сѫкъ" || page:"сѫкъ"
сѫмьнѣниѥ	сѫмьнѣниѥ|noun|afe17b1c0787d8c7	canonical:"сѫмьнѣниѥ" || page:"сѫмьнѣниѥ"
сѫмьнѣти	сѫмьнѣти|verb|b0a35c1f2d535cfa	canonical:"сѫмьнѣти" || page:"сѫмьнѣти"
сѫпостатъ	сѫпостатъ|noun|0594c24bff54aab4	canonical:"сѫпостатъ" || page:"сѫпостатъ"
сѫпротивьникъ	сѫпротивьникъ|noun|5c2ed689d294aa46	canonical:"сѫпротивьникъ" || page:"сѫпротивьникъ"
сѫпрѫгъ	сѫпрѫгъ|noun|ecf17c17747688dd	canonical:"сѫпрѫгъ" || page:"сѫпрѫгъ"
сѫпъ	сѫпъ|noun|774a54e5301cc0a3	canonical:"сѫпъ" || page:"сѫпъ"
сѫпьрь	сѫпьр҄ь|noun|7b7a65214e063f5d	page:"сѫпьрь"
сѫпьрьникъ	сѫпьрьникъ|noun|7a270467d29464d0	canonical:"сѫпьрьникъ" || page:"сѫпьрьникъ"
сѫпьр҄ь	сѫпьр҄ь|noun|7b7a65214e063f5d	canonical:"сѫпьр҄ь" || source-canonical:"сѫпьр҄ь"
сѫсѣдъ	сѫсѣдъ|noun|f0b5537d7679bc3e	canonical:"сѫсѣдъ" || page:"сѫсѣдъ"
сѫсѣдꙑни	сѫсѣдꙑн҄и|noun|cccfa67b625bc68a	page:"сѫсѣдꙑни"
сѫсѣдꙑн҄и	сѫсѣдꙑн҄и|noun|cccfa67b625bc68a	canonical:"сѫсѣдꙑн҄и" || source-canonical:"сѫсѣдꙑн҄и"
сѫчьць	сѫчьць|noun|4db29d46f11488eb	canonical:"сѫчьць" || page:"сѫчьць"
сѫщьство	сѫщьство|noun|91bb137327030871	canonical:"сѫщьство" || page:"сѫщьство"
сѵрофоникиссанꙑни	сѵрофоник҄иссанꙑн҄и|noun|9c395debedd045dc	page:"сѵрофоникиссанꙑни"
сѵрофоник҄иссанꙑн҄и	сѵрофоник҄иссанꙑн҄и|noun|9c395debedd045dc	canonical:"сѵрофоник҄иссанꙑн҄и" || source-canonical:"сѵрофоник҄иссанꙑн҄и"
сѷріꙗ	сѷріꙗ|noun|474db09bb63c50db	canonical:"Сѷріꙗ" || page:"Сѷріꙗ"
сꙑнъ	сꙑнъ|noun|af17ea7290a7dcd8	canonical:"сꙑнъ" || page:"сꙑнъ"
сꙑнъ	сꙑнъ|noun|ed1bda065808c56b	canonical:"сꙑнъ" || page:"сꙑнъ"
сꙑньнъ	сꙑньнъ|adj|136f7d44e45b39e5	canonical:"сꙑньнъ" || page:"сꙑньнъ"
сꙑпати	сꙑпати|verb|785df529206565c6	canonical:"сꙑпати" || page:"сꙑпати"
сꙑръ	сꙑръ|adj|1192debfff67cbe1	canonical:"сꙑръ" || page:"сꙑръ"
сꙑръ	сꙑръ|noun|abffe9f19f73aa20	canonical:"сꙑръ" || page:"сꙑръ"
сꙑтость	сꙑтость|noun|ad6da9629d7cb8db	canonical:"сꙑтость" || page:"сꙑтость"
сꙑтъ	сꙑтъ|adj|4bcfce2bab0413a1	canonical:"сꙑтъ" || page:"сꙑтъ"
сꙑть	сꙑть|noun|c3dc417b87761ab1	canonical:"сꙑть" || page:"сꙑть"
таибьникъ	таибьникъ|noun|123e46722e5855e7	canonical:"таибьникъ" || page:"таибьникъ"
таилище	таилище|noun|b2bb586706354069	canonical:"таилище" || page:"таилище"
таити	таити|verb|b233fdf2313f633a	canonical:"таити" || page:"таити"
тать	тать|noun|0d3bf9f60a7e4335	canonical:"тать" || page:"тать"
татьба	татьба|noun|b3daec5e99e30456	canonical:"татьба" || page:"татьба"
татьбина	татьбина|noun|5c80d03b9b00dc06	canonical:"татьбина" || page:"татьбина"
таінъ	таінъ|adj|3a3baf278c0fc439	canonical:"таінъ" || page:"таінъ"
таꙗти	таꙗти|verb|7a4cc9abad177191	canonical:"таꙗти" || page:"таꙗти"
тварь	тварь|noun|309c63b0ab12e4c3	canonical:"тварь" || page:"тварь"
твои	твои|pron|ef9db007d7b81022	canonical:"твои" || page:"твои"
творити	творити|verb|954a30f1e8d6595b	canonical:"творити" || page:"творити"
творъ	творъ|noun|f5dfec18d0407c70	canonical:"творъ" || page:"творъ"
творьць	творьць|noun|8af3a9ff20a21418	canonical:"творьць" || page:"творьць"
тврьдити	тврьдити|verb|76f857634da61b8d	canonical:"тврьдити" || page:"тврьдити"
тврьдость	тврьдость|noun|ea9589d7666375ed	canonical:"тврьдость" || page:"тврьдость"
тврьдъ	тврьдъ|adj|79c22b20082f7007	canonical:"тврьдъ" || page:"тврьдъ"
тврьдь	тврьдь|noun|e2f1c5fa247fcc4f	canonical:"тврьдь" || page:"тврьдь"
тельць	тельць|noun|ed9848f21b091f03	canonical:"тельць" || page:"тельць"
теодоръ	ѳеодоръ|noun|5dd91e9862b93c85	alternative:"Теодоръ"
теплоста	теплоста|noun|68a7cc0c742a9f8b	canonical:"теплоста"
теплость	теплоста|noun|68a7cc0c742a9f8b	page:"теплость"
теплота	теплота|noun|acda38e694e52783	canonical:"теплота" || page:"теплота"
теплъ	теплъ|adj|721f9f3006fbbd9f	canonical:"теплъ" || page:"теплъ"
тесати	тесати|verb|73540f59307c3675	canonical:"тесати" || page:"тесати"
тети	тети|verb|964043f9d19695aa	canonical:"тети" || page:"тети"
тетъка	тетъка|noun|a35d0bec22975296	canonical:"тетъка" || page:"тетъка"
тешти	тещи|verb|f5a328803254d05b	alternative:"тешти"
тещи	тещи|verb|f5a328803254d05b	canonical:"тещи" || page:"тещи"
тикъ	тикъ|noun|24c6557017535377	canonical:"тикъ" || page:"тикъ"
тимѣно	тимѣно|noun|6f42aa199600bced	canonical:"тимѣно" || page:"тимѣно"
тина	тина|noun|4915d2da858ecfbb	canonical:"тина" || page:"тина"
тинавъ	тинавъ|adj|5c2ce7c324372103	canonical:"тинавъ" || page:"тинавъ"
тинь	тинь|noun|8f05846e8b248825	canonical:"тинь" || page:"тинь"
тиса	тиса|noun|61b7bd0ff371c277	canonical:"тиса" || page:"тиса"
тискати	тискати|verb|54da3d29b4dafd7f	canonical:"тискати" || page:"тискати"
тихость	тихость|noun|a24250f49ac05fe3	canonical:"тихость" || page:"тихость"
тихота	тихота|noun|f54ffaebccd6a21c	canonical:"тихота" || page:"тихота"
тихъ	тихъ|adj|62a8088351d82411	canonical:"тихъ" || page:"тихъ"
тишина	тишина|noun|f9a52c68f30adeb1	canonical:"тишина" || page:"тишина"
тлъкнѫти	тлъкнѫти|verb|409022979be93dae	canonical:"тлъкнѫти" || page:"тлъкнѫти"
тлъкъ	тлъкъ|noun|0ba1470bee976b23	canonical:"тлъкъ" || page:"тлъкъ"
тлъпа	тлъпа|noun|52fc78caa2ddd3cc	canonical:"тлъпа" || page:"тлъпа"
тлѣшти	тлѣщи|verb|76e792deec1d259d	alternative:"тлѣшти"
тлѣщи	тлѣщи|verb|76e792deec1d259d	canonical:"тлѣщи" || page:"тлѣщи"
тождеплеменьникъ	тождеплеменьникъ|noun|ef51c83d19567a47	canonical:"тождеплеменьникъ" || page:"тождеплеменьникъ"
токъ	токъ|noun|c9769538694aa29c	canonical:"токъ" || page:"токъ"
томитель	томител҄ь|noun|793456e3adc84853	page:"томитель"
томител҄ь	томител҄ь|noun|793456e3adc84853	canonical:"томител҄ь" || source-canonical:"томител҄ь"
томити	томити|verb|7c005874a52c1a80	canonical:"томити" || page:"томити"
тонѫти	тонѫти|verb|2947a6e69e942a1a	canonical:"тонѫти" || page:"тонѫти"
топлота	топлота|noun|aa64edc95a501262	canonical:"топлота" || page:"топлота"
топлъ	топлъ|adj|56b1fad3c9123d1b	canonical:"топлъ" || page:"топлъ"
тоуждь	щоуждь|adj|e439b57440241df0	alternative:"тоуждь"
тоукъ	тоукъ|noun|91889f32ec84fc82	canonical:"тоукъ" || page:"тоукъ"
