lexeme_id	system	analysis_rank	field	value	provenance	source_feature	source_form	crosscheck_features	authority
авити|verb|8003baa455c6b112	aspect	0	aspect	perfective	dictionary-headword-metadata	headword:aspect	perfective		wiktionary-kaikki-2026-07-06
алкати|verb|0d7b6910a0449e00	aspect	0	aspect	imperfective	dictionary-headword-metadata	headword:aspect	imperfective		wiktionary-kaikki-2026-07-06
алъкати|verb|97a9629cb5965863	aspect	0	aspect	imperfective	dictionary-headword-metadata	headword:aspect	imperfective		wiktionary-kaikki-2026-07-06
баловати|verb|787d7296dd851d1b	aspect	0	aspect	imperfective	dictionary-headword-metadata	headword:aspect	imperfective		wiktionary-kaikki-2026-07-06
баꙗти|verb|bdd8d483472158ef	aspect	0	aspect	imperfective	dictionary-headword-metadata	headword:aspect	imperfective		wiktionary-kaikki-2026-07-06
бесѣдовати|verb|fd6fd07d93f54141	aspect	0	aspect	imperfective	dictionary-headword-metadata	headword:aspect	imperfective		wiktionary-kaikki-2026-07-06
бивати|verb|2133cc1d867c3627	aspect	0	aspect	imperfective	dictionary-headword-metadata	headword:aspect	imperfective		wiktionary-kaikki-2026-07-06
бити|verb|e7ab9d294e7bdbc4	aspect	0	aspect	imperfective	dictionary-headword-metadata	headword:aspect	imperfective		wiktionary-kaikki-2026-07-06
благовѣштати|verb|3eba53a49012fdd0	aspect	0	aspect	imperfective	dictionary-headword-metadata	headword:aspect	imperfective		wiktionary-kaikki-2026-07-06
благословити|verb|9d3c95ce56eb87f0	aspect	0	aspect	biaspectual	dictionary-headword-metadata	headword:aspect	biaspectual		wiktionary-kaikki-2026-07-06
благословити|verb|9d3c95ce56eb87f0	imperative	0	formation	i-series	dictionary-principal-part	verb:imperative:1:du	благословивѣ	verb:imperative:1:du || verb:imperative:2:du || verb:imperative:1:pl || verb:imperative:2:pl	wiktionary-kaikki-2026-07-06
благословити|verb|9d3c95ce56eb87f0	imperative	0	stem	благослов	dictionary-principal-part	verb:imperative:2:sg	благослови	verb:imperative:1:du || verb:imperative:2:du || verb:imperative:1:pl || verb:imperative:2:pl	wiktionary-kaikki-2026-07-06
благословити|verb|9d3c95ce56eb87f0	imperfect	0	formation	a	dictionary-principal-part	verb:finite:imperfect:1:sg	благословлꙗахъ	verb:finite:imperfect:2:sg || verb:finite:imperfect:3:sg || verb:finite:imperfect:1:du || verb:finite:imperfect:2:du || verb:finite:imperfect:3:du || verb:finite:imperfect:1:pl || verb:finite:imperfect:2:pl || verb:finite:imperfect:3:pl	wiktionary-kaikki-2026-07-06
благословити|verb|9d3c95ce56eb87f0	imperfect	0	stem	благословлꙗ	dictionary-principal-part	verb:finite:imperfect:1:sg	благословлꙗахъ	verb:finite:imperfect:2:sg || verb:finite:imperfect:3:sg || verb:finite:imperfect:1:du || verb:finite:imperfect:2:du || verb:finite:imperfect:3:du || verb:finite:imperfect:1:pl || verb:finite:imperfect:2:pl || verb:finite:imperfect:3:pl	wiktionary-kaikki-2026-07-06
благословити|verb|9d3c95ce56eb87f0	imperfect	0	variant-policy	uncontracted-only	curated-grammar-override	verb:finite:imperfect:1:sg	благословлꙗахъ	verb:finite:imperfect:2:sg || verb:finite:imperfect:3:sg || verb:finite:imperfect:1:du || verb:finite:imperfect:2:du || verb:finite:imperfect:3:du || verb:finite:imperfect:1:pl || verb:finite:imperfect:2:pl || verb:finite:imperfect:3:pl	UT OCS Online lesson 1 §4.2 https://lrc.la.utexas.edu/eieol/ocsol/10#grammar_967
благословити|verb|9d3c95ce56eb87f0	l-participle	0	stem	благослови	dictionary-principal-part	verb:l-participle:m:sg	благословилъ	verb:l-participle:f:sg || verb:l-participle:n:sg || verb:l-participle:m:du || verb:l-participle:f:du || verb:l-participle:n:du || verb:l-participle:m:pl || verb:l-participle:f:pl || verb:l-participle:n:pl	wiktionary-kaikki-2026-07-06
благословити|verb|9d3c95ce56eb87f0	past-active-participle	0	formation	ish	dictionary-principal-part	verb:participle:past-active:citation	благословл҄ь		wiktionary-kaikki-2026-07-06
благословити|verb|9d3c95ce56eb87f0	past-active-participle	0	stem	благословл҄	dictionary-principal-part	verb:participle:past-active:citation	благословл҄ь		wiktionary-kaikki-2026-07-06
благословити|verb|9d3c95ce56eb87f0	past-active-participle	1	formation	vush	dictionary-principal-part	verb:participle:past-active:citation	благословивъ		wiktionary-kaikki-2026-07-06
благословити|verb|9d3c95ce56eb87f0	past-active-participle	1	stem	благослови	dictionary-principal-part	verb:participle:past-active:citation	благословивъ		wiktionary-kaikki-2026-07-06
благословити|verb|9d3c95ce56eb87f0	past-passive-participle	0	formation	n	dictionary-principal-part	verb:participle:past-passive:citation	благословлѥнъ		wiktionary-kaikki-2026-07-06
благословити|verb|9d3c95ce56eb87f0	past-passive-participle	0	stem	благословлѥ	dictionary-principal-part	verb:participle:past-passive:citation	благословлѥнъ		wiktionary-kaikki-2026-07-06
благословити|verb|9d3c95ce56eb87f0	present	0	class	II1	dictionary-headword-metadata	headword:class	II1		wiktionary-kaikki-2026-07-06
благословити|verb|9d3c95ce56eb87f0	present	0	first-singular-stem	благословл	dictionary-principal-part	verb:finite:present:1:sg	благословлѭ		wiktionary-kaikki-2026-07-06
благословити|verb|9d3c95ce56eb87f0	present	0	stem	благослов	dictionary-principal-part	verb:finite:present:2:sg	благословиши	verb:finite:present:3:sg || verb:finite:present:1:du || verb:finite:present:2:du || verb:finite:present:3:du || verb:finite:present:1:pl || verb:finite:present:2:pl || verb:finite:present:3:pl	wiktionary-kaikki-2026-07-06
благословити|verb|9d3c95ce56eb87f0	present-active-participle	0	formation	yesht-soft	dictionary-principal-part	verb:participle:present-active:citation	благословѧ		wiktionary-kaikki-2026-07-06
благословити|verb|9d3c95ce56eb87f0	present-active-participle	0	stem	благослов	dictionary-principal-part	verb:participle:present-active:citation	благословѧ		wiktionary-kaikki-2026-07-06
благословити|verb|9d3c95ce56eb87f0	present-passive-participle	0	formation	im	dictionary-principal-part	verb:participle:present-passive:citation	благословимъ		wiktionary-kaikki-2026-07-06
благословити|verb|9d3c95ce56eb87f0	present-passive-participle	0	stem	благослов	dictionary-principal-part	verb:participle:present-passive:citation	благословимъ		wiktionary-kaikki-2026-07-06
блажити|verb|827c0f78653613a2	aspect	0	aspect	imperfective	dictionary-headword-metadata	headword:aspect	imperfective		wiktionary-kaikki-2026-07-06
блажити|verb|827c0f78653613a2	imperative	0	formation	i-series	dictionary-principal-part	verb:imperative:1:du	блаживѣ	verb:imperative:1:du || verb:imperative:2:du || verb:imperative:1:pl || verb:imperative:2:pl	wiktionary-kaikki-2026-07-06
блажити|verb|827c0f78653613a2	imperative	0	stem	блаж	dictionary-principal-part	verb:imperative:2:sg	блажи	verb:imperative:1:du || verb:imperative:2:du || verb:imperative:1:pl || verb:imperative:2:pl	wiktionary-kaikki-2026-07-06
блажити|verb|827c0f78653613a2	l-participle	0	stem	блажи	dictionary-principal-part	verb:l-participle:m:sg	блажилъ	verb:l-participle:f:sg || verb:l-participle:n:sg || verb:l-participle:m:du || verb:l-participle:f:du || verb:l-participle:n:du || verb:l-participle:m:pl || verb:l-participle:f:pl || verb:l-participle:n:pl	wiktionary-kaikki-2026-07-06
блажити|verb|827c0f78653613a2	past-active-participle	0	formation	ish	dictionary-principal-part	verb:participle:past-active:citation	блажь		wiktionary-kaikki-2026-07-06
блажити|verb|827c0f78653613a2	past-active-participle	0	stem	блаж	dictionary-principal-part	verb:participle:past-active:citation	блажь		wiktionary-kaikki-2026-07-06
блажити|verb|827c0f78653613a2	past-active-participle	1	formation	vush	dictionary-principal-part	verb:participle:past-active:citation	блаживъ		wiktionary-kaikki-2026-07-06
блажити|verb|827c0f78653613a2	past-active-participle	1	stem	блажи	dictionary-principal-part	verb:participle:past-active:citation	блаживъ		wiktionary-kaikki-2026-07-06
блажити|verb|827c0f78653613a2	past-passive-participle	0	formation	en	dictionary-principal-part	verb:participle:past-passive:citation	блаженъ		wiktionary-kaikki-2026-07-06
блажити|verb|827c0f78653613a2	past-passive-participle	0	stem	блаж	dictionary-principal-part	verb:participle:past-passive:citation	блаженъ		wiktionary-kaikki-2026-07-06
блажити|verb|827c0f78653613a2	present-active-participle	0	formation	yesht-soft	dictionary-principal-part	verb:participle:present-active:citation	блажѧ		wiktionary-kaikki-2026-07-06
блажити|verb|827c0f78653613a2	present-active-participle	0	stem	блаж	dictionary-principal-part	verb:participle:present-active:citation	блажѧ		wiktionary-kaikki-2026-07-06
блажити|verb|827c0f78653613a2	present-passive-participle	0	formation	im	dictionary-principal-part	verb:participle:present-passive:citation	блажимъ		wiktionary-kaikki-2026-07-06
блажити|verb|827c0f78653613a2	present-passive-participle	0	stem	блаж	dictionary-principal-part	verb:participle:present-passive:citation	блажимъ		wiktionary-kaikki-2026-07-06
блазнити|verb|3e54e5d471162975	aspect	0	aspect	imperfective	dictionary-headword-metadata	headword:aspect	imperfective		wiktionary-kaikki-2026-07-06
бльвати|verb|ea0262853fccb4aa	aspect	0	aspect	imperfective	dictionary-headword-metadata	headword:aspect	imperfective		wiktionary-kaikki-2026-07-06
блюсти|verb|34145a67a5b25134	aspect	0	aspect	imperfective	dictionary-headword-metadata	headword:aspect	imperfective		wiktionary-kaikki-2026-07-06
блѣдѣти|verb|8a24c89903e54875	aspect	0	aspect	imperfective	dictionary-headword-metadata	headword:aspect	imperfective		wiktionary-kaikki-2026-07-06
блѣдѣти|verb|8a24c89903e54875	imperfect	0	formation	yat-a	dictionary-principal-part	verb:finite:imperfect:1:sg	блѣдѣахъ	verb:finite:imperfect:2:sg || verb:finite:imperfect:3:sg || verb:finite:imperfect:1:du || verb:finite:imperfect:2:du || verb:finite:imperfect:3:du || verb:finite:imperfect:1:pl || verb:finite:imperfect:2:pl || verb:finite:imperfect:3:pl	wiktionary-kaikki-2026-07-06
блѣдѣти|verb|8a24c89903e54875	imperfect	0	stem	блѣд	dictionary-principal-part	verb:finite:imperfect:1:sg	блѣдѣахъ	verb:finite:imperfect:2:sg || verb:finite:imperfect:3:sg || verb:finite:imperfect:1:du || verb:finite:imperfect:2:du || verb:finite:imperfect:3:du || verb:finite:imperfect:1:pl || verb:finite:imperfect:2:pl || verb:finite:imperfect:3:pl	wiktionary-kaikki-2026-07-06
блѣдѣти|verb|8a24c89903e54875	imperfect	0	variant-policy	uncontracted-only	curated-grammar-override	verb:finite:imperfect:1:sg	блѣдѣахъ	verb:finite:imperfect:2:sg || verb:finite:imperfect:3:sg || verb:finite:imperfect:1:du || verb:finite:imperfect:2:du || verb:finite:imperfect:3:du || verb:finite:imperfect:1:pl || verb:finite:imperfect:2:pl || verb:finite:imperfect:3:pl	UT OCS Online lesson 1 §4.2 https://lrc.la.utexas.edu/eieol/ocsol/10#grammar_967
блѣдѣти|verb|8a24c89903e54875	l-participle	0	stem	блѣдѣ	dictionary-principal-part	verb:l-participle:m:sg	блѣдѣлъ	verb:l-participle:f:sg || verb:l-participle:n:sg || verb:l-participle:m:du || verb:l-participle:f:du || verb:l-participle:n:du || verb:l-participle:m:pl || verb:l-participle:f:pl || verb:l-participle:n:pl	wiktionary-kaikki-2026-07-06
блѣдѣти|verb|8a24c89903e54875	past-active-participle	0	formation	vush	dictionary-principal-part	verb:participle:past-active:citation	блѣдѣвъ		wiktionary-kaikki-2026-07-06
блѣдѣти|verb|8a24c89903e54875	past-active-participle	0	stem	блѣдѣ	dictionary-principal-part	verb:participle:past-active:citation	блѣдѣвъ		wiktionary-kaikki-2026-07-06
блѣдѣти|verb|8a24c89903e54875	past-passive-participle	0	formation	n	dictionary-principal-part	verb:participle:past-passive:citation	блѣдѣнъ		wiktionary-kaikki-2026-07-06
блѣдѣти|verb|8a24c89903e54875	past-passive-participle	0	stem	блѣдѣ	dictionary-principal-part	verb:participle:past-passive:citation	блѣдѣнъ		wiktionary-kaikki-2026-07-06
блѣдѣти|verb|8a24c89903e54875	present-active-participle	0	formation	yesht-soft	dictionary-principal-part	verb:participle:present-active:citation	блѣдѧ		wiktionary-kaikki-2026-07-06
блѣдѣти|verb|8a24c89903e54875	present-active-participle	0	stem	блѣд	dictionary-principal-part	verb:participle:present-active:citation	блѣдѧ		wiktionary-kaikki-2026-07-06
блѣдѣти|verb|8a24c89903e54875	present-passive-participle	0	formation	im	dictionary-principal-part	verb:participle:present-passive:citation	блѣдимъ		wiktionary-kaikki-2026-07-06
блѣдѣти|verb|8a24c89903e54875	present-passive-participle	0	stem	блѣд	dictionary-principal-part	verb:participle:present-passive:citation	блѣдимъ		wiktionary-kaikki-2026-07-06
блѧсти|verb|682dc9d2de7c8e1b	aspect	0	aspect	imperfective	dictionary-headword-metadata	headword:aspect	imperfective		wiktionary-kaikki-2026-07-06
блѫдити|verb|19a15ec40076495d	aspect	0	aspect	imperfective	dictionary-headword-metadata	headword:aspect	imperfective		wiktionary-kaikki-2026-07-06
болѣти|verb|4b19385ba94439bb	aspect	0	aspect	imperfective	dictionary-headword-metadata	headword:aspect	imperfective		wiktionary-kaikki-2026-07-06
болѣти|verb|4b19385ba94439bb	imperative	0	formation	i-series	dictionary-principal-part	verb:imperative:1:du	боливѣ	verb:imperative:1:du || verb:imperative:2:du || verb:imperative:1:pl || verb:imperative:2:pl	wiktionary-kaikki-2026-07-06
болѣти|verb|4b19385ba94439bb	imperative	0	stem	бол	dictionary-principal-part	verb:imperative:2:sg	боли	verb:imperative:1:du || verb:imperative:2:du || verb:imperative:1:pl || verb:imperative:2:pl	wiktionary-kaikki-2026-07-06
болѣти|verb|4b19385ba94439bb	imperfect	0	formation	yat-a	dictionary-principal-part	verb:finite:imperfect:1:sg	болѣахъ	verb:finite:imperfect:2:sg || verb:finite:imperfect:3:sg || verb:finite:imperfect:1:du || verb:finite:imperfect:2:du || verb:finite:imperfect:3:du || verb:finite:imperfect:1:pl || verb:finite:imperfect:2:pl || verb:finite:imperfect:3:pl	wiktionary-kaikki-2026-07-06
болѣти|verb|4b19385ba94439bb	imperfect	0	stem	бол	dictionary-principal-part	verb:finite:imperfect:1:sg	болѣахъ	verb:finite:imperfect:2:sg || verb:finite:imperfect:3:sg || verb:finite:imperfect:1:du || verb:finite:imperfect:2:du || verb:finite:imperfect:3:du || verb:finite:imperfect:1:pl || verb:finite:imperfect:2:pl || verb:finite:imperfect:3:pl	wiktionary-kaikki-2026-07-06
болѣти|verb|4b19385ba94439bb	imperfect	0	variant-policy	uncontracted-only	curated-grammar-override	verb:finite:imperfect:1:sg	болѣахъ	verb:finite:imperfect:2:sg || verb:finite:imperfect:3:sg || verb:finite:imperfect:1:du || verb:finite:imperfect:2:du || verb:finite:imperfect:3:du || verb:finite:imperfect:1:pl || verb:finite:imperfect:2:pl || verb:finite:imperfect:3:pl	UT OCS Online lesson 1 §4.2 https://lrc.la.utexas.edu/eieol/ocsol/10#grammar_967
болѣти|verb|4b19385ba94439bb	l-participle	0	stem	болѣ	dictionary-principal-part	verb:l-participle:m:sg	болѣлъ	verb:l-participle:f:sg || verb:l-participle:n:sg || verb:l-participle:m:du || verb:l-participle:f:du || verb:l-participle:n:du || verb:l-participle:m:pl || verb:l-participle:f:pl || verb:l-participle:n:pl	wiktionary-kaikki-2026-07-06
болѣти|verb|4b19385ba94439bb	past-active-participle	0	formation	vush	dictionary-principal-part	verb:participle:past-active:citation	болѣвъ		wiktionary-kaikki-2026-07-06
болѣти|verb|4b19385ba94439bb	past-active-participle	0	stem	болѣ	dictionary-principal-part	verb:participle:past-active:citation	болѣвъ		wiktionary-kaikki-2026-07-06
болѣти|verb|4b19385ba94439bb	past-passive-participle	0	formation	n	dictionary-principal-part	verb:participle:past-passive:citation	болѣнъ		wiktionary-kaikki-2026-07-06
болѣти|verb|4b19385ba94439bb	past-passive-participle	0	stem	болѣ	dictionary-principal-part	verb:participle:past-passive:citation	болѣнъ		wiktionary-kaikki-2026-07-06
болѣти|verb|4b19385ba94439bb	present	0	class	II2	dictionary-headword-metadata	headword:class	II2		wiktionary-kaikki-2026-07-06
болѣти|verb|4b19385ba94439bb	present	0	first-singular-stem	бол	dictionary-principal-part	verb:finite:present:1:sg	болѭ		wiktionary-kaikki-2026-07-06
болѣти|verb|4b19385ba94439bb	present	0	stem	бол	dictionary-principal-part	verb:finite:present:2:sg	болиши	verb:finite:present:3:sg || verb:finite:present:1:du || verb:finite:present:2:du || verb:finite:present:3:du || verb:finite:present:1:pl || verb:finite:present:2:pl || verb:finite:present:3:pl	wiktionary-kaikki-2026-07-06
болѣти|verb|4b19385ba94439bb	present-active-participle	0	formation	yesht-soft	dictionary-principal-part	verb:participle:present-active:citation	болѧ		wiktionary-kaikki-2026-07-06
болѣти|verb|4b19385ba94439bb	present-active-participle	0	stem	бол	dictionary-principal-part	verb:participle:present-active:citation	болѧ		wiktionary-kaikki-2026-07-06
болѣти|verb|4b19385ba94439bb	present-passive-participle	0	formation	im	dictionary-principal-part	verb:participle:present-passive:citation	болимъ		wiktionary-kaikki-2026-07-06
болѣти|verb|4b19385ba94439bb	present-passive-participle	0	stem	бол	dictionary-principal-part	verb:participle:present-passive:citation	болимъ		wiktionary-kaikki-2026-07-06
бости|verb|a0d98c8811593642	aspect	0	aspect	imperfective	dictionary-headword-metadata	headword:aspect	imperfective		wiktionary-kaikki-2026-07-06
бости|verb|a0d98c8811593642	imperfect	0	formation	yat-a	dictionary-principal-part	verb:finite:imperfect:1:sg	бодѣахъ	verb:finite:imperfect:2:sg || verb:finite:imperfect:3:sg || verb:finite:imperfect:1:du || verb:finite:imperfect:2:du || verb:finite:imperfect:3:du || verb:finite:imperfect:1:pl || verb:finite:imperfect:2:pl || verb:finite:imperfect:3:pl	wiktionary-kaikki-2026-07-06
бости|verb|a0d98c8811593642	imperfect	0	stem	бод	dictionary-principal-part	verb:finite:imperfect:1:sg	бодѣахъ	verb:finite:imperfect:2:sg || verb:finite:imperfect:3:sg || verb:finite:imperfect:1:du || verb:finite:imperfect:2:du || verb:finite:imperfect:3:du || verb:finite:imperfect:1:pl || verb:finite:imperfect:2:pl || verb:finite:imperfect:3:pl	wiktionary-kaikki-2026-07-06
бости|verb|a0d98c8811593642	imperfect	0	variant-policy	uncontracted-only	curated-grammar-override	verb:finite:imperfect:1:sg	бодѣахъ	verb:finite:imperfect:2:sg || verb:finite:imperfect:3:sg || verb:finite:imperfect:1:du || verb:finite:imperfect:2:du || verb:finite:imperfect:3:du || verb:finite:imperfect:1:pl || verb:finite:imperfect:2:pl || verb:finite:imperfect:3:pl	UT OCS Online lesson 1 §4.2 https://lrc.la.utexas.edu/eieol/ocsol/10#grammar_967
бости|verb|a0d98c8811593642	l-participle	0	stem	бо	dictionary-principal-part	verb:l-participle:m:sg	болъ	verb:l-participle:f:sg || verb:l-participle:n:sg || verb:l-participle:m:du || verb:l-participle:f:du || verb:l-participle:n:du || verb:l-participle:m:pl || verb:l-participle:f:pl || verb:l-participle:n:pl	wiktionary-kaikki-2026-07-06
бости|verb|a0d98c8811593642	past-active-participle	0	formation	ush	dictionary-principal-part	verb:participle:past-active:citation	бодъ		wiktionary-kaikki-2026-07-06
бости|verb|a0d98c8811593642	past-active-participle	0	stem	бод	dictionary-principal-part	verb:participle:past-active:citation	бодъ		wiktionary-kaikki-2026-07-06
бости|verb|a0d98c8811593642	past-passive-participle	0	formation	en	dictionary-principal-part	verb:participle:past-passive:citation	боденъ		wiktionary-kaikki-2026-07-06
бости|verb|a0d98c8811593642	past-passive-participle	0	stem	бод	dictionary-principal-part	verb:participle:past-passive:citation	боденъ		wiktionary-kaikki-2026-07-06
бости|verb|a0d98c8811593642	present	0	class	IA1	dictionary-headword-metadata	headword:class	IA1		wiktionary-kaikki-2026-07-06
бости|verb|a0d98c8811593642	present	0	first-singular-stem	бод	dictionary-principal-part	verb:finite:present:1:sg	бодѫ		wiktionary-kaikki-2026-07-06
бости|verb|a0d98c8811593642	present	0	stem	бод	dictionary-principal-part	verb:finite:present:2:sg	бодеши	verb:finite:present:3:sg || verb:finite:present:1:du || verb:finite:present:2:du || verb:finite:present:3:du || verb:finite:present:1:pl || verb:finite:present:2:pl || verb:finite:present:3:pl	wiktionary-kaikki-2026-07-06
бости|verb|a0d98c8811593642	present-active-participle	0	formation	yusht-hard	dictionary-principal-part	verb:participle:present-active:citation	бодꙑ		wiktionary-kaikki-2026-07-06
бости|verb|a0d98c8811593642	present-active-participle	0	stem	бод	dictionary-principal-part	verb:participle:present-active:citation	бодꙑ		wiktionary-kaikki-2026-07-06
бости|verb|a0d98c8811593642	present-passive-participle	0	formation	om	dictionary-principal-part	verb:participle:present-passive:citation	бодомъ		wiktionary-kaikki-2026-07-06
бости|verb|a0d98c8811593642	present-passive-participle	0	stem	бод	dictionary-principal-part	verb:participle:present-passive:citation	бодомъ		wiktionary-kaikki-2026-07-06
боудити|verb|c9838d5d49e4679d	aspect	0	aspect	imperfective	dictionary-headword-metadata	headword:aspect	imperfective		wiktionary-kaikki-2026-07-06
боꙗти|verb|9dcd5a0dfbb2522d	aspect	0	aspect	imperfective	dictionary-headword-metadata	headword:aspect	imperfective		wiktionary-kaikki-2026-07-06
боꙗти|verb|9dcd5a0dfbb2522d	imperative	0	formation	i-series	dictionary-principal-part	verb:imperative:1:du	боивѣ	verb:imperative:1:du || verb:imperative:2:du || verb:imperative:1:pl || verb:imperative:2:pl	wiktionary-kaikki-2026-07-06
боꙗти|verb|9dcd5a0dfbb2522d	imperative	0	stem	бо	dictionary-principal-part	verb:imperative:2:sg	бои	verb:imperative:1:du || verb:imperative:2:du || verb:imperative:1:pl || verb:imperative:2:pl	wiktionary-kaikki-2026-07-06
боꙗти|verb|9dcd5a0dfbb2522d	imperfect	0	formation	a	dictionary-principal-part	verb:finite:imperfect:1:sg	боꙗахъ	verb:finite:imperfect:2:sg || verb:finite:imperfect:3:sg || verb:finite:imperfect:1:du || verb:finite:imperfect:2:du || verb:finite:imperfect:3:du || verb:finite:imperfect:1:pl || verb:finite:imperfect:2:pl || verb:finite:imperfect:3:pl	wiktionary-kaikki-2026-07-06
боꙗти|verb|9dcd5a0dfbb2522d	imperfect	0	stem	боꙗ	dictionary-principal-part	verb:finite:imperfect:1:sg	боꙗахъ	verb:finite:imperfect:2:sg || verb:finite:imperfect:3:sg || verb:finite:imperfect:1:du || verb:finite:imperfect:2:du || verb:finite:imperfect:3:du || verb:finite:imperfect:1:pl || verb:finite:imperfect:2:pl || verb:finite:imperfect:3:pl	wiktionary-kaikki-2026-07-06
боꙗти|verb|9dcd5a0dfbb2522d	imperfect	0	variant-policy	uncontracted-only	curated-grammar-override	verb:finite:imperfect:1:sg	боꙗахъ	verb:finite:imperfect:2:sg || verb:finite:imperfect:3:sg || verb:finite:imperfect:1:du || verb:finite:imperfect:2:du || verb:finite:imperfect:3:du || verb:finite:imperfect:1:pl || verb:finite:imperfect:2:pl || verb:finite:imperfect:3:pl	UT OCS Online lesson 1 §4.2 https://lrc.la.utexas.edu/eieol/ocsol/10#grammar_967
боꙗти|verb|9dcd5a0dfbb2522d	l-participle	0	stem	боꙗ	dictionary-principal-part	verb:l-participle:m:sg	боꙗлъ	verb:l-participle:f:sg || verb:l-participle:n:sg || verb:l-participle:m:du || verb:l-participle:f:du || verb:l-participle:n:du || verb:l-participle:m:pl || verb:l-participle:f:pl || verb:l-participle:n:pl	wiktionary-kaikki-2026-07-06
боꙗти|verb|9dcd5a0dfbb2522d	past-active-participle	0	formation	vush	dictionary-principal-part	verb:participle:past-active:citation	боꙗвъ		wiktionary-kaikki-2026-07-06
боꙗти|verb|9dcd5a0dfbb2522d	past-active-participle	0	stem	боꙗ	dictionary-principal-part	verb:participle:past-active:citation	боꙗвъ		wiktionary-kaikki-2026-07-06
боꙗти|verb|9dcd5a0dfbb2522d	present	0	class	II3	dictionary-headword-metadata	headword:class	II3		wiktionary-kaikki-2026-07-06
боꙗти|verb|9dcd5a0dfbb2522d	present	0	first-singular-stem	бо	dictionary-principal-part	verb:finite:present:1:sg	боѭ		wiktionary-kaikki-2026-07-06
боꙗти|verb|9dcd5a0dfbb2522d	present	0	stem	бо	dictionary-principal-part	verb:finite:present:2:sg	боиши	verb:finite:present:3:sg || verb:finite:present:1:du || verb:finite:present:2:du || verb:finite:present:3:du || verb:finite:present:1:pl || verb:finite:present:2:pl || verb:finite:present:3:pl	wiktionary-kaikki-2026-07-06
боꙗти|verb|9dcd5a0dfbb2522d	present-active-participle	0	formation	yesht-soft	dictionary-principal-part	verb:participle:present-active:citation	боѧ		wiktionary-kaikki-2026-07-06
боꙗти|verb|9dcd5a0dfbb2522d	present-active-participle	0	stem	бо	dictionary-principal-part	verb:participle:present-active:citation	боѧ		wiktionary-kaikki-2026-07-06
брѣщи|verb|18e4eccff91f9d6a	aspect	0	aspect	perfective	dictionary-headword-metadata	headword:aspect	perfective		wiktionary-kaikki-2026-07-06
бъдѣти|verb|d006e9ccfce6fca8	aspect	0	aspect	imperfective	dictionary-headword-metadata	headword:aspect	imperfective		wiktionary-kaikki-2026-07-06
бъдѣти|verb|d006e9ccfce6fca8	imperative	0	formation	i-series	dictionary-principal-part	verb:imperative:1:du	бъдивѣ	verb:imperative:1:du || verb:imperative:2:du || verb:imperative:1:pl || verb:imperative:2:pl	wiktionary-kaikki-2026-07-06
бъдѣти|verb|d006e9ccfce6fca8	imperative	0	stem	бъд	dictionary-principal-part	verb:imperative:2:sg	бъди	verb:imperative:1:du || verb:imperative:2:du || verb:imperative:1:pl || verb:imperative:2:pl	wiktionary-kaikki-2026-07-06
бъдѣти|verb|d006e9ccfce6fca8	imperfect	0	formation	yat-a	dictionary-principal-part	verb:finite:imperfect:1:sg	бъдѣахъ	verb:finite:imperfect:2:sg || verb:finite:imperfect:3:sg || verb:finite:imperfect:1:du || verb:finite:imperfect:2:du || verb:finite:imperfect:3:du || verb:finite:imperfect:1:pl || verb:finite:imperfect:2:pl || verb:finite:imperfect:3:pl	wiktionary-kaikki-2026-07-06
бъдѣти|verb|d006e9ccfce6fca8	imperfect	0	stem	бъд	dictionary-principal-part	verb:finite:imperfect:1:sg	бъдѣахъ	verb:finite:imperfect:2:sg || verb:finite:imperfect:3:sg || verb:finite:imperfect:1:du || verb:finite:imperfect:2:du || verb:finite:imperfect:3:du || verb:finite:imperfect:1:pl || verb:finite:imperfect:2:pl || verb:finite:imperfect:3:pl	wiktionary-kaikki-2026-07-06
бъдѣти|verb|d006e9ccfce6fca8	imperfect	0	variant-policy	uncontracted-only	curated-grammar-override	verb:finite:imperfect:1:sg	бъдѣахъ	verb:finite:imperfect:2:sg || verb:finite:imperfect:3:sg || verb:finite:imperfect:1:du || verb:finite:imperfect:2:du || verb:finite:imperfect:3:du || verb:finite:imperfect:1:pl || verb:finite:imperfect:2:pl || verb:finite:imperfect:3:pl	UT OCS Online lesson 1 §4.2 https://lrc.la.utexas.edu/eieol/ocsol/10#grammar_967
бъдѣти|verb|d006e9ccfce6fca8	l-participle	0	stem	бъдѣ	dictionary-principal-part	verb:l-participle:m:sg	бъдѣлъ	verb:l-participle:f:sg || verb:l-participle:n:sg || verb:l-participle:m:du || verb:l-participle:f:du || verb:l-participle:n:du || verb:l-participle:m:pl || verb:l-participle:f:pl || verb:l-participle:n:pl	wiktionary-kaikki-2026-07-06
бъдѣти|verb|d006e9ccfce6fca8	past-active-participle	0	formation	vush	dictionary-principal-part	verb:participle:past-active:citation	бъдѣвъ		wiktionary-kaikki-2026-07-06
бъдѣти|verb|d006e9ccfce6fca8	past-active-participle	0	stem	бъдѣ	dictionary-principal-part	verb:participle:past-active:citation	бъдѣвъ		wiktionary-kaikki-2026-07-06
бъдѣти|verb|d006e9ccfce6fca8	past-passive-participle	0	formation	n	dictionary-principal-part	verb:participle:past-passive:citation	бъдѣнъ		wiktionary-kaikki-2026-07-06
