id	lemma	page_word	key	pos	class	raw_class	gender	animacy	number_restriction	head_templates	signature
искра|noun|94fcfd66b8621c58	искра	искра	искра	noun	a-hard	a-stem	f			[{"name":"head","args":{"1":"cu","2":"noun","g":"f","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-noun","args":{"1":"f"}}]	94fcfd66b8621c58
искрачило|noun|f034c57da90eb12a	искрачило	искрачило	искрачило	noun	o-n-hard	o-stem	n			[{"name":"head","args":{"1":"cu","2":"noun","g":"n","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-noun","args":{"1":"n"}}]	f034c57da90eb12a
искрьн҄ь|adj|035ba4fb630ae5b6	искрьн҄ь	искрьнь	искрьн҄ь	adj	adj-soft	o/a-stem				[{"name":"head","args":{"1":"cu","10":"","11":"","12":"","13":"","14":"","15":"","16":"","17":"","18":"","19":"","2":"adjective","20":"","21":"","22":"","3":"","4":"","5":"","6":"","7":"","8":"","9":"","head":"искрьн҄ь","sc":"","tr":""}},{"name":"cu-adj","args":{"head":"искрьн҄ь"}}]	035ba4fb630ae5b6
испещи|verb|9e09ebbde0ed28a9	испещи	испещи	испещи	verb	IA1	IA1				[{"name":"head","args":{"1":"cu","10":"","11":"or","12":"","13":"or","14":"","2":"verb","3":"","4":"","5":"or","6":"","7":"or","8":"","9":"","g":"?","head":"","tr":""}},{"name":"cu-verb","args":{}}]	9e09ebbde0ed28a9
испльнити|verb|41cc0090c5ea136e	испльнити	испльнити	испльнити	verb						[{"name":"head","args":{"1":"cu","10":"","11":"or","12":"","13":"or","14":"","2":"verb","3":"","4":"","5":"or","6":"","7":"or","8":"","9":"","g":"impf","head":"","tr":""}},{"name":"cu-verb","args":{"1":"impf"}}]	41cc0090c5ea136e
испльнь|adj|1e3ec5f9b5f8b8fa	испльнь	испльнь	испльнь	adj	adj-soft	o/a-stem				[{"name":"head","args":{"1":"cu","10":"","11":"","12":"","13":"","14":"","15":"","16":"","17":"","18":"","19":"","2":"adjective","20":"","21":"","22":"","3":"","4":"","5":"","6":"","7":"","8":"","9":"","head":"","sc":"","tr":""}},{"name":"cu-adj","args":{}}]	1e3ec5f9b5f8b8fa
исповѣдь|noun|ecd01075353cbd65	исповѣдь	исповѣдь	исповѣдь	noun	i-f	i-stem	f			[{"name":"head","args":{"1":"cu","2":"noun","g":"f","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-noun","args":{"1":"f"}}]	ecd01075353cbd65
исповѣдьникъ|noun|48509cc0c69a4c9a	исповѣдьникъ	исповѣдьникъ	исповѣдьникъ	noun	o-m-hard	o-stem	m			[{"name":"head","args":{"1":"cu","2":"noun","g":"m","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-noun","args":{"1":"m"}}]	48509cc0c69a4c9a
исполинъ|noun|598d6ad2318c7430	исполинъ	исполинъ	исполинъ	noun	o-m-hard	o-stem	m			[{"name":"head","args":{"1":"cu","2":"noun","g":"m","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-noun","args":{"1":"m"}}]	598d6ad2318c7430
исправити|verb|1d6481e327335eae	исправити	исправити	исправити	verb						[{"name":"head","args":{"1":"cu","10":"","11":"or","12":"","13":"or","14":"","2":"verb","3":"","4":"","5":"or","6":"","7":"or","8":"","9":"","g":"pf","head":"","tr":""}},{"name":"cu-verb","args":{"1":"pf"}}]	1d6481e327335eae
испꙑтигнѣвъ|noun|09eb886e3b7185a5	Испꙑтигнѣвъ	Испꙑтигнѣвъ	испꙑтигнѣвъ	noun	o-m-hard	o-stem	m			[{"name":"head","args":{"1":"cu","2":"noun","g":"m","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-noun","args":{"1":"m"}}]	09eb886e3b7185a5
испꙑть|noun|88de0b55361536e1	испꙑть	испꙑть	испꙑть	noun	i-f	i-stem	f			[{"name":"head","args":{"1":"cu","2":"noun","g":"f","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-noun","args":{"1":"f"}}]	88de0b55361536e1
истещи|verb|4229d0c208a0d59b	истещи	истещи	истещи	verb	IA1	IA1				[{"name":"head","args":{"1":"cu","10":"","11":"or","12":"","13":"or","14":"","2":"verb","3":"","4":"","5":"or","6":"","7":"or","8":"","9":"","g":"pf","head":"","tr":""}},{"name":"cu-verb","args":{"1":"pf"}}]	4229d0c208a0d59b
истина|noun|c6b200b2a76187ad	истина	истина	истина	noun	a-hard	a-stem	f			[{"name":"head","args":{"1":"cu","2":"noun","g":"f","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-noun","args":{"1":"f"}}]	c6b200b2a76187ad
исто|noun|e3f9d51a0d3700af	исто	исто	исто	noun	s-n	s-stem	n			[{"name":"head","args":{"1":"cu","2":"noun","g":"n","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-noun","args":{"1":"n"}}]	e3f9d51a0d3700af
истовъ|adj|03b3cd03eec82449	истовъ	истовъ	истовъ	adj	adj-hard					[{"name":"head","args":{"1":"cu","10":"","11":"","12":"","13":"","14":"","15":"","16":"","17":"","18":"","19":"","2":"adjective","20":"","21":"","22":"","3":"","4":"","5":"","6":"","7":"","8":"","9":"","head":"","sc":"","tr":""}},{"name":"cu-adj","args":{}}]	03b3cd03eec82449
истонѫти|verb|4e65f8faf40dcc20	истонѫти	истонѫти	истонѫти	verb						[{"name":"head","args":{"1":"cu","10":"","11":"or","12":"","13":"or","14":"","2":"verb","3":"","4":"","5":"or","6":"","7":"or","8":"","9":"","g":"?","head":"","tr":""}},{"name":"cu-verb","args":{}}]	4e65f8faf40dcc20
источьникъ|noun|124fd910e66ce081	источьникъ	источьникъ	источьникъ	noun	o-m-hard	o-stem	m			[{"name":"head","args":{"1":"cu","2":"noun","g":"m","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-noun","args":{"1":"m"}}]	124fd910e66ce081
истръгнѫти|verb|b7bcdddae6d9c3bf	истръгнѫти	истръгнѫти	истръгнѫти	verb						[{"name":"head","args":{"1":"cu","10":"","11":"or","12":"","13":"or","14":"","2":"verb","3":"","4":"","5":"or","6":"","7":"or","8":"","9":"","g":"?","head":"","tr":""}},{"name":"cu-verb","args":{}}]	b7bcdddae6d9c3bf
истрьти|verb|c2a4abf2096a3d56	истрьти	истрьти	истрьти	verb						[{"name":"head","args":{"1":"cu","10":"","11":"or","12":"","13":"or","14":"","2":"verb","3":"","4":"","5":"or","6":"","7":"or","8":"","9":"","g":"pf","head":"","tr":""}},{"name":"cu-verb","args":{"1":"pf"}}]	c2a4abf2096a3d56
истъ|adj|843c6d4c2bd870d3	истъ	истъ	истъ	adj	adj-hard					[{"name":"head","args":{"1":"cu","10":"","11":"","12":"","13":"","14":"","15":"","16":"","17":"","18":"","19":"","2":"adjective","20":"","21":"","22":"","3":"","4":"","5":"","6":"","7":"","8":"","9":"","head":"","sc":"","tr":""}},{"name":"cu-adj","args":{}}]	843c6d4c2bd870d3
истъба|noun|a9b44578b8a637b7	истъба	истъба	истъба	noun	a-hard	a-stem	f			[{"name":"head","args":{"1":"cu","2":"noun","g":"f","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-noun","args":{"1":"f"}}]	a9b44578b8a637b7
истьлѣти|verb|0cae6698a9af8593	истьлѣти	истьлѣти	истьлѣти	verb						[{"name":"head","args":{"1":"cu","10":"","11":"or","12":"","13":"or","14":"","2":"verb","3":"","4":"","5":"or","6":"","7":"or","8":"","9":"","g":"pf","head":"","tr":""}},{"name":"cu-verb","args":{"1":"pf"}}]	0cae6698a9af8593
истьщити|verb|33d2d489fff327ae	истьщити	истьщити	истьщити	verb						[{"name":"head","args":{"1":"cu","10":"","11":"or","12":"","13":"or","14":"","2":"verb","3":"","4":"","5":"or","6":"","7":"or","8":"","9":"","g":"pf","head":"","tr":""}},{"name":"cu-verb","args":{"1":"pf"}}]	33d2d489fff327ae
истѧѕати|verb|51925638dcd0e0b5	истѧѕати	истѧѕати	истѧѕати	verb						[{"name":"head","args":{"1":"cu","2":"verb"}}]	51925638dcd0e0b5
исходатаиникъ|noun|1ffd5bc2e66fb747	исходатаиникъ	исходатаиникъ	исходатаиникъ	noun	o-m-hard	o-stem	m			[{"name":"head","args":{"1":"cu","2":"noun","g":"m","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-noun","args":{"1":"m"}}]	1ffd5bc2e66fb747
исходити|verb|13d16d45fa75f988	исходити	исходити	исходити	verb	II1	II1				[{"name":"head","args":{"1":"cu","10":"","11":"or","12":"","13":"or","14":"","2":"verb","3":"","4":"","5":"or","6":"","7":"or","8":"","9":"","g":"impf","head":"","tr":""}},{"name":"cu-verb","args":{"1":"impf"}}]	13d16d45fa75f988
исходище|noun|27071c8190be8d48	исходище	исходище	исходище	noun	jo-n-soft	o-stem	n			[{"name":"head","args":{"1":"cu","2":"noun","g":"n","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-noun","args":{"1":"n"}}]	27071c8190be8d48
исцѣлител҄ь|noun|6297dc22353e6944	исцѣлител҄ь	исцѣлитель	исцѣлител҄ь	noun	jo-m-soft	o-stem	m			[{"name":"head","args":{"1":"cu","2":"noun","g":"m","g2":"","g3":"","head":"исцѣлител҄ь","sc":"","tr":""}},{"name":"cu-noun","args":{"1":"m","head":"исцѣлител҄ь"}}]	6297dc22353e6944
исцѣлити|verb|6430daf53cd6e00b	исцѣлити	исцѣлити	исцѣлити	verb						[{"name":"head","args":{"1":"cu","10":"","11":"or","12":"","13":"or","14":"","2":"verb","3":"","4":"","5":"or","6":"","7":"or","8":"","9":"","g":"pf","head":"","tr":""}},{"name":"cu-verb","args":{"1":"pf"}}]	6430daf53cd6e00b
исѣщи|verb|70a0966b5c073875	исѣщи	исѣщи	исѣщи	verb	IA1	IA1				[{"name":"head","args":{"1":"cu","10":"","11":"or","12":"","13":"or","14":"","2":"verb","3":"","4":"","5":"or","6":"","7":"or","8":"","9":"","g":"?","head":"","tr":""}},{"name":"cu-verb","args":{}}]	70a0966b5c073875
исѧкнѫти|verb|7686d7fe529ca8ea	исѧкнѫти	исѧкнѫти	исѧкнѫти	verb						[{"name":"head","args":{"1":"cu","10":"","11":"or","12":"","13":"or","14":"","2":"verb","3":"","4":"","5":"or","6":"","7":"or","8":"","9":"","g":"?","head":"","tr":""}},{"name":"cu-verb","args":{}}]	7686d7fe529ca8ea
италиꙗ|noun|3a2f3e937c5c7686	Италиꙗ	Италиꙗ	италиꙗ	noun	ja-soft	a-stem	f			[{"name":"head","args":{"1":"cu","2":"noun","g":"f","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-noun","args":{"1":"f"}}]	3a2f3e937c5c7686
ити|verb|2dd0b0b01b3dad00	ити	ити	ити	verb	IA1	IA1				[{"name":"head","args":{"1":"cu","10":"","11":"or","12":"","13":"or","14":"","2":"verb","3":"","4":"","5":"or","6":"","7":"or","8":"","9":"","g":"biasp","head":"","tr":""}},{"name":"cu-verb","args":{"1":"biasp"}}]	2dd0b0b01b3dad00
ицѣльба|noun|a61fd3042683b8ba	ицѣльба	ицѣльба	ицѣльба	noun	a-hard	a-stem	f			[{"name":"head","args":{"1":"cu","2":"noun","g":"f","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-noun","args":{"1":"f"}}]	a61fd3042683b8ba
ищазати|verb|5dc960b4b2416ad6	ищазати	ищазати	ищазати	verb						[{"name":"head","args":{"1":"cu","10":"","11":"or","12":"","13":"or","14":"","2":"verb","3":"","4":"","5":"or","6":"","7":"or","8":"","9":"","g":"impf","head":"","tr":""}},{"name":"cu-verb","args":{"1":"impf"}}]	5dc960b4b2416ad6
ищезнѫти|verb|24424386586a6080	ищезнѫти	ищезнѫти	ищезнѫти	verb						[{"name":"head","args":{"1":"cu","10":"","11":"or","12":"","13":"or","14":"","2":"verb","3":"","4":"","5":"or","6":"","7":"or","8":"","9":"","g":"pf","head":"","tr":""}},{"name":"cu-verb","args":{"1":"pf"}}]	24424386586a6080
июнии|noun|cdcc658797b360d6	июнии	июнии	июнии	noun	raw:a-stem	a-stem	m			[{"name":"head","args":{"1":"cu","2":"noun","g":"m","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-noun","args":{"1":"m"}}]	cdcc658797b360d6
иꙗковъ|noun|494398982075d7bf	Иꙗковъ	Иꙗковъ	иꙗковъ	noun	u-m	u-stem		an		[{"name":"head","args":{"1":"cu","2":"proper noun","g":"m-an","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-proper noun","args":{"1":"m-an"}}]	494398982075d7bf
кагръличищь|noun|585275bf264d1b49	кагръличищь	кагръличищь	кагръличищь	noun	jo-m-soft	o-stem	m			[{"name":"head","args":{"1":"cu","2":"noun","g":"m","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-noun","args":{"1":"m"}}]	585275bf264d1b49
кадило|noun|128ae7c8118158ae	кадило	кадило	кадило	noun	o-n-hard	o-stem	n			[{"name":"head","args":{"1":"cu","2":"noun","g":"n","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-noun","args":{"1":"n"}}]	128ae7c8118158ae
кадити|verb|6a20c6927e1d6711	кадити	кадити	кадити	verb						[{"name":"head","args":{"1":"cu","10":"","11":"or","12":"","13":"or","14":"","2":"verb","3":"","4":"","5":"or","6":"","7":"or","8":"","9":"","g":"impf","head":"","tr":""}},{"name":"cu-verb","args":{"1":"impf"}}]	6a20c6927e1d6711
каженикъ|noun|1e285d7527f1fb07	каженикъ	каженикъ	каженикъ	noun	o-m-hard	o-stem	m			[{"name":"head","args":{"1":"cu","2":"noun","g":"m","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-noun","args":{"1":"m"}}]	1e285d7527f1fb07
казаниѥ|noun|8cb794251d00cb29	казаниѥ	казаниѥ	казаниѥ	noun	jo-n-soft	o-stem	n			[{"name":"head","args":{"1":"cu","2":"noun","g":"n","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-noun","args":{"1":"n"}}]	8cb794251d00cb29
казател҄ь|noun|ad4922ad323bd521	казател҄ь	казатель	казател҄ь	noun	jo-m-soft	o-stem	m			[{"name":"head","args":{"1":"cu","2":"noun","g":"m","g2":"","g3":"","head":"казател҄ь","sc":"","tr":""}},{"name":"cu-noun","args":{"1":"m","head":"казател҄ь"}}]	ad4922ad323bd521
казати|verb|f311df69f0da2b54	казати	казати	казати	verb						[{"name":"head","args":{"1":"cu","10":"","11":"or","12":"","13":"or","14":"","2":"verb","3":"","4":"","5":"or","6":"","7":"or","8":"","9":"","g":"impf","head":"","tr":""}},{"name":"cu-verb","args":{"1":"impf"}}]	f311df69f0da2b54
казнь|noun|0f96038296fa97d5	казнь	казнь	казнь	noun	i-f	i-stem	f			[{"name":"head","args":{"1":"cu","2":"noun","g":"f","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-noun","args":{"1":"f"}}]	0f96038296fa97d5
казньць|noun|f13e0d90723a44a5	казньць	казньць	казньць	noun	jo-m-soft	o-stem	m			[{"name":"head","args":{"1":"cu","2":"noun","g":"m","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-noun","args":{"1":"m"}}]	f13e0d90723a44a5
каинъ|noun|28126b58b795bf5f	Каинъ	Каинъ	каинъ	noun	o-m-hard	o-stem	m			[{"name":"head","args":{"1":"cu","2":"noun","g":"m","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-noun","args":{"1":"m"}}]	28126b58b795bf5f
калъ|noun|51afdc65516023dc	калъ	калъ	калъ	noun	o-m-hard	o-stem	m			[{"name":"head","args":{"1":"cu","2":"noun","g":"m","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-noun","args":{"1":"m"}}]	51afdc65516023dc
каменьѥ|noun|ca53fb9faa945dc1	каменьѥ	каменьѥ	каменьѥ	noun	jo-n-soft	o-stem	n			[{"name":"head","args":{"1":"cu","2":"noun","g":"n","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-noun","args":{"1":"n"}}]	ca53fb9faa945dc1
камѣнъ|adj|9244ed95ea337b7d	камѣнъ	камѣнъ	камѣнъ	adj	adj-hard					[{"name":"head","args":{"1":"cu","10":"","11":"","12":"","13":"","14":"","15":"","16":"","17":"","18":"","19":"","2":"adjective","20":"","21":"","22":"","3":"","4":"","5":"","6":"","7":"","8":"","9":"","head":"","sc":"","tr":""}},{"name":"cu-adj","args":{}}]	9244ed95ea337b7d
камꙑ|noun|19d2638d10c3ebb7	камꙑ	камꙑ	камꙑ	noun	n-m	n-stem	m			[{"name":"head","args":{"1":"cu","2":"noun","g":"m","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-noun","args":{"1":"m"}}]	19d2638d10c3ebb7
канѫти|verb|b3e1bc7f153b696e	канѫти	канѫти	канѫти	verb						[{"name":"head","args":{"1":"cu","10":"","11":"or","12":"","13":"or","14":"","2":"verb","3":"","4":"","5":"or","6":"","7":"or","8":"","9":"","g":"pf","head":"","tr":""}},{"name":"cu-verb","args":{"1":"pf"}}]	b3e1bc7f153b696e
капати|verb|144a486dace1901e	капати	капати	капати	verb						[{"name":"head","args":{"1":"cu","10":"","11":"or","12":"","13":"or","14":"","2":"verb","3":"","4":"","5":"or","6":"","7":"or","8":"","9":"","g":"impf","head":"","tr":""}},{"name":"cu-verb","args":{"1":"impf"}}]	144a486dace1901e
капище|noun|c9cddc33ad6530d0	капище	капище	капище	noun	jo-n-soft	o-stem	n			[{"name":"head","args":{"1":"cu","2":"noun","g":"n","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-noun","args":{"1":"n"}}]	c9cddc33ad6530d0
каплꙗ|noun|a52352a8fddf7282	каплꙗ	каплꙗ	каплꙗ	noun	ja-soft	a-stem	f			[{"name":"head","args":{"1":"cu","2":"noun","g":"f","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-noun","args":{"1":"f"}}]	a52352a8fddf7282
капь|noun|840143cc6d79aad7	капь	капь	капь	noun	i-f	i-stem	f			[{"name":"head","args":{"1":"cu","2":"noun","g":"f","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-noun","args":{"1":"f"}}]	840143cc6d79aad7
капꙗ|noun|06264cd75b705323	капꙗ	капꙗ	капꙗ	noun	ja-soft	a-stem	f			[{"name":"head","args":{"1":"cu","2":"noun","g":"f","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-noun","args":{"1":"f"}}]	06264cd75b705323
каꙗзнь|noun|4bea35fd81813bbb	каꙗзнь	каꙗзнь	каꙗзнь	noun	i-f	i-stem	f			[{"name":"head","args":{"1":"cu","2":"noun","g":"f","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-noun","args":{"1":"f"}}]	4bea35fd81813bbb
каꙗти|verb|1b95a75938d9b231	каꙗти	каꙗти	каꙗти	verb						[{"name":"head","args":{"1":"cu","10":"","11":"or","12":"","13":"or","14":"","2":"verb","3":"","4":"","5":"or","6":"","7":"or","8":"","9":"","g":"impf","head":"","tr":""}},{"name":"cu-verb","args":{"1":"impf"}}]	1b95a75938d9b231
квасъ|noun|7cab38b000a36152	квасъ	квасъ	квасъ	noun	u-m	u-stem	m			[{"name":"head","args":{"1":"cu","2":"noun","g":"m","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-noun","args":{"1":"m"}}]	7cab38b000a36152
клада|noun|321621a280ef5a77	клада	клада	клада	noun	a-hard	a-stem	f			[{"name":"head","args":{"1":"cu","2":"noun","g":"f","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-noun","args":{"1":"f"}}]	321621a280ef5a77
кладѧѕь|noun|aec9a652d1f7d6a5	кладѧѕь	кладѧѕь	кладѧѕь	noun	jo-m-soft	o-stem	m			[{"name":"head","args":{"1":"cu","2":"noun","g":"m","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-noun","args":{"1":"m"}}]	aec9a652d1f7d6a5
кланꙗти|verb|b5a12836ccebdc6b	кланꙗти	кланꙗти	кланꙗти	verb						[{"name":"head","args":{"1":"cu","10":"","11":"or","12":"","13":"or","14":"","2":"verb","3":"","4":"","5":"or","6":"","7":"or","8":"","9":"","g":"impf","head":"","tr":""}},{"name":"cu-verb","args":{"1":"impf"}}]	b5a12836ccebdc6b
класти|verb|49856ab453ec7de0	класти	класти	класти	verb	IA1	IA1				[{"name":"head","args":{"1":"cu","10":"","11":"or","12":"","13":"or","14":"","2":"verb","3":"","4":"","5":"or","6":"","7":"or","8":"","9":"","g":"impf","head":"","tr":""}},{"name":"cu-verb","args":{"1":"impf"}}]	49856ab453ec7de0
класъ|noun|e71d97343f5e57af	класъ	класъ	класъ	noun	o-m-hard	o-stem	m			[{"name":"head","args":{"1":"cu","2":"noun","g":"m","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-noun","args":{"1":"m"}}]	e71d97343f5e57af
клати|verb|123e0ae7caaca308	клати	клати	клати	verb						[{"name":"head","args":{"1":"cu","10":"","11":"or","12":"","13":"or","14":"","2":"verb","3":"","4":"","5":"or","6":"","7":"or","8":"","9":"","g":"impf","head":"","tr":""}},{"name":"cu-verb","args":{"1":"impf"}}]	123e0ae7caaca308
клевета|noun|27038e4364d0585d	клевета	клевета	клевета	noun	a-hard	a-stem	f			[{"name":"head","args":{"1":"cu","2":"noun","g":"f","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-noun","args":{"1":"f"}}]	27038e4364d0585d
клеветарь|noun|fa0975310b305866	клеветарь	клеветарь	клеветарь	noun	jo-m-soft	o-stem	m			[{"name":"head","args":{"1":"cu","2":"noun","g":"m","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-noun","args":{"1":"m"}}]	fa0975310b305866
клеветати|verb|b65889943f6cdccc	клеветати	клеветати	клеветати	verb						[{"name":"head","args":{"1":"cu","10":"","11":"or","12":"","13":"or","14":"","2":"verb","3":"","4":"","5":"or","6":"","7":"or","8":"","9":"","g":"impf","head":"","tr":""}},{"name":"cu-verb","args":{"1":"impf"}}]	b65889943f6cdccc
клеветьникъ|noun|0a047bc2ea2c0ca6	клеветьникъ	клеветьникъ	клеветьникъ	noun	o-m-hard	o-stem	m			[{"name":"head","args":{"1":"cu","2":"noun","g":"m","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-noun","args":{"1":"m"}}]	0a047bc2ea2c0ca6
кликнѫти|verb|684f37c9063dc21c	кликнѫти	кликнѫти	кликнѫти	verb						[{"name":"head","args":{"1":"cu","10":"","11":"or","12":"","13":"or","14":"","2":"verb","3":"","4":"","5":"or","6":"","7":"or","8":"","9":"","g":"?","head":"","tr":""}},{"name":"cu-verb","args":{}}]	684f37c9063dc21c
клирикъ|noun|63bc3363f08ff4ad	клирикъ	клирикъ	клирикъ	noun	o-m-hard	o-stem	m			[{"name":"head","args":{"1":"cu","2":"noun","g":"m","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-noun","args":{"1":"m"}}]	63bc3363f08ff4ad
клиросьникъ|noun|b0ca128dbdeb25c8	клиросьникъ	клиросьникъ	клиросьникъ	noun	o-m-hard	o-stem	m			[{"name":"head","args":{"1":"cu","2":"noun","g":"m","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-noun","args":{"1":"m"}}]	b0ca128dbdeb25c8
клокотати|verb|b4387116af83440b	клокотати	клокотати	клокотати	verb						[{"name":"head","args":{"1":"cu","10":"","11":"or","12":"","13":"or","14":"","2":"verb","3":"","4":"","5":"or","6":"","7":"or","8":"","9":"","g":"impf","head":"","tr":""}},{"name":"cu-verb","args":{"1":"impf"}}]	b4387116af83440b
клопотивъ|adj|7cd370f1b11ed805	клопотивъ	клопотивъ	клопотивъ	adj	adj-hard					[{"name":"head","args":{"1":"cu","10":"","11":"","12":"","13":"","14":"","15":"","16":"","17":"","18":"","19":"","2":"adjective","20":"","21":"","22":"","3":"","4":"","5":"","6":"","7":"","8":"","9":"","head":"","sc":"","tr":""}},{"name":"cu-adj","args":{}}]	7cd370f1b11ed805
клопотъ|noun|bb9b8c4ba1750c43	клопотъ	клопотъ	клопотъ	noun	o-m-hard	o-stem	m			[{"name":"head","args":{"1":"cu","2":"noun","g":"m","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-noun","args":{"1":"m"}}]	bb9b8c4ba1750c43
кльчьтъ|noun|8ba497f18c135741	кльчьтъ	кльчьтъ	кльчьтъ	noun	o-m-hard	o-stem	m			[{"name":"head","args":{"1":"cu","2":"noun","g":"m","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-noun","args":{"1":"m"}}]	8ba497f18c135741
клюсѧ|noun|37ffc0ca53589b02	клюсѧ	клюсѧ	клюсѧ	noun	nt-n	nt-stem	n			[{"name":"head","args":{"1":"cu","2":"noun","g":"n","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-noun","args":{"1":"n"}}]	37ffc0ca53589b02
ключарь|noun|804ece7e350baa00	ключарь	ключарь	ключарь	noun	jo-m-soft	o-stem	m			[{"name":"head","args":{"1":"cu","2":"noun","g":"m","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-noun","args":{"1":"m"}}]	804ece7e350baa00
ключити|verb|f103f408cbdfe91e	ключити	ключити	ключити	verb						[{"name":"head","args":{"1":"cu","10":"","11":"or","12":"","13":"or","14":"","2":"verb","3":"","4":"","5":"or","6":"","7":"or","8":"","9":"","g":"pf","head":"","tr":""}},{"name":"cu-verb","args":{"1":"pf"}}]	f103f408cbdfe91e
ключь|noun|888ff505b56d17cc	ключь	ключь	ключь	noun	jo-m-soft	o-stem	m			[{"name":"head","args":{"1":"cu","2":"noun","g":"m","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-noun","args":{"1":"m"}}]	888ff505b56d17cc
клѣть|noun|9a62f1d06c07c36d	клѣть	клѣть	клѣть	noun	i-f	i-stem	f			[{"name":"head","args":{"1":"cu","2":"noun","g":"f","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-noun","args":{"1":"f"}}]	9a62f1d06c07c36d
клѣтька|noun|3aae25623d04f5a7	клѣтька	клѣтька	клѣтька	noun	a-hard	a-stem	f			[{"name":"head","args":{"1":"cu","2":"noun","g":"f","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-noun","args":{"1":"f"}}]	3aae25623d04f5a7
клѧтва|noun|1269fe8ad5383504	клѧтва	клѧтва	клѧтва	noun	a-hard	a-stem	f			[{"name":"head","args":{"1":"cu","2":"noun","g":"f","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-noun","args":{"1":"f"}}]	1269fe8ad5383504
клѧти|verb|363516f027eb6b9d	клѧти	клѧти	клѧти	verb						[{"name":"head","args":{"1":"cu","10":"","11":"or","12":"","13":"or","14":"","2":"verb","3":"","4":"","5":"or","6":"","7":"or","8":"","9":"","g":"impf","head":"","tr":""}},{"name":"cu-verb","args":{"1":"impf"}}]	363516f027eb6b9d
кобь|noun|06f02f26157ce88b	кобь	кобь	кобь	noun	i-f	i-stem	f			[{"name":"head","args":{"1":"cu","2":"noun","g":"f","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-noun","args":{"1":"f"}}]	06f02f26157ce88b
кобꙑла|noun|7ce064270e8a6411	кобꙑла	кобꙑла	кобꙑла	noun	a-hard	a-stem	f			[{"name":"head","args":{"1":"cu","2":"noun","g":"f","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-noun","args":{"1":"f"}}]	7ce064270e8a6411
