id	lemma	page_word	key	pos	class	raw_class	gender	animacy	number_restriction	head_templates	signature
аарѡ́нъ|noun|efe05eb353604eb1	Аарѡ́нъ	Аарѡнъ	аарѡ́нъ	noun	o-m-hard	o-stem	m			[{"name":"head","args":{"1":"cu","2":"proper noun","g":"m","g2":"","g3":"","head":"Аарѡ́нъ","sc":"","tr":""}},{"name":"cu-proper noun","args":{"1":"m","head":"Аарѡ́нъ"}}]	efe05eb353604eb1
аблань|noun|c6041ad73a304b13	аблань	аблань	аблань	noun	i-f	i-stem	f			[{"name":"head","args":{"1":"cu","2":"noun","g":"f","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-noun","args":{"1":"f"}}]	c6041ad73a304b13
аблъко|noun|157d0b4cd6a712f2	аблъко	аблъко	аблъко	noun	o-n-hard	o-stem	n			[{"name":"head","args":{"1":"cu","2":"noun","g":"n","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-noun","args":{"1":"n"}}]	157d0b4cd6a712f2
авазгъ|noun|7fbb7482edaf3067	авазгъ	авазгъ	авазгъ	noun	o-m-hard	o-stem	m			[{"name":"head","args":{"1":"cu","2":"noun","g":"m","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-noun","args":{"1":"m"}}]	7fbb7482edaf3067
авити|verb|8003baa455c6b112	авити	авити	авити	verb						[{"name":"head","args":{"1":"cu","10":"","11":"or","12":"","13":"or","14":"","2":"verb","3":"","4":"","5":"or","6":"","7":"or","8":"","9":"","g":"pf","head":"","tr":""}},{"name":"cu-verb","args":{"1":"pf"}}]	8003baa455c6b112
авоу́ндии|noun|a696b5a27ebf1e71	Авоу́ндии	Авоундии	авоу́ндии	noun	raw:a-stem	a-stem	m			[{"name":"head","args":{"1":"cu","2":"proper noun","g":"m","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-proper noun","args":{"1":"m"}}]	a696b5a27ebf1e71
автоно́мъ|noun|db89826d6f6ab492	Автоно́мъ	Автономъ	автоно́мъ	noun	o-m-hard	o-stem	m			[{"name":"head","args":{"1":"cu","2":"proper noun","g":"m","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-proper noun","args":{"1":"m"}}]	db89826d6f6ab492
авьнъ|adj|2a25d673ea077283	авьнъ	авьнъ	авьнъ	adj	adj-hard					[{"name":"head","args":{"1":"cu","10":"","11":"","12":"","13":"","14":"","15":"","16":"","17":"","18":"","19":"","2":"adjective","20":"","21":"","22":"","3":"","4":"","5":"","6":"","7":"","8":"","9":"","head":"","sc":"","tr":""}},{"name":"cu-adj","args":{}}]	2a25d673ea077283
ага́въ|noun|ec7677b5fd1e89f2	Ага́въ	Агавъ	ага́въ	noun	o-m-hard	o-stem	m			[{"name":"head","args":{"1":"cu","2":"proper noun","g":"m","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-proper noun","args":{"1":"m"}}]	ec7677b5fd1e89f2
ага́пии|noun|1444a01b567456f6	Ага́пии	Агапии	ага́пии	noun	raw:a-stem	a-stem	m			[{"name":"head","args":{"1":"cu","2":"proper noun","g":"m","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-proper noun","args":{"1":"m"}}]	1444a01b567456f6
ага́пиꙗ|noun|2306112e3140161c	Ага́пиꙗ	Агапиꙗ	ага́пиꙗ	noun	ja-soft	a-stem	f			[{"name":"head","args":{"1":"cu","2":"proper noun","g":"f","g2":"","g3":"","head":"Ага́пиꙗ","sc":"","tr":""}},{"name":"cu-proper noun","args":{"1":"f","head":"Ага́пиꙗ"}}]	2306112e3140161c
агапи́тъ|noun|467822b485c01afb	Агапи́тъ	Агапитъ	агапи́тъ	noun	o-m-hard	o-stem	m			[{"name":"head","args":{"1":"cu","2":"proper noun","g":"m","g2":"","g3":"","head":"Агапи́тъ","sc":"","tr":""}},{"name":"cu-proper noun","args":{"1":"m","head":"Агапи́тъ"}}]	467822b485c01afb
агапиѡ́нъ|noun|6fd3d345569e8c54	Агапиѡ́нъ	Агапиѡнъ	агапиѡ́нъ	noun	o-m-hard	o-stem	m			[{"name":"head","args":{"1":"cu","2":"proper noun","g":"m","g2":"","g3":"","head":"Агапиѡ́нъ","sc":"","tr":""}},{"name":"cu-proper noun","args":{"1":"m","head":"Агапиѡ́нъ"}}]	6fd3d345569e8c54
агарѣнинъ|noun|e22ab80773881cd9	агарѣнинъ	агарѣнинъ	агарѣнинъ	noun	o-m-hard	o-stem	m			[{"name":"head","args":{"1":"cu","2":"noun","g":"m","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-noun","args":{"1":"m"}}]	e22ab80773881cd9
агаѳа́нгелъ|noun|c7959468ba6ba5a1	Агаѳа́нгелъ	Агаѳангелъ	агаѳа́нгелъ	noun	o-m-hard	o-stem	m			[{"name":"head","args":{"1":"cu","2":"proper noun","g":"m","g2":"","g3":"","head":"Агаѳа́нгелъ","sc":"","tr":""}},{"name":"cu-proper noun","args":{"1":"m","head":"Агаѳа́нгелъ"}}]	c7959468ba6ba5a1
агаѳо́никъ|noun|55d7c0d404707ace	Агаѳо́никъ	Агаѳоникъ	агаѳо́никъ	noun	o-m-hard	o-stem	m			[{"name":"head","args":{"1":"cu","2":"proper noun","g":"m","g2":"","g3":"","head":"Агаѳо́никъ","sc":"","tr":""}},{"name":"cu-proper noun","args":{"1":"m","head":"Агаѳо́никъ"}}]	55d7c0d404707ace
агньць|noun|2c37c8984ac3639b	агньць	агньць	агньць	noun	jo-m-soft	o-stem	m			[{"name":"head","args":{"1":"cu","2":"noun","g":"m","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-noun","args":{"1":"m"}}]	2c37c8984ac3639b
агнѧ|noun|758e6c369b09c405	агнѧ	агнѧ	агнѧ	noun	nt-n	nt-stem	n			[{"name":"head","args":{"1":"cu","2":"noun","g":"n","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-noun","args":{"1":"n"}}]	758e6c369b09c405
агода|noun|80d81badb8567770	агода	агода	агода	noun	a-hard	a-stem	f			[{"name":"head","args":{"1":"cu","2":"noun","g":"f"}}]	80d81badb8567770
агри́кола|noun|c52ebd5f19530af4	Агри́кола	Агрикола	агри́кола	noun	raw:a-stem	a-stem	m			[{"name":"head","args":{"1":"cu","2":"proper noun","g":"m","g2":"","g3":"","head":"Агри́кола","sc":"","tr":""}},{"name":"cu-proper noun","args":{"1":"m","head":"Агри́кола"}}]	c52ebd5f19530af4
адовъ|adj|b61a09c5b97ff6f9	адовъ	адовъ	адовъ	adj	adj-hard					[{"name":"head","args":{"1":"cu","10":"","11":"","12":"","13":"","14":"","15":"","16":"","17":"","18":"","19":"","2":"adjective","20":"","21":"","22":"","3":"","4":"","5":"","6":"","7":"","8":"","9":"","head":"","sc":"","tr":""}},{"name":"cu-adj","args":{}}]	b61a09c5b97ff6f9
адовьскъ|adj|48b51d571c469b97	адовьскъ	адовьскъ	адовьскъ	adj	adj-hard					[{"name":"head","args":{"1":"cu","10":"","11":"","12":"","13":"","14":"","15":"","16":"","17":"","18":"","19":"","2":"adjective","20":"","21":"","22":"","3":"","4":"","5":"","6":"","7":"","8":"","9":"","head":"","sc":"","tr":""}},{"name":"cu-adj","args":{}}]	48b51d571c469b97
адьскъ|adj|641c7c63c471ca61	адьскъ	адьскъ	адьскъ	adj	adj-hard					[{"name":"head","args":{"1":"cu","10":"","11":"","12":"","13":"","14":"","15":"","16":"","17":"","18":"","19":"","2":"adjective","20":"","21":"","22":"","3":"","4":"","5":"","6":"","7":"","8":"","9":"","head":"","sc":"","tr":""}},{"name":"cu-adj","args":{}}]	641c7c63c471ca61
аеръ|noun|46b5ddc12e2033bf	аеръ	аеръ	аеръ	noun	o-m-hard	o-stem	m			[{"name":"head","args":{"1":"cu","2":"noun","g":"m","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-noun","args":{"1":"m"}}]	46b5ddc12e2033bf
азъ|pron|96517b185cf1678f	азъ	азъ	азъ	pron						[{"name":"head","args":{"1":"cu","2":"pronoun","head":"","sc":"","tr":""}},{"name":"cu-pron","args":{}}]	96517b185cf1678f
аице|noun|7c4a31fa29afe7ae	аице	аице	аице	noun	jo-n-soft	o-stem	n			[{"name":"head","args":{"1":"cu","2":"noun","g":"n","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-noun","args":{"1":"n"}}]	7c4a31fa29afe7ae
акридъ|noun|cdc59990e2323490	акридъ	акридъ	акридъ	noun	o-m-hard	o-stem	m			[{"name":"head","args":{"1":"cu","2":"noun","g":"m","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-noun","args":{"1":"m"}}]	cdc59990e2323490
акротомъ|noun|0751956b6546c1a0	акротомъ	акротомъ	акротомъ	noun	o-m-hard	o-stem	m			[{"name":"head","args":{"1":"cu","2":"noun","g":"m","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-noun","args":{"1":"m"}}]	0751956b6546c1a0
алеѯандръ|noun|b70362ca484a321f	Алеѯандръ	Алеѯандръ	алеѯандръ	noun	raw:o-stem	o-stem		an		[{"name":"head","args":{"1":"cu","2":"proper noun","g":"m-an","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-proper noun","args":{"1":"m-an"}}]	b70362ca484a321f
алкати|verb|0d7b6910a0449e00	алкати	алкати	алкати	verb						[{"name":"head","args":{"1":"cu","10":"","11":"or","12":"","13":"or","14":"","2":"verb","3":"","4":"","5":"or","6":"","7":"or","8":"","9":"","g":"impf","head":"","tr":""}},{"name":"cu-verb","args":{"1":"impf"}}]	0d7b6910a0449e00
алпъ|noun|a7ab8bc351831a1a	алпъ	алпъ	алпъ	noun	o-m-hard	o-stem	m			[{"name":"head","args":{"1":"cu","2":"noun","g":"m","g2":"","g3":"","head":"алпъ","sc":"","tr":""}},{"name":"cu-noun","args":{"1":"m","head":"алпъ"}}]	a7ab8bc351831a1a
алъгоуинъ|adj|86e500109a82e2f5	алъгоуинъ	алъгоуинъ	алъгоуинъ	adj	adj-hard					[{"name":"head","args":{"1":"cu","10":"","11":"","12":"","13":"","14":"","15":"","16":"","17":"","18":"","19":"","2":"adjective","20":"","21":"","22":"","3":"","4":"","5":"","6":"","7":"","8":"","9":"","head":"","sc":"","tr":""}},{"name":"cu-adj","args":{"1":""}}]	86e500109a82e2f5
алъдии|noun|60ab9b3754085273	алъдии	алъдии	алъдии	noun	ja-soft	a-stem	f			[{"name":"head","args":{"1":"cu","2":"noun","g":"f","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-noun","args":{"1":"f"}}]	60ab9b3754085273
алъдьи|noun|13a8c8881fa7d9a0	алъдьи	алъдьи	алъдьи	noun	ja-soft	a-stem	f			[{"name":"head","args":{"1":"cu","2":"noun","g":"f","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-noun","args":{"1":"f"}}]	13a8c8881fa7d9a0
алъкаиѥ|noun|47fa6aa95881a280	алъкаиѥ	алъканиѥ	алъкаиѥ	noun	jo-n-soft	o-stem	n			[{"name":"head","args":{"1":"cu","2":"noun","g":"n","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-noun","args":{"1":"n"}}]	47fa6aa95881a280
алъкати|verb|97a9629cb5965863	алъкати	алъкати	алъкати	verb						[{"name":"head","args":{"1":"cu","10":"","11":"or","12":"","13":"or","14":"","2":"verb","3":"","4":"","5":"or","6":"","7":"or","8":"","9":"","g":"impf","head":"","tr":""}},{"name":"cu-verb","args":{"1":"impf"}}]	97a9629cb5965863
алънии|noun|6ca01dcf3236aad6	алънии	алънии	алънии	noun	ja-soft	a-stem	f			[{"name":"head","args":{"1":"cu","2":"noun","g":"f","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-noun","args":{"1":"f"}}]	6ca01dcf3236aad6
алъньи|noun|d1f3fba9694212af	алъньи	алъньи	алъньи	noun	ja-soft	a-stem	f			[{"name":"head","args":{"1":"cu","2":"noun","g":"f","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-noun","args":{"1":"f"}}]	d1f3fba9694212af
алъчьба|noun|bd774cba08c91c7b	алъчьба	алъчьба	алъчьба	noun	a-hard	a-stem	f			[{"name":"head","args":{"1":"cu","2":"noun","g":"f","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-noun","args":{"1":"f"}}]	bd774cba08c91c7b
алъчьнъ|adj|d3ccb2249c37b0d5	алъчьнъ	алъчьнъ	алъчьнъ	adj	adj-hard					[{"name":"head","args":{"1":"cu","10":"","11":"","12":"","13":"","14":"","15":"","16":"","17":"","18":"","19":"","2":"adjective","20":"","21":"","22":"","3":"","4":"","5":"","6":"","7":"","8":"","9":"","head":"","sc":"","tr":""}},{"name":"cu-adj","args":{}}]	d3ccb2249c37b0d5
амбонъ|noun|d7e0596feb30e3d2	амбонъ	амбонъ	амбонъ	noun	o-m-hard	o-stem	m			[{"name":"head","args":{"1":"cu","2":"noun","g":"m","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-noun","args":{"1":"m"}}]	d7e0596feb30e3d2
амемоурмнии|noun|1417c14382b2112f	амемоурмнии	амемоурмнии	амемоурмнии	noun	raw:a-stem	a-stem	m			[{"name":"head","args":{"1":"cu","2":"noun","g":"m","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-noun","args":{"1":"m"}}]	1417c14382b2112f
амемоурмнинъ|noun|f19ad82c0b07b859	амемоурмнинъ	амемоурмнинъ	амемоурмнинъ	noun	o-m-hard	o-stem	m			[{"name":"head","args":{"1":"cu","2":"noun","g":"m","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-noun","args":{"1":"m"}}]	f19ad82c0b07b859
амемоурмньи|noun|cea46faa9e7513ba	амемоурмньи	амемоурмньи	амемоурмньи	noun	raw:a-stem	a-stem	m			[{"name":"head","args":{"1":"cu","2":"noun","g":"m","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-noun","args":{"1":"m"}}]	cea46faa9e7513ba
анагностьство|noun|d8b67d3aa9afce1b	анагностьство	анагностьство	анагностьство	noun	o-n-hard	o-stem	n			[{"name":"head","args":{"1":"cu","2":"noun","g":"n","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-noun","args":{"1":"n"}}]	d8b67d3aa9afce1b
аналавъ|noun|d5ec938f9a10e054	аналавъ	аналавъ	аналавъ	noun	o-m-hard	o-stem	m			[{"name":"head","args":{"1":"cu","2":"noun","g":"m","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-noun","args":{"1":"m"}}]	d5ec938f9a10e054
анг҄елозрачьнъ|adj|fb3be9eb600ea8c5	анг҄елозрачьнъ	ангелозрачьнъ	анг҄елозрачьнъ	adj	adj-hard					[{"name":"head","args":{"1":"cu","10":"","11":"","12":"","13":"","14":"","15":"","16":"","17":"","18":"","19":"","2":"adjective","20":"","21":"","22":"","3":"","4":"","5":"","6":"","7":"","8":"","9":"","head":"анг҄елозрачьнъ","sc":"","tr":""}},{"name":"cu-adj","args":{"head":"анг҄елозрачьнъ"}}]	fb3be9eb600ea8c5
анг҄елъ|noun|29fb628af75990d6	анг҄елъ	ангелъ	анг҄елъ	noun	o-m-hard	o-stem	m			[{"name":"head","args":{"1":"cu","2":"noun","g":"m","g2":"","g3":"","head":"анг҄елъ","sc":"","tr":""}},{"name":"cu-noun","args":{"1":"m","head":"анг҄елъ"}}]	29fb628af75990d6
андреиъ|noun|1dbf40082ae51005	Андреиъ	Андреи	андреиъ	noun	raw:o-stem	o-stem		an		[{"name":"head","args":{"1":"cu","2":"proper noun","g":"m-an","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-proper noun","args":{"1":"m-an"}}]	1dbf40082ae51005
антихрьстъ|noun|fc35c372b1e1770f	антихрьстъ	антихрьстъ	антихрьстъ	noun	o-m-hard	o-stem	m			[{"name":"head","args":{"1":"cu","2":"noun","g":"m","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-noun","args":{"1":"m"}}]	fc35c372b1e1770f
апостолъ|noun|7586d44b73f85395	апостолъ	апостолъ	апостолъ	noun	o-m-hard	o-stem	m			[{"name":"head","args":{"1":"cu","2":"noun","g":"m","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-noun","args":{"1":"m"}}]	7586d44b73f85395
апостольво|noun|526e949ba3dbad64	апостольво	апостольство	апостольво	noun	o-n-hard	o-stem	n			[{"name":"head","args":{"1":"cu","2":"noun","g":"n","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-noun","args":{"1":"n"}}]	526e949ba3dbad64
април҄ь|noun|e3731fe50a153ea1	април҄ь	априль	април҄ь	noun	jo-m-soft	o-stem	m			[{"name":"head","args":{"1":"cu","2":"noun","g":"m","g2":"","g3":"","head":"април҄ь","sc":"","tr":""}},{"name":"cu-noun","args":{"1":"m","head":"април҄ь"}}]	e3731fe50a153ea1
ареи|noun|4c00a8ba38d96aba	Ареи	Ареи	ареи	noun	jo-m-soft	o-stem	m			[{"name":"head","args":{"1":"cu","2":"noun","g":"m","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-noun","args":{"1":"m"}}]	4c00a8ba38d96aba
арисъ|noun|3d8d63166d02d659	Арисъ	Арисъ	арисъ	noun	o-m-hard	o-stem	m			[{"name":"head","args":{"1":"cu","2":"noun","g":"m","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-noun","args":{"1":"m"}}]	3d8d63166d02d659
ароматъ|noun|700b01f15b41cabb	ароматъ	ароматъ	ароматъ	noun	o-m-hard	o-stem	m			[{"name":"head","args":{"1":"cu","2":"noun","g":"m","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-noun","args":{"1":"m"}}]	700b01f15b41cabb
архангелъ|noun|c485b72d002bb304	архангелъ	архангелъ	архангелъ	noun	o-m-hard	o-stem	m			[{"name":"head","args":{"1":"cu","2":"noun","g":"m","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-noun","args":{"1":"m"}}]	c485b72d002bb304
архиепискоупъ|noun|6bf3dfbde7c95821	архиепискоупъ	архиепискоупъ	архиепискоупъ	noun	o-m-hard	o-stem	m			[{"name":"head","args":{"1":"cu","2":"noun","g":"m","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-noun","args":{"1":"m"}}]	6bf3dfbde7c95821
архистратигъ|noun|b07b204f89743349	архистратигъ	архистратигъ	архистратигъ	noun	o-m-hard	o-stem	m			[{"name":"head","args":{"1":"cu","2":"noun","g":"m","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-noun","args":{"1":"m"}}]	b07b204f89743349
архитриклинъ|noun|86faabfc16194710	архитриклинъ	архитриклинъ	архитриклинъ	noun	o-m-hard	o-stem	m			[{"name":"head","args":{"1":"cu","2":"noun","g":"m","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-noun","args":{"1":"m"}}]	86faabfc16194710
ассарии|noun|7f4f6dfbf0dd3ee3	ассарии	ассарии	ассарии	noun	raw:a-stem	a-stem	m			[{"name":"head","args":{"1":"cu","2":"noun","g":"m","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-noun","args":{"1":"m"}}]	7f4f6dfbf0dd3ee3
асіꙗ|noun|1e89b463907330c3	Асіꙗ	Асіꙗ	асіꙗ	noun	ja-soft	a-stem	f			[{"name":"head","args":{"1":"cu","2":"proper noun","g":"f","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-proper noun","args":{"1":"f"}}]	1e89b463907330c3
асѵрии|noun|fc4feeace5cdbb92	асѵрии	асѵрии	асѵрии	noun	raw:a-stem	a-stem	m			[{"name":"head","args":{"1":"cu","2":"noun","g":"m","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-noun","args":{"1":"m"}}]	fc4feeace5cdbb92
афедронъ|noun|50960eae985c9d66	афедронъ	афедронъ	афедронъ	noun	o-m-hard	o-stem	m			[{"name":"head","args":{"1":"cu","2":"noun","g":"m","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-noun","args":{"1":"m"}}]	50960eae985c9d66
афріка|noun|1152f7922a791dd6	Афріка	Афріка	афріка	noun	a-hard	a-stem	f			[{"name":"head","args":{"1":"cu","2":"proper noun","g":"f","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-proper noun","args":{"1":"f"}}]	1152f7922a791dd6
ащеръ|noun|0fd542962262d5d6	ащеръ	ащеръ	ащеръ	noun	o-m-hard	o-stem	m			[{"name":"head","args":{"1":"cu","2":"noun","g":"m","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-noun","args":{"1":"m"}}]	0fd542962262d5d6
аѳанасииъ|noun|70ab5a7b69a6b815	Аѳанасииъ	Аѳанасии	аѳанасииъ	noun	u-m	u-stem	m			[{"name":"head","args":{"1":"cu","2":"proper noun","g":"m","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-proper noun","args":{"1":"m"}}]	70ab5a7b69a6b815
баба|noun|0aad973e33a40639	баба	баба	баба	noun	a-hard	a-stem	f			[{"name":"head","args":{"1":"cu","2":"noun","g":"f","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-noun","args":{"1":"f"}}]	0aad973e33a40639
багъръ|noun|9d199d1ee0aa8f13	багъръ	багъръ	багъръ	noun	o-m-hard	o-stem	m			[{"name":"head","args":{"1":"cu","2":"noun","g":"m","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-noun","args":{"1":"m"}}]	9d199d1ee0aa8f13
багърѣница|noun|0c39aa9857403346	багърѣница	багърѣница	багърѣница	noun	a-hard	a-stem	f			[{"name":"head","args":{"1":"cu","2":"noun","g":"f","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-noun","args":{"1":"f"}}]	0c39aa9857403346
балии|noun|caab430f9dab4cd1	балии	балии	балии	noun	raw:a-stem	a-stem	m			[{"name":"head","args":{"1":"cu","2":"noun","g":"m","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-noun","args":{"1":"m"}}]	caab430f9dab4cd1
балованиѥ|noun|0a036eea5c2c1754	балованиѥ	балованиѥ	балованиѥ	noun	jo-n-soft	o-stem	n			[{"name":"head","args":{"1":"cu","2":"noun","g":"n","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-noun","args":{"1":"n"}}]	0a036eea5c2c1754
баловати|verb|787d7296dd851d1b	баловати	баловати	баловати	verb						[{"name":"head","args":{"1":"cu","10":"","11":"or","12":"","13":"or","14":"","2":"verb","3":"","4":"","5":"or","6":"","7":"or","8":"","9":"","g":"impf","head":"","tr":""}},{"name":"cu-verb","args":{"1":"impf"}}]	787d7296dd851d1b
бальи|noun|f8a4be70fb410f6a	бальи	бальи	бальи	noun	raw:a-stem	a-stem	m			[{"name":"head","args":{"1":"cu","2":"noun","g":"m","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-noun","args":{"1":"m"}}]	f8a4be70fb410f6a
бальство|noun|a9878cf699804bc9	бальство	бальство	бальство	noun	o-n-hard	o-stem	n			[{"name":"head","args":{"1":"cu","2":"noun","g":"n","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-noun","args":{"1":"n"}}]	a9878cf699804bc9
банꙗ|noun|af21ac729b7a1f3d	банꙗ	банꙗ	банꙗ	noun	ja-soft	a-stem	f			[{"name":"head","args":{"1":"cu","2":"noun","g":"f"}}]	af21ac729b7a1f3d
баꙗниѥ|noun|eeeaa1a26cce804a	баꙗниѥ	баꙗниѥ	баꙗниѥ	noun	jo-n-soft	o-stem	n			[{"name":"head","args":{"1":"cu","2":"noun","g":"n","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-noun","args":{"1":"n"}}]	eeeaa1a26cce804a
баꙗти|verb|bdd8d483472158ef	баꙗти	баꙗти	баꙗти	verb						[{"name":"head","args":{"1":"cu","10":"","11":"or","12":"","13":"or","14":"","2":"verb","3":"","4":"","5":"or","6":"","7":"or","8":"","9":"","g":"impf","head":"","tr":""}},{"name":"cu-verb","args":{"1":"impf"}}]	bdd8d483472158ef
бедра|noun|9c7a401f3b3a20ce	бедра	бедра	бедра	noun	a-hard	a-stem	f			[{"name":"head","args":{"1":"cu","2":"noun","g":"f","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-noun","args":{"1":"f"}}]	9c7a401f3b3a20ce
безблазьнъ|adj|7d90df45b0125863	безблазьнъ	безблазьнъ	безблазьнъ	adj	adj-hard					[{"name":"head","args":{"1":"cu","10":"","11":"","12":"","13":"","14":"","15":"","16":"","17":"","18":"","19":"","2":"adjective","20":"","21":"","22":"","3":"","4":"","5":"","6":"","7":"","8":"","9":"","head":"","sc":"","tr":""}},{"name":"cu-adj","args":{}}]	7d90df45b0125863
безбожьникъ|noun|74c566b315dc67b7	безбожьникъ	безбожьникъ	безбожьникъ	noun	o-m-hard	o-stem	m			[{"name":"head","args":{"1":"cu","2":"noun","g":"m","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-noun","args":{"1":"m"}}]	74c566b315dc67b7
безбожьѥ|noun|8368404d5b17c084	безбожьѥ	безбожьѥ	безбожьѥ	noun	jo-n-soft	o-stem	n			[{"name":"head","args":{"1":"cu","2":"noun","g":"n","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-noun","args":{"1":"n"}}]	8368404d5b17c084
безградьникъ|noun|b76d8fdc5366a5be	безградьникъ	безградьникъ	безградьникъ	noun	o-m-hard	o-stem	m			[{"name":"head","args":{"1":"cu","2":"noun","g":"m","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-noun","args":{"1":"m"}}]	b76d8fdc5366a5be
бездъждьѥ|noun|991cde4b1942e6d9	бездъждьѥ	бездъждьѥ	бездъждьѥ	noun	jo-n-soft	o-stem	n			[{"name":"head","args":{"1":"cu","2":"noun","g":"n","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-noun","args":{"1":"n"}}]	991cde4b1942e6d9
бездъна|noun|983c50987663a358	бездъна	бездъна	бездъна	noun	a-hard	a-stem	f			[{"name":"head","args":{"1":"cu","2":"noun","g":"f","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-noun","args":{"1":"f"}}]	983c50987663a358
безлобьѥ|noun|21d4eaba326d5f2c	безлобьѥ	безлобьѥ	безлобьѥ	noun	jo-n-soft	o-stem	n			[{"name":"head","args":{"1":"cu","2":"noun","g":"n","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-noun","args":{"1":"n"}}]	21d4eaba326d5f2c
безмлъвиѥ|noun|7a45495dcffdb0ab	безмлъвиѥ	безмлъвиѥ	безмлъвиѥ	noun	jo-n-soft	o-stem	n			[{"name":"head","args":{"1":"cu","2":"noun","g":"n","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-noun","args":{"1":"n"}}]	7a45495dcffdb0ab
безмьздьникъ|noun|5c2dd58a1936de0c	безмьздьникъ	безмьздьникъ	безмьздьникъ	noun	o-m-hard	o-stem	m			[{"name":"head","args":{"1":"cu","2":"noun","g":"m","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-noun","args":{"1":"m"}}]	5c2dd58a1936de0c
безмѣриѥ|noun|21bdd21342f783cd	безмѣриѥ	безмѣриѥ	безмѣриѥ	noun	jo-n-soft	o-stem	n			[{"name":"head","args":{"1":"cu","2":"noun","g":"n","g2":"","g3":"","head":"","sc":"","tr":""}},{"name":"cu-noun","args":{"1":"n"}}]	21bdd21342f783cd
