lexeme_id	feature	rank	form	romanization	source_spelling	source_tags
вѣтръ|noun|8f17e4e981bd1408	noun:nom:du	0	вѣтра	větra	вѣтра	dual,nominative
вѣтръ|noun|8f17e4e981bd1408	noun:nom:pl	0	вѣтри	větri	вѣтри	nominative,plural
вѣтръ|noun|8f17e4e981bd1408	noun:nom:sg	0	вѣтръ	větrŭ	вѣтръ	nominative,singular
вѣтръ|noun|8f17e4e981bd1408	noun:voc:du	0	вѣтра	větra	вѣтра	dual,vocative
вѣтръ|noun|8f17e4e981bd1408	noun:voc:pl	0	вѣтри	větri	вѣтри	plural,vocative
вѣтръ|noun|8f17e4e981bd1408	noun:voc:sg	0	вѣтре	větre	вѣтре	singular,vocative
вѣтрьць|noun|b848364feaed67c8	noun:acc:du	0	вѣтрьца	větrĭca	вѣтрьца	accusative,dual
вѣтрьць|noun|b848364feaed67c8	noun:acc:pl	0	вѣтрьцѧ	větrĭcę	вѣтрьцѧ	accusative,plural
вѣтрьць|noun|b848364feaed67c8	noun:acc:sg	0	вѣтрьць	větrĭcĭ	вѣтрьць	accusative,singular
вѣтрьць|noun|b848364feaed67c8	noun:dat:du	0	вѣтрьцема	větrĭcema	вѣтрьцема	dative,dual
вѣтрьць|noun|b848364feaed67c8	noun:dat:pl	0	вѣтрьцемъ	větrĭcemŭ	вѣтрьцемъ	dative,plural
вѣтрьць|noun|b848364feaed67c8	noun:dat:sg	0	вѣтрьцоу	větrĭcu	вѣтрьцоу	dative,singular
вѣтрьць|noun|b848364feaed67c8	noun:gen:du	0	вѣтрьцоу	větrĭcu	вѣтрьцоу	dual,genitive
вѣтрьць|noun|b848364feaed67c8	noun:gen:pl	0	вѣтрьць	větrĭcĭ	вѣтрьць	genitive,plural
вѣтрьць|noun|b848364feaed67c8	noun:gen:sg	0	вѣтрьца	větrĭca	вѣтрьца	genitive,singular
вѣтрьць|noun|b848364feaed67c8	noun:ins:du	0	вѣтрьцема	větrĭcema	вѣтрьцема	dual,instrumental
вѣтрьць|noun|b848364feaed67c8	noun:ins:pl	0	вѣтрьци	větrĭci	вѣтрьци	instrumental,plural
вѣтрьць|noun|b848364feaed67c8	noun:ins:sg	0	вѣтрьцемь	větrĭcemĭ	вѣтрьцемь	instrumental,singular
вѣтрьць|noun|b848364feaed67c8	noun:loc:du	0	вѣтрьцоу	větrĭcu	вѣтрьцоу	dual,locative
вѣтрьць|noun|b848364feaed67c8	noun:loc:pl	0	вѣтрьцихъ	větrĭcixŭ	вѣтрьцихъ	locative,plural
вѣтрьць|noun|b848364feaed67c8	noun:loc:sg	0	вѣтрьци	větrĭci	вѣтрьци	locative,singular
вѣтрьць|noun|b848364feaed67c8	noun:nom:du	0	вѣтрьца	větrĭca	вѣтрьца	dual,nominative
вѣтрьць|noun|b848364feaed67c8	noun:nom:pl	0	вѣтрьци	větrĭci	вѣтрьци	nominative,plural
вѣтрьць|noun|b848364feaed67c8	noun:nom:sg	0	вѣтрьць	větrĭcĭ	вѣтрьць	nominative,singular
вѣтрьць|noun|b848364feaed67c8	noun:voc:du	0	вѣтрьца	větrĭca	вѣтрьца	dual,vocative
вѣтрьць|noun|b848364feaed67c8	noun:voc:pl	0	вѣтрьци	větrĭci	вѣтрьци	plural,vocative
вѣтрьць|noun|b848364feaed67c8	noun:voc:sg	0	вѣтрьче	větrĭče	вѣтрьче	singular,vocative
вѣтъ|noun|c9420a272b9d34ad	noun:acc:du	0	вѣта	věta	вѣта	accusative,dual
вѣтъ|noun|c9420a272b9d34ad	noun:acc:pl	0	вѣтꙑ	věty	вѣтꙑ	accusative,plural
вѣтъ|noun|c9420a272b9d34ad	noun:acc:sg	0	вѣтъ	větŭ	вѣтъ	accusative,singular
вѣтъ|noun|c9420a272b9d34ad	noun:dat:du	0	вѣтома	větoma	вѣтома	dative,dual
вѣтъ|noun|c9420a272b9d34ad	noun:dat:pl	0	вѣтомъ	větomŭ	вѣтомъ	dative,plural
вѣтъ|noun|c9420a272b9d34ad	noun:dat:sg	0	вѣтоу	větu	вѣтоу	dative,singular
вѣтъ|noun|c9420a272b9d34ad	noun:gen:du	0	вѣтоу	větu	вѣтоу	dual,genitive
вѣтъ|noun|c9420a272b9d34ad	noun:gen:pl	0	вѣтъ	větŭ	вѣтъ	genitive,plural
вѣтъ|noun|c9420a272b9d34ad	noun:gen:sg	0	вѣта	věta	вѣта	genitive,singular
вѣтъ|noun|c9420a272b9d34ad	noun:ins:du	0	вѣтома	větoma	вѣтома	dual,instrumental
вѣтъ|noun|c9420a272b9d34ad	noun:ins:pl	0	вѣтꙑ	věty	вѣтꙑ	instrumental,plural
вѣтъ|noun|c9420a272b9d34ad	noun:ins:sg	0	вѣтомъ	větomŭ	вѣтомъ	instrumental,singular
вѣтъ|noun|c9420a272b9d34ad	noun:loc:du	0	вѣтоу	větu	вѣтоу	dual,locative
вѣтъ|noun|c9420a272b9d34ad	noun:loc:pl	0	вѣтѣхъ	větěxŭ	вѣтѣхъ	locative,plural
вѣтъ|noun|c9420a272b9d34ad	noun:loc:sg	0	вѣтѣ	větě	вѣтѣ	locative,singular
вѣтъ|noun|c9420a272b9d34ad	noun:nom:du	0	вѣта	věta	вѣта	dual,nominative
вѣтъ|noun|c9420a272b9d34ad	noun:nom:pl	0	вѣти	věti	вѣти	nominative,plural
вѣтъ|noun|c9420a272b9d34ad	noun:nom:sg	0	вѣтъ	větŭ	вѣтъ	nominative,singular
вѣтъ|noun|c9420a272b9d34ad	noun:voc:du	0	вѣта	věta	вѣта	dual,vocative
вѣтъ|noun|c9420a272b9d34ad	noun:voc:pl	0	вѣти	věti	вѣти	plural,vocative
вѣтъ|noun|c9420a272b9d34ad	noun:voc:sg	0	вѣте	věte	вѣте	singular,vocative
вѣтьи|noun|ce400dd54eb73543	noun:acc:du	0	вѣтьи	větĭi	вѣтьи	accusative,dual
вѣтьи|noun|ce400dd54eb73543	noun:acc:pl	0	вѣтьѩ	větĭję	вѣтьѩ	accusative,plural
вѣтьи|noun|ce400dd54eb73543	noun:acc:sg	0	вѣтьѭ	větĭjǫ	вѣтьѭ	accusative,singular
вѣтьи|noun|ce400dd54eb73543	noun:dat:du	0	вѣтьꙗма	větĭjama	вѣтьꙗма	dative,dual
вѣтьи|noun|ce400dd54eb73543	noun:dat:pl	0	вѣтьꙗмъ	větĭjamŭ	вѣтьꙗмъ	dative,plural
вѣтьи|noun|ce400dd54eb73543	noun:dat:sg	0	вѣтьи	větĭi	вѣтьи	dative,singular
вѣтьи|noun|ce400dd54eb73543	noun:gen:du	0	вѣтью	větĭju	вѣтью	dual,genitive
вѣтьи|noun|ce400dd54eb73543	noun:gen:pl	0	вѣтьи	větĭi	вѣтьи	genitive,plural
вѣтьи|noun|ce400dd54eb73543	noun:gen:sg	0	вѣтьѩ	větĭję	вѣтьѩ	genitive,singular
вѣтьи|noun|ce400dd54eb73543	noun:ins:du	0	вѣтьꙗма	větĭjama	вѣтьꙗма	dual,instrumental
вѣтьи|noun|ce400dd54eb73543	noun:ins:pl	0	вѣтьꙗми	větĭjami	вѣтьꙗми	instrumental,plural
вѣтьи|noun|ce400dd54eb73543	noun:ins:sg	0	вѣтьѥѭ	větĭjejǫ	вѣтьѥѭ	instrumental,singular
вѣтьи|noun|ce400dd54eb73543	noun:loc:du	0	вѣтью	větĭju	вѣтью	dual,locative
вѣтьи|noun|ce400dd54eb73543	noun:loc:pl	0	вѣтьꙗхъ	větĭjaxŭ	вѣтьꙗхъ	locative,plural
вѣтьи|noun|ce400dd54eb73543	noun:loc:sg	0	вѣтьи	větĭi	вѣтьи	locative,singular
вѣтьи|noun|ce400dd54eb73543	noun:nom:du	0	вѣтьи	větĭi	вѣтьи	dual,nominative
вѣтьи|noun|ce400dd54eb73543	noun:nom:pl	0	вѣтьѩ	větĭję	вѣтьѩ	nominative,plural
вѣтьи|noun|ce400dd54eb73543	noun:nom:sg	0	вѣтьи	větĭi	вѣтьи	nominative,singular
вѣтьи|noun|ce400dd54eb73543	noun:voc:du	0	вѣтьи	větĭi	вѣтьи	dual,vocative
вѣтьи|noun|ce400dd54eb73543	noun:voc:pl	0	вѣтьѩ	větĭję	вѣтьѩ	plural,vocative
вѣтьи|noun|ce400dd54eb73543	noun:voc:sg	0	вѣтьѥ	větĭje	вѣтьѥ	singular,vocative
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:acc:du:f:an	0	вѣчьнѣи	věčĭněi	вѣчьнѣи	accusative,dual,feminine,neuter
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:acc:du:f:in	0	вѣчьнѣи	věčĭněi	вѣчьнѣи	accusative,dual,feminine,neuter
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:acc:du:m:an	0	вѣчьнаꙗ	věčĭnaja	вѣчьнаꙗ	accusative,dual,masculine
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:acc:du:m:in	0	вѣчьнаꙗ	věčĭnaja	вѣчьнаꙗ	accusative,dual,masculine
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:acc:du:n:an	0	вѣчьнѣи	věčĭněi	вѣчьнѣи	accusative,dual,feminine,neuter
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:acc:du:n:in	0	вѣчьнѣи	věčĭněi	вѣчьнѣи	accusative,dual,feminine,neuter
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:acc:pl:f:an	0	вѣчьнꙑѩ	věčĭnyję	вѣчьнꙑѩ	accusative,feminine,plural
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:acc:pl:f:in	0	вѣчьнꙑѩ	věčĭnyję	вѣчьнꙑѩ	accusative,feminine,plural
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:acc:pl:m:an	0	вѣчьнꙑѩ	věčĭnyję	вѣчьнꙑѩ	accusative,masculine,plural
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:acc:pl:m:in	0	вѣчьнꙑѩ	věčĭnyję	вѣчьнꙑѩ	accusative,masculine,plural
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:acc:pl:n:an	0	вѣчьнаꙗ	věčĭnaja	вѣчьнаꙗ	accusative,neuter,plural
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:acc:pl:n:in	0	вѣчьнаꙗ	věčĭnaja	вѣчьнаꙗ	accusative,neuter,plural
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:acc:sg:f:an	0	вѣчьнѫѭ	věčĭnǫjǫ	вѣчьнѫѭ	accusative,feminine,singular
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:acc:sg:f:in	0	вѣчьнѫѭ	věčĭnǫjǫ	вѣчьнѫѭ	accusative,feminine,singular
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:acc:sg:m:an	0	вѣчьнꙑи	věčĭnyi	вѣчьнꙑи	accusative,masculine,singular
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:acc:sg:m:in	0	вѣчьнꙑи	věčĭnyi	вѣчьнꙑи	accusative,masculine,singular
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:acc:sg:n:an	0	вѣчьноѥ	věčĭnoje	вѣчьноѥ	accusative,neuter,singular
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:acc:sg:n:in	0	вѣчьноѥ	věčĭnoje	вѣчьноѥ	accusative,neuter,singular
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:dat:du:f:an	0	вѣчьнꙑима	věčĭnyima	вѣчьнꙑима	dative,dual,feminine
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:dat:du:f:in	0	вѣчьнꙑима	věčĭnyima	вѣчьнꙑима	dative,dual,feminine
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:dat:du:m:an	0	вѣчьнꙑима	věčĭnyima	вѣчьнꙑима	dative,dual,masculine,neuter
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:dat:du:m:in	0	вѣчьнꙑима	věčĭnyima	вѣчьнꙑима	dative,dual,masculine,neuter
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:dat:du:n:an	0	вѣчьнꙑима	věčĭnyima	вѣчьнꙑима	dative,dual,masculine,neuter
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:dat:du:n:in	0	вѣчьнꙑима	věčĭnyima	вѣчьнꙑима	dative,dual,masculine,neuter
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:dat:pl:f:an	0	вѣчьнꙑимъ	věčĭnyimŭ	вѣчьнꙑимъ	dative,feminine,plural
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:dat:pl:f:in	0	вѣчьнꙑимъ	věčĭnyimŭ	вѣчьнꙑимъ	dative,feminine,plural
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:dat:pl:m:an	0	вѣчьнꙑимъ	věčĭnyimŭ	вѣчьнꙑимъ	dative,masculine,neuter,plural
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:dat:pl:m:in	0	вѣчьнꙑимъ	věčĭnyimŭ	вѣчьнꙑимъ	dative,masculine,neuter,plural
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:dat:pl:n:an	0	вѣчьнꙑимъ	věčĭnyimŭ	вѣчьнꙑимъ	dative,masculine,neuter,plural
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:dat:pl:n:in	0	вѣчьнꙑимъ	věčĭnyimŭ	вѣчьнꙑимъ	dative,masculine,neuter,plural
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:dat:sg:f:an	0	вѣчьнѣи	věčĭněi	вѣчьнѣи	dative,feminine,singular
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:dat:sg:f:in	0	вѣчьнѣи	věčĭněi	вѣчьнѣи	dative,feminine,singular
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:dat:sg:m:an	0	вѣчьноуѥмоу	věčĭnujemu	вѣчьноуѥмоу	dative,masculine,neuter,singular
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:dat:sg:m:in	0	вѣчьноуѥмоу	věčĭnujemu	вѣчьноуѥмоу	dative,masculine,neuter,singular
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:dat:sg:n:an	0	вѣчьноуѥмоу	věčĭnujemu	вѣчьноуѥмоу	dative,masculine,neuter,singular
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:dat:sg:n:in	0	вѣчьноуѥмоу	věčĭnujemu	вѣчьноуѥмоу	dative,masculine,neuter,singular
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:gen:du:f:an	0	вѣчьноую	věčĭnuju	вѣчьноую	dual,feminine,genitive
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:gen:du:f:in	0	вѣчьноую	věčĭnuju	вѣчьноую	dual,feminine,genitive
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:gen:du:m:an	0	вѣчьноую	věčĭnuju	вѣчьноую	dual,genitive,masculine,neuter
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:gen:du:m:in	0	вѣчьноую	věčĭnuju	вѣчьноую	dual,genitive,masculine,neuter
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:gen:du:n:an	0	вѣчьноую	věčĭnuju	вѣчьноую	dual,genitive,masculine,neuter
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:gen:du:n:in	0	вѣчьноую	věčĭnuju	вѣчьноую	dual,genitive,masculine,neuter
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:gen:pl:f:an	0	вѣчьнꙑихъ	věčĭnyixŭ	вѣчьнꙑихъ	feminine,genitive,plural
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:gen:pl:f:in	0	вѣчьнꙑихъ	věčĭnyixŭ	вѣчьнꙑихъ	feminine,genitive,plural
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:gen:pl:m:an	0	вѣчьнꙑихъ	věčĭnyixŭ	вѣчьнꙑихъ	genitive,masculine,neuter,plural
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:gen:pl:m:in	0	вѣчьнꙑихъ	věčĭnyixŭ	вѣчьнꙑихъ	genitive,masculine,neuter,plural
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:gen:pl:n:an	0	вѣчьнꙑихъ	věčĭnyixŭ	вѣчьнꙑихъ	genitive,masculine,neuter,plural
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:gen:pl:n:in	0	вѣчьнꙑихъ	věčĭnyixŭ	вѣчьнꙑихъ	genitive,masculine,neuter,plural
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:gen:sg:f:an	0	вѣчьнꙑѩ	věčĭnyję	вѣчьнꙑѩ	feminine,genitive,singular
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:gen:sg:f:in	0	вѣчьнꙑѩ	věčĭnyję	вѣчьнꙑѩ	feminine,genitive,singular
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:gen:sg:m:an	0	вѣчьнаѥго	věčĭnajego	вѣчьнаѥго	genitive,masculine,neuter,singular
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:gen:sg:m:in	0	вѣчьнаѥго	věčĭnajego	вѣчьнаѥго	genitive,masculine,neuter,singular
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:gen:sg:n:an	0	вѣчьнаѥго	věčĭnajego	вѣчьнаѥго	genitive,masculine,neuter,singular
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:gen:sg:n:in	0	вѣчьнаѥго	věčĭnajego	вѣчьнаѥго	genitive,masculine,neuter,singular
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:ins:du:f:an	0	вѣчьнꙑима	věčĭnyima	вѣчьнꙑима	dual,feminine,instrumental
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:ins:du:f:in	0	вѣчьнꙑима	věčĭnyima	вѣчьнꙑима	dual,feminine,instrumental
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:ins:du:m:an	0	вѣчьнꙑима	věčĭnyima	вѣчьнꙑима	dual,instrumental,masculine,neuter
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:ins:du:m:in	0	вѣчьнꙑима	věčĭnyima	вѣчьнꙑима	dual,instrumental,masculine,neuter
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:ins:du:n:an	0	вѣчьнꙑима	věčĭnyima	вѣчьнꙑима	dual,instrumental,masculine,neuter
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:ins:du:n:in	0	вѣчьнꙑима	věčĭnyima	вѣчьнꙑима	dual,instrumental,masculine,neuter
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:ins:pl:f:an	0	вѣчьнꙑими	věčĭnyimi	вѣчьнꙑими	feminine,instrumental,plural
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:ins:pl:f:in	0	вѣчьнꙑими	věčĭnyimi	вѣчьнꙑими	feminine,instrumental,plural
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:ins:pl:m:an	0	вѣчьнꙑими	věčĭnyimi	вѣчьнꙑими	instrumental,masculine,neuter,plural
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:ins:pl:m:in	0	вѣчьнꙑими	věčĭnyimi	вѣчьнꙑими	instrumental,masculine,neuter,plural
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:ins:pl:n:an	0	вѣчьнꙑими	věčĭnyimi	вѣчьнꙑими	instrumental,masculine,neuter,plural
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:ins:pl:n:in	0	вѣчьнꙑими	věčĭnyimi	вѣчьнꙑими	instrumental,masculine,neuter,plural
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:ins:sg:f:an	0	вѣчьнѫѭ	věčĭnǫjǫ	вѣчьнѫѭ	feminine,instrumental,singular
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:ins:sg:f:in	0	вѣчьнѫѭ	věčĭnǫjǫ	вѣчьнѫѭ	feminine,instrumental,singular
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:ins:sg:m:an	0	вѣчьнꙑимь	věčĭnyimĭ	вѣчьнꙑимь	instrumental,masculine,neuter,singular
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:ins:sg:m:in	0	вѣчьнꙑимь	věčĭnyimĭ	вѣчьнꙑимь	instrumental,masculine,neuter,singular
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:ins:sg:n:an	0	вѣчьнꙑимь	věčĭnyimĭ	вѣчьнꙑимь	instrumental,masculine,neuter,singular
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:ins:sg:n:in	0	вѣчьнꙑимь	věčĭnyimĭ	вѣчьнꙑимь	instrumental,masculine,neuter,singular
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:loc:du:f:an	0	вѣчьноую	věčĭnuju	вѣчьноую	dual,feminine,locative
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:loc:du:f:in	0	вѣчьноую	věčĭnuju	вѣчьноую	dual,feminine,locative
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:loc:du:m:an	0	вѣчьноую	věčĭnuju	вѣчьноую	dual,locative,masculine,neuter
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:loc:du:m:in	0	вѣчьноую	věčĭnuju	вѣчьноую	dual,locative,masculine,neuter
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:loc:du:n:an	0	вѣчьноую	věčĭnuju	вѣчьноую	dual,locative,masculine,neuter
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:loc:du:n:in	0	вѣчьноую	věčĭnuju	вѣчьноую	dual,locative,masculine,neuter
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:loc:pl:f:an	0	вѣчьнꙑихъ	věčĭnyixŭ	вѣчьнꙑихъ	feminine,locative,plural
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:loc:pl:f:in	0	вѣчьнꙑихъ	věčĭnyixŭ	вѣчьнꙑихъ	feminine,locative,plural
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:loc:pl:m:an	0	вѣчьнꙑихъ	věčĭnyixŭ	вѣчьнꙑихъ	locative,masculine,neuter,plural
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:loc:pl:m:in	0	вѣчьнꙑихъ	věčĭnyixŭ	вѣчьнꙑихъ	locative,masculine,neuter,plural
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:loc:pl:n:an	0	вѣчьнꙑихъ	věčĭnyixŭ	вѣчьнꙑихъ	locative,masculine,neuter,plural
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:loc:pl:n:in	0	вѣчьнꙑихъ	věčĭnyixŭ	вѣчьнꙑихъ	locative,masculine,neuter,plural
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:loc:sg:f:an	0	вѣчьнѣи	věčĭněi	вѣчьнѣи	feminine,locative,singular
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:loc:sg:f:in	0	вѣчьнѣи	věčĭněi	вѣчьнѣи	feminine,locative,singular
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:loc:sg:m:an	0	вѣчьнѣѥмь	věčĭnějemĭ	вѣчьнѣѥмь	locative,masculine,neuter,singular
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:loc:sg:m:in	0	вѣчьнѣѥмь	věčĭnějemĭ	вѣчьнѣѥмь	locative,masculine,neuter,singular
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:loc:sg:n:an	0	вѣчьнѣѥмь	věčĭnějemĭ	вѣчьнѣѥмь	locative,masculine,neuter,singular
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:loc:sg:n:in	0	вѣчьнѣѥмь	věčĭnějemĭ	вѣчьнѣѥмь	locative,masculine,neuter,singular
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:nom:du:f:an	0	вѣчьнѣи	věčĭněi	вѣчьнѣи	dual,feminine,neuter,nominative
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:nom:du:f:in	0	вѣчьнѣи	věčĭněi	вѣчьнѣи	dual,feminine,neuter,nominative
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:nom:du:m:an	0	вѣчьнаꙗ	věčĭnaja	вѣчьнаꙗ	dual,masculine,nominative
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:nom:du:m:in	0	вѣчьнаꙗ	věčĭnaja	вѣчьнаꙗ	dual,masculine,nominative
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:nom:du:n:an	0	вѣчьнѣи	věčĭněi	вѣчьнѣи	dual,feminine,neuter,nominative
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:nom:du:n:in	0	вѣчьнѣи	věčĭněi	вѣчьнѣи	dual,feminine,neuter,nominative
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:nom:pl:f:an	0	вѣчьнꙑѩ	věčĭnyję	вѣчьнꙑѩ	feminine,nominative,plural
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:nom:pl:f:in	0	вѣчьнꙑѩ	věčĭnyję	вѣчьнꙑѩ	feminine,nominative,plural
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:nom:pl:m:an	0	вѣчьнии	věčĭnii	вѣчьнии	masculine,nominative,plural
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:nom:pl:m:in	0	вѣчьнии	věčĭnii	вѣчьнии	masculine,nominative,plural
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:nom:pl:n:an	0	вѣчьнаꙗ	věčĭnaja	вѣчьнаꙗ	neuter,nominative,plural
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:nom:pl:n:in	0	вѣчьнаꙗ	věčĭnaja	вѣчьнаꙗ	neuter,nominative,plural
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:nom:sg:f:an	0	вѣчьнаꙗ	věčĭnaja	вѣчьнаꙗ	feminine,nominative,singular
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:nom:sg:f:in	0	вѣчьнаꙗ	věčĭnaja	вѣчьнаꙗ	feminine,nominative,singular
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:nom:sg:m:an	0	вѣчьнꙑи	věčĭnyi	вѣчьнꙑи	masculine,nominative,singular
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:nom:sg:m:in	0	вѣчьнꙑи	věčĭnyi	вѣчьнꙑи	masculine,nominative,singular
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:nom:sg:n:an	0	вѣчьноѥ	věčĭnoje	вѣчьноѥ	neuter,nominative,singular
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:nom:sg:n:in	0	вѣчьноѥ	věčĭnoje	вѣчьноѥ	neuter,nominative,singular
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:voc:du:f:an	0	вѣчьнѣи	věčĭněi	вѣчьнѣи	dual,feminine,neuter,vocative
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:voc:du:f:in	0	вѣчьнѣи	věčĭněi	вѣчьнѣи	dual,feminine,neuter,vocative
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:voc:du:m:an	0	вѣчьнаꙗ	věčĭnaja	вѣчьнаꙗ	dual,masculine,vocative
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:voc:du:m:in	0	вѣчьнаꙗ	věčĭnaja	вѣчьнаꙗ	dual,masculine,vocative
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:voc:du:n:an	0	вѣчьнѣи	věčĭněi	вѣчьнѣи	dual,feminine,neuter,vocative
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:voc:du:n:in	0	вѣчьнѣи	věčĭněi	вѣчьнѣи	dual,feminine,neuter,vocative
вѣчьнъ|adj|823b67a1ba680ebf	adj:long:voc:pl:f:an	0	вѣчьнꙑѩ	věčĭnyję	вѣчьнꙑѩ	feminine,plural,vocative
